n,i,t,a
Centre,42027,94992,0.096
Cerro Gordo,19033,34108189,3.086
Chambers,48071,22196,0.107
Champaign,39021,148174430,4.094
Chariton,29041,12770936,2.557
Charles,24017,1027080,1.638
Charles Mix,46023,45299377,4.735
Charlotte,51037,466640,0.948
Chase,31029,26143836,1.769
Chatham,37037,65764,0.231
Chautauqua,36013,755504,1.464
Cheatham,47021,53744,1.434
Chenango,36017,25178,0.224
Cherokee,48073,197532000,2.079
Cherry,31031,1569569,0.699
Chester,47023,671103,0.489
Chesterfield,51041,408994,0.347
Cheyenne,8017,71291463,2.214
Chickasaw,28017,62884636,3.792
Chicot,5017,2727364,0.517
Chilton,1021,3783,0.658
Chippewa,55017,10106217,0.181
Chisago,27025,491998,0.412
Chittenden,50007,31139,0.586
Chowan,37041,20354,0.227
Christian,29043,198783561,4.239
Cimarron,40025,1997937,0.525
Clare,26035,162614,1.194
Clarendon,45027,262858,0.219
Clarion,42031,11945,0.092
Clark,55019,857844564,2.996
Clarke,51043,54857510,2.231
Clay,54015,2137377096,4.176
Clayton,19043,22567904,2.218
Clearfield,42033,140100,0.742
Clearwater,27029,42156,0.069
Clermont,39025,1374680,0.836
Cleveland,5025,65370,0.345
Clinton,42035,835361073,3.264
Cloud,20029,3040355,1.623
Coahoma,28027,879000,0.32
Cochise,4003,33510,0.059
Codington,46029,7081188,1.429
Coffee,47031,16071372,1.609
Coffey,20031,10713398,6.462
Colbert,1033,840799,3.03
Cole,29051,476260,3.872
Coles,17029,41645677,12.6
Colfax,35007,58341416,8.799
Colleton,45029,8625,0.096
Collin,48085,239864,0.028
Colorado,8000,1857534,0.684
Colquitt,13071,1838,0.02
Columbia,55021,106131680,1.583
Columbiana,39029,708093,0.403
Columbus,37047,1752477,0.461
Comal,48091,3618,0.457
Comanche,48093,1145640,2.433
Concordia,22029,85348,0.432
Conecuh,1035,13159,0.04
Conway,5029,150417,1.567
Cook,27031,551952,0.387
Cooke,48097,38189,0.247
Cooper,29053,19589333,5.576
Corson,46031,2288083,1.218
Cortland,36023,62353,1.984
Coryell,48099,21873,0.114
Coshocton,39031,1253058,1.159
Cottonwood,27033,6363269,0.414
Covington,51580,322731,0.152
Cowley,20035,3888966,2.598
Craig,51045,1911988,4.038
Craighead,5031,632613,0.723
Craven,37049,125815,0.055
Crawford,55023,1160130939,3.946
Crenshaw,1041,26994,0.844
Crittenden,5035,16168308,2.751
Crockett,48105,4617362,0.777
Crosby,48107,43484,2.809
Cross,5037,329093,0.429
Crow Wing,27035,179292,0.211
Cullman,1043,57136,1.294
Culpeper,51047,60454,0.054
Cumberland,51049,321229456,9.04
Cuming,31039,63015779,10.119
Currituck,37053,131142,0.516
Curry,41015,1704684,2.023
Custer,8027,143160810,1.181
Dade,29057,6653271,4.31
Dakota,31043,46397168,3.474
Dale,1045,130981,0.542
Dallam,48111,4167436,0.785
Dallas,5039,89114860,1.094
Dane,55025,27012099,5.754
Darke,39037,28713469,3.617
Darlington,45031,180731,0.134
Dauphin,42043,207778,0.416
Davidson,47037,527582,0.641
Davie,37059,251387,0.436
Daviess,29061,196875213,5.933
Davis,49011,46431672,6.729
Davison,46035,22275221,3.198
Dawes,31045,1485060,2.351
Dawson,48115,29935256,0.6
Day,46037,1808959,0.213
De Kalb,29063,135982780,2.13
De Soto,22031,1039980,0.503
De Witt,48123,28424710,1.357
Deaf Smith,48117,2843655,2.754
Dearborn,18029,1217188,3.058
Decatur,47039,299715015,5.333
Defiance,39039,14502895,3.58
Delaware,42045,331811529,1.705
Delta,8029,875517,0.271
Denton,48121,187553,1.024
Des Moines,19057,3069303,0.531
Desha,5041,219612,0.039
Deuel,46039,18792348,1.671
Dewey,46041,2018648,0.799
Dickey,38021,3144303,0.058
Dickinson,26043,19774227,1.31
Dillon,45033,84228,0.08
Dinwiddie,51053,918971,1.933
Divide,38023,16975,0.226
Dixon,31051,50433595,12.855
Dodge,55027,70165724,0.939
Doniphan,20043,7922653,1.003
Dooly,13093,3236,0.141
Door,55029,424067,0.369
Dorchester,45035,1465162,0.644
Dougherty,13095,30324,0.205
Douglas,8035,850385652,3.956
Drew,5043,344913,1.592
Dubois,18037,22809805,6.456
Dubuque,19061,28305038,4.659
Dundy,31057,10737622,1.326
Dunklin,29069,442341,0.71
Dunn,55033,6572134,0.297
Duplin,37061,319939,0.061
Duval,48131,366946,0.546
Dyer,47045,185795,0.245
Early,13099,86014,0.112
East Carroll,22035,350485,0.202
Eaton,26045,2213093,0.39
Eau Claire,55035,2587449,0.717
Eddy,38027,262248,0.227
Edgar,17045,47669628,10.924
Edgefield,45037,1484,0.06
Edmonson,21061,433305,5.238
Edmunds,46045,3580749,0.22
Edwards,48137,65412390,5.779
Effingham,17049,95153286,16.597
Elbert,8039,3904170,2.033
Elk,42047,2028948,2.035
Elkhart,18039,7102070,7.204
Ellis,48139,4304385,1.416
Ellsworth,20053,625821,5.99
Emanuel,13107,8351,0.055
Emmet,26047,3365000,0.376
Emmons,38029,6736798,0.317
Erie,42049,2935023,0.413
Escambia,12033,2840,0.009
Essex,51057,20958960,2.907
Evangeline,22039,1055,0.038
Fairfield,9001,22460091,1.977
Fallon,30025,296576,4.906
Falls,48145,395859,0.074
Fannin,48147,348504,0.095
Faribault,27043,2810421,0.091
Faulk,46049,3460527,0.278
Faulkner,5045,64894,0.848
Fauquier,51061,369938,0.496
Fayette,54019,1100118723,3.877
Fillmore,31059,28509718,0.556
Finney,20055,9735511,1.097
Fleming,21069,288141,1.147
Florence,55037,658120,0.295
Floyd,51063,174451722,4.939
Ford,20057,153842642,17.055
Forsyth,37067,432058,0.958
Fort Bend,48157,24536,0.065
Foster,38031,419971,0.111
Fountain,18045,18296896,4.21
Franklin,53021,2043795104,1.982
Frederick,51069,506362,0.143
Freeborn,27047,6078571,0.431
Fremont,8043,23590592,0.36
Frio,48163,50707,0.104
Frontier,31063,23789911,4.764
Fulton,5049,351139416,2.034
Furnas,31065,24128822,3.598
Gadsden,12039,51466,0.275
Gage,31067,24772076,2.332
Gallatin,30031,75702567,4.885
Gallia,39053,8781,0.076
Garden,31069,4547432,3.075
Garfield,8045,25716936,1.91
Garrard,21079,187253,4.2
Garvin,40049,33090,0.158
Gasconade,29073,1024213,3.058
Gates,37073,28493,0.089
Geary,20061,1889216,3.758
Geauga,39055,77581,0.257
Genesee,36037,1574294,0.22
Geneva,1061,340958,0.287
Gentry,29075,11034617,4.786
Georgetown,45043,60379,0.526
Gibson,47053,83554230,4.694
Giles,51071,6404486,5.634
Gladwin,26051,312061,1.056
Gloucester,51073,1939958,1.007
Golden Valley,38033,143484,0.32
Goliad,48175,3093,0.009
Gonzales,48177,1219,0.01
Goodhue,27049,2161104,0.122
Goshen,56015,2391780,1.019
Gosper,31073,8633932,1.301
Gove,20063,19004627,3.788
Grady,40051,74484,0.79
Graham,4009,24511707,2.44
Grand Forks,38035,1259159,0.113
Grand Traverse,26055,277868,1.171
Grant,55043,1094751960,3.154
Granville,37077,430249,1.132
Gratiot,26057,156597,0.029
Graves,21083,28535052,15.356
Gray,48179,9506180,0.97
Grayson,51077,7531149,2.038
Greeley,31077,28704428,1.811
Green,55045,81865734,8.65
Green Lake,55047,6236500,3.095
Greene,51079,1181934866,3.131
Greensville,51081,1189,0.082
Greenwood,45047,4300218,4.449
Gregory,46053,14239217,4.25
Griggs,38039,563908,0.205
Grundy,47061,184502616,3.471
Guadalupe,48187,60144,0.104
Guilford,37081,428669,0.946
Guthrie,19077,24803845,3.383
Haakon,46055,1431156,1.42
Hale,48189,804044,0.801
Halifax,51083,343482,0.538
Hall,48191,18978675,2.621
Hamilton,48193,717648850,2.641
Hamlin,46057,5615339,0.641
Hampden,25013,17899,0.272
Hampshire,54027,38500,1.223
Hampton,51650,21104,0.258
Hancock,54029,659576070,3.047
Hand,46059,7744291,0.767
Hanover,51085,831898,0.386
Hansford,48195,916211,0.251
Hanson,46061,21842183,2.76
Hardeman,48197,512708,0.439
Hardin,48199,148735062,2.514
Harding,46063,70000,0.129
Hardy,54031,53177,0.167
Harford,24025,66224,0.268
Harlan,31083,20342242,2.403
Harnett,37085,69712,0.402
Harper,40059,712506,1.108
Harris,48201,92310,0.06
Harrison,54033,461024712,3.91
Hart,21099,3427778,8.455
Hartley,48205,2300966,0.383
Harvey,20079,2474669,0.659
Haskell,48207,12658662,0.822
Hayes,31085,11736626,2.063
Hays,48209,1413,0.1
Haywood,47075,1410732,0.299
Henderson,48213,149911485,2.731
Hendricks,18063,51414285,17.033
Hennepin,27053,64243,0.387
Henry,51089,975215540,3.693
Herkimer,36043,345848,0.704
Hertford,37091,95534,0.22
Hettinger,38041,160514,0.086
Hickman,47081,26328848,6.91
Hidalgo,48215,138120,0.178
Highland,51091,3797582,0.518
Hill,48217,188876,0.039
Hillsdale,26059,3217211,1.16
Hitchcock,31087,17497845,3.538
Hocking,39073,194984,0.961
Hockley,48219,63486,2.284
Hodgeman,20083,1267223,2.436
Hoke,37093,29711,0.489
Holmes,39075,2352786,0.466
Holt,31089,30640150,0.611
Hopkins,48223,19104460,10.912
Horry,45051,1643160,0.662
Houston,48225,3022285,0.077
Howard,5061,277879861,1.819
Hughes,46065,11445752,1.045
Humboldt,6023,24443427,0.917
Humphreys,47085,4114020,0.662
Hunterdon,34019,369383,1.558
Huntingdon,42061,531476,0.335
Huntington,18069,11709906,1.848
Huron,39077,9643266,0.38
Hutchinson,48233,173439342,5.583
Hyde,46069,10118492,0.422
Ida,19093,16236155,1.168
Independence,5063,120469,0.14
Indiana,42063,197618,0.728
Ingham,26065,3220969,1.617
Ionia,26067,1237289,0.456
Iosco,26069,46409,0.258
Iowa,55049,118874031,7.956
Iredell,37097,342547,0.46
Iroquois,17075,73485882,5.779
Irwin,13155,6698,0.035
Isabella,26073,392977,0.113
Isanti,27059,300216,0.237
Isle of Wight,51093,39175,0.034
Issaquena,28055,85046,0.011
Itawamba,28057,11700,0.065
Jackson,8057,1950270864,3.083
Jasper,48241,676248520,7.142
Jay,18075,11185113,1.54
Jefferson,8059,1868593610,2.265
Jennings,18079,6903271,2.13
Jerauld,46073,4502290,1.247
Jersey,17083,19655382,6.091
Jessamine,21113,401504,4.533
Jewell,20089,3933208,1.809
Jim Wells,48249,1033544,1.155
Jo Daviess,17085,42531328,8.989
Johnson,56019,854854908,4.69
Johnston,40069,323754,0.231
Jones,48253,177645378,2.341
Juneau,55057,11036130,1.67
Juniata,42067,351524,0.384
Kalamazoo,26077,4369250,4.57
Kanabec,27065,52562,0.029
Kandiyohi,27067,1582796,1.071
Kane,49025,27556246,1.582
Kankakee,17091,26160557,2.967
Karnes,48255,16485,0.273
Kay,40071,6606342,2.18
Kearney,31099,2809240,1.847
Kearny,20093,4017649,2.544
Keith,31101,13630158,2.469
Kendall,48259,49278684,8.089
Kenosha,55059,814896,0.249
Kent,48263,57741335,1.226
Keokuk,19107,21989068,1.806
Kewaunee,55061,672066,0.205
Keya Paha,31103,1247911,2.217
Kidder,38043,879235,0.258
Kimball,31105,897422,1.574
King William,51101,833576,0.637
King and Queen,51097,2418116,2.419
Kingman,20095,1117227,2.169
Kingsbury,46077,10487002,0.285
Kiowa,8061,21586962,1.261
Kit Carson,8063,42310065,2.892
Kittson,27069,50697,0.061
Knox,48275,1181247921,4.403
Koochiching,27071,116484,0.102
Kosciusko,18085,20225634,3.019
Kossuth,19109,4812044,0.3
La Crosse,55063,832198,1.276
La Moure,38045,3728469,0.236
La Porte,18091,4486143,2.077
La Salle,48283,135926760,2.708
Labette,20099,9270762,3.261
Laclede,29105,1212013,9.891
Lafayette,55065,611984148,4.894
Lake,8065,76080516,0.329
Lamar,48277,868368,0.196
Lamb,48279,1524289,1.329
Lancaster,51103,81916336,1.302
Lane,41039,5560364,2.312
Langlade,55067,162801,0.334
Lapeer,26087,302508,0.086
Laramie,56021,598028,1.043
Larimer,8069,303511,0.606
Larue,21123,7296706,4.681
Lauderdale,47097,8433873,0.638
Laurens,45059,105476,0.239
Lavaca,48285,39394,0.22
Lawrence,5075,514914598,3.76
Le Flore,40079,37674,0.155
Le Sueur,27079,2389692,0.339
Leavenworth,20103,3951084,2.917
Lebanon,42075,1637839,1.853
Lee,51105,420412152,1.676
Leelanau,26089,137947,1.843
Leflore,28083,2286688,0.485
Lehigh,42077,228442,0.111
Lenawee,26091,20626552,3.648
Lenoir,37107,1079081,0.47
Lewis,54041,208478536,2.81
Lexington,51678,82406,0.514
Liberty,48291,2605044,0.467
Licking,39089,1851622,0.518
Limestone,48293,5790462,1.485
Lincoln,8073,2322439416,2.334
Linn,41043,174535692,6.156
Lipscomb,48295,28646,0.104
Little River,5081,337048,0.443
Live Oak,48297,1213968,1.618
Livingston,36051,956574402,5.075
Logan,8075,1276474650,3.396
Lonoke,5085,211296,0.589
Lorain,39093,422239,0.192
Loudon,47105,818949,2.526
Louisa,51109,6647804,0.723
Loup,31115,785471,5.272
Lowndes,28087,279150,0.145
Lubbock,48303,43409,0.553
Lucas,39095,16666666,1.592
Luna,35029,32179,0.73
Lunenburg,51111,103435,0.467
Luzerne,42079,34689,0.044
Lycoming,42081,4437,0.057
Lyman,46085,9162060,2.466
Lyon,32019,159879755,3.739
Macomb,26099,40468,0.064
Macon,47111,461667954,6.359
Macoupin,17117,101881349,9.851
Madison,51113,2266671880,3.573
Mahaska,19123,17727444,2.157
Mahnomen,27087,750946,0.104
Mahoning,39099,7612,0.185
Manitowoc,55071,481098,0.063
Marathon,55073,2597968,0.227
Marengo,1091,126893,0.486
Maries,29125,272781,3.045
Marinette,55075,393332,0.078
Marion,54049,1484187771,5.135
Marlboro,45069,130234,0.103
Marquette,55077,16929948,4.877
Marshall,54051,754773612,2.734
Martin,48317,77131848,2.696
Mason,54053,171673218,3.204
Massac,17127,3905101,3.606
Matagorda,48321,2984931,0.59
Maury,47119,3004558,13.883
McClain,40087,64070,0.203
McCook,46087,42879454,4.022
McCracken,21145,7646956,10.644
McCurtain,40089,776135,2.566
McDonough,17109,22271202,3.46
McHenry,38049,29141536,1.418
McIntosh,40091,8300934,0.233
McKenzie,38053,52663,0.297
McLean,38055,310562340,4.793
McLennan,48309,207804,0.061
McLeod,27085,751437,0.064
McMinn,47107,877974,3.785
McNairy,47109,234727,0.46
McPherson,46089,21717435,1.153
Meade,46093,27753663,5.383
Mecklenburg,51117,42112,0.293
Mecosta,26107,134009,0.139
Medina,48325,1619782,0.289
Meeker,27093,401844,0.029
Meigs,47121,285384,1.067
Mellette,46095,730581,2.016
Menard,48327,60788772,10.116
Menominee,55078,1685740,0.531
Mercer,54055,230439576,1.43
Merrick,31121,4456321,1.273
Metcalfe,21169,478726,2.307
Miami,39109,59917047,3.209
Midland,48329,245706,0.033
Mifflin,42087,94707,0.284
Milam,48331,349400,0.191
Mille Lacs,27095,297610,0.08
Miller,5091,15924231,2.442
Mills,48333,17607856,0.693
Milwaukee,55079,2499,0.009
Miner,46097,8195798,0.796
Minnehaha,46099,30177215,2.814
Missaukee,26113,114304,0.091
Mississippi,5093,7095579,0.57
Mitchell,48335,192794270,3.517
Moniteau,29135,4385212,5.575
Monona,19133,24350599,3.428
Monroe,55081,1331868706,2.718
Montcalm,26117,158426,0.336
Montgomery,51121,2782990170,3.545
Montour,42093,46380,0.192
Montrose,8085,589,0.003
Moody,46101,3469629,0.528
Moore,48341,7479180,2.357
Morehouse,22067,7710098,0.795
Morgan,8087,717422453,5.447
Morrill,31123,3056987,1.939
Morris,48343,15283326,4.347
Morrison,27097,1195113,0.114
Morrow,41049,1230228,0.065
Morton,38059,5346898,0.471
Moultrie,17139,21741532,3.768
Mountrail,38061,15539,0.105
Mower,27099,11788062,0.875
Muhlenberg,21177,4363199,4.501
Murray,40099,16050936,0.647
Muscatine,19139,6707818,1.529
Muskegon,26121,316001,0.292
Muskingum,39119,1234252,1.451
Muskogee,40101,567842,1.32
Nance,31125,16599349,3.308
Nash,37127,15279,0.085
Natchitoches,22069,712632,1.536
Navarro,48349,5323,0.012
Nelson,51125,16848003,3.393
Nemaha,31127,78643500,2.391
Neosho,20133,4795957,1.697
Ness,20135,1682325,5.508
New Castle,10003,118617,0.073
New London,9011,8731,0.184
New Madrid,29143,858598,0.314
Newaygo,26123,482515,0.201
Newberry,45071,2014,0.15
Newton,5101,105165480,5.283
Niagara,36063,409506,0.754
Nicholas,54067,1482378,3.19
Nicollet,27103,9055425,1.129
Noble,40103,36083178,2.196
Nobles,27105,11201710,0.366
Nodaway,29147,21955889,1.94
Nolan,48353,12870,0.53
Norman,27107,3976262,0.252
Northampton,51131,3412980,0.353
Northumberland,51133,2927086,0.699
Norton,51720,21584556,2.282
Nowata,40105,199607,0.881
Noxubee,28103,7383,0.029
Nuckolls,31129,4229246,1.348
Nueces,48355,369737,0.531
Obion,47131,8262599,2.54
Oceana,26127,209863,0.559
Ochiltree,48357,384369,0.797
Oconto,55083,360364,0.09
Ogemaw,26129,326294,0.609
Ogle,17141,31975574,1.965
Ohio,54069,16018092,3.5
Okaloosa,12091,3362,0.287
Oklahoma,40109,532518,0.733
Okmulgee,40111,244581,1.469
Oldham,48359,696540,0.735
Oliver,38065,138736,0.12
Olmsted,27109,619506,0.039
Oneida,55085,853719,0.621
Onondaga,36067,193400,0.366
Onslow,37133,3305,0.008
Ontario,36069,344958,0.271
Orange,6059,96242280,5.43
Orangeburg,45075,210191,0.046
Orleans,50019,199599,0.298
Osage,40113,39929496,5.329
Osborne,20141,6261798,3.703
Osceola,26133,11743278,0.473
Oswego,36075,4316,0.055
Otero,8089,9394682,7.868
Otoe,31131,20488284,2.971
Otsego,36077,91850,0.296
Ottawa,40115,33707872,1.885
Ouachita,5103,51262,0.107
Outagamie,55087,760109,0.155
Owen,21187,19429954,5.487
Ozaukee,55089,581931,0.839
Page,51139,22855576,0.776
Palo Alto,19147,1411716,0.305
Pamlico,37137,280719,2.243
Panola,48365,1847858,0.487
Parke,18121,19951277,6.098
Parmer,48369,2737029,3.117
Pasquotank,37139,173187,0.644
Patrick,51141,11579,0.283
Paulding,39125,27431398,7.122
Pawnee,40117,34517475,1.617
Payne,40119,38022,2.93
Peach,13225,42649,0.29
Pembina,38067,172835,0.01
Pemiscot,29155,653007,0.887
Pender,37141,6544,0.119
Pendleton,54071,547012,2.163
Pennington,46103,1658564,1.07
Penobscot,23019,32353,0.557
Peoria,17143,7854656,0.766
Pepin,55091,1183653,0.52
Perkins,46105,69486908,2.189
Perquimans,37143,30409,0.057
Perry,5105,355538030,4.55
Person,37145,444414,0.831
Pettis,29159,21292688,6.408
Phelps,31137,4721750,0.29
Phillips,8095,99086992,1.938
Piatt,17147,25416188,2.685
Pickaway,39129,17743451,3.536
Pierce,55093,115598805,1.465
Pike,5109,947496140,4.294
Pinal,4021,542193,2.007
Pine,27115,232970,0.17
Pipestone,27117,7020632,2.196
Pitt,37147,146914,0.111
Pittsylvania,51143,588276,1.459
Platte,56031,94042410,2.258
Plymouth,25023,151391544,5.721
Pocahontas,54075,6105638,0.497
Poinsett,5111,1283437,0.833
Pointe Coupee,22077,34201,0.216
Polk,55095,146044344,1.621
Pontotoc,40123,330096,0.483
Pope,5115,5367336,0.752
Portage,55097,7091112,0.943
Porter,18127,194457,0.253
Posey,18129,25158924,5.149
Pottawatomie,40125,6740120,1.341
Potter,48375,10596690,0.663
Poweshiek,19157,12196433,0.626
Prairie,5117,487766,0.502
Pratt,20151,1976868,1.518
Preble,39135,26070485,7.184
Prentiss,28117,219647,1.396
Presque Isle,26141,8077,0.038
Price,55099,9673,0.032
Prince Edward,51147,403011,1.643
Prince George,51149,227004,0.516
Prowers,8099,9061736,2.614
Pueblo,8101,887912,1.688
Pulaski,5119,138758221,2.489
Putnam,54079,539334981,6.478
Quay,35037,53448,0.713
Queen Anne's,24035,4216465,2.473
Quitman,28119,4250362,0.808
Racine,55101,979356,0.401
Ralls,29173,26353614,8.539
Ramsey,38071,4633316,0.433
Randall,48381,143641,2.104
Randolph,54083,382486824,3.514
Rankin,28121,4415,0.016
Ransom,38073,821915,0.075
Rapides,22079,22141,0.048
Rawlins,20153,28478817,5.214
Ray,29177,6077243,2.623
Red Lake,27125,37132,0.015
Red River,48387,409812,0.601
Red Willow,31145,26181436,6.957
Redwood,27127,5788575,0.27
Refugio,48391,18833,0.054
Reno,20155,1975358,0.85
Rensselaer,36083,91199,0.443
Renville,38075,7136530,0.083
Republic,20157,4424520,0.932
Rice,27131,9523770,1.235
Richardson,31147,12335573,1.915
Richland,55103,391485549,3.788
Richmond,51760,16726525,1.983
Riley,20161,1104754,1.407
Ringgold,19159,17100169,4.059
Ripley,29181,9921944,0.977
Roberts,48393,1845230,0.021
Robertson,48395,18919995,4.233
Robeson,37155,269079,0.054
Rock,55105,118206867,3.052
Rock Island,17161,3853470,0.912
Rockbridge,51163,17041,0.056
Rockcastle,21203,2792,0.114
Rockingham,51165,1615644,0.576
Rolette,38079,160765,0.107
Rooks,20163,3113458,4.019
Roosevelt,35041,1369512,0.909
Roseau,27135,84407,0.143
Rosebud,30087,518244,0.723
Ross,39141,5155781,1.354
Rowan,37159,808688,0.758
Rush,20165,59194268,4.882
Rusk,55107,970300,0.211
Russell,51167,5479260,4.329
Rutherford,47149,7428688,5.798
Rutland,50021,17858,0.098
Sac,19161,32363712,3.693
Saginaw,26145,585632,0.187
Salem,51775,453006,0.453
Saline,5125,314565140,3.929
Sampson,37163,269051,0.159
San Joaquin,6077,166838,0.536
San Patricio,48409,1159597,1.586
Sanborn,46111,5438811,0.853
Sandusky,39143,1098119,0.234
Sangamon,17167,56363576,2.492
Sanilac,26151,316682,0.143
Sargent,38081,1113365,0.085
Sarpy,31153,3029930,2.081
Sauk,55111,6369637,2.235
Saunders,31155,13833769,1.854
Sawyer,55113,38263,0.391
Schley,13249,5248,0.076
Schoharie,36095,37135,0.426
Schuyler,36097,76355661,5.354
Schuylkill,42107,251835,0.172
Scioto,39145,100051,0.347
Scotland,37165,29493020,2.792
Scott,5127,429893629,2.001
Scotts Bluff,31157,3030728,0.857
Screven,13251,12659,0.141
Sedgwick,8115,17910770,2.137
Seminole,40133,451848,0.359
Seneca,39147,14511754,0.945
Seward,31159,23681376,1.252
Shannon,46113,1606718,2.81
Sharkey,28125,26176,0.009
Shawano,55115,1632185,0.383
Shawnee,20177,4823749,2.671
Sheboygan,55117,728072,0.198
Shelby,48419,1442274039,7.75
Shenandoah,51171,348360,0.175
Sherburne,27141,461344,0.372
Sheridan,56033,132366465,1.117
Sherman,48421,144492640,1.512
