n,i,t,a
Riley,20161,6786,0.116
Rooks,20163,2345,0.01
Russell,20167,2465,0.284
Saline,20169,1598,0.041
Scott,20171,90012,0.043
Sedgwick,20173,18660,0.063
Seward,20175,31208,0.03
Sheridan,20179,224564,0.125
Sherman,20181,111147,0.019
Stafford,20185,7398,0.005
Stanton,20187,71290,0.156
Stevens,20189,126819,0.032
Sumner,20191,131779,1.217
Thomas,20193,50819,0.007
Trego,20195,416,0.001
Wabaunsee,20197,758,0.005
Wallace,20199,4236,0.005
Washington,20201,3843,0.003
Wilson,20205,7890,0.222
Woodson,20207,8679,0.077
Adair,21001,5160,0.182
Allen,21003,14431,0.68
Ballard,21007,65477,0.506
Barren,21009,13734,0.742
Bath,21011,14044,0.274
Bourbon,21017,8393,0.221
Boyle,21021,5400,1.174
Bracken,21023,5193,1.242
Breckinridge,21027,56221,0.471
Butler,21031,577,0.032
Caldwell,21033,100541,0.902
Calloway,21035,75766,0.154
Carlisle,21039,153741,0.56
Christian,21047,200734,0.447
Clark,21049,5877,0.54
Crittenden,21055,75836,0.571
Daviess,21059,39986,0.451
Fayette,21067,1133,0.428
Fleming,21069,27675,0.783
Franklin,21073,1061,2.315
Fulton,21075,288242,0.818
Graves,21083,38350,0.061
Grayson,21085,46602,1.209
Hancock,21091,15924,0.703
Hardin,21093,70601,1.073
Harrison,21097,1317,0.023
Hart,21099,1831,0.106
Henderson,21101,8046,0.066
Hickman,21105,311036,2.187
Hopkins,21107,167784,2.102
Jefferson,21111,7043,0.363
Larue,21123,4972,0.066
Lewis,21135,18637,0.84
Lincoln,21137,19454,0.337
Livingston,21139,61968,2.034
Logan,21141,126568,1.139
McCracken,21145,79536,1.087
McLean,21149,33065,1.605
Madison,21151,13469,1.765
Marion,21155,974,0.017
Marshall,21157,193225,0.918
Mason,21161,28856,0.88
Monroe,21171,1127,0.163
Montgomery,21173,5689,0.463
Morgan,21175,1545,0.588
Muhlenberg,21177,40137,0.592
Nelson,21179,1870,0.06
Nicholas,21181,1862,0.236
Ohio,21183,42642,0.24
Oldham,21185,1282,0.02
Powell,21197,13964,1.54
Pulaski,21199,4073,0.181
Rowan,21205,5637,0.943
Scott,21209,2231,0.036
Simpson,21213,53831,0.112
Spencer,21215,6885,0.156
Todd,21219,28590,0.05
Trigg,21221,88650,0.266
Union,21225,308492,1.677
Warren,21227,50000,0.148
Washington,21229,3886,0.562
Webster,21233,14253,1.017
Acadia,22001,2946,0.048
Avoyelles,22009,606740,2.35
Bossier,22015,65028,4.905
Caddo,22017,490393,5.506
Caldwell,22021,158600,2.3
Catahoula,22025,1034995,4.074
Concordia,22029,3500766,5.236
East Carroll,22035,128496,2.14
Evangeline,22039,119628,3.347
Franklin,22041,708963,2.125
Iberville,22047,52571,2.318
Lafayette,22055,78710,2.124
Madison,22065,1921931,1.736
Morehouse,22067,208266,1.825
Natchitoches,22069,631442,6.118
Ouachita,22073,66986,1.186
Pointe Coupee,22077,246069,0.639
Rapides,22079,474414,6.045
Red River,22081,181991,9.387
Richland,22083,844793,2.883
St Landry,22097,1238735,3.373
St Martin,22099,19594,1.185
Tensas,22107,696492,2.239
West Baton Rouge,22121,18476,2.712
West Carroll,22123,160057,1.693
Caroline,24011,190183,0.2
Carroll,24013,16736,0.274
Cecil,24015,15481,0.051
Dorchester,24019,27527,0.195
Frederick,24021,230383,0.14
Kent,24029,172762,0.696
Montgomery,24031,41062,0.254
Queen Anne's,24035,81492,0.205
St Mary's,24037,28039,1.031
Somerset,24039,22142,0.275
Talbot,24041,75712,0.242
Washington,24043,35726,0.05
Wicomico,24045,39054,0.778
Worcester,24047,16756,0.149
Bristol,25005,20702,1.44
Franklin,25011,16230,1.62
Hampden,25013,2964,0.705
Hampshire,25015,1590,0.093
Plymouth,25023,34398,3.1
Worcester,25027,13333,0.55
Allegan,26005,228072,0.199
Alpena,26007,11916,0.133
Arenac,26011,31222,0.607
Barry,26015,10839,0.097
Bay,26017,110112,0.443
Berrien,26021,9663,0.071
Branch,26023,26421,0.215
Calhoun,26025,22370,0.013
Cass,26027,813634,1.598
Clare,26035,39418,0.719
Clinton,26037,750906,1.535
Delta,26041,28959,0.51
Eaton,26045,43439,0.204
Genesee,26049,244759,0.586
Gladwin,26051,141826,0.792
Grand Traverse,26055,22298,0.382
Gratiot,26057,386022,1.485
Hillsdale,26059,5133,0.003
Huron,26063,47438,0.348
Ingham,26065,8535,0.014
Ionia,26067,255942,0.614
Iosco,26069,25706,0.336
Isabella,26073,572664,1.183
Jackson,26075,17855,0.038
Kalamazoo,26077,36281,0.161
Kent,26081,140256,0.596
Lapeer,26087,21265,0.119
Lenawee,26091,9747,0.008
Livingston,26093,30433,0.62
Macomb,26099,1746,0.033
Mecosta,26107,126304,1.158
Menominee,26109,20112,0.251
Midland,26111,54316,1.391
Missaukee,26113,49124,0.968
Monroe,26115,2014,0.002
Montcalm,26117,446920,1.287
Muskegon,26121,64303,1.403
Newaygo,26123,33653,0.422
Oceana,26127,390,0.063
Ogemaw,26129,94168,0.82
Osceola,26133,20341,0.233
Ottawa,26139,79510,0.359
Presque Isle,26141,40206,0.451
Saginaw,26145,318609,0.656
St Clair,26147,11870,0.061
St Joseph,26149,192008,1.557
Sanilac,26151,99582,0.178
Shiawassee,26155,281249,0.798
Tuscola,26157,96545,0.371
Van Buren,26159,107042,0.138
Washtenaw,26161,18166,0.08
Becker,27005,98153,0.686
Beltrami,27007,7154,0.05
Benton,27009,17344,0.016
Big Stone,27011,75542,0.03
Blue Earth,27013,75897,0.038
Brown,27015,810261,0.266
Carver,27019,5252,0.001
Cass,27021,92591,0.554
Chippewa,27023,980,0.0
Chisago,27025,20368,0.09
Clay,27027,374623,1.24
Clearwater,27029,4514,0.048
Cottonwood,27033,156243,0.196
Crow Wing,27035,30825,0.129
Dakota,27037,34367,0.037
Dodge,27039,728,0.0
Douglas,27041,117809,0.059
Faribault,27043,323648,0.052
Fillmore,27045,268246,0.028
Freeborn,27047,157237,0.041
Goodhue,27049,44677,0.044
Grant,27051,140450,0.027
Hennepin,27053,943,0.004
Houston,27055,161008,0.553
Hubbard,27057,27821,0.083
Isanti,27059,25395,0.023
Jackson,27063,97317,0.035
Kanabec,27065,3036,0.003
Kandiyohi,27067,8468,0.001
Kittson,27069,9660,0.048
Koochiching,27071,241,0.01
Lac Qui Parle,27073,30338,0.003
Le Sueur,27079,16717,0.021
Lincoln,27081,23920,0.008
Lyon,27083,66939,0.007
McLeod,27085,60489,0.06
Mahnomen,27087,5790,0.057
Marshall,27089,163172,0.469
Martin,27091,131492,0.086
Meeker,27093,22966,0.026
Mille Lacs,27095,1535,0.003
Morrison,27097,169441,0.162
Mower,27099,384951,0.217
Murray,27101,4328,0.003
Nicollet,27103,90139,0.07
Nobles,27105,8788,0.001
Norman,27107,154082,0.915
Olmsted,27109,32788,0.064
East Otter Tail,27111,180269,0.524
Pennington,27113,97780,0.619
Pine,27115,27955,0.114
Pipestone,27117,10280,0.007
East Polk,27119,45745,0.481
Pope,27121,19661,0.003
Red Lake,27125,30589,0.283
Redwood,27127,758882,0.546
Renville,27129,87660,0.029
Rice,27131,70517,0.257
Rock,27133,5598,0.007
Roseau,27135,231943,1.059
Scott,27139,50111,0.037
Sherburne,27141,20147,0.087
Sibley,27143,80595,0.034
Stearns,27145,165557,0.03
Steele,27147,91273,0.054
Stevens,27149,7457,0.005
Swift,27151,68836,0.004
Todd,27153,161170,0.062
Traverse,27155,49230,0.011
Wabasha,27157,141782,0.063
Wadena,27159,54097,0.214
Waseca,27161,59709,0.052
Washington,27163,11416,0.013
Watonwan,27165,171224,0.101
Wilkin,27167,170564,0.212
Winona,27169,11940,0.378
Wright,27171,6311,0.006
Yellow Medicine,27173,105140,0.07
Benton,28009,60929,1.252
Bolivar,28011,110964,2.108
Calhoun,28013,59620,1.358
Chickasaw,28017,40365,0.73
Clay,28025,28296,0.938
Coahoma,28027,59338,0.87
De Soto,28033,142326,0.532
Grenada,28043,60809,0.748
Hinds,28049,1005,0.007
Issaquena,28055,23447,0.035
Itawamba,28057,59249,1.735
Jefferson,28063,19137,0.455
Lafayette,28071,22965,0.492
Lee,28081,121337,2.232
Leflore,28083,82369,0.47
Lowndes,28087,202295,0.868
Marshall,28093,247860,1.852
Monroe,28095,405920,1.3
Montgomery,28097,43391,1.677
Noxubee,28103,333337,2.339
Panola,28107,412891,2.974
Pontotoc,28115,24574,0.912
Prentiss,28117,71720,1.807
Quitman,28119,149845,2.34
Sunflower,28133,36545,0.242
Tallahatchie,28135,192815,2.065
Tate,28137,174603,3.065
Tippah,28139,4226,0.1
Tishomingo,28141,26865,2.636
Tunica,28143,55810,0.496
Union,28145,10485,0.152
Washington,28151,54402,1.902
Webster,28155,2987,0.17
Yalobusha,28161,2129,0.077
Yazoo,28163,7552,0.007
Adair,29001,143621,0.693
Andrew,29003,30049,0.092
Atchison,29005,934212,0.265
Audrain,29007,251792,0.355
Barton,29011,18228,0.087
Bates,29013,64460,0.16
Benton,29015,12989,0.353
Bollinger,29017,15560,0.462
Boone,29019,23584,0.056
Buchanan,29021,70121,0.175
Butler,29023,5732,0.133
Caldwell,29025,38782,0.422
Callaway,29027,49888,0.124
Cape Girardeau,29031,119302,0.407
Carroll,29033,272345,0.232
Cass,29037,38238,0.076
Chariton,29041,202786,0.2
Clark,29045,564188,0.755
Clay,29047,2670,0.116
Clinton,29049,37371,0.062
Cole,29051,95059,2.505
Cooper,29053,188788,0.269
Dade,29057,2486,0.367
Daviess,29061,10227,0.026
De Kalb,29063,14362,0.03
Dunklin,29069,95609,2.273
Franklin,29071,65543,0.212
Gasconade,29073,34523,0.699
Gentry,29075,127023,0.218
Grundy,29079,105337,0.486
Harrison,29081,288623,0.141
Henry,29083,39078,0.19
Holt,29087,469432,0.301
Howard,29089,101156,0.371
Jackson,29095,35303,0.164
Jasper,29097,13385,0.132
Johnson,29101,111713,0.678
Knox,29103,390136,1.038
Lafayette,29107,101074,0.053
Lawrence,29109,10450,0.255
Lewis,29111,583894,0.447
Lincoln,29113,159672,0.268
Linn,29115,95556,0.208
Livingston,29117,68195,0.095
Macon,29121,138371,0.33
Marion,29127,467080,0.633
Mercer,29129,57164,0.167
Mississippi,29133,33470,0.536
Moniteau,29135,32649,0.729
Monroe,29137,119032,0.117
Montgomery,29139,110185,0.157
Morgan,29141,9450,0.157
New Madrid,29143,136632,1.03
Nodaway,29147,49045,0.044
Osage,29151,58597,0.5
Pemiscot,29155,307814,1.595
Perry,29157,21689,0.245
Pettis,29159,67432,0.068
Pike,29163,121272,0.262
Platte,29165,52366,0.395
Putnam,29171,259696,0.78
Ralls,29173,93142,0.118
Randolph,29175,9033,0.021
Ray,29177,79242,0.162
St Charles,29183,370948,0.471
St Clair,29185,10276,0.31
St Genevieve,29186,36562,0.16
St Louis,29189,134347,0.452
Saline,29195,348427,0.44
Schuyler,29197,125723,1.199
Scotland,29199,888183,1.135
Scott,29201,111884,0.184
Shelby,29205,229341,0.313
Stoddard,29207,618625,1.632
Sullivan,29211,70112,0.293
Vernon,29217,201419,0.343
Warren,29219,42070,0.29
Worth,29227,8252,0.285
Big Horn,30003,3705,0.617
Carbon,30009,3268,0.676
Custer,30017,2166,0.01
Dawson,30021,6927,0.48
Richland,30083,38778,1.213
Roosevelt,30085,308,0.067
Rosebud,30087,8871,0.118
Stillwater,30095,55,0.02
Valley,30105,35218,2.65
Yellowstone,30111,468,0.005
Adams,31001,236806,0.412
Antelope,31003,97559,0.216
Banner,31007,155262,0.202
Boone,31011,136901,0.202
Box Butte,31013,70474,0.04
Boyd,31015,11520,0.024
Brown,31017,107262,0.068
Buffalo,31019,572591,0.162
Burt,31021,1398476,0.458
Butler,31023,57689,0.063
Cass,31025,60699,0.016
Cedar,31027,491815,0.279
Chase,31029,261070,0.241
Cherry,31031,153339,0.246
Cheyenne,31033,56176,0.084
Clay,31035,263927,0.163
Colfax,31037,130206,0.092
Cuming,31039,105084,0.067
Custer,31041,221672,0.068
Dakota,31043,45614,0.121
Dawson,31047,557003,0.088
Deuel,31049,35130,0.032
Dixon,31051,34612,0.012
Dodge,31053,573819,0.146
Douglas,31055,79944,0.238
Dundy,31057,419911,0.125
Fillmore,31059,109720,0.083
Franklin,31061,49662,0.045
Frontier,31063,345435,0.137
Furnas,31065,152084,0.055
Gage,31067,43135,0.016
Garden,31069,78280,0.194
Garfield,31071,94460,0.264
Gosper,31073,575855,0.196
Greeley,31077,35736,0.035
Hall,31079,706022,0.254
Hamilton,31081,125099,0.028
Harlan,31083,259882,0.598
Hayes,31085,256607,0.141
Hitchcock,31087,767787,0.945
Holt,31089,254656,0.073
Howard,31093,294929,0.355
Jefferson,31095,69595,0.021
Johnson,31097,14031,0.013
Kearney,31099,390920,0.504
Keith,31101,117823,0.031
Keya Paha,31103,73370,0.069
Kimball,31105,97160,0.696
Knox,31107,896695,0.311
Lancaster,31109,85868,0.054
Lincoln,31111,296145,0.142
Logan,31113,112085,0.269
Loup,31115,9791,0.029
Madison,31119,186338,0.038
Merrick,31121,585477,0.319
Morrill,31123,111917,0.136
Nance,31125,80760,0.037
Nemaha,31127,568693,0.285
Nuckolls,31129,5407,0.004
Otoe,31131,238210,0.161
Pawnee,31133,56534,0.143
Perkins,31135,158152,0.041
Phelps,31137,360057,0.097
Pierce,31139,399304,0.378
Platte,31141,67178,0.074
Polk,31143,153847,0.056
Red Willow,31145,628547,0.167
Richardson,31147,235844,0.088
Rock,31149,191567,0.244
Saline,31151,14108,0.021
Sarpy,31153,199153,0.192
Saunders,31155,199237,0.069
Scotts Bluff,31157,89564,0.145
Seward,31159,74272,0.07
Sheridan,31161,59201,0.496
Sherman,31163,244485,0.135
Sioux,31165,81090,0.501
Stanton,31167,75167,0.02
Thayer,31169,33849,0.024
Thurston,31173,150486,0.083
Valley,31175,95171,0.077
Washington,31177,370101,0.151
Wayne,31179,285875,0.066
Webster,31181,22599,0.016
Wheeler,31183,59706,0.068
York,31185,82136,0.083
Grafton,33009,1208,0.075
Burlington,34005,5944,0.086
Cumberland,34011,13098,1.223
Gloucester,34015,32010,0.818
Hunterdon,34019,36594,1.213
Salem,34033,28422,0.368
Curry,35009,104973,0.417
Lea,35025,5759,0.462
Roosevelt,35041,101765,0.582
Union,35059,11814,0.067
Chautauqua,36013,12459,0.548
Chenango,36017,1385,0.025
Clinton,36019,2067,0.025
Columbia,36021,1676,0.025
Herkimer,36043,5237,0.55
Livingston,36051,2513,0.017
