n,i,t,a
Bee,48025,1044321,1.121
Bell,48027,951914,0.365
Beltrami,27007,14634,0.233
Bennett,46007,314425,2.166
Benson,38005,172010,0.339
Bent,8011,1500805,6.355
Benton,53005,15437907,0.786
Berkeley,54003,79822,0.638
Berks,42011,353331,0.232
Berrien,26021,133646,0.292
Bertie,37015,136503,0.576
Bexar,48029,237631,0.985
Big Horn,56003,163136,0.421
Big Stone,27011,1493337,1.143
Billings,38007,9357,0.657
Bingham,16011,8127,3.45
Black Hawk,19013,599455,0.347
Blackford,18009,245807,0.576
Bladen,37017,140076,0.862
Blaine,40011,7084,0.106
Blair,42013,136027,0.32
Bleckley,13023,8142,0.83
Blount,47009,1936,0.045
Blue Earth,27013,151839,0.022
Bolivar,28011,16225,0.05
Bollinger,29017,35715,0.637
Bon Homme,46009,755817,0.619
Bond,17005,627035,0.378
Boone,54005,10944840,0.262
Bossier,22015,5845,0.018
Bottineau,38009,8726,0.159
Boulder,8013,29059,1.258
Bourbon,21017,454412,0.526
Bowie,48037,163458,0.169
Bowman,38011,215454,2.71
Box Butte,31013,245720,0.209
Box Elder,49003,9892,0.042
Boyd,31015,3483622,4.089
Boyle,21021,5304,0.27
Bradford,42015,532546,0.679
Branch,26023,37456,0.339
Brantley,13025,11662,1.687
Brazoria,48039,193233,1.284
Brazos,48041,179509,0.877
Breckinridge,21027,146079,0.793
Bremer,19017,349823,0.454
Bristol,51520,27531,2.06
Brookings,46011,263790,0.093
Brooks,48047,7390,0.171
Brown,55009,82868760,0.992
Brule,46015,3553890,2.178
Brunswick,51025,129218,0.461
Buchanan,51027,4471563,0.634
Bucks,42017,757037,2.471
Buena Vista,51530,487464,0.068
Buffalo,55011,9222045,1.376
Bullitt,21029,17156,1.427
Bulloch,13031,69367,0.189
Buncombe,37021,4171,0.342
Bureau,17011,300702,0.033
Burke,38013,4887,0.005
Burleigh,38015,684110,1.272
Burleson,48051,274723,2.192
Burlington,34005,60055,0.473
Burnett,55013,317921,1.405
Burt,31021,378796,0.103
Butler,42019,39207912,0.612
Butte,6007,171129,0.492
Cache,49005,10570,2.673
Caddo,40015,28814,0.054
Caldwell,48055,7755160,1.689
Calhoun,54013,14987566,0.556
Callaway,29027,638311,1.591
Calloway,21035,64514,0.207
Calumet,55015,36577,0.074
Cambria,42021,420076,2.123
Camden,37029,359616,0.266
Cameron,48061,354459,0.529
Campbell,56005,11534070,2.039
Candler,13043,9006,0.019
Cannon,47015,8388,0.091
Cape Girardeau,29031,60088,0.285
Carbon,56007,528888,1.416
Carlisle,21039,240778,1.117
Caroline,51033,726444,0.772
Carroll,51035,34562372,0.342
Carson,48065,26123,0.432
Carteret,37031,1756132,1.501
Carver,27019,274590,0.256
Casey,21045,1316,0.026
Cass,48067,43076241,0.502
Castro,48069,51757,0.045
Caswell,37033,976,0.572
Catahoula,22025,2623219,0.843
Cattaraugus,36009,89866,1.879
Cavalier,38019,4515,0.284
Cayuga,36011,81873,1.17
Cecil,24015,142340,0.517
Cedar,31027,4623621,0.16
Centre,42027,89564,0.245
Cerro Gordo,19033,615520,0.107
Chambers,48071,1672700,1.831
Champaign,39021,776952,0.205
Chariton,29041,851796,0.593
Charles,24017,110917,0.534
Charles Mix,46023,2742314,0.844
Charlotte,51037,105550,0.904
Chase,31029,2589588,0.628
Chatham,37037,26604,0.53
Chautauqua,36013,93382,0.279
Cheatham,47021,18180,1.512
Chenango,36017,8573,0.302
Cherokee,48073,1303144,0.077
Cherry,31031,99023,0.27
Chester,47023,593124,1.178
Chesterfield,51041,26438,0.126
Cheyenne,8017,30104385,2.498
Chickasaw,28017,1193632,0.381
Chicot,5017,2168,0.009
Chilton,1021,472,0.54
Chippewa,55017,8330334,0.632
Chisago,27025,260938,0.559
Chittenden,50007,25137,0.86
Chowan,37041,19226,0.945
Christian,29043,1034229,0.068
Cimarron,40025,113351,0.199
Clare,26035,22880,0.395
Clarendon,45027,901179,0.712
Clarion,42031,163715,0.774
Clark,55019,45339300,0.684
Clarke,51043,1213825,0.383
Clay,54015,87220746,0.699
Clayton,19043,497254,0.411
Clearfield,42033,91498,1.074
Clearwater,27029,84938,0.526
Clermont,39025,663443,4.764
Clinton,42035,37838448,0.6
Cloud,20029,161910,1.509
Coahoma,28027,393225,0.443
Cochise,4003,4273,0.03
Codington,46029,460703,0.554
Coffee,47031,66036,0.117
Coffey,20031,386403,1.745
Colbert,1033,2917,0.056
Cole,29051,29553,0.211
Coles,17029,63258,0.03
Colfax,35007,1661672,0.395
Colleton,45029,153501,1.492
Collin,48085,53617,0.017
Colorado,8000,970968,2.472
Colquitt,13071,1878,0.155
Columbia,55021,6052912,0.825
Columbiana,39029,223450,0.691
Columbus,37047,333616,0.575
Comal,48091,53924,4.567
Comanche,48093,30666,0.164
Concordia,22029,862922,1.771
Conecuh,1035,12525,0.125
Cook,27031,68868,0.44
Cooke,48097,4233,0.253
Cooper,29053,1567259,1.323
Corson,46031,514324,3.233
Coryell,48099,42243,0.116
Coshocton,39031,319669,2.083
Cottonwood,27033,378443,0.07
Covington,51580,57738,0.32
Cowley,20035,11030,0.103
Craighead,5031,17373,0.198
Craven,37049,154388,0.845
Crawford,55023,26799102,0.406
Crenshaw,1041,2302,1.15
Crisp,13081,146,0.01
Crittenden,5035,2189490,1.405
Crockett,48105,132400,0.664
Cross,5037,149476,1.953
Crow Wing,27035,165402,2.959
Cullman,1043,352,0.004
Culpeper,51047,114859,1.261
Cumberland,51049,3455032,0.248
Cuming,31039,1442652,0.498
Currituck,37053,56164,0.749
Curry,41015,6254,0.006
Custer,8027,20153544,0.684
Dade,29057,8637,0.035
Dakota,31043,2800886,0.591
Dale,1045,4341,0.057
Dallam,48111,1803068,0.525
Dallas,5039,1102645,0.125
Dane,55025,1481917,0.524
Darke,39037,180235,0.055
Darlington,45031,88308,0.578
Dauphin,42043,200977,0.6
Davidson,47037,11512,0.152
Davie,37059,7926,0.153
Daviess,29061,13515792,1.51
Davis,49011,597448,0.441
Davison,46035,232532,0.403
Dawes,31045,12106,0.32
Dawson,48115,4264712,0.454
Day,46037,672630,0.702
De Kalb,29063,5426960,0.584
De Soto,22031,39180,0.089
De Witt,48123,502714,0.331
Deaf Smith,48117,222021,0.406
Dearborn,18029,129232,0.95
Decatur,47039,27435450,1.772
Defiance,39039,258517,0.411
Delaware,42045,11481435,0.557
Delta,8029,561636,1.038
Des Moines,19057,57474,0.066
Deuel,46039,1008566,0.261
Dewey,46041,492872,1.779
Dickey,38021,4343626,1.432
Dickinson,26043,1732557,1.253
Dillon,45033,25709,0.396
Dinwiddie,51053,56622,0.658
Divide,38023,4081,0.195
Dixon,31051,361779,0.485
Dodge,55027,13160184,0.335
Dona Ana,35013,33954,0.61
Doniphan,20043,1938561,1.132
Dooly,13093,696,0.337
Door,55029,39866,0.132
Dorchester,45035,933272,0.937
Dougherty,13095,86,0.001
Douglas,8035,14742588,0.301
Dubois,18037,972047,1.295
Dubuque,19061,400028,0.35
Dundy,31057,1872671,1.462
Dunklin,29069,10901,0.048
Dunn,55033,3657102,1.419
Duplin,37061,441259,0.546
Dutchess,36027,3705,0.035
Duval,48131,3194,0.126
Dyer,47045,223403,0.739
Early,13099,10650,0.063
East Carroll,22035,359204,0.708
Eaton,26045,46928,0.057
Eau Claire,55035,682811,1.215
Eddy,38027,112136,0.292
Edgar,17045,21647,0.002
Edgecombe,37065,42538,0.279
Edmonson,21061,11062,0.273
Edmunds,46045,2388505,0.994
Edwards,48137,4249347,1.398
Effingham,17049,397916,0.2
Elbert,8039,223720,1.603
Elk,42047,33894,0.939
Elkhart,18039,9169,0.031
Ellis,48139,472830,0.684
Ellsworth,20053,19190,0.275
Elmore,16039,40292,1.005
Emanuel,13107,5994,0.335
Emmet,26047,97754,0.004
Emmons,38029,2121178,2.121
Erath,48143,14953,0.094
Erie,42049,2481585,0.987
Escambia,12033,38734,0.267
Essex,51057,82680,0.056
Etowah,1055,1741,0.162
Evangeline,22039,865,0.028
Evans,13109,397,0.208
Fairfield,9001,779832,0.372
Fall River,46047,1774,0.138
Fallon,30025,9732,1.348
Falls,48145,232324,0.05
Fannin,48147,77084,0.504
Faribault,27043,119870,0.02
Faulk,46049,1343953,0.852
Fauquier,51061,187003,1.637
Fayette,54019,34071532,0.793
Fillmore,31059,6700176,0.541
Finney,20055,579318,0.511
Fleming,21069,22082,0.394
Florence,55037,683358,1.207
Floyd,51063,6249684,1.292
Ford,20057,1235168,0.143
Forsyth,37067,16898,0.35
Fort Bend,48157,487196,2.961
Foster,38031,70576,0.531
Fountain,18045,605380,0.348
Franklin,53021,156884208,0.613
Frederick,51069,1571120,0.963
Freeborn,27047,414715,0.136
Fremont,8043,2784532,0.148
Frio,48163,9329,0.08
Frontier,31063,2120142,1.641
Fulton,5049,6399384,0.359
Furnas,31065,3188155,2.635
Gadsden,12039,4380,0.257
Gage,31067,4414045,1.199
Gallatin,30031,10230042,1.134
Gallia,39053,33150,0.979
Garden,31069,95762,0.187
Garfield,8045,241002,0.191
Gasconade,29073,42757,0.948
Gates,37073,9422,0.224
Geary,20061,57695,0.569
Genesee,36037,251386,0.751
Geneva,1061,5183,0.101
Gentry,29075,887530,0.883
Georgetown,45043,14324,0.295
Gibson,47053,5809134,1.142
Gilchrist,12041,1087,0.07
Giles,51071,558122,1.482
Gillespie,48171,52163,2.882
Gladwin,26051,31834,0.52
Glenn,6021,2531,2.775
Gloucester,51073,45042,0.306
Golden Valley,38033,31636,0.401
Goliad,48175,466678,3.5
Gonzales,48177,297220,1.793
Goodhue,27049,388105,0.08
Goshen,56015,359325,0.708
Gosper,31073,906003,0.364
Gove,20063,2706389,4.168
Grady,40051,200104,0.106
Graham,4009,3621945,3.334
Grand Forks,38035,793742,0.761
Grand Traverse,26055,1821,0.142
Grant,55043,61473780,0.475
Granville,37077,13675,1.615
Gratiot,26057,374993,0.408
Graves,21083,135965,0.079
Gray,48179,1116526,0.292
Grayson,51077,585066,0.626
Greeley,31077,2286596,1.269
Green,55045,2508854,0.907
Green Lake,55047,266687,0.621
Greenbrier,54025,28702,2.001
Greene,51079,33171208,0.356
Greensville,51081,13651,0.454
Greenup,21089,5015,0.892
Greenwood,45047,207370,0.927
Gregory,46053,1263271,2.534
Grenada,28043,267,0.012
Griggs,38039,61713,0.251
Grundy,47061,6037080,0.632
Guadalupe,48187,2383048,2.019
Guilford,37081,106148,0.653
Guthrie,19077,626114,0.32
Haakon,46055,404798,2.55
Hale,48189,119888,0.337
Halifax,51083,131280,0.759
Hall,48191,2407086,0.705
Hamblen,47063,332,0.053
Hamilton,48193,50377810,0.757
Hamlin,46057,350837,0.116
Hampshire,54027,74440,2.092
Hampton,51650,173828,0.549
Hancock,54029,9190470,0.243
Hand,46059,6817093,2.402
Hanover,51085,111103,0.551
Hansford,48195,833639,1.056
Hanson,46061,293790,0.109
Hardeman,48197,55414,0.209
Hardin,48199,11320080,0.94
Harding,46063,133180,3.15
Hardy,54031,127250,1.531
Harford,24025,162678,0.927
Harlan,31083,2740290,1.138
Harnett,37085,8392,0.171
Harper,40059,28544,0.198
Harris,48201,943080,1.428
Harrison,54033,19126416,0.637
Hartford,9003,25964,1.177
Hartley,48205,547609,1.03
Harvey,20079,94308,0.479
Haskell,48207,691845,0.086
Hawkins,47073,1413,0.397
Hayes,31085,1657443,0.977
Hays,48209,216611,3.583
Haywood,47075,43250,0.56
Henderson,48213,3006905,0.317
Hendricks,18063,42234,0.199
Hennepin,27053,72925,0.292
Henry,51089,12082880,0.288
Herkimer,36043,62173,0.986
Hertford,37091,92882,0.546
Hettinger,38041,111825,1.003
Hickman,47081,758646,1.199
Hidalgo,48215,96752,0.182
Highland,51091,2558070,1.631
Hill,48217,16586,0.007
Hillsdale,26059,21827,0.174
Hitchcock,31087,2350379,3.455
Hocking,39073,161570,1.117
Hodgeman,20083,409159,1.978
Hoke,37093,6220,0.326
Holmes,39075,1100130,0.502
Holt,31089,2039874,0.258
Hopkins,48223,593794,0.936
Horry,45051,75123,0.394
Houston,48225,1159190,0.186
Howard,5061,9670045,0.482
Hubbard,27057,62664,0.299
Hughes,46065,3055768,1.04
Humboldt,6023,504516,0.053
Humphreys,47085,501040,0.397
Hunt,48231,20339,0.093
Hunterdon,34019,76321,0.616
Huntingdon,42061,717927,1.22
Huntington,18069,296065,0.65
Huron,39077,1854318,0.536
Hutchinson,48233,520864,0.035
Hyde,46069,6239900,2.789
Ida,19093,61577,0.043
Independence,5063,127765,0.529
Indiana,42063,836488,0.887
Ingham,26065,208560,0.258
Ionia,26067,40682,0.197
Iowa,55049,2891154,0.624
Iredell,37097,30963,0.3
Iroquois,17075,488057,0.055
Irwin,13155,2889,0.029
Isabella,26073,326332,0.329
Isanti,27059,376326,0.629
Isle of Wight,51093,16637,0.526
Issaquena,28055,103700,0.387
Itawamba,28057,78455,2.275
Jackson,8057,245560344,1.168
Jasper,48241,24496304,0.42
Jay,18075,474945,0.57
Jefferson,8059,172211390,0.971
Jennings,18079,1513236,2.317
Jerauld,46073,1074939,1.515
Jerome,16053,4738,0.05
Jersey,17083,60216,0.197
Jewell,20089,275857,1.454
Jim Wells,48249,173003,0.339
Jo Daviess,17085,272718,0.305
Johnson,56019,38938032,0.945
Johnston,40069,65988,0.168
Jones,48253,2651430,0.662
Juneau,55057,1136856,0.644
Juniata,42067,160798,0.627
Kalamazoo,26077,16928,0.219
Kanabec,27065,316538,1.109
Kandiyohi,27067,203881,0.119
Kane,49025,76690,0.025
Kankakee,17091,183116,0.066
Karnes,48255,529672,1.628
Kaufman,48257,25045,0.904
Kay,40071,27650,0.104
Kearney,31099,1211335,0.675
Kearny,20093,299008,0.889
Keith,31101,1026538,0.549
Kendall,48259,100440,0.077
Kenosha,55059,68620,0.153
Kent,48263,6415085,0.49
Keokuk,19107,213800,0.104
Kern,6029,42791,0.32
Kewaunee,55061,136810,0.192
Keya Paha,31103,114705,0.835
Kidder,38043,358498,0.913
Kimball,31105,165073,0.184
King William,51101,169370,0.158
King and Queen,51097,50452,0.063
Kingman,20095,59240,0.551
Kingsbury,46077,1448159,0.411
Kiowa,8061,3075894,0.916
Kit Carson,8063,10124187,1.946
Kittson,27069,10921,0.035
Kleberg,48273,1164,0.114
Knox,48275,31841406,0.424
Kosciusko,18085,13318,0.014
Kossuth,19109,232096,0.137
La Crosse,55063,324057,2.339
La Moure,38045,1667331,0.864
La Porte,18091,308844,0.332
La Salle,48283,755685,0.05
Labette,20099,4685,0.005
Lafayette,55065,14743032,0.454
Lake,8065,7132404,0.245
Lake of the Woods,27077,658,0.282
Lamar,48277,555748,0.436
Lamb,48279,44254,0.548
Lancaster,51103,6450804,0.266
Lane,41039,1247584,2.599
Langlade,55067,84536,1.247
Lanier,13173,3269,0.089
Lapeer,26087,87981,0.481
Laramie,56021,36065,0.149
Larimer,8069,703542,2.541
Larue,21123,8355,0.033
Lauderdale,47097,1729848,1.21
Lavaca,48285,184558,2.926
Lawrence,5075,11394196,0.451
Le Flore,40079,526,0.01
Le Sueur,27079,107703,0.031
Leavenworth,20103,354026,0.961
Lebanon,42075,94601,0.165
Lee,51105,14835636,0.489
Leflore,28083,88786,0.203
Lehigh,42077,493959,0.512
Lenawee,26091,41640,0.018
Lenoir,37107,108142,0.398
Lewis,54041,1262037,0.426
Lexington,51678,12210,0.972
Liberty,48291,7139700,1.557
Licking,39089,1214797,1.286
Limestone,48293,86532,0.199
Lincoln,8073,103864512,1.133
Linn,41043,4479296,0.915
Litchfield,9005,46685,1.163
Little River,5081,150275,0.575
Live Oak,48297,322164,0.783
Livingston,36051,7689486,0.576
Logan,8075,43480120,0.846
Lorain,39093,580664,1.3
Loudoun,51107,67066,1.953
Louisa,51109,580942,0.173
Loup,31115,55747,0.195
Lowndes,28087,294780,0.581
Lucas,39095,568238,0.335
Lunenburg,51111,3346,1.29
Luzerne,42079,116353,0.561
Lycoming,42081,22351,0.154
Lyman,46085,755463,1.275
Lyon,32019,5815635,0.534
Macomb,26099,110683,1.365
Macon,47111,1265592,0.208
Macoupin,17117,142190,0.103
Madison,51113,51637480,0.343
Mahaska,19123,113143,0.081
Mahnomen,27087,50142,0.022
Mahoning,39099,191953,2.148
Malheur,41045,155192,1.885
Manitowoc,55071,235373,0.144
Marathon,55073,1611761,1.005
Marinette,55075,131278,0.831
Marion,54049,44529817,0.66
Marlboro,45069,7969,0.051
Marquette,55077,1301074,1.357
Marshall,54051,91146060,0.816
Martin,48317,1894392,0.382
Mason,54053,858660,0.228
Massac,17127,332593,1.674
Matagorda,48321,392812,2.39
Maury,47119,1143,0.032
McClain,40087,3839,0.228
McCook,46087,696893,0.398
McCracken,21145,259749,1.233
McCurtain,40089,87943,0.095
McDonough,17109,17220,0.02
McHenry,38049,497576,0.242
McIntosh,40091,1649346,0.537
McKenzie,38053,4138,0.101
McLean,38055,1598751,0.085
McLennan,48309,147553,0.152
McLeod,27085,235007,0.042
McMinn,47107,2433,0.042
McNairy,47109,169846,2.438
McPherson,46089,6591162,1.589
Meade,46093,607761,0.531
Mecklenburg,51117,48390,0.59
Mecosta,26107,28937,0.182
Medina,48325,1071442,1.382
Meeker,27093,336881,0.217
Meigs,47121,66082,0.772
Mellette,46095,115288,0.362
Menard,48327,57244,0.007
Menominee,55078,655556,1.59
Mercer,54055,11850824,0.721
Merrick,31121,420711,0.231
Miami,39109,1403577,0.463
Midland,48329,51334,0.064
Mifflin,42087,260939,0.516
Milam,48331,1746560,1.568
Mille Lacs,27095,203126,0.886
Miller,5091,796641,0.567
Mills,48333,932724,0.211
Miner,46097,404776,0.248
Minnehaha,46099,225268,0.109
Missaukee,26113,3021,0.033
Mississippi,5093,2417040,1.242
Mitchell,48335,4416090,0.624
Moniteau,29135,484946,1.488
Monona,19133,365297,0.069
Monroe,55081,59466425,0.918
Montcalm,26117,260786,0.377
Montgomery,51121,40866498,0.506
Montour,42093,82707,0.889
Montrose,8085,15825,0.34
Moody,46101,107993,0.093
Moore,48341,397197,0.088
Morehouse,22067,4546010,0.545
Morgan,8087,55474045,1.141
Morrill,31123,399926,0.363
Morris,48343,1089483,1.324
Morrison,27097,2733533,1.597
Morrow,41049,1092300,0.743
Morton,38059,1682058,0.937
Moultrie,17139,60492,0.052
Mountrail,38061,3221,0.73
Mower,27099,793308,0.331
Muhlenberg,21177,275884,0.706
Murray,40099,264702,0.263
Muscatine,19139,317040,0.163
Muskegon,26121,85748,0.662
Muskingum,39119,246490,2.838
Muskogee,40101,23205,0.173
Nance,31125,2826564,1.689
Nash,37127,3965,0.094
Natchitoches,22069,10701,0.049
Navarro,48349,10106,0.017
Nelson,51125,303321,0.245
Nemaha,31127,16065240,1.76
Neosho,20133,3471,0.01
Ness,20135,259267,2.83
New Castle,10003,239376,0.237
New London,9011,45221,0.544
New Madrid,29143,401576,0.438
Newaygo,26123,126427,0.577
Newton,5101,3062904,0.326
Niagara,36063,505501,5.077
Nicholas,54067,24708,0.702
Nicollet,27103,36691,0.009
Noble,40103,307524,0.308
Nobles,27105,323481,0.055
Nodaway,29147,596201,0.148
Norman,27107,100112,0.184
Northampton,51131,1138524,0.348
Northumberland,51133,411270,0.303
Norton,51720,5531684,4.405
Nottoway,51135,34686,0.678
Noxubee,28103,18450,0.136
Nuckolls,31129,1487921,0.846
Nueces,48355,222822,1.307
Obion,47131,316021,0.437
Oceana,26127,44090,1.689
Ochiltree,48357,63448,0.491
Oconto,55083,160899,0.405
Ogemaw,26129,90546,0.579
Ogle,17141,669638,0.119
Ohio,54069,1577640,0.807
Oklahoma,40109,34470,1.81
Okmulgee,40111,5526,0.194
Oldham,48359,40366,0.144
Oliver,38065,73651,0.702
Olmsted,27109,397676,0.22
Oneida,55085,303273,0.347
Onondaga,36067,51288,0.79
Onslow,37133,121674,1.49
Ontario,36069,300477,1.721
Orange,6059,1156992,0.567
Orangeburg,45075,427089,0.856
Orleans,50019,550719,1.329
Osage,40113,858237,0.299
Osborne,20141,223755,1.253
Osceola,26133,219552,0.085
Oswego,36075,14530,1.092
Otero,8089,3257250,6.855
Otoe,31131,2881876,0.944
Otsego,36077,11954,0.151
Ottawa,40115,1380884,0.647
Ouachita,5103,144608,1.314
Outagamie,55087,148072,0.125
Owen,21187,1220278,1.255
Owyhee,16073,40187,1.037
Ozaukee,55089,45886,0.269
Page,51139,966820,0.821
Palo Alto,19147,96862,0.049
Pamlico,37137,203898,1.508
Panola,48365,443640,1.161
Park,8093,8448,0.068
Parke,18121,1101893,1.045
Parmer,48369,169378,0.853
Pasquotank,37139,371445,1.526
Patrick,51141,10253,3.348
Paulding,39125,219472,0.327
Pawnee,40117,6126117,1.421
Payette,16075,1712,0.373
Pembina,38067,196854,0.593
Pemiscot,29155,637756,1.275
Pender,37141,41674,0.167
Pendleton,54071,36872,0.394
Pennington,46103,629764,1.184
Peoria,17143,46132,0.013
Pepin,55091,454147,1.592
Perkins,46105,8196320,2.491
Perquimans,37143,74187,0.467
Perry,5105,22327720,1.168
Person,37145,30012,1.086
Pettis,29159,2201360,3.208
Phelps,31137,587222,0.172
Phillips,8095,12032672,1.673
Piatt,17147,919,0.0
Pickaway,39129,488370,0.299
Pierce,55093,6370605,0.333
Pike,5109,24024270,0.885
Pinal,4021,190464,2.31
Pine,27115,163788,0.919
Pipestone,27117,154858,0.049
Pitt,37147,75769,0.487
Pittsylvania,51143,114305,0.676
Platte,56031,7110600,0.6
Plymouth,25023,346686,0.42
Pocahontas,54075,141054,0.034
Poinsett,5111,49332,0.402
Pointe Coupee,22077,49935,0.241
Polk,55095,51206988,0.717
Pontotoc,40123,33990,0.309
Pope,5115,1902414,0.83
Portage,55097,736878,1.325
Porter,18127,64872,0.088
Posey,18129,1253670,1.313
Pottawatomie,40125,336836,0.397
Potter,48375,3193176,0.797
Powell,30077,12870,1.07
Poweshiek,19157,37040,0.04
Prairie,5117,241786,0.409
Pratt,20151,335008,0.637
Preble,39135,299188,0.299
Prentiss,28117,34552,1.471
Presque Isle,26141,31944,0.442
Price,55099,25568,0.96
Prince Edward,51147,30090,0.451
Prince George,51149,14519,0.259
Prowers,8099,2118711,3.793
Pueblo,8101,611938,4.135
Pulaski,5119,7394401,0.565
Putnam,54079,3652578,0.326
Quay,35037,32386,4.282
Queen Anne's,24035,531783,1.193
Quitman,28119,1533666,2.172
Racine,55101,79659,0.181
Ralls,29173,708468,1.011
Ramsey,38071,4009414,0.517
Randall,48381,34122,0.39
Randolph,54083,7658968,0.275
Rankin,28121,2510,0.102
Ransom,38073,474114,0.376
Rapides,22079,4430,0.048
Rawlins,20153,2278283,2.783
Ray,29177,499434,1.186
Red Lake,27125,35132,0.342
Red River,48387,266366,0.586
Red Willow,31145,3482614,2.214
Redwood,27127,273429,0.089
Refugio,48391,132837,2.243
Reno,20155,253032,0.513
Rensselaer,36083,57018,0.334
Renville,38075,974588,0.125
Republic,20157,960453,0.895
Rice,27131,1063210,0.554
Richardson,31147,1275481,0.489
Richland,55103,15654723,0.499
Richmond,51760,366350,1.13
Riley,20161,242766,1.862
Ringgold,19159,401682,0.285
Ripley,29181,3695992,2.564
Roberts,48393,1831918,0.439
Robertson,48395,353493,0.058
Robeson,37155,90443,0.134
Rock,55105,4312236,0.188
Rock Island,17161,23730,0.024
Rockbridge,51163,18599,0.382
Rockingham,51165,700407,1.086
Rolette,38079,266206,1.268
Rooks,20163,259841,2.383
Roosevelt,35041,6550,0.104
Roseau,27135,51872,0.37
Ross,39141,287917,0.42
Rowan,37159,78612,1.082
Rush,20165,195104,0.426
Rusk,55107,517276,1.004
Russell,51167,64692,0.831
Rutherford,47149,12190,0.322
Rutland,50021,15947,0.346
Sac,19161,175723,0.064
Sacramento,6067,7417,0.232
Saginaw,26145,121789,0.155
Salem,51775,212860,0.941
Saline,5125,20232260,1.125
Saluda,45081,58,0.037
Sampson,37163,158596,0.124
San Joaquin,6077,1839,0.033
San Patricio,48409,164666,0.646
Sanborn,46111,668105,0.399
Sandusky,39143,106395,0.159
Sangamon,17167,43725,0.029
Sanilac,26151,526440,0.389
Saratoga,36091,43349,0.382
Sargent,38081,3787933,1.411
Sarpy,31153,503495,1.395
Sauk,55111,548295,0.864
Saunders,31155,1490114,0.468
Sawyer,55113,209982,1.482
Schley,13249,1252,0.075
Schoharie,36095,6705,0.281
Schuyler,36097,326718,0.161
Schuylkill,42107,192421,0.263
Scioto,39145,23687,0.349
Scotland,37165,538848,0.299
Scott,5127,24099031,0.834
Scotts Bluff,31157,868106,0.361
Screven,13251,14556,0.077
Sedgwick,8115,1502918,0.677
Seminole,40133,44448,0.3
Seneca,39147,392528,0.562
Sequoyah,40135,459,0.004
Seward,31159,7335524,1.301
Shannon,46113,122312,3.384
Sharkey,28125,5276,0.105
Shawano,55115,349074,0.493
Shawnee,20177,236843,0.443
Sheboygan,55117,96149,0.286
Shelby,48419,16775559,0.242
Shenandoah,51171,182980,0.73
Sherburne,27141,341187,0.74
Sheridan,56033,36066830,2.39
Sherman,48421,23962736,1.152
Shiawassee,26155,255514,0.479
Sibley,27143,241507,0.146
Simpson,28127,19202,0.015
Sioux,38085,1137513,0.763
Skagit,53057,25811,4.865
Slope,38087,25323,1.31
Smith,48423,1970684,2.271
Smyth,51173,21056,0.671
Snyder,42109,156545,0.557
Solano,6095,12393,5.168
Somerset,42111,1653888,0.911
Southampton,51175,108609,1.142
Spartanburg,45083,3089,0.227
Spencer,21215,4262346,1.999
Spink,46115,3030560,0.459
Spotsylvania,51177,37905,0.54
Stafford,51179,1589468,1.392
Stanley,46117,73732,0.994
Stanly,37167,22691,0.181
Stanton,31167,2009886,0.513
Stark,39151,2720505,0.798
Starke,18149,164284,0.273
