n,i,t,a
Henderson,17071,477690,0.172
Henry,17073,400570,0.11
Iroquois,17075,381914,0.092
Jackson,17077,14178,0.529
Jasper,17079,66783,0.034
Jefferson,17081,45029,0.108
Jersey,17083,105208,0.244
Jo Daviess,17085,168674,0.147
Johnson,17087,7695,0.051
Kane,17089,626497,0.93
Kankakee,17091,1069811,0.189
Kendall,17093,472944,0.577
Knox,17095,161071,0.032
Lake,17097,10494,0.038
La Salle,17099,499497,0.044
Lawrence,17101,66935,0.09
Lee,17103,435944,0.131
Livingston,17105,697072,0.19
Logan,17107,844149,0.258
McDonough,17109,94651,0.082
McHenry,17111,1116115,0.513
McLean,17113,793502,0.061
Macon,17115,510556,0.137
Macoupin,17117,1081935,0.575
Madison,17119,176275,0.373
Marion,17121,49738,0.073
Marshall,17123,239055,0.029
Mason,17125,615833,0.483
Massac,17127,95803,0.272
Menard,17129,664082,0.341
Mercer,17131,926472,0.265
Monroe,17133,140672,0.364
Montgomery,17135,275241,0.075
Morgan,17137,136348,0.155
Moultrie,17139,127700,0.063
Ogle,17141,1466911,0.382
Peoria,17143,83036,0.023
Perry,17145,23332,0.166
Piatt,17147,345981,0.054
Pike,17149,545811,0.354
Pope,17151,8508,0.144
Pulaski,17153,4668,0.115
Putnam,17155,63551,0.068
Randolph,17157,164496,0.667
Richland,17159,66324,0.033
Rock Island,17161,209456,0.288
St Clair,17163,51639,0.081
Saline,17165,170112,0.238
Sangamon,17167,749544,0.299
Schuyler,17169,48927,0.054
Scott,17171,85673,0.158
Shelby,17173,1193976,0.17
Stark,17175,251102,0.061
Stephenson,17177,701638,0.399
Tazewell,17179,143580,0.079
Union,17181,131734,0.935
Vermilion,17183,165034,0.017
Wabash,17185,13650,0.016
Warren,17187,123164,0.031
Washington,17189,65696,0.069
Wayne,17191,311153,0.212
White,17193,43663,0.04
Whiteside,17195,228063,0.278
Will,17197,782625,0.436
Williamson,17199,22210,0.049
Winnebago,17201,1314832,1.4
Woodford,17203,76026,0.017
Adams,18001,70245,0.054
Allen,18003,35322,0.047
Bartholomew,18005,41567,0.015
Benton,18007,194306,0.033
Blackford,18009,29448,0.157
Boone,18011,56915,0.034
Carroll,18015,121490,0.032
Cass,18017,180682,0.063
Clark,18019,7971,0.044
Clay,18021,26558,0.027
Clinton,18023,136012,0.03
Daviess,18027,155823,0.033
Dearborn,18029,22158,0.081
Decatur,18031,154751,0.072
De Kalb,18033,117432,0.178
Delaware,18035,108177,0.142
Dubois,18037,27239,0.029
Elkhart,18039,142634,0.42
Fayette,18041,16226,0.011
Fountain,18045,231165,0.306
Franklin,18047,34751,0.086
Fulton,18049,42598,0.019
Gibson,18051,76022,0.09
Grant,18053,69457,0.05
Greene,18055,82300,0.054
Hamilton,18057,28874,0.007
Hancock,18059,81665,0.017
Harrison,18061,41398,0.047
Henry,18065,318404,0.476
Howard,18067,16257,0.009
Huntington,18069,46449,0.069
Jackson,18071,176515,0.151
Jasper,18073,829298,0.124
Jay,18075,70180,0.038
Jefferson,18077,106178,0.199
Jennings,18079,140330,0.083
Johnson,18081,33954,0.023
Knox,18083,261835,0.134
Kosciusko,18085,17081,0.009
LaGrange,18087,1101284,1.91
Lake,18089,137970,0.204
La Porte,18091,358790,0.145
Lawrence,18093,37715,0.101
Madison,18095,14615,0.006
Marion,18097,4865,0.028
Marshall,18099,229324,0.064
Martin,18101,17522,0.144
Miami,18103,106041,0.12
Monroe,18105,36981,0.252
Montgomery,18107,79172,0.025
Morgan,18109,51954,0.058
Newton,18111,177755,0.145
Noble,18113,187027,0.289
Orange,18117,2251,0.007
Owen,18119,16899,0.106
Parke,18121,97438,0.104
Perry,18123,33345,0.126
Pike,18125,18500,0.056
Porter,18127,159841,0.291
Posey,18129,224397,0.149
Pulaski,18131,401404,0.08
Putnam,18133,31311,0.02
Randolph,18135,129640,0.113
Ripley,18137,196248,0.074
Rush,18139,116579,0.052
St Joseph,18141,191050,0.311
Scott,18143,15484,0.263
Shelby,18145,159158,0.03
Spencer,18147,80428,0.04
Starke,18149,317930,0.535
Steuben,18151,91878,0.082
Sullivan,18153,332133,0.102
Switzerland,18155,22656,0.042
Tippecanoe,18157,245211,0.055
Tipton,18159,74750,0.028
Union,18161,2428,0.002
Vermillion,18165,57561,0.055
Vigo,18167,156457,0.169
Wabash,18169,51419,0.027
Warren,18171,308863,0.12
Warrick,18173,57222,0.143
Washington,18175,41599,0.049
Wayne,18177,55171,0.082
Wells,18179,41472,0.015
White,18181,266459,0.047
Whitley,18183,16110,0.043
Adair,19001,973603,0.453
Adams,19003,608784,0.681
Allamakee,19005,100445,0.169
Appanoose,19007,2123841,3.55
Audubon,19009,1702967,0.45
Benton,19011,240438,0.073
Black Hawk,19013,177962,0.058
Boone,19015,1051820,0.318
Bremer,19017,75360,0.096
Buchanan,19019,56031,0.008
Buena Vista,19021,878501,0.212
Butler,19023,193820,-0.138
Calhoun,19025,1517893,0.431
Carroll,19027,1488159,0.572
Cass,19029,1308504,0.346
Cedar,19031,135509,0.031
Cerro Gordo,19033,1126536,0.312
Cherokee,19035,538874,0.111
Chickasaw,19037,1029587,0.413
Clarke,19039,1213291,1.756
Clay,19041,959675,0.545
Clayton,19043,156015,0.128
Clinton,19045,230334,0.082
Crawford,19047,2725107,0.39
Dallas,19049,1403864,0.349
Davis,19051,1231745,2.494
Decatur,19053,945907,1.522
Delaware,19055,85877,0.023
Des Moines,19057,480687,0.357
Dickinson,19059,3089298,4.262
Dubuque,19061,202690,0.223
Emmet,19063,2759230,1.993
Fayette,19065,288694,0.329
Floyd,19067,473026,0.333
Franklin,19069,478673,0.106
Fremont,19071,1309245,0.27
Greene,19073,769170,0.257
Grundy,19075,117887,0.238
Guthrie,19077,1846444,0.63
Hamilton,19079,249518,0.074
Hancock,19081,894264,0.23
Hardin,19083,305024,0.074
Harrison,19085,1300885,0.184
Henry,19087,1276282,2.111
Howard,19089,1620134,0.942
Humboldt,19091,779849,0.42
Ida,19093,1179720,0.2
Iowa,19095,407137,0.329
Jackson,19097,154148,0.099
Jasper,19099,293858,0.167
Jefferson,19101,3825287,2.079
Johnson,19103,338187,0.104
Jones,19105,54670,0.026
Keokuk,19107,3037711,1.709
Kossuth,19109,4101619,0.701
Lee,19111,1341514,1.102
Linn,19113,97806,0.073
Louisa,19115,779168,0.349
Lucas,19117,1509318,1.97
Lyon,19119,368022,0.225
Madison,19121,433368,0.322
Mahaska,19123,872534,0.729
Marion,19125,518642,0.436
Marshall,19127,265395,0.084
Mills,19129,656175,0.195
Mitchell,19131,986475,0.348
Monona,19133,1706378,0.681
Monroe,19135,2972576,3.779
Montgomery,19137,1119252,0.739
Muscatine,19139,298957,0.168
O Brien,19141,261736,0.167
Osceola,19143,1267681,0.902
Page,19145,672508,0.32
Palo Alto,19147,889224,0.312
Plymouth,19149,1564591,0.329
Pocahontas,19151,1313819,0.247
Polk,19153,480880,0.283
E Pottawattamie,19155,582538,0.143
Poweshiek,19157,435766,0.258
Ringgold,19159,1160685,1.121
Sac,19161,1390153,0.347
Scott,19163,91237,0.033
Shelby,19165,1865158,0.463
Sioux,19167,395033,0.082
Story,19169,427276,0.08
Tama,19171,352449,0.203
Taylor,19173,1042673,0.605
Union,19175,780269,0.633
Van Buren,19177,2065940,2.098
Wapello,19179,2016981,1.708
Warren,19181,579790,0.452
Washington,19183,1306510,0.813
Wayne,19185,3102899,2.625
Webster,19187,366495,0.085
Winnebago,19189,1657563,0.818
Winneshiek,19191,1831429,1.762
Woodbury,19193,2118111,0.432
Worth,19195,755940,0.267
Wright,19197,1166555,0.31
Allen,20001,55773,0.304
Anderson,20003,23101,0.096
Atchison,20005,71353,0.089
Barber,20007,3956,0.068
Barton,20009,889615,2.686
Bourbon,20011,10717,0.215
Brown,20013,33628,0.014
Butler,20015,70468,0.363
Chase,20017,16192,0.13
Chautauqua,20019,804,0.072
Cherokee,20021,3739,0.028
Cheyenne,20023,735171,1.822
Clay,20027,181194,1.051
Cloud,20029,163981,1.039
Coffey,20031,14852,0.059
Comanche,20033,15140,0.203
Cowley,20035,23312,0.61
Crawford,20037,9670,0.067
Decatur,20039,713573,0.432
Dickinson,20041,249527,1.801
Doniphan,20043,73134,0.117
Douglas,20045,106895,0.212
Edwards,20047,891646,1.33
Elk,20049,18910,0.494
Ellis,20051,75163,1.051
Ellsworth,20053,70256,1.099
Finney,20055,274390,0.214
Ford,20057,637571,2.588
Franklin,20059,156201,0.311
Geary,20061,44370,0.334
Gove,20063,465331,0.499
Graham,20065,276571,0.285
Grant,20067,404557,0.374
Gray,20069,670225,0.537
Greeley,20071,669019,2.817
Greenwood,20073,79852,0.198
Hamilton,20075,217164,0.666
Harper,20077,14220,0.317
Harvey,20079,51018,1.058
Haskell,20081,922294,1.102
Hodgeman,20083,573246,3.552
Jackson,20085,79970,0.198
Jefferson,20087,109256,0.135
Jewell,20089,81258,0.531
Johnson,20091,12900,0.033
Kearny,20093,182817,0.082
Kingman,20095,80982,0.73
Kiowa,20097,381816,0.977
Labette,20099,10065,0.144
Lane,20101,378395,3.926
Leavenworth,20103,257614,0.726
Lincoln,20105,136067,1.22
Linn,20107,27527,0.361
Logan,20109,518631,0.418
Lyon,20111,72134,0.129
McPherson,20113,91535,0.6
Marion,20115,169279,1.188
Marshall,20117,61538,0.061
Meade,20119,155612,0.715
Miami,20121,6637,0.085
Mitchell,20123,324171,1.96
Montgomery,20125,18037,0.112
Morris,20127,108261,1.152
Morton,20129,627984,0.899
Nemaha,20131,92161,0.05
Neosho,20133,22593,0.15
Ness,20135,318221,3.434
Norton,20137,342628,0.465
Osage,20139,214141,0.302
Osborne,20141,110193,0.77
Ottawa,20143,182604,2.255
Pawnee,20145,681684,1.62
Phillips,20147,98245,0.264
Pottawatomie,20149,175489,0.299
Pratt,20151,608620,1.639
Rawlins,20153,906802,0.941
Reno,20155,130679,0.285
Republic,20157,340798,0.471
Rice,20159,285799,1.106
Riley,20161,107311,0.893
Rooks,20163,107186,0.501
Rush,20165,252042,6.448
Russell,20167,88351,1.503
Saline,20169,56619,1.174
Scott,20171,1041954,1.324
Sedgwick,20173,74653,0.561
Seward,20175,795982,1.568
Shawnee,20177,130488,0.377
Sheridan,20179,838319,0.321
Sherman,20181,2025346,1.461
Smith,20183,148647,0.735
Stafford,20185,1191702,1.544
Stanton,20187,1181834,0.585
Stevens,20189,2531687,0.286
Sumner,20191,66844,0.876
Thomas,20193,1931643,0.798
Trego,20195,26918,0.084
Wabaunsee,20197,122403,0.341
Wallace,20199,683727,1.069
Washington,20201,231572,0.54
Wichita,20203,468427,1.155
Wilson,20205,5296,0.055
Woodson,20207,58095,0.313
Adair,21001,1854,0.13
Allen,21003,5592,0.105
Ballard,21007,4878,0.044
Barren,21009,21952,0.158
Bath,21011,7079,0.2
Boone,21015,2151,0.398
Bourbon,21017,21610,0.263
Breckinridge,21027,8734,0.043
Caldwell,21033,28519,0.06
Calloway,21035,5920,0.018
Carlisle,21039,17540,0.115
Casey,21045,516,0.158
Christian,21047,56057,0.015
Clark,21049,48647,0.438
Crittenden,21055,3120,0.031
Daviess,21059,3133,0.002
Fayette,21067,9586,0.169
Fleming,21069,11977,0.527
Fulton,21075,45301,0.017
Graves,21083,12631,0.027
Grayson,21085,4077,0.315
Greenup,21089,2474,0.598
Hardin,21093,8589,0.011
Hart,21099,878,0.227
Henderson,21101,4919,0.051
Hickman,21105,1378,0.006
Hopkins,21107,24212,0.064
Larue,21123,9586,0.045
Lewis,21135,5521,0.072
Livingston,21139,67321,0.333
Logan,21141,43474,0.025
McCracken,21145,17822,0.33
McLean,21149,3909,0.007
Madison,21151,4967,0.813
Marion,21155,9231,0.06
Marshall,21157,3759,0.016
Mason,21161,1722,0.028
Meade,21163,20199,0.209
Montgomery,21173,19326,0.889
Muhlenberg,21177,75936,0.182
Nelson,21179,41256,0.186
Nicholas,21181,7189,0.418
Ohio,21183,18772,0.091
Oldham,21185,5519,0.021
Powell,21197,2601,0.307
Rowan,21205,21919,1.406
Russell,21207,1350,0.122
Scott,21209,1676,0.057
Simpson,21213,65842,0.047
Spencer,21215,5368,0.177
Taylor,21217,2414,0.219
Todd,21219,32846,0.037
Trigg,21221,24515,0.204
Union,21225,34518,0.053
Warren,21227,62974,0.09
Washington,21229,2900,0.576
Webster,21233,10407,0.035
Woodford,21239,76,0.0
Acadia,22001,25872,1.248
Avoyelles,22009,262713,0.615
Beauregard,22011,7827,0.445
Bossier,22015,26720,0.462
Caddo,22017,449,0.002
Caldwell,22021,4966,0.492
Catahoula,22025,165652,0.398
Concordia,22029,46859,0.094
East Carroll,22035,976,0.002
Franklin,22041,61931,0.522
Grant,22043,103205,0.817
Lafayette,22055,4047,0.267
Madison,22065,239496,0.12
Morehouse,22067,55787,0.499
Natchitoches,22069,146165,0.241
Pointe Coupee,22077,8505,0.209
Rapides,22079,74809,0.433
Red River,22081,9607,1.307
Richland,22083,143588,0.232
St Landry,22097,74824,0.875
St Martin,22099,1128,0.317
Tensas,22107,16130,0.044
West Carroll,22123,5911,0.063
Baltimore,24005,164407,0.789
Calvert,24009,1541,0.139
Caroline,24011,19237,0.042
Carroll,24013,624456,1.515
Cecil,24015,8498,0.042
Charles,24017,5926,0.042
Dorchester,24019,71632,0.534
Frederick,24021,927036,0.559
Harford,24025,79946,0.64
Kent,24029,1339,0.006
Montgomery,24031,6432,0.047
Queen Anne's,24035,5301,0.006
St Mary's,24037,13747,0.09
Somerset,24039,236,0.0
Talbot,24041,8769,0.027
Washington,24043,280311,2.092
Wicomico,24045,86537,0.268
Bristol,25005,4101,0.212
Franklin,25011,21744,1.309
Hampden,25013,5996,3.27
Hampshire,25015,1206,0.283
Middlesex,25017,87,0.028
Worcester,25027,11180,0.918
Allegan,26005,919463,1.138
Alpena,26007,45701,0.853
Antrim,26009,23978,1.798
Arenac,26011,69855,1.018
Barry,26015,378457,0.895
Bay,26017,492544,2.403
Berrien,26021,75694,0.255
Branch,26023,109182,0.303
Calhoun,26025,213852,0.302
Cass,26027,352781,0.629
Clare,26035,259033,4.147
Clinton,26037,854432,1.41
Delta,26041,112374,3.686
Eaton,26045,481553,1.191
Genesee,26049,474030,2.035
Gladwin,26051,151160,1.434
Grand Traverse,26055,53659,2.183
Gratiot,26057,519460,1.758
Hillsdale,26059,77121,0.34
Huron,26063,1165071,4.494
Ingham,26065,754131,2.096
Ionia,26067,223428,0.339
Iosco,26069,40244,0.882
Isabella,26073,1262762,1.478
Jackson,26075,677782,1.69
Kalamazoo,26077,168215,1.258
Kent,26081,377275,1.324
Lapeer,26087,190059,2.202
Leelanau,26089,48333,7.52
Lenawee,26091,777325,0.686
Livingston,26093,208467,1.663
Macomb,26099,41698,0.299
Mason,26105,197011,4.355
Mecosta,26107,306830,2.648
Menominee,26109,381341,3.614
Midland,26111,159101,1.097
Missaukee,26113,260316,3.046
Monroe,26115,508503,0.724
Montcalm,26117,511415,1.476
Muskegon,26121,283508,3.537
Newaygo,26123,241557,3.842
Oceana,26127,101368,3.857
Ogemaw,26129,200127,1.501
Osceola,26133,109960,3.143
Ottawa,26139,372794,0.993
Presque Isle,26141,28327,0.218
Saginaw,26145,1113376,1.97
St Clair,26147,80489,0.414
St Joseph,26149,150841,0.701
Sanilac,26151,482963,1.524
Shiawassee,26155,703766,2.003
Tuscola,26157,1215678,3.512
Van Buren,26159,433111,0.926
Washtenaw,26161,388412,0.959
Aitkin,27001,19696,1.37
Anoka,27003,92053,0.896
Becker,27005,219471,1.038
Beltrami,27007,109738,2.0
Benton,27009,1572565,2.505
Big Stone,27011,1262119,1.363
Blue Earth,27013,1771984,0.658
Brown,27015,1176397,0.31
Carver,27019,728976,1.145
Cass,27021,146103,1.291
Chippewa,27023,858071,0.248
Chisago,27025,322260,1.348
Clay,27027,312498,0.687
Clearwater,27029,138135,0.744
Cottonwood,27033,1079338,0.363
Crow Wing,27035,75299,1.118
Dakota,27037,1654214,1.794
Dodge,27039,377034,0.356
Douglas,27041,344731,0.315
Faribault,27043,6357919,1.853
Fillmore,27045,2124431,0.952
Freeborn,27047,2175384,0.452
Goodhue,27049,698213,0.578
Grant,27051,749041,0.368
Hennepin,27053,95273,0.343
Houston,27055,146565,0.189
Hubbard,27057,103734,0.786
Isanti,27059,242735,0.883
Jackson,27063,2852169,0.672
Kanabec,27065,352810,1.845
Kandiyohi,27067,849654,0.268
Kittson,27069,273524,1.051
Koochiching,27071,8353,1.147
Lac Qui Parle,27073,723436,0.264
Lake of the Woods,27077,3023,1.217
Le Sueur,27079,925760,0.798
Lincoln,27081,329940,0.084
Lyon,27083,689559,0.269
McLeod,27085,1046686,0.667
Mahnomen,27087,157671,0.741
Marshall,27089,412280,1.178
Martin,27091,4652914,1.696
Meeker,27093,848790,0.364
Mille Lacs,27095,187939,0.695
Morrison,27097,1954757,1.464
Mower,27099,2435246,0.955
Murray,27101,920806,0.225
Nicollet,27103,770033,0.402
Nobles,27105,2332760,0.482
Norman,27107,253840,0.686
Olmsted,27109,720793,0.405
East Otter Tail,27111,376012,2.205
Pennington,27113,288211,1.474
Pine,27115,251170,1.884
Pipestone,27117,218146,0.05
East Polk,27119,299843,1.071
Pope,27121,436826,0.147
Red Lake,27125,69199,0.453
Redwood,27127,1293058,0.275
Renville,27129,1872442,0.282
Rice,27131,345530,0.173
Rock,27133,406685,0.194
Roseau,27135,412303,1.342
Scott,27139,1215657,1.583
Sherburne,27141,430267,1.233
Sibley,27143,1355521,0.555
Stearns,27145,3626076,1.143
Steele,27147,871403,0.584
Stevens,27149,949443,0.315
Swift,27151,1135528,0.581
Todd,27153,1004735,0.813
Traverse,27155,540220,0.192
Wabasha,27157,336094,0.454
Wadena,27159,89512,0.499
Waseca,27161,1153859,0.538
Washington,27163,217303,0.468
Watonwan,27165,1044664,0.431
Wilkin,27167,346296,0.705
Winona,27169,406621,0.311
Wright,27171,893944,0.765
Yellow Medicine,27173,818234,0.842
Alcorn,28003,547,0.005
Benton,28009,8763,0.241
Bolivar,28011,4491,0.7
Calhoun,28013,10032,0.103
Carroll,28015,949,0.508
Chickasaw,28017,5221,0.066
Clay,28025,8185,0.466
Coahoma,28027,16743,0.814
George,28039,1443,1.565
Holmes,28051,10691,0.186
Humphreys,28053,2832,0.013
Issaquena,28055,2016,0.085
Itawamba,28057,31918,0.202
Lee,28081,59454,1.1
Leflore,28083,10344,0.156
Lowndes,28087,4906,0.021
Marshall,28093,23151,0.188
Monroe,28095,48629,0.425
Montgomery,28097,4867,0.384
Noxubee,28103,5119,0.042
Panola,28107,40845,0.616
Pontotoc,28115,3229,0.256
Prentiss,28117,10948,0.093
Quitman,28119,67618,1.58
Tallahatchie,28135,32951,1.053
Tate,28137,1247,0.079
Tippah,28139,9606,0.29
Tunica,28143,1815,0.376
Union,28145,2218,0.15
Webster,28155,224,0.008
Yazoo,28163,156200,0.169
Adair,29001,108217,1.222
Andrew,29003,340125,0.388
Atchison,29005,589164,0.152
Audrain,29007,333787,0.217
Barton,29011,3350,0.011
Bates,29013,51606,0.105
Benton,29015,4875,0.066
Bollinger,29017,83,0.001
Boone,29019,87386,0.23
Buchanan,29021,363372,1.02
Butler,29023,40272,0.131
Caldwell,29025,433897,1.295
Callaway,29027,182847,0.291
Cape Girardeau,29031,3754,0.021
Carroll,29033,499877,0.716
Cass,29037,29166,0.11
Chariton,29041,511024,0.707
Clark,29045,1310269,1.447
Clay,29047,15184,0.091
Clinton,29049,271502,0.387
Cole,29051,29042,0.321
Cooper,29053,340076,0.416
Daviess,29061,518106,1.046
De Kalb,29063,504680,1.18
Franklin,29071,10413,0.088
Gasconade,29073,33949,0.724
Gentry,29075,510537,0.662
Grundy,29079,287594,0.592
Harrison,29081,1483717,1.749
Henry,29083,50216,0.178
Holt,29087,944093,0.369
Howard,29089,40841,0.127
Jackson,29095,68910,0.149
Jasper,29097,3620,0.007
Jefferson,29099,1959,0.1
Johnson,29101,141591,0.463
Knox,29103,936845,1.013
Lafayette,29107,235331,0.222
Lawrence,29109,2169,0.007
Lewis,29111,1606110,1.361
Lincoln,29113,137718,0.304
Linn,29115,187836,0.527
Livingston,29117,531040,1.261
Macon,29121,208553,0.504
Marion,29127,572791,0.899
Mercer,29129,506152,2.143
Miller,29131,1144,0.543
Mississippi,29133,79494,0.409
Moniteau,29135,36788,0.493
Monroe,29137,578479,0.335
Montgomery,29139,73964,0.104
Morgan,29141,12803,0.04
New Madrid,29143,28172,0.185
Newton,29145,208,0.004
Nodaway,29147,400533,0.332
Osage,29151,96197,0.396
Pemiscot,29155,40776,0.159
Perry,29157,28913,0.223
Pettis,29159,262911,0.244
Pike,29163,881955,0.9
Platte,29165,86554,0.431
Putnam,29171,921728,2.913
Ralls,29173,131170,0.118
Randolph,29175,9317,0.141
Ray,29177,250609,0.688
Ripley,29181,2484,0.7
St Charles,29183,504463,0.592
St Clair,29185,2155,0.021
St Genevieve,29186,91088,0.321
St Louis,29189,63112,0.488
Saline,29195,742793,0.438
Schuyler,29197,249158,2.245
Scotland,29199,1693661,0.974
Scott,29201,36240,1.151
Shelby,29205,476445,0.648
Stoddard,29207,77553,0.121
Sullivan,29211,500346,2.211
Vernon,29217,20819,0.052
Warren,29219,98350,0.273
Worth,29227,92640,0.714
Big Horn,30003,5507,0.777
Custer,30017,111810,2.075
Dawson,30021,6468,0.175
Fallon,30025,1953,1.94
Phillips,30071,5320,1.063
Prairie,30079,4359,0.124
Richland,30083,786,0.014
Rosebud,30087,12432,1.145
Valley,30105,86034,1.758
Adams,31001,187635,0.046
Antelope,31003,752923,0.348
Banner,31007,166838,0.448
Boone,31011,529596,0.153
Box Butte,31013,137885,0.251
Boyd,31015,170920,0.109
Brown,31017,183526,0.194
Buffalo,31019,783530,0.11
Burt,31021,891577,0.265
Butler,31023,1237709,0.666
Cass,31025,1007014,0.25
Cedar,31027,453284,0.121
Chase,31029,1351052,0.727
Cherry,31031,113562,0.737
Cheyenne,31033,101669,0.172
Clay,31035,565620,0.136
Colfax,31037,301305,0.157
Cuming,31039,273887,0.054
Custer,31041,628059,0.211
Dakota,31043,372278,0.474
Dawes,31045,1155,0.095
Dawson,31047,625876,0.121
Deuel,31049,291161,0.62
Dixon,31051,188768,0.117
Dodge,31053,1239452,0.636
Douglas,31055,146058,0.516
Dundy,31057,852411,0.652
Fillmore,31059,483417,1.05
Franklin,31061,286076,0.246
Frontier,31063,332722,0.441
Furnas,31065,826821,0.821
Gage,31067,153583,0.06
Garden,31069,88366,0.401
Garfield,31071,147789,0.778
Gosper,31073,183941,0.082
Greeley,31077,408111,0.254
Hall,31079,455541,0.204
Hamilton,31081,343886,0.075
Harlan,31083,371287,0.185
Hayes,31085,615836,0.637
Hitchcock,31087,992671,1.499
Holt,31089,2435880,1.199
Howard,31093,534618,0.199
Jefferson,31095,354491,0.344
Johnson,31097,146639,0.142
Kearney,31099,170803,0.049
Keith,31101,294514,0.383
Keya Paha,31103,203080,0.876
Kimball,31105,106106,0.185
Knox,31107,351980,0.163
Lancaster,31109,850297,0.269
Lincoln,31111,754676,0.13
Logan,31113,115956,0.175
Loup,31115,120294,0.3
Madison,31119,853781,0.291
Merrick,31121,324498,0.123
Morrill,31123,83820,0.101
Nance,31125,841292,0.31
Nemaha,31127,644856,0.379
Nuckolls,31129,170352,0.097
Otoe,31131,693096,0.163
Pawnee,31133,127632,0.182
Perkins,31135,897792,0.159
Phelps,31137,284838,0.114
Pierce,31139,331527,0.044
Platte,31141,495112,0.118
Polk,31143,500505,0.109
Red Willow,31145,1626935,0.86
Richardson,31147,205081,0.067
Rock,31149,276049,0.648
Saline,31151,378639,0.515
Sarpy,31153,486762,0.892
Saunders,31155,1106495,0.583
Scotts Bluff,31157,621438,0.42
Seward,31159,670901,0.162
Sheridan,31161,35924,0.185
Sherman,31163,1100881,0.749
Sioux,31165,59812,0.136
Stanton,31167,131535,0.172
Thayer,31169,148011,0.099
Thurston,31173,221714,0.063
Valley,31175,421848,0.235
Washington,31177,329025,0.248
Wayne,31179,60960,0.041
Webster,31181,279175,0.109
Wheeler,31183,115485,0.134
York,31185,207977,0.024
Atlantic,34001,16528,3.413
Burlington,34005,8787,0.122
Cumberland,34011,7319,0.12
Gloucester,34015,96231,3.155
Hunterdon,34019,20546,0.633
Mercer,34021,14161,0.207
Salem,34033,145265,1.217
Sussex,34037,5697,0.19
Warren,34041,19004,0.111
Curry,35009,15931,0.13
