n,i,t,a
Alexander,37003,39302,0.58
Anson,37007,10508,0.13
Beaufort,37013,5766,0.042
Bertie,37015,25917,0.315
Bladen,37017,27302,0.589
Brunswick,37019,94645,0.843
Carteret,37031,5899,0.243
Caswell,37033,40148,2.078
Catawba,37035,13634,0.805
Chatham,37037,27781,1.058
Cleveland,37045,4764,0.458
Columbus,37047,202456,0.133
Craven,37049,37679,0.368
Cumberland,37051,26220,0.181
Davidson,37057,20116,0.371
Davie,37059,2511,0.182
Duplin,37061,331500,0.243
Edgecombe,37065,80914,0.083
Franklin,37069,302,0.005
Gaston,37071,75,0.007
Granville,37077,5131,0.124
Greene,37079,46607,0.26
Guilford,37081,6120,0.135
Halifax,37083,22112,0.07
Harnett,37085,5263,0.16
Haywood,37087,6850,1.728
Hertford,37091,7222,0.272
Hoke,37093,27403,0.458
Hyde,37095,20650,0.025
Iredell,37097,28294,1.17
Johnston,37101,45197,0.282
Jones,37103,100355,0.119
Lee,37105,6766,0.4
Lenoir,37107,74217,0.178
Lincoln,37109,10058,0.394
Montgomery,37123,887,0.138
Moore,37125,1051,1.295
Nash,37127,20199,0.285
Northampton,37131,2374,0.009
Onslow,37133,30530,0.206
Orange,37135,4643,0.19
Pamlico,37137,3103,0.007
Pender,37141,18836,0.491
Person,37145,19369,0.224
Pitt,37147,21951,0.027
Randolph,37151,16387,0.353
Richmond,37153,5224,0.219
Robeson,37155,226757,0.599
Rockingham,37157,7199,0.667
Rowan,37159,3247,0.035
Sampson,37163,148826,0.279
Scotland,37165,52877,1.902
Stanly,37167,1639,0.006
Tyrrell,37177,24069,0.149
Union,37179,46383,0.053
Wake,37183,7471,0.61
Warren,37185,23,0.002
Washington,37187,3656,0.01
Wayne,37191,49594,0.078
Wilkes,37193,750,1.537
Wilson,37195,14937,0.081
Yadkin,37197,101,0.001
Adams,38001,6343,0.055
Barnes,38003,164619,0.167
Benson,38005,37261,0.303
Burleigh,38015,6352,0.045
Cass,38017,203064,0.358
Cavalier,38019,3412,0.666
Dickey,38021,100924,0.268
Dunn,38025,8163,0.07
Eddy,38027,29419,0.336
Emmons,38029,26163,0.09
Foster,38031,28028,0.328
Golden Valley,38033,3122,0.188
Grand Forks,38035,66281,0.093
Grant,38037,51945,0.574
Griggs,38039,12788,0.446
Hettinger,38041,2152,0.161
Kidder,38043,26408,0.317
La Moure,38045,120281,0.299
Logan,38047,3956,0.016
McHenry,38049,11363,0.119
McIntosh,38051,11474,0.06
McKenzie,38053,3815,0.039
McLean,38055,18383,0.078
Mercer,38057,4731,0.1
Morton,38059,11389,0.063
Mountrail,38061,487,0.134
Nelson,38063,2635,0.06
Oliver,38065,3002,0.233
Pembina,38067,20664,0.093
Pierce,38069,4136,0.298
Ramsey,38071,1918,0.022
Ransom,38073,146238,0.063
Richland,38077,139833,0.102
Rolette,38079,3140,0.049
Sargent,38081,155478,0.1
Sheridan,38083,1664,0.202
Sioux,38085,9872,0.066
Slope,38087,499,0.014
Stark,38089,1350,0.016
Steele,38091,29595,0.049
Stutsman,38093,22079,0.05
Towner,38095,5618,0.857
Traill,38097,40555,0.041
Walsh,38099,1963,0.016
Ward,38101,8787,0.104
Wells,38103,5046,0.029
Williams,38105,3500,0.371
Adams,39001,168133,1.329
Allen,39003,147208,0.896
Ashland,39005,57466,0.545
Ashtabula,39007,99829,0.668
Athens,39009,148785,1.331
Auglaize,39011,536247,3.484
Brown,39015,591476,1.686
Butler,39017,301379,1.119
Carroll,39019,82874,0.603
Champaign,39021,709721,1.333
Clark,39023,515406,1.388
Clermont,39025,118260,1.15
Clinton,39027,316214,1.583
Columbiana,39029,68253,0.323
Coshocton,39031,98149,0.638
Crawford,39033,86083,0.759
Darke,39037,857787,0.759
Defiance,39039,169582,0.688
Delaware,39041,676656,2.832
Erie,39043,82331,0.437
Fairfield,39045,306273,0.725
Fayette,39047,518264,1.326
Franklin,39049,323143,1.244
Fulton,39051,3047,0.043
Gallia,39053,11632,0.44
Geauga,39055,34717,0.628
Greene,39057,302893,0.799
Guernsey,39059,22962,1.355
Hancock,39063,215650,0.817
Hardin,39065,901966,0.846
Harrison,39067,10662,0.308
Henry,39069,19562,0.172
Highland,39071,614033,1.135
Hocking,39073,50291,1.074
Holmes,39075,40516,0.198
Huron,39077,45097,0.549
Jackson,39079,48095,0.703
Jefferson,39081,1394,0.048
Knox,39083,277155,0.559
Lawrence,39087,16191,2.316
Licking,39089,347393,1.427
Logan,39091,757161,1.598
Lorain,39093,62424,0.435
Lucas,39095,2639,0.014
Madison,39097,660583,0.675
Mahoning,39099,63133,0.712
Marion,39101,412546,0.991
Medina,39103,40043,0.723
Meigs,39105,39139,0.686
Mercer,39107,1040839,0.912
Miami,39109,320917,0.792
Montgomery,39113,476049,1.052
Morgan,39115,18353,0.97
Morrow,39117,310957,2.401
Muskingum,39119,110064,0.698
Ottawa,39123,13516,0.015
Paulding,39125,112436,0.257
Perry,39127,91447,1.322
Pickaway,39129,1491800,0.939
Pike,39131,86612,1.677
Portage,39133,50771,0.773
Preble,39135,234909,0.972
Putnam,39137,79063,0.67
Richland,39139,257952,0.628
Ross,39141,243974,0.35
Sandusky,39143,81564,0.223
Scioto,39145,9530,0.666
Seneca,39147,117624,0.191
Shelby,39149,548637,2.033
Stark,39151,137560,0.269
Trumbull,39155,110629,0.416
Tuscarawas,39157,46469,0.438
Union,39159,535577,1.56
Van Wert,39161,75112,0.711
Warren,39165,603503,1.233
Washington,39167,10418,0.527
Wayne,39169,201680,1.144
Williams,39171,144309,2.036
Wood,39173,180912,0.154
Wyandot,39175,323370,1.323
Atoka,40005,250,1.345
Bryan,40013,9472,0.198
Cimarron,40025,22903,0.023
Cleveland,40027,5133,0.223
Craig,40035,1762,0.287
Custer,40039,388,0.85
Grady,40051,1164,0.073
Grant,40053,35530,0.483
Hughes,40063,623,0.013
Kay,40071,61472,0.97
Le Flore,40079,48,0.002
McClain,40087,66085,0.419
Major,40093,2058,0.345
Marshall,40095,67770,2.647
Mayes,40097,116,0.015
Muskogee,40101,37195,0.413
Nowata,40105,10088,0.546
Okfuskee,40107,3532,0.526
Oklahoma,40109,527,0.18
Pittsburg,40121,2365,1.185
Texas,40139,185590,0.414
Malheur,41045,15471,0.201
Yamhill,41071,9881,0.928
Adams,42001,40649,0.3
Armstrong,42005,6188,0.296
Bedford,42009,17497,0.083
Berks,42011,2191,0.022
Blair,42013,2735,0.003
Bradford,42015,7261,0.086
Butler,42019,4654,0.404
Cambria,42021,24515,0.571
Centre,42027,1029,0.004
Clarion,42031,10904,0.391
Clearfield,42033,4224,0.475
Clinton,42035,4349,0.054
Columbia,42037,21433,0.024
Crawford,42039,106047,1.009
Cumberland,42041,15346,0.011
Erie,42049,83308,0.791
Fayette,42051,2168,0.071
Franklin,42055,38784,0.014
Fulton,42057,39366,0.331
Huntingdon,42061,25720,0.074
Indiana,42063,118549,1.76
Jefferson,42065,38685,1.586
Juniata,42067,952,0.018
Lawrence,42073,8351,0.218
Lebanon,42075,416,0.017
Luzerne,42079,9051,0.028
Lycoming,42081,5658,0.334
Mercer,42085,77555,0.721
Montour,42093,1281,0.03
Northumberland,42097,1737,0.077
Perry,42099,2165,0.004
Potter,42105,10294,0.13
Schuylkill,42107,7282,0.108
Snyder,42109,4433,0.019
Somerset,42111,28074,0.172
Susquehanna,42115,5233,0.346
Tioga,42117,5733,0.068
Union,42119,14308,0.356
Venango,42121,12444,0.093
Warren,42123,7971,0.277
Washington,42125,674,0.015
Westmoreland,42129,7376,0.197
Wyoming,42131,5867,0.039
York,42133,1608,0.003
Aiken,45003,4230,0.245
Allendale,45005,16792,0.265
Anderson,45007,1344,0.633
Bamberg,45009,29084,0.338
Barnwell,45011,231,0.002
Berkeley,45015,27829,0.721
Calhoun,45017,58236,1.099
Chesterfield,45025,11749,0.25
Clarendon,45027,21415,0.129
Colleton,45029,39008,0.723
Darlington,45031,2036,0.005
Dillon,45033,25311,0.311
Dorchester,45035,64120,0.3
Florence,45041,47898,0.088
Georgetown,45043,5026,0.06
Hampton,45049,10450,0.205
Horry,45051,29910,0.071
Jasper,45053,7669,0.39
Kershaw,45055,2218,0.122
Lee,45061,10723,0.126
Lexington,45063,10456,0.718
Marion,45067,15674,0.155
Newberry,45071,45828,1.896
Orangeburg,45075,108207,0.723
Richland,45079,25302,0.16
Saluda,45081,1110,0.233
Spartanburg,45083,10597,0.967
Sumter,45085,31906,0.13
Williamsburg,45089,62552,0.099
Aurora,46003,322832,0.19
Beadle,46005,764282,0.259
Bennett,46007,7025,0.014
Bon Homme,46009,56402,0.07
Brookings,46011,1638039,0.424
Brown,46013,630813,0.565
Brule,46015,288684,0.158
Buffalo,46017,406,0.001
Butte,46019,189443,1.179
Campbell,46021,25798,0.123
Charles Mix,46023,303595,0.075
Clark,46025,980601,0.596
Clay,46027,100290,0.034
Codington,46029,579234,0.388
Corson,46031,7757,0.05
Custer,46033,1807,0.04
Davison,46035,207409,0.198
Day,46037,323615,0.227
Deuel,46039,720937,0.379
Dewey,46041,15377,0.169
Douglas,46043,69848,0.06
Edmunds,46045,40454,0.059
Fall River,46047,11088,0.195
Faulk,46049,99963,0.218
Grant,46051,368494,0.242
Gregory,46053,45643,0.06
Haakon,46055,1418,0.037
Hamlin,46057,592797,0.286
Hand,46059,326032,0.167
Hanson,46061,221272,0.039
Harding,46063,3894,0.307
Hughes,46065,323073,0.422
Hutchinson,46067,205094,0.068
Hyde,46069,107312,0.131
Jerauld,46073,144286,0.225
Jones,46075,13775,0.292
Kingsbury,46077,2233033,0.898
Lake,46079,911502,0.418
Lincoln,46083,49578,0.03
Lyman,46085,56787,0.11
McCook,46087,197714,0.111
McPherson,46089,19977,0.078
Marshall,46091,224458,0.38
Meade,46093,10177,0.712
Mellette,46095,2468,0.031
Miner,46097,536249,0.279
Minnehaha,46099,174749,0.065
Moody,46101,748905,0.476
Pennington,46103,7481,0.588
Perkins,46105,69545,0.214
Potter,46107,48162,0.047
Roberts,46109,238641,0.243
Sanborn,46111,310291,0.216
Spink,46115,526274,0.181
Stanley,46117,11177,0.135
Sully,46119,826570,0.343
Todd,46121,135347,0.193
Tripp,46123,231224,0.094
Turner,46125,43908,0.009
Union,46127,59016,0.02
Walworth,46129,114886,0.228
Yankton,46135,222483,0.161
Ziebach,46137,504,0.1
Bedford,47003,27001,0.194
Carroll,47017,27092,0.081
Cheatham,47021,3059,0.263
Clay,47027,2872,0.953
Coffee,47031,2791,0.084
Crockett,47033,5917,0.326
De Kalb,47041,491,0.12
Dyer,47045,243364,0.346
Fayette,47047,1197,0.013
Franklin,47051,5678,0.04
Gibson,47053,30351,0.374
Giles,47055,141,0.002
Greene,47059,32466,0.437
Hardeman,47069,19735,0.393
Hardin,47071,9046,0.067
Hawkins,47073,1119,0.146
Haywood,47075,5675,0.153
Henry,47079,19943,0.115
Lake,47095,148676,0.386
Lauderdale,47097,420191,1.999
Lawrence,47099,10335,1.13
Lincoln,47103,29242,0.102
Loudon,47105,3190,0.315
McMinn,47107,16613,0.554
McNairy,47109,1422,0.208
Macon,47111,516,0.009
Madison,47113,1755,0.03
Marshall,47117,6792,0.49
Maury,47119,1447,0.023
Montgomery,47125,954,0.206
Morgan,47129,533,0.18
Obion,47131,23883,0.309
Rhea,47143,12444,0.735
Robertson,47147,252,0.0
Rutherford,47149,1333,0.013
Shelby,47157,12088,0.357
Stewart,47161,10302,0.177
Sumner,47165,10623,0.278
Tipton,47167,6362,0.063
Washington,47179,13738,0.26
Weakley,47183,19886,0.086
Atascosa,48013,23756,1.085
Austin,48015,44292,3.596
Bailey,48017,12470,0.039
Bastrop,48021,223014,3.762
Bee,48025,1670968,3.135
Bell,48027,1801420,4.229
Bexar,48029,336975,2.16
Bosque,48035,16337,2.447
Bowie,48037,174567,0.437
Brazoria,48039,9247,0.069
Brazos,48041,230199,0.773
Brooks,48047,14008,2.53
Burleson,48051,198967,1.496
Caldwell,48055,266110,4.991
Calhoun,48057,726121,2.01
Cameron,48061,29732,0.359
Carson,48065,8584,0.088
Castro,48069,4189,0.003
Collin,48085,84121,0.099
Colorado,48089,135685,2.297
Comal,48091,48795,6.972
Comanche,48093,1233,0.058
Coryell,48099,32423,1.111
Dallam,48111,91055,0.028
Dallas,48113,122829,1.749
Deaf Smith,48117,43055,0.039
Denton,48121,26783,0.539
De Witt,48123,295308,5.032
Duval,48131,297844,0.796
Ellis,48139,1522907,1.786
Erath,48143,12089,0.483
Falls,48145,1813254,3.018
Fannin,48147,25449,0.156
Fayette,48149,507636,2.609
Floyd,48153,1124,0.015
Fort Bend,48157,164733,1.143
Frio,48163,114763,1.013
Gillespie,48171,1155,0.243
Goliad,48175,398748,5.49
Gonzales,48177,563294,7.138
Gray,48179,7637,0.056
Grayson,48181,76712,0.295
Guadalupe,48187,828072,2.092
Hale,48189,27986,0.246
Hamilton,48193,256,0.11
Hansford,48195,71386,0.054
Harris,48201,386511,3.069
Hartley,48205,91112,0.043
Hays,48209,22803,1.803
Hidalgo,48215,341606,1.233
Hill,48217,780523,1.757
Houston,48225,15822,1.467
Hunt,48231,349,0.004
Hutchinson,48233,36708,0.116
Jackson,48239,1243420,1.206
Jim Wells,48249,1007184,2.309
Johnson,48251,10327,0.801
Karnes,48255,398472,2.919
Kaufman,48257,15515,0.766
Kleberg,48273,62377,2.272
Lamar,48277,13446,0.04
La Salle,48283,13059,0.407
Lavaca,48285,406918,8.163
Lee,48287,14361,1.672
Liberty,48291,10147,1.63
Limestone,48293,216053,0.991
Live Oak,48297,640104,3.65
Lubbock,48303,8965,0.436
McLennan,48309,686112,1.459
Matagorda,48321,198410,0.66
Medina,48325,327179,0.811
Milam,48331,776068,2.484
Moore,48341,6483,0.004
Navarro,48349,239519,2.061
Nueces,48355,950438,1.698
Ochiltree,48357,10722,0.017
Parmer,48369,125903,0.182
Refugio,48391,471767,1.539
Robertson,48395,218504,1.747
San Patricio,48409,679718,2.882
Sherman,48421,105715,0.051
Starr,48427,457426,2.59
Swisher,48437,631,0.01
Travis,48453,183428,2.11
Uvalde,48463,2442,0.003
Victoria,48469,736775,1.627
Waller,48473,817862,3.12
Wharton,48481,406251,0.317
Willacy,48489,1522,0.028
Williamson,48491,1765905,4.235
Wilson,48493,287134,2.167
Wise,48497,3346,1.937
Zavala,48507,5542,0.019
Millard,49027,129,0.007
Addison,50001,11961,0.07
Chittenden,50007,6667,0.243
Franklin,50011,66316,0.705
Orleans,50019,2911,0.275
Rutland,50021,11519,0.595
Accomack,51001,47702,0.19
Amelia,51007,16244,0.467
Appomattox,51011,8847,0.217
Augusta,51015,14905,0.206
Bedford,51019,107484,0.564
Brunswick,51025,27624,0.658
Campbell,51031,65304,0.284
Caroline,51033,1060,0.001
Charlotte,51037,139750,1.152
Clarke,51043,437,0.002
Culpeper,51047,6548,0.063
Cumberland,51049,71670,0.5
Dinwiddie,51053,9222,0.053
Fauquier,51061,25925,0.073
Franklin,51067,55762,1.198
Frederick,51069,602,0.007
Greensville,51081,8416,0.126
Halifax,51083,184265,1.672
Hanover,51085,3286,0.008
King and Queen,51097,678,0.001
Loudoun,51107,11824,0.04
Louisa,51109,8781,0.05
Madison,51113,14132,0.13
Mecklenburg,51117,20349,0.193
Northumberland,51133,1374,0.002
Nottoway,51135,34285,0.354
Patrick,51141,3089,0.43
Pittsylvania,51143,94778,1.859
Prince Edward,51147,40508,0.593
Rockbridge,51163,7476,0.062
Rockingham,51165,1767,0.003
Russell,51167,1309,0.128
Shenandoah,51171,85208,0.563
Smyth,51173,9898,0.105
Southampton,51175,2212,0.007
Washington,51191,15021,0.183
Wythe,51197,2337,0.132
Suffolk City,51800,172,0.001
Grant,53025,3311,0.015
Berkeley,54003,10277,0.05
Greenbrier,54025,5173,0.138
Hampshire,54027,38874,2.258
Hardy,54031,19435,0.85
Jefferson,54037,2494,0.011
Mason,54053,2153,0.11
Monroe,54063,3262,0.203
Pendleton,54071,28508,0.286
Adams,55001,82476,0.477
Barron,55005,416030,0.112
Brown,55009,2260817,3.994
Buffalo,55011,52396,0.525
Burnett,55013,19875,0.059
Calumet,55015,384696,0.581
Chippewa,55017,191174,0.142
Clark,55019,1008478,0.395
Columbia,55021,569347,1.602
Crawford,55023,69237,0.195
Dane,55025,799291,0.242
Dodge,55027,970411,0.602
Door,55029,111934,1.071
Dunn,55033,119983,0.03
Eau Claire,55035,34763,0.054
Fond Du Lac,55039,439138,0.331
Grant,55043,93724,0.116
Green,55045,547584,0.257
Green Lake,55047,158387,0.175
Iowa,55049,232510,0.064
Jackson,55053,300162,0.459
Jefferson,55055,142083,0.121
Juneau,55057,367711,0.886
Kenosha,55059,248108,0.529
Kewaunee,55061,664666,1.26
La Crosse,55063,53931,0.253
Lafayette,55065,368992,0.171
Langlade,55067,101915,0.794
Lincoln,55069,123496,0.898
Manitowoc,55071,626852,0.527
Marathon,55073,1181017,0.55
Marinette,55075,655331,1.654
Marquette,55077,406406,0.71
Milwaukee,55079,47933,1.394
Monroe,55081,78538,0.057
Oconto,55083,892132,0.832
Outagamie,55087,1819673,1.026
Ozaukee,55089,341510,2.112
Pepin,55091,2682,0.007
Pierce,55093,42516,0.076
Polk,55095,194259,0.397
Portage,55097,149777,0.384
Price,55099,1808,0.036
Racine,55101,362713,1.343
Richland,55103,91459,0.181
Rock,55105,384541,0.475
Rusk,55107,80067,0.2
St Croix,55109,524600,0.69
Sauk,55111,329958,0.935
Sawyer,55113,95623,0.756
Shawano,55115,1239063,1.368
Sheboygan,55117,88201,0.283
Taylor,55119,327510,0.987
Trempealeau,55121,87294,0.047
Vernon,55123,144345,0.279
Walworth,55127,374283,0.253
Washburn,55129,27805,0.53
Washington,55131,207148,0.294
Waukesha,55133,82768,0.056
Waupaca,55135,489654,0.745
Waushara,55137,50690,0.116
Winnebago,55139,305036,0.385
Wood,55141,703536,0.974
Big Horn,56003,10727,0.206
Fremont,56013,1945,0.162
Goshen,56015,106235,0.048
Laramie,56021,14563,0.557
Platte,56031,61609,0.086
Washakie,56043,324,0.033
