n,i,t,a
Boone,18011,1370951,0.828
Carroll,18015,71878,0.037
Cass,18017,17369,0.011
Clark,18019,101134,0.319
Clay,18021,295442,1.331
Clinton,18023,328665,0.132
Daviess,18027,370464,0.249
Dearborn,18029,56879,1.365
Decatur,18031,1127412,0.672
De Kalb,18033,214280,1.334
Delaware,18035,574883,1.881
Dubois,18037,79492,0.393
Elkhart,18039,330711,1.179
Fayette,18041,310435,2.096
Fountain,18045,557034,0.183
Franklin,18047,94723,0.593
Fulton,18049,71806,0.068
Gibson,18051,627154,0.623
Grant,18053,435882,0.97
Greene,18055,392861,0.372
Hamilton,18057,154144,0.322
Hancock,18059,124168,0.831
Harrison,18061,93046,0.294
Hendricks,18063,180615,0.242
Henry,18065,422960,0.48
Howard,18067,35129,0.122
Huntington,18069,237920,0.707
Jackson,18071,313977,0.391
Jasper,18073,735653,0.135
Jay,18075,833642,1.69
Jefferson,18077,560159,1.476
Jennings,18079,535498,0.829
Johnson,18081,416440,1.37
Knox,18083,780437,0.602
Kosciusko,18085,154862,0.266
LaGrange,18087,119292,0.488
Lake,18089,1110960,0.634
La Porte,18091,449110,0.224
Lawrence,18093,185257,0.813
Madison,18095,426916,1.219
Marion,18097,75596,0.744
Marshall,18099,385644,0.687
Martin,18101,29828,0.155
Miami,18103,36768,0.038
Monroe,18105,24691,0.666
Montgomery,18107,572132,0.568
Morgan,18109,85962,0.13
Newton,18111,284982,0.141
Noble,18113,69862,0.778
Ohio,18115,12469,0.868
Orange,18117,115586,0.342
Owen,18119,110492,1.355
Parke,18121,513864,0.51
Perry,18123,12148,0.253
Pike,18125,263352,1.044
Porter,18127,266154,0.418
Posey,18129,323171,1.23
Pulaski,18131,412532,0.14
Putnam,18133,180090,0.201
Randolph,18135,430135,0.998
Ripley,18137,517996,1.323
Rush,18139,230587,0.314
St Joseph,18141,446500,0.732
Scott,18143,169941,0.663
Shelby,18145,412713,0.828
Spencer,18147,19089,0.054
Starke,18149,385720,0.512
Steuben,18151,2289,0.014
Sullivan,18153,830165,0.289
Switzerland,18155,140060,1.369
Tippecanoe,18157,196369,0.063
Tipton,18159,160873,0.234
Union,18161,99678,1.421
Vanderburgh,18163,15254,0.197
Vermillion,18165,430990,0.958
Vigo,18167,522740,0.93
Wabash,18169,133025,0.229
Warren,18171,215718,0.085
Warrick,18173,55416,0.238
Washington,18175,175756,0.177
Wayne,18177,686272,1.78
Wells,18179,356953,0.888
White,18181,75109,0.017
Whitley,18183,202183,3.378
Adair,19001,614346,0.294
Adams,19003,216225,0.092
Allamakee,19005,113321,0.51
Appanoose,19007,420997,0.342
Audubon,19009,254340,0.059
Benton,19011,222101,0.052
Black Hawk,19013,121830,0.027
Boone,19015,68074,0.016
Bremer,19017,98764,0.035
Buchanan,19019,27005,0.008
Buena Vista,19021,30175,0.007
Butler,19023,41650,0.079
Calhoun,19025,133127,0.04
Carroll,19027,219929,0.024
Cass,19029,181262,0.069
Cedar,19031,933653,0.103
Cerro Gordo,19033,136003,0.093
Cherokee,19035,699020,0.207
Chickasaw,19037,559772,0.459
Clarke,19039,1136941,0.945
Clay,19041,170255,0.108
Clayton,19043,178975,0.107
Clinton,19045,234529,0.042
Crawford,19047,939498,0.11
Dallas,19049,157450,0.056
Davis,19051,382167,0.545
Decatur,19053,558075,0.509
Delaware,19055,64632,0.016
Des Moines,19057,218128,0.388
Dickinson,19059,13413,0.022
Dubuque,19061,161998,0.128
Emmet,19063,15687,0.004
Fayette,19065,517105,0.356
Floyd,19067,162322,0.052
Franklin,19069,43431,0.008
Fremont,19071,1172590,0.49
Greene,19073,44976,0.015
Grundy,19075,59973,0.047
Guthrie,19077,213653,0.112
Hamilton,19079,107061,0.018
Hancock,19081,28404,0.007
Hardin,19083,49886,0.017
Harrison,19085,343274,0.075
Henry,19087,516291,0.341
Howard,19089,55495,0.03
Humboldt,19091,17440,0.007
Ida,19093,432028,0.317
Iowa,19095,806941,0.181
Jackson,19097,138480,0.086
Jasper,19099,245466,0.066
Jefferson,19101,717186,0.517
Johnson,19103,492782,0.304
Jones,19105,41070,0.006
Keokuk,19107,1256999,0.561
Kossuth,19109,57285,0.093
Lee,19111,393504,0.306
Linn,19113,134501,0.148
Louisa,19115,710310,0.241
Lucas,19117,532371,0.651
Lyon,19119,46249,0.032
Madison,19121,1008406,0.509
Mahaska,19123,760073,0.42
Marion,19125,1111698,0.5
Marshall,19127,57536,0.008
Mills,19129,543123,0.406
Mitchell,19131,21714,0.004
Monona,19133,1101643,0.278
Monroe,19135,748009,0.657
Montgomery,19137,257035,0.124
Muscatine,19139,552203,0.29
O Brien,19141,17163,0.005
Osceola,19143,33336,0.008
Page,19145,67207,0.021
Palo Alto,19147,13055,0.003
Plymouth,19149,675440,0.08
Pocahontas,19151,81941,0.015
Polk,19153,285656,1.022
E Pottawattamie,19155,66132,0.025
Poweshiek,19157,139249,0.085
Ringgold,19159,1075312,0.435
Sac,19161,227990,0.06
Scott,19163,218065,0.129
Shelby,19165,198596,0.042
Sioux,19167,760300,0.213
Story,19169,315338,0.041
Tama,19171,445399,0.082
Taylor,19173,970127,0.41
Union,19175,1013316,0.557
Van Buren,19177,759799,0.43
Wapello,19179,609461,0.378
Warren,19181,1657669,0.629
Washington,19183,1060311,0.319
Wayne,19185,667998,0.338
Webster,19187,42017,0.007
Winnebago,19189,102567,0.025
Winneshiek,19191,295124,0.223
Woodbury,19193,1028711,0.145
Worth,19195,79194,0.188
Wright,19197,11467,0.002
Allen,20001,19197,0.137
Anderson,20003,95062,0.071
Atchison,20005,55920,0.037
Barber,20007,572,0.015
Barton,20009,3963,0.005
Bourbon,20011,6454,0.019
Brown,20013,5393,0.001
Butler,20015,54138,0.211
Chase,20017,9046,0.372
Cherokee,20021,15229,0.19
Cheyenne,20023,112565,0.082
Cloud,20029,22587,0.087
Coffey,20031,238410,1.04
Cowley,20035,39431,1.152
Crawford,20037,5642,0.006
Decatur,20039,152148,0.061
Dickinson,20041,116312,1.236
Doniphan,20043,93686,0.066
Edwards,20047,568861,1.604
Elk,20049,11023,3.755
Ellsworth,20053,14353,1.19
Finney,20055,244405,0.795
Ford,20057,66621,0.073
Franklin,20059,6878,0.018
Geary,20061,790,0.004
Gove,20063,110329,0.446
Graham,20065,48028,0.071
Gray,20069,19325,0.02
Greeley,20071,913,0.001
Greenwood,20073,33531,1.036
Haskell,20081,36653,0.089
Hodgeman,20083,47741,0.244
Jackson,20085,1855,0.003
Jefferson,20087,13553,0.037
Jewell,20089,863,0.004
Kearny,20093,170551,0.334
Kiowa,20097,34245,0.069
Labette,20099,5088,0.056
Lane,20101,205344,2.499
Leavenworth,20103,80871,0.414
Lincoln,20105,14233,0.717
Linn,20107,2580,0.007
Logan,20109,99774,0.302
Lyon,20111,2445,0.003
McPherson,20113,2438,0.004
Marion,20115,109333,0.649
Marshall,20117,12468,0.029
Miami,20121,488,0.001
Mitchell,20123,4588,0.023
Montgomery,20125,47547,0.39
Morris,20127,7596,0.019
Morton,20129,15213,0.133
Nemaha,20131,6700,0.009
Neosho,20133,40758,0.111
Ness,20135,7004,0.1
Norton,20137,21418,0.036
Osage,20139,3976,0.006
Osborne,20141,38815,1.796
Ottawa,20143,25518,2.426
Pawnee,20145,74220,0.199
Phillips,20147,1321,0.009
Pottawatomie,20149,10580,0.026
Pratt,20151,456862,0.617
Rawlins,20153,6850,0.002
Reno,20155,3550,0.014
Republic,20157,15380,0.007
Rice,20159,22406,0.048
Riley,20161,17707,0.1
Rooks,20163,40921,0.228
Saline,20169,10753,0.574
Scott,20171,29862,0.038
Sedgwick,20173,17674,0.039
Seward,20175,162368,0.184
Shawnee,20177,4150,0.004
Sheridan,20179,10624,0.064
Sherman,20181,272282,0.414
Smith,20183,527,0.001
Stafford,20185,54365,0.114
Stanton,20187,131457,0.094
Stevens,20189,134248,0.046
Sumner,20191,260226,1.017
Thomas,20193,401049,0.067
Wabaunsee,20197,14750,0.03
Wallace,20199,25734,0.016
Washington,20201,9739,0.016
Wichita,20203,176339,0.349
Wilson,20205,42625,0.245
Woodson,20207,116614,0.651
Allen,21003,2911,0.037
Ballard,21007,16911,0.077
Barren,21009,188,0.009
Bath,21011,80404,1.036
Bourbon,21017,1813,0.293
Boyle,21021,8964,0.457
Bracken,21023,9049,1.066
Breathitt,21025,1610,3.515
Breckinridge,21027,12256,0.133
Butler,21031,2268,0.22
Caldwell,21033,28760,0.072
Calloway,21035,28271,0.024
Carlisle,21039,45795,0.16
Carroll,21041,208,0.763
Carter,21043,127,0.035
Casey,21045,175,0.006
Christian,21047,17025,0.004
Clark,21049,1760,0.017
Crittenden,21055,49945,0.227
Daviess,21059,9187,0.042
Edmonson,21061,787,0.032
Estill,21065,874,0.15
Fleming,21069,35007,0.283
Fulton,21075,215935,0.301
Gallatin,21077,1162,1.713
Graves,21083,2158,0.022
Grayson,21085,1222,0.013
Hardin,21093,3905,0.106
Harrison,21097,3058,0.114
Henderson,21101,63487,0.434
Hickman,21105,439395,1.231
Hopkins,21107,8917,0.766
Jackson,21109,485,1.2
Jefferson,21111,3962,0.251
Larue,21123,9041,0.08
Lewis,21135,33647,0.412
Lincoln,21137,90061,0.474
Livingston,21139,46988,0.32
Logan,21141,1767,0.001
Lyon,21143,7850,0.091
McCracken,21145,31500,1.081
McLean,21149,19637,0.107
Madison,21151,8065,1.118
Magoffin,21153,1543,0.687
Marion,21155,3317,0.46
Marshall,21157,44319,0.146
Mason,21161,29273,0.21
Meade,21163,141,0.002
Monroe,21171,5417,0.156
Montgomery,21173,5721,1.224
Morgan,21175,546,0.08
Muhlenberg,21177,13806,0.176
Nelson,21179,1952,0.027
Nicholas,21181,1741,0.043
Ohio,21183,24807,0.095
Owen,21187,1285,0.745
Powell,21197,880,0.863
Pulaski,21199,17536,0.738
Rockcastle,21203,829,0.794
Rowan,21205,2361,0.34
Russell,21207,4554,0.257
Scott,21209,2619,0.075
Shelby,21211,8476,0.05
Spencer,21215,2481,0.182
Taylor,21217,6060,0.25
Todd,21219,7137,0.006
Trigg,21221,17472,0.032
Union,21225,38271,1.102
Washington,21229,494,0.165
Wayne,21231,392,0.017
Webster,21233,13733,0.409
Whitley,21235,1273,0.203
Wolfe,21237,48,0.04
Woodford,21239,697,0.14
Avoyelles,22009,7779,0.01
Concordia,22029,15282,0.027
East Carroll,22035,39057,0.56
Lafayette,22055,2255,0.076
Madison,22065,145240,0.115
Morehouse,22067,6853,0.244
Pointe Coupee,22077,12816,0.076
Rapides,22079,305,0.01
Richland,22083,7589,0.018
St Landry,22097,10492,0.041
Tensas,22107,41363,0.096
West Carroll,22123,22241,0.262
Aroostook,23003,2255,0.235
Caroline,24011,3639,0.002
Carroll,24013,14383,0.098
Frederick,24021,78849,0.055
Garrett,24023,7028,0.677
Harford,24025,2645,0.06
Kent,24029,3420,0.003
Montgomery,24031,3085,0.02
Queen Anne's,24035,7911,0.007
St Mary's,24037,3171,0.021
Somerset,24039,8788,0.03
Talbot,24041,3123,0.003
Washington,24043,23104,0.026
Worcester,24047,1537,0.015
Bristol,25005,25359,1.065
Plymouth,25023,32226,0.165
Worcester,25027,523,0.025
Alcona,26001,24038,0.597
Allegan,26005,2229615,5.639
Alpena,26007,8939,0.107
Antrim,26009,1083,0.015
Arenac,26011,59962,0.317
Barry,26015,171520,1.149
Bay,26017,125119,0.469
Berrien,26021,124578,0.296
Branch,26023,171927,1.489
Calhoun,26025,418327,1.223
Cass,26027,393740,2.08
Clare,26035,35263,0.461
Clinton,26037,184173,0.678
Delta,26041,35843,0.992
Dickinson,26043,2894,0.126
Eaton,26045,95421,0.214
Genesee,26049,334819,0.651
Gladwin,26051,173669,0.699
Grand Traverse,26055,13301,0.17
Gratiot,26057,47808,0.116
Hillsdale,26059,539710,5.778
Huron,26063,167138,0.164
Ingham,26065,26046,0.178
Ionia,26067,176735,0.705
Iosco,26069,5041,0.489
Isabella,26073,357809,0.528
Jackson,26075,153645,0.387
Kalamazoo,26077,402940,3.263
Kent,26081,157968,2.067
Lapeer,26087,166729,0.487
Lenawee,26091,232492,0.19
Livingston,26093,70953,1.193
Macomb,26099,12357,0.099
Manistee,26101,10406,1.281
Mason,26105,921,0.013
Mecosta,26107,74901,0.331
Menominee,26109,11015,0.206
Midland,26111,16545,0.085
Missaukee,26113,24478,0.622
Monroe,26115,83338,0.308
Montcalm,26117,107461,0.514
Muskegon,26121,57890,2.88
Newaygo,26123,29478,0.939
Oakland,26125,7070,0.04
Oceana,26127,4340,0.806
Ogemaw,26129,187187,0.881
Ottawa,26139,647050,1.481
Presque Isle,26141,35340,0.293
Saginaw,26145,558505,0.953
St Clair,26147,129353,0.825
St Joseph,26149,127180,0.579
Sanilac,26151,883846,0.668
Shiawassee,26155,155576,0.961
Tuscola,26157,149377,0.564
Van Buren,26159,797261,1.832
Washtenaw,26161,157718,0.956
Aitkin,27001,3199,0.411
Anoka,27003,16713,0.424
Becker,27005,84470,0.115
Beltrami,27007,72277,0.251
Benton,27009,78687,0.086
Big Stone,27011,175300,0.158
Blue Earth,27013,128030,0.135
Brown,27015,108853,0.239
Carver,27019,79274,0.023
Cass,27021,21032,0.142
Chippewa,27023,92783,0.022
Chisago,27025,114857,0.104
Clay,27027,123724,0.08
Clearwater,27029,18316,0.375
Cottonwood,27033,40715,0.012
Crow Wing,27035,15872,0.066
Dakota,27037,199935,0.075
Dodge,27039,183511,0.162
Douglas,27041,13412,0.011
Faribault,27043,112913,0.022
Fillmore,27045,242721,0.089
Freeborn,27047,98729,0.018
Goodhue,27049,278222,0.271
Grant,27051,50197,0.026
Hennepin,27053,88583,0.363
Houston,27055,66187,0.094
Hubbard,27057,4116,0.014
Isanti,27059,46889,0.231
Jackson,27063,232749,0.019
Kanabec,27065,361960,0.863
Kandiyohi,27067,118465,0.131
Kittson,27069,260,0.01
Koochiching,27071,2421,0.151
Lac Qui Parle,27073,93705,0.03
Lake of the Woods,27077,2309,0.299
Le Sueur,27079,77124,0.077
Lincoln,27081,316308,0.308
Lyon,27083,93082,0.022
McLeod,27085,133345,0.091
Mahnomen,27087,11990,0.038
Marshall,27089,87829,0.285
Martin,27091,51754,0.027
Meeker,27093,165461,0.201
Mille Lacs,27095,113068,0.19
Morrison,27097,593908,0.251
Mower,27099,318859,0.07
Murray,27101,280949,0.102
Nicollet,27103,173286,0.259
Nobles,27105,357220,0.066
Norman,27107,17272,0.051
Olmsted,27109,179244,0.133
East Otter Tail,27111,108304,0.056
Pennington,27113,97343,0.46
Pine,27115,78697,0.517
Pipestone,27117,346807,0.085
East Polk,27119,61911,0.065
Pope,27121,137041,0.075
Red Lake,27125,53609,0.17
Redwood,27127,126347,0.012
Renville,27129,296329,0.165
Rice,27131,248169,0.327
Rock,27133,35810,0.009
Roseau,27135,23883,0.143
Scott,27139,152765,0.513
Sherburne,27141,66956,0.076
Sibley,27143,145325,0.175
Stearns,27145,976543,0.417
Steele,27147,202227,0.048
Stevens,27149,53962,0.004
Swift,27151,276525,0.12
Todd,27153,207900,0.102
Traverse,27155,75210,0.359
Wabasha,27157,204813,0.191
Wadena,27159,27254,0.059
Waseca,27161,152100,0.235
Washington,27163,9584,0.014
Watonwan,27165,60179,0.614
Wilkin,27167,12189,0.012
Winona,27169,99507,0.099
Wright,27171,71342,0.149
Yellow Medicine,27173,126958,0.052
Adams,28001,12243,0.368
Alcorn,28003,1125,0.018
Calhoun,28013,3861,0.072
Carroll,28015,1511,0.056
Chickasaw,28017,25194,0.186
Clay,28025,2980,0.058
Grenada,28043,80578,0.497
Holmes,28051,8437,0.072
Humphreys,28053,27451,0.146
Issaquena,28055,1143,0.01
Jefferson,28063,65285,3.16
Lee,28081,5350,0.114
Lowndes,28087,32147,0.081
Marshall,28093,1770,0.026
Monroe,28095,27521,0.157
Montgomery,28097,419,0.024
Noxubee,28103,29323,0.081
Panola,28107,2150,0.007
Pontotoc,28115,4758,0.203
Prentiss,28117,6975,0.19
Sunflower,28133,37793,0.216
Tallahatchie,28135,8853,0.546
Tippah,28139,2275,0.133
Tishomingo,28141,985,0.113
Tunica,28143,2461,0.028
Warren,28149,2700,0.036
Webster,28155,4085,0.446
Yazoo,28163,15505,0.014
Adair,29001,75988,0.272
Andrew,29003,17875,0.03
Atchison,29005,734257,0.192
Audrain,29007,233031,0.184
Barton,29011,20,0.0
Bates,29013,662,0.003
Benton,29015,3976,0.112
Bollinger,29017,1703,0.015
Boone,29019,69458,0.387
Buchanan,29021,173466,1.144
Butler,29023,49905,0.436
Caldwell,29025,21374,0.172
Callaway,29027,121906,0.145
Cape Girardeau,29031,299923,1.096
Carroll,29033,375085,1.747
Cass,29037,12213,0.14
Chariton,29041,225138,0.089
Clark,29045,430737,0.313
Clinton,29049,11337,0.013
Cole,29051,287877,0.637
Cooper,29053,174772,0.163
Daviess,29061,22012,0.017
De Kalb,29063,5168,0.009
Franklin,29071,44228,0.061
Gasconade,29073,45149,0.91
Gentry,29075,120097,0.204
Grundy,29079,33844,0.1
Harrison,29081,173545,0.128
Henry,29083,11577,0.067
Hickory,29085,9840,0.42
Holt,29087,568119,0.504
Howard,29089,43686,0.198
Jasper,29097,3469,0.063
Johnson,29101,27474,0.099
Knox,29103,254319,0.412
Lafayette,29107,34350,0.022
Lawrence,29109,7737,0.151
Lewis,29111,385631,0.303
Lincoln,29113,147730,0.215
Linn,29115,187377,0.268
Livingston,29117,94401,0.2
Macon,29121,131485,0.357
Maries,29125,942,0.163
Marion,29127,243598,1.085
Mercer,29129,55753,0.109
Mississippi,29133,398772,1.717
Moniteau,29135,34011,0.231
Monroe,29137,203283,0.289
Montgomery,29139,207879,0.225
Morgan,29141,5029,0.023
New Madrid,29143,201386,0.181
Newton,29145,2215,0.083
Nodaway,29147,59601,0.057
Osage,29151,56386,0.171
Pemiscot,29155,269814,1.234
Perry,29157,35698,0.361
Pettis,29159,74022,0.126
Pike,29163,296123,0.251
Platte,29165,95680,0.113
Putnam,29171,280814,0.487
Ralls,29173,70986,0.217
Randolph,29175,19236,0.039
Ray,29177,61671,0.106
Ripley,29181,275,0.003
St Charles,29183,369484,0.404
St Clair,29185,1573,0.041
St Genevieve,29186,149946,0.373
St Louis,29189,38189,0.209
Saline,29195,157823,0.499
Schuyler,29197,114481,1.283
Scotland,29199,643055,0.252
Scott,29201,28126,0.013
Shelby,29205,212900,0.245
Stoddard,29207,3196,0.002
Sullivan,29211,114272,0.342
Vernon,29217,1151,0.004
Warren,29219,86476,0.112
Worth,29227,61165,0.241
Big Horn,30003,2811,0.065
Custer,30017,4338,0.019
Richland,30083,12950,0.146
Roosevelt,30085,246,0.74
Rosebud,30087,14315,0.28
Yellowstone,30111,1019,0.018
Adams,31001,23775,0.016
Antelope,31003,448671,0.317
Banner,31007,119126,0.208
Boone,31011,86199,0.125
Box Butte,31013,106696,0.698
Boyd,31015,7786,0.22
Brown,31017,281122,0.338
Buffalo,31019,568656,0.122
Burt,31021,557802,0.186
Butler,31023,465333,0.108
Cass,31025,491212,0.999
Cedar,31027,61218,0.01
Chase,31029,1318475,1.014
Cherry,31031,22679,0.174
Cheyenne,31033,156381,0.601
Clay,31035,36177,0.045
Colfax,31037,127370,0.325
Cuming,31039,177447,0.056
Custer,31041,568570,0.075
Dakota,31043,387338,0.352
Dawes,31045,16334,0.081
Dawson,31047,363873,0.065
Deuel,31049,15714,0.17
Dixon,31051,42486,0.009
Dodge,31053,853711,0.543
Douglas,31055,3063,0.069
Dundy,31057,1398002,0.497
Fillmore,31059,69817,0.064
Franklin,31061,61975,0.051
Frontier,31063,2132047,0.72
Furnas,31065,194701,0.075
Gage,31067,54728,0.085
Garden,31069,103836,0.286
Garfield,31071,94778,0.199
Gosper,31073,351764,0.179
Greeley,31077,999,0.0
Hall,31079,532020,0.233
Hamilton,31081,10611,0.005
Harlan,31083,918363,0.24
Hayes,31085,652340,0.253
Hitchcock,31087,231591,0.097
Holt,31089,303090,0.156
Howard,31093,34316,0.01
Jefferson,31095,7867,0.002
Johnson,31097,12117,0.021
Kearney,31099,64771,0.025
Keith,31101,612635,1.099
Keya Paha,31103,43474,0.266
Kimball,31105,70764,0.194
Knox,31107,193522,0.048
Lancaster,31109,61788,0.03
Lincoln,31111,1145431,0.321
Logan,31113,226382,2.772
Loup,31115,4318,0.017
McPherson,31117,122435,0.319
Madison,31119,64899,0.053
Merrick,31121,105553,0.045
Morrill,31123,124261,0.132
Nance,31125,84080,0.046
Nemaha,31127,894894,0.813
Nuckolls,31129,5432,0.004
Otoe,31131,518870,0.361
Pawnee,31133,2156,0.001
Perkins,31135,782839,0.272
Phelps,31137,3627567,0.642
Pierce,31139,77305,0.017
Platte,31141,1022698,0.694
Polk,31143,55423,0.014
Red Willow,31145,82007,0.018
Richardson,31147,243497,0.135
Rock,31149,385371,0.631
Saline,31151,35288,0.016
Sarpy,31153,177026,0.114
Saunders,31155,381787,0.07
Scotts Bluff,31157,171182,0.056
Seward,31159,54415,0.052
Sheridan,31161,119610,0.1
Sherman,31163,318336,0.182
Sioux,31165,14221,0.023
Stanton,31167,20167,0.004
Thayer,31169,30055,0.009
Thurston,31173,33712,0.115
Valley,31175,96949,0.105
Washington,31177,261265,0.238
Wayne,31179,24183,0.004
Webster,31181,42597,0.026
Wheeler,31183,22486,0.019
York,31185,54704,0.037
Grafton,33009,2208,0.125
Burlington,34005,7269,0.125
Curry,35009,5586,0.006
Roosevelt,35041,7406,0.021
Allegany,36003,318,0.003
Cattaraugus,36009,14768,0.094
Cayuga,36011,26427,0.139
Chautauqua,36013,3513,0.104
Chemung,36015,9463,0.154
Clinton,36019,14082,0.485
Dutchess,36027,4494,0.062
Erie,36029,58487,1.198
Franklin,36033,4835,0.105
Genesee,36037,14442,0.019
Jefferson,36045,64247,0.6
Lewis,36049,83323,1.036
Livingston,36051,10339,0.007
Monroe,36055,6297,0.165
Niagara,36063,133605,0.379
Ontario,36069,2969,0.012
Orange,36071,252,0.096
Orleans,36073,145250,0.368
Rensselaer,36083,2746,0.03
Schoharie,36095,15987,2.015
Steuben,36101,3566,0.014
Sullivan,36105,7864,0.765
Ulster,36111,9,0.0
Wayne,36117,3961,0.047
Wyoming,36121,14722,0.018
Alamance,37001,13991,1.166
