n,i,t,a
Snyder,42109,21006,0.056
Somerset,42111,559232,0.269
Southampton,51175,50589,0.069
Spencer,21215,1354290,0.287
Spink,46115,4859585,0.302
Stafford,51179,454998,0.101
Stanley,46117,37827,0.314
Stanly,37167,54951,0.098
Stanton,31167,148882,0.007
Stark,39151,3140808,0.088
Starke,18149,1147366,0.458
Starr,48427,659058,0.505
Stearns,27145,1042410,0.095
Steele,38091,11214112,0.258
Stephenson,17177,528921,0.041
Steuben,36101,1519550,0.582
Stevens,53065,8162505,0.179
Stewart,47161,50208,0.158
Stoddard,29207,1161165,0.962
Stokes,37169,13216,1.04
Story,19169,1120180,0.142
Stutsman,38093,9407640,1.43
Sullivan,47163,19932156,1.141
Sully,46119,126252,0.042
Sumner,47165,616102,0.166
Sumter,45085,2483436,0.222
Sunflower,28133,7484659,0.608
Surry,51181,67570,0.306
Susquehanna,42115,27456,0.748
Sussex,51183,1486974,0.173
Suwannee,12121,766,0.165
Swift,27151,500651,0.188
Swisher,48437,40649,0.062
Switzerland,18155,147528,0.816
Talbot,24041,385204,0.155
Talladega,1121,9055,0.034
Tallahatchie,28135,502730,0.979
Tama,19171,719823,0.213
Tate,28137,33357,0.099
Tattnall,13267,12353,0.146
Taylor,55119,28354333,0.602
Tazewell,51185,281728,0.024
Telfair,13271,44695,0.824
Tensas,22107,1935277,0.557
Terrell,48443,1356960,0.374
Texas,48000,243318,0.008
Thayer,31169,10629,0.001
Thomas,31171,16656399,0.487
Thurston,53067,218152,0.011
Tift,13277,50309,0.527
Tillman,40141,21873,0.116
Tioga,42117,256064,0.518
Tippecanoe,18157,385840,0.025
Tipton,47167,410998,0.042
Todd,46121,3700533,0.161
Tolland,9013,22602,3.675
Tom Green,48451,17631,0.286
Toombs,13279,10798,0.44
Towner,38095,143598,0.724
Traill,38097,13404824,1.344
Traverse,27155,1186826,0.147
Travis,48453,1283922,1.876
Treasure,30103,30862,0.331
Trego,20195,37786,0.007
Trempealeau,55121,573899,0.277
Treutlen,13283,2688,0.538
Trigg,21221,75054,0.198
Tripp,46123,280572,0.075
Trousdale,47169,28833,0.558
Trumbull,39155,15048,0.021
Tulare,6107,42987,0.388
Tunica,28143,167739,0.296
Turner,46125,498888,0.329
Tuscarawas,39157,82266,0.046
Tuscola,26157,364458,0.254
Twiggs,13289,1455,0.093
Twin Falls,16083,65440,0.259
Tyrrell,37177,154909,0.081
Ulster,36111,15962,1.307
Union,5139,102772566,0.312
Uvalde,48463,511982,3.776
Valley,31175,4281702,0.39
Van Buren,5141,10668280,0.474
Van Wert,39161,124881,0.079
Vance,37181,5243,0.253
Vanderburgh,18163,408618,0.538
Venango,42121,48027,0.364
Vermilion,22113,558956,0.045
Vermillion,18165,227652,0.242
Vernon,55123,3110613,0.381
Victoria,48469,1578405,1.269
Vigo,18167,1362656,0.975
Wabash,18169,3422704,0.241
Wabasha,27157,257997,0.056
Wabaunsee,20197,69674,0.344
Wadena,27159,342480,0.588
Wagoner,40145,124157,1.445
Wake,37183,18027,0.716
Wallace,20199,69337,0.014
Waller,48473,129076,0.361
Walsh,38099,4636823,1.455
Walton,13297,120642,0.916
Walworth,55127,2578458,0.211
Wapello,19179,992653,0.2
Ward,48475,836032,0.359
Ware,13299,134998,0.604
Warren,51187,52639272,0.224
Warrick,18173,1141524,0.457
Waseca,27161,42726,0.002
Washburn,55129,125313,0.446
Washington,8121,264088352,0.31
Washita,40149,7797,0.942
Washtenaw,26161,699772,0.305
Watonwan,27165,62027,0.037
Waukesha,55133,484095,0.726
Waupaca,55135,1007991,0.484
Waushara,55137,495958,0.289
Wayne,54099,171197216,0.39
Weakley,47183,1343190,1.384
Webster,54101,53314000,0.454
Weld,8123,990249,0.169
Wells,38103,4745938,0.338
West Baton Rouge,22121,30473,0.453
West Carroll,22123,357991,0.528
Westmoreland,51193,260148,0.139
Wharton,48481,5595107,1.302
Wheeler,48483,4659608,0.247
White,5145,21627495,0.516
Whiteside,17195,1351128,0.375
Whitley,21235,3123688,0.477
Wichita,48485,205920,0.012
Wicomico,24045,305327,0.152
Wilbarger,48487,4223,0.135
Wilcox,13315,2384,0.012
Wilkes,37193,124970,0.447
Wilkin,27167,5014980,1.911
Will,17197,659389,0.297
Willacy,48489,17485,0.054
Williams,39171,1971238,0.333
Williamsburg,51830,708188,0.343
Williamson,48491,33249258,2.176
Wilson,48493,6155660,0.561
Windham,9015,267730,1.073
Winnebago,55139,2948733,0.057
Winneshiek,19191,3735967,2.444
Winona,27169,201249,0.051
Wise,51195,61864,0.823
Wood,55141,2698956,0.096
Woodbury,19193,763699,0.031
Woodford,21239,291558,0.013
Woodruff,5147,213246,0.574
Woodson,20207,107434,0.804
Worcester,25027,705500,1.517
Worth,29227,3176247,0.316
Wright,29229,3032949,0.047
Wyandot,39175,260206,0.06
Wyoming,56000,855564,1.298
Yadkin,37197,97923,0.125
Yalobusha,28161,14132,0.054
Yankton,46135,1922869,0.449
Yates,36123,1054,0.007
Yazoo,28163,5042094,2.073
Yellow Medicine,27173,154274,0.12
Yellowstone,30111,5985,0.014
Yolo,6113,763811,0.936
York,51199,2200505,0.061
Yuma,8125,11078840,0.418
Zavala,48507,49791,0.588
Ziebach,46137,46056,0.357
