n,i,t,a
Colfax,35007,29362,0.004
Colleton,45029,27298,0.114
Collin,48085,5536224,2.405
Colorado,8000,2449474,2.239
Colquitt,13071,45317,0.418
Columbia,55021,8485448,0.346
Columbiana,39029,80743,0.041
Columbus,37047,906766,0.492
Comal,48091,136802,1.377
Comanche,48093,178737,0.304
Concordia,22029,875969,0.527
Conecuh,1035,53182,0.346
Conway,5029,50354,0.4
Cook,27031,1120605,1.318
Cooke,48097,112824,2.16
Cooper,29053,961547,0.412
Corson,46031,16262,0.084
Cortland,36023,8178,0.097
Coryell,48099,371957,1.105
Coshocton,39031,72135,0.074
Cottonwood,27033,107825,0.102
Covington,51580,734058,1.483
Cowley,20035,71046,0.079
Craig,51045,403056,2.208
Craighead,5031,49981,0.396
Craven,37049,248437,0.148
Crawford,55023,48159980,0.496
Crenshaw,1041,58504,0.21
Crisp,13081,57100,0.414
Crittenden,5035,906930,0.811
Crockett,48105,648994,0.307
Crosby,48107,11619,0.261
Cross,5037,75054,0.456
Crow Wing,27035,140548,0.267
Cullman,1043,800,0.013
Culpeper,51047,147408,0.618
Cumberland,51049,15082592,0.979
Cuming,31039,12964,0.0
Currituck,37053,19892,0.217
Curry,41015,68378,0.193
Custer,8027,5771052,0.048
Dade,29057,96945,0.11
Dakota,31043,458928,0.009
Dale,1045,364624,1.249
Dallam,48111,307299,0.146
Dallas,5039,2710900,0.482
Dane,55025,1104493,0.123
Darke,39037,160370,0.008
Darlington,45031,75896,0.05
Dauphin,42043,31885,0.049
Davidson,47037,110162,0.321
Davie,37059,36503,0.121
Daviess,29061,7638339,0.211
Davis,49011,2840882,1.115
Davison,46035,620089,0.293
Dawes,31045,106745,0.75
Dawson,48115,5236156,0.14
Day,46037,4205443,1.373
De Kalb,29063,32494792,0.361
De Soto,22031,614778,0.626
De Witt,48123,2681122,0.985
Deaf Smith,48117,137249,0.094
Dearborn,18029,66651,0.08
Decatur,47039,15349965,0.491
Defiance,39039,1221037,0.34
Delaware,42045,35737219,0.276
Delta,8029,5480067,1.498
Denton,48121,335594,0.922
Des Moines,19057,594665,0.091
Desha,5041,220206,0.446
Deuel,46039,843148,0.085
Dewey,46041,66402,0.026
Dickey,38021,17099200,0.962
Dickinson,26043,362478,0.017
Dickson,47043,11599,0.83
Dillon,45033,19505,0.012
Dinwiddie,51053,16182,0.323
Dixon,31051,2952403,0.484
Dodge,55027,7192160,0.199
Doniphan,20043,31562,0.024
Door,55029,792498,0.779
Dorchester,45035,106202,0.297
Dougherty,13095,86124,0.688
Douglas,8035,15885852,0.109
Drew,5043,86912,0.721
Dubois,18037,1743856,0.813
Dubuque,19061,839957,0.208
Dundy,31057,8167232,1.252
Dunklin,29069,362190,1.313
Dunn,55033,1685992,0.158
Duplin,37061,1612224,0.673
Dutchess,36027,164531,1.462
Dyer,47045,466722,1.458
Early,13099,660166,1.344
East Carroll,22035,728492,0.217
Eaton,26045,481864,0.21
Eau Claire,55035,653136,0.185
Eddy,38027,1909404,1.082
Edgar,17045,1419455,0.226
Edgecombe,37065,543433,0.381
Edmonson,21061,162622,0.524
Edmunds,46045,3599478,0.375
Edwards,48137,3843525,0.72
Effingham,17049,3717886,1.318
Elbert,8039,67406,0.066
Elk,42047,68040,0.131
Elkhart,18039,123970,0.113
Ellis,48139,4624545,0.299
Elmore,16039,33114,0.375
Emanuel,13107,193182,0.511
Emmet,26047,559674,0.127
Emmons,38029,607084,0.186
Erie,42049,1088886,0.189
Escambia,12033,517616,0.578
Essex,51057,282670,0.009
Etowah,1055,13812,0.25
Evangeline,22039,1543,0.042
Evans,13109,27267,0.083
Fairfield,9001,79164,0.014
Fall River,46047,13406,0.051
Falls,48145,5539403,2.1
Fannin,48147,3936316,2.729
Faribault,27043,376587,0.058
Faulk,46049,1249413,0.322
Faulkner,5045,51800,1.582
Fauquier,51061,240825,0.621
Fayette,54019,158760558,1.025
Fillmore,31059,1035060,0.02
Finney,20055,1185593,0.342
Fleming,21069,2876,0.17
Florence,55037,437780,0.146
Floyd,51063,2727828,0.026
Ford,20057,4797418,0.359
Forsyth,37067,195102,0.71
Fort Bend,48157,1422783,0.887
Foster,38031,1548894,1.267
Fountain,18045,536334,0.103
Franklin,53021,251731896,0.362
Frederick,51069,688214,0.18
Freeborn,27047,748643,0.017
Fremont,8043,262384,0.042
Fresno,6019,28578,1.678
Frio,48163,18274,0.075
Frontier,31063,459493,0.036
Fulton,5049,49937184,0.703
Furnas,31065,181860,0.012
Gadsden,12039,43937,0.817
Gage,31067,426362,0.033
Gallatin,30031,2192583,0.134
Gallia,39053,31028,1.068
Garden,31069,124532,0.125
Garfield,8045,20340378,0.99
Garvin,40049,129305,0.536
Gasconade,29073,138540,0.559
Gates,37073,46746,0.078
Geary,20061,1513,0.001
Genesee,36037,854414,0.191
Geneva,1061,622025,1.39
Gentry,29075,1913019,0.605
Georgetown,45043,25025,0.291
Gibson,47053,9406134,0.697
Gilchrist,12041,20104,0.204
Giles,51071,167786,0.362
Gillespie,48171,101113,0.932
Gladwin,26051,144868,1.187
Gloucester,51073,1920,0.002
Goliad,48175,985423,2.552
Gonzales,48177,708635,1.859
Goodhue,27049,279195,0.041
Goshen,56015,1175862,0.352
Gosper,31073,39326,0.006
Gove,20063,30082,0.004
Grady,40051,814466,0.933
Graham,4009,808584,0.038
Grand Forks,38035,7308370,0.98
Grand Traverse,26055,392557,0.908
Grant,55043,103185075,0.362
Granville,37077,212615,0.955
Gratiot,26057,147310,0.193
Graves,21083,645097,0.215
Gray,48179,1501526,0.056
Grayson,51077,7828971,2.022
Greeley,31077,719992,0.022
Green,55045,803010,0.059
Green Lake,55047,496928,0.281
Greene,51079,33075392,0.186
Greensville,51081,7970,0.205
Greenup,21089,17576,0.48
Greenwood,45047,142140,0.171
Gregory,46053,434104,0.367
Grenada,28043,92967,0.189
Griggs,38039,1359289,0.581
Grundy,47061,15437832,0.328
Guadalupe,48187,5793208,2.833
Guilford,37081,352527,1.139
Guthrie,19077,395390,0.087
Haakon,46055,21357,0.126
Hale,48189,121566,0.432
Halifax,51083,522444,0.502
Hall,48191,29528823,0.726
Hamblen,47063,15228,0.146
Hamilton,48193,85109720,0.326
Hamlin,46057,842782,0.108
Hampden,25013,18391,1.964
Hampshire,54027,17178,1.026
Hampton,51650,184570,0.287
Hancock,54029,16733100,0.062
Hand,46059,964523,0.15
Hanover,51085,44461,0.041
Hansford,48195,113297,0.021
Hanson,46061,573068,0.065
Hardeman,48197,96254,0.468
Hardin,48199,64553508,0.984
Harding,46063,2204,0.022
Hardy,54031,50386,0.235
Harford,24025,24870,0.118
Harlan,31083,327052,0.018
Harnett,37085,330860,1.15
Harper,40059,150852,0.163
Harris,48201,131166,0.327
Harrison,54033,26374800,0.342
Hartford,9003,43891,1.431
Hartley,48205,3808,0.002
Harvey,20079,13693,0.007
Haskell,48207,864006,0.093
Hawkins,47073,716,0.036
Hayes,31085,4112013,0.388
Hays,48209,520249,1.3
Haywood,47075,121350,0.061
Henderson,48213,8697570,0.522
Hendricks,18063,14693,0.006
Hennepin,27053,9436,0.146
Henry,51089,42684790,0.333
Herkimer,36043,65343,0.419
Hertford,37091,126009,0.253
Hettinger,38041,7518,0.013
Hickman,47081,1318778,1.268
Hidalgo,48215,860514,0.213
Highland,51091,321578,0.441
Hill,48217,16063040,2.074
Hillsdale,26059,3056713,0.411
Hitchcock,31087,579810,0.15
Hodgeman,20083,399574,1.401
Hoke,37093,27326,0.21
Holmes,39075,2540535,0.52
Holt,31089,3939488,0.133
Hopkins,48223,1116956,0.375
Horry,45051,624984,0.42
Houston,48225,2264910,0.563
Howard,5061,11197606,0.333
Hubbard,27057,123226,0.449
Hughes,46065,604536,0.606
Humboldt,6023,174684,0.005
Humphreys,47085,5274208,2.437
Hunt,48231,704744,1.865
Hunterdon,34019,91189,0.277
Huntingdon,42061,110510,0.287
Huntington,18069,749605,0.234
Huron,39077,1740678,0.063
Hutchinson,48233,7789160,0.319
Hyde,46069,261636,0.154
Ida,19093,330715,0.042
Independence,5063,100662,0.292
Indiana,42063,304704,0.181
Ingham,26065,373739,0.434
Ionia,26067,233839,0.305
Iosco,26069,108118,0.64
Iowa,55049,6167499,0.291
Iredell,37097,295978,0.647
Iroquois,17075,771108,0.064
Irwin,13155,162202,0.75
Isabella,26073,323954,0.235
Isanti,27059,302637,0.146
Isle of Wight,51093,40922,0.049
Issaquena,28055,1534298,0.48
Itawamba,28057,29000,1.819
Jackson,8057,344928720,0.382
Jasper,48241,36310424,0.606
Jay,18075,659212,0.125
Jeff Davis,48243,237770,0.565
Jefferson,8059,186105270,0.498
Jenkins,13165,337894,0.522
Jennings,18079,665464,0.365
Jerauld,46073,237476,0.08
Jersey,17083,548792,0.792
Jewell,20089,6180,0.008
Jim Wells,48249,2690751,1.46
Jo Daviess,17085,2349222,0.868
Johnson,56019,23068836,0.251
Johnston,40069,670244,0.654
Jones,48253,4776570,0.149
Juneau,55057,219592,0.137
Juniata,42067,45629,0.076
Kalamazoo,26077,963497,0.406
Kanabec,27065,59807,0.101
Kandiyohi,27067,349838,0.056
Kane,49025,6192434,0.421
Kankakee,17091,1268774,0.119
Karnes,48255,1188935,1.725
Kay,40071,942981,0.412
Kearney,31099,2536115,0.185
Kearny,20093,1437635,0.378
Keith,31101,397138,0.104
Kendall,48259,929252,0.057
Kenosha,55059,168602,0.136
Kent,48263,4301865,0.291
Keokuk,19107,2397477,0.65
Kewaunee,55061,1356315,0.713
Keya Paha,31103,200993,0.809
Kidder,38043,284251,0.123
Kimball,31105,344341,0.256
King William,51101,64675,0.182
King and Queen,51097,37383,0.14
Kingman,20095,12424,0.07
Kingsbury,46077,405838,0.059
Kiowa,8061,851799,0.225
Kit Carson,8063,1625981,0.117
Kittson,27069,647584,1.283
Knox,48275,49175973,0.241
Koochiching,27071,26660,0.853
Kosciusko,18085,593932,0.181
Kossuth,19109,138290,0.006
La Crosse,55063,206363,0.647
La Moure,38045,8428828,0.65
La Porte,18091,346356,0.311
La Salle,48283,4350267,0.14
Labette,20099,1051477,0.547
Lafayette,55065,34733484,0.551
Lake,8065,14628276,0.467
Lake of the Woods,27077,6584,0.318
Lamar,48277,11714360,1.893
Lamb,48279,12483,0.023
Lancaster,51103,253148,0.015
Langlade,55067,701421,1.728
Lanier,13173,13285,0.489
Lapeer,26087,432388,0.826
Laramie,56021,155914,0.363
Larimer,8069,116762,0.278
Larue,21123,9792,0.149
Lauderdale,47097,1948761,0.495
Laurens,45059,285186,0.946
Lavaca,48285,180310,1.479
Lawrence,5075,122941797,0.664
Le Flore,40079,41210,1.203
Le Sueur,27079,13582,0.001
Lea,35025,664,0.017
Leavenworth,20103,16320,0.012
Lebanon,42075,10742,0.011
Lee,51105,44535180,0.523
Leelanau,26089,8309,0.823
Leflore,28083,1272840,0.483
Lehigh,42077,151986,0.186
Lenawee,26091,3573571,0.421
Lenoir,37107,512740,0.29
Levy,12075,1160,0.267
Lewis,54041,10597923,0.307
Lexington,51678,29094,0.422
Liberty,48291,1214080,0.558
Licking,39089,91998,0.018
Limestone,48293,1677888,0.425
Lincoln,8073,180051960,0.356
Linn,41043,1730304,0.105
Little River,5081,173308,0.819
Live Oak,48297,869290,1.798
Livingston,36051,9388278,0.268
Logan,8075,51854280,0.496
Lonoke,5085,77350,0.429
Lorain,39093,273384,0.078
Loudon,47105,1800,0.022
Louisa,51109,3608068,0.405
Loup,31115,2806,0.003
Lowndes,28087,1236750,0.752
Lubbock,48303,13656,0.474
Lucas,39095,2931582,0.412
Lunenburg,51111,10314,0.219
Luzerne,42079,46006,0.148
Lycoming,42081,24765,0.082
Lyman,46085,185322,0.141
Lyon,32019,3950260,0.049
Macomb,26099,389434,1.243
Macon,47111,5734032,0.171
Macoupin,17117,5087553,1.155
Madison,51113,169338180,0.374
Mahaska,19123,1573443,0.206
Mahnomen,27087,4305828,1.315
Mahoning,39099,22056,0.047
Major,40093,64725,1.307
Malheur,41045,118446,0.507
Manitowoc,55071,1146557,0.553
Marathon,55073,3576488,0.646
Marinette,55075,1007531,0.869
Marion,54049,74460714,0.463
Marlboro,45069,66585,0.107
Marquette,55077,913994,0.211
Marshall,54051,166262388,0.56
Martin,48317,1871562,0.203
Mason,54053,5164284,0.539
Massac,17127,513072,0.705
Matagorda,48321,335418,0.288
Maury,47119,34861,0.105
McClain,40087,334306,1.993
McCone,30055,16391,0.415
McCook,46087,586917,0.064
McCracken,21145,499708,1.132
McCulloch,48307,7213,0.023
McCurtain,40089,664390,2.765
McDonough,17109,449558,0.057
McHenry,38049,10283416,0.389
McIntosh,40091,2787867,0.177
McKenzie,38053,1830,0.011
McLean,38055,2826687,0.051
McLennan,48309,4969958,1.998
McLeod,27085,170035,0.022
McMinn,47107,99207,0.191
McNairy,47109,130291,0.971
McPherson,46089,6195786,0.197
Meade,46093,857361,0.101
Mecklenburg,51117,34088,0.081
Mecosta,26107,414939,0.693
Medina,48325,3947086,0.823
Meeker,27093,137457,0.024
Meigs,47121,63464,0.903
Mellette,46095,66875,0.419
Menard,48327,349256,0.421
Menominee,55078,3056384,1.57
Mercer,54055,39744208,0.228
Merrick,31121,177937,0.021
Miami,39109,934755,0.036
Midland,48329,459314,0.279
Mifflin,42087,62613,0.265
Milam,48331,3482018,1.656
Mille Lacs,27095,154243,0.233
Miller,5091,13765917,1.217
Mills,48333,28486,0.001
Miner,46097,190890,0.024
Minnehaha,46099,295433,0.088
Missaukee,26113,875260,1.883
Mississippi,5093,3461070,0.808
Mitchell,48335,3343300,0.119
Mobile,1097,5168,0.076
Moniteau,29135,156914,0.184
Monona,19133,455540,0.027
Monroe,55081,92822771,0.498
Montcalm,26117,307399,0.183
Montgomery,51121,96349932,0.416
Montour,42093,33162,0.172
Montrose,8085,11499,0.067
Moody,46101,214733,0.015
Moore,48341,228075,0.269
Morehouse,22067,3003587,1.056
Morgan,8087,20233862,0.39
Morrill,31123,2071132,0.626
Morris,48343,26130,0.01
Morrison,27097,527470,0.05
Morrow,41049,545674,0.04
Morton,38059,826072,0.096
Moultrie,17139,584394,0.193
Mountrail,38061,135,0.003
Mower,27099,132797,0.048
Muhlenberg,21177,166081,0.192
Murray,40099,179373,0.006
Muscatine,19139,1494726,0.337
Muskegon,26121,381447,0.419
Muskingum,39119,19543,0.024
Muskogee,40101,118447,0.806
Nance,31125,407089,0.054
Nash,37127,64366,0.254
Natchitoches,22069,1237699,2.258
Navarro,48349,1196386,2.026
Nelson,51125,6495663,0.541
Nemaha,31127,177926,0.017
Neosho,20133,796474,0.462
Ness,20135,806,0.001
New Castle,10003,29852,0.026
New London,9011,34884,0.445
New Madrid,29143,442086,0.556
Newaygo,26123,450389,0.572
Newberry,45071,142304,1.716
Newton,5101,4909740,0.039
Niagara,36063,36021,0.049
Nicholas,54067,32332,0.345
Nicollet,27103,196420,0.013
Noble,40103,5393037,1.386
Nobles,27105,202136,0.039
Nodaway,29147,662152,0.107
Norman,27107,3225246,0.809
Northampton,51131,667065,0.176
Northumberland,51133,230728,0.047
Norton,51720,182042,0.036
Nowata,40105,76679,1.764
Noxubee,28103,1724482,0.467
Nuckolls,31129,338662,0.144
Nueces,48355,1450079,1.84
Obion,47131,1244204,0.919
Oceana,26127,98771,0.706
Ochiltree,48357,32695,0.066
Oconto,55083,2242728,0.916
Ogemaw,26129,472626,0.917
Ogle,17141,4413502,0.176
Ohio,54069,2136688,0.442
Okaloosa,12091,11008,0.769
Oklahoma,40109,305368,2.202
Okmulgee,40111,54922,0.841
Oliver,38065,8239,0.005
Olmsted,27109,124292,0.036
Oneida,55085,15456,0.022
Onondaga,36067,3284,0.021
Onslow,37133,126660,0.214
Ontario,36069,81875,0.313
Orange,6059,2029360,0.334
Orangeburg,45075,274460,0.253
Orleans,50019,17196,0.038
Osage,40113,266928,0.092
Osborne,20141,2399,0.003
Osceola,26133,1925883,1.109
Otero,8089,862474,0.125
Otoe,31131,2717,0.0
Otsego,36077,157062,0.244
Ottawa,40115,2026556,0.154
Ouachita,5103,423462,0.681
Outagamie,55087,2512649,0.511
Owen,21187,994878,0.676
Ozaukee,55089,261950,0.565
Page,51139,952392,0.144
Palo Alto,19147,170742,0.015
Pamlico,37137,294034,0.317
Panola,48365,822880,0.454
Park,8093,45114,0.299
Parke,18121,556519,0.415
Parmer,48369,42226,0.007
Pasquotank,37139,52574,0.103
Patrick,51141,19309,0.66
Paulding,39125,555218,0.062
Pawnee,40117,433896,0.145
Payne,40119,128170,4.61
Peach,13225,3878,0.274
Pembina,38067,4566542,1.8
Pemiscot,29155,1048777,3.705
Pender,37141,155204,0.35
Pendleton,54071,3738,0.08
Pennington,46103,1473362,1.348
Penobscot,23019,33170,0.777
Peoria,17143,846183,0.128
Pepin,55091,127815,0.169
Perkins,46105,7658020,0.464
Perquimans,37143,31074,0.042
Perry,5105,16467620,0.276
Person,37145,100192,0.382
Pettis,29159,1002564,0.581
Phelps,31137,6419658,0.773
Phillips,8095,5656976,0.521
Piatt,17147,278276,0.21
Pickaway,39129,10123,0.0
Pierce,55093,8207545,0.283
Pike,5109,55797340,0.674
Pinal,4021,75056,0.89
Pine,27115,93760,0.155
Pipestone,27117,395781,0.13
Pitt,37147,143368,0.076
Pittsylvania,51143,289552,0.321
Platte,56031,2641119,0.234
Plymouth,25023,535754,0.128
Pocahontas,54075,535782,0.058
Poinsett,5111,403739,1.003
Pointe Coupee,22077,47112,0.076
Polk,55095,19834692,0.093
Pontotoc,40123,250312,1.767
Pope,5115,2855013,0.317
Portage,55097,1199316,0.24
Porter,18127,181536,0.131
Posey,18129,1257153,0.581
Pottawatomie,40125,312288,0.15
Potter,48375,1162806,0.056
Poweshiek,19157,736029,0.082
Prairie,5117,10806,0.263
Pratt,20151,111645,0.079
Preble,39135,85605,0.08
Prentiss,28117,48750,1.227
Presque Isle,26141,199218,1.912
Price,55099,93698,0.69
Prince Edward,51147,15353,0.274
Prince George,51149,25673,0.402
Prowers,8099,867707,0.188
Pueblo,8101,352356,0.75
Pulaski,5119,22104362,0.388
Putnam,54079,13429359,0.379
Quay,35037,38016,0.719
Queen Anne's,24035,218697,0.064
Quitman,28119,2494880,1.06
Racine,55101,222671,0.064
Ralls,29173,1005883,0.652
Ramsey,38071,22496038,1.909
Randolph,54083,26999312,0.628
Rankin,28121,312278,2.294
Ransom,38073,8604692,1.263
Rapides,22079,654373,1.006
Rawlins,20153,288450,0.08
Ray,29177,465929,0.284
Red Lake,27125,391409,0.769
Red River,48387,2774672,1.785
Red Willow,31145,856965,0.287
Redwood,27127,315816,0.017
Refugio,48391,1010191,1.656
Reno,20155,84703,0.045
Rensselaer,36083,16706,0.322
Renville,38075,407390,0.018
Republic,20157,11446,0.002
Rice,27131,371158,0.031
Richardson,31147,41276,0.018
Richland,55103,157028382,0.693
Richmond,51760,1292225,0.669
Riley,20161,16950,0.018
Ringgold,19159,1925997,0.405
Ripley,29181,1936576,1.091
Roberts,48393,5018774,0.22
Robertson,48395,3411495,0.408
Robeson,37155,1177076,0.796
Rock,55105,3444513,0.128
Rock Island,17161,508278,0.191
Rockbridge,51163,15912,0.071
Rockingham,51165,1099692,0.8
Rolette,38079,128167,0.529
Rooks,20163,57179,0.084
Roosevelt,35041,21250,0.863
Roseau,27135,1525144,1.587
Ross,39141,4205,0.001
Rowan,37159,310074,0.379
Rush,20165,931330,0.074
Rusk,55107,1987774,1.168
Russell,51167,30320,0.071
Rutherford,47149,55048,0.131
Rutland,50021,70654,1.076
Sac,19161,3590521,0.949
Saginaw,26145,315019,0.212
Salem,51775,147372,0.061
Saline,5125,12367815,0.186
Saluda,45081,1912,0.596
Sampson,37163,2092065,0.569
San Joaquin,6077,18818,0.008
San Patricio,48409,1932636,2.746
Sanborn,46111,649893,0.104
Sandusky,39143,307156,0.054
Sangamon,17167,477834,0.233
Sanilac,26151,875547,0.179
Santa Rosa,12113,22416,0.683
Saratoga,36091,157646,0.739
Sargent,38081,9599824,1.407
Sarpy,31153,129,0.0
Sauk,55111,422179,0.159
Saunders,31155,34481,0.004
Sawyer,55113,709971,0.72
Schley,13249,13405,1.516
Schoharie,36095,38688,0.847
Schuyler,36097,3873204,0.374
Schuylkill,42107,39620,0.037
Scioto,39145,22107,0.239
Scotland,37165,4337048,0.803
Scott,5127,33115544,0.402
Scotts Bluff,31157,1110466,0.194
Screven,13251,371564,0.63
Sedgwick,8115,1327648,0.175
Seminole,40133,1032063,0.997
Seneca,39147,284138,0.016
Seward,31159,2620792,0.133
Shannon,46113,23922,0.141
Sharkey,28125,1674029,1.785
Shawano,55115,2850222,0.727
Shawnee,20177,41285,0.019
Sheboygan,55117,666425,0.825
Shelby,48419,28415250,0.117
Shenandoah,51171,46270,0.068
Sherburne,27141,135952,0.239
Sheridan,56033,11461780,0.295
Sherman,48421,22282688,0.151
Shiawassee,26155,500434,0.169
Sibley,27143,81577,0.037
Simpson,28127,144146,0.048
Sioux,38085,4395837,0.355
Smith,48423,191812,0.128
