n,i,t,a
Christian,17021,1053955,0.113
Clark,17023,1104081,0.321
Clay,17025,3141880,1.007
Clinton,17027,4352250,0.655
Coles,17029,567239,0.072
Cook,17031,250245,0.556
Crawford,17033,1929271,0.788
Cumberland,17035,2042915,0.98
De Kalb,17037,2599415,0.302
De Witt,17039,160695,0.099
Douglas,17041,244688,0.125
Edgar,17045,530578,0.044
Edwards,17047,903884,0.941
Effingham,17049,1859653,0.87
Fayette,17051,3604832,0.552
Ford,17053,5857698,0.902
Franklin,17055,1241568,0.773
Fulton,17057,3555114,0.407
Gallatin,17059,2166838,0.483
Greene,17061,5857127,1.102
Grundy,17063,4803930,1.871
Hamilton,17065,1452853,0.16
Hancock,17067,1843466,0.712
Hardin,17069,212662,0.636
Henderson,17071,572923,0.23
Henry,17073,844016,0.02
Iroquois,17075,43043696,2.081
Jackson,17077,1173314,0.55
Jasper,17079,2251812,0.559
Jefferson,17081,2053893,0.63
Jersey,17083,1080219,0.84
Jo Daviess,17085,1103737,0.067
Johnson,17087,409773,0.393
Kane,17089,2492747,0.208
Kankakee,17091,29149129,6.1
Kendall,17093,1560660,0.547
Knox,17095,607713,0.23
Lake,17097,18526,0.037
La Salle,17099,7450332,0.944
Lawrence,17101,1030453,0.249
Lee,17103,4328176,0.467
Livingston,17105,11420261,1.239
Logan,17107,3484055,0.31
McDonough,17109,5059978,0.628
McHenry,17111,500450,0.31
McLean,17113,4628221,0.216
Macon,17115,363640,0.014
Macoupin,17117,10076801,0.81
Madison,17119,1142501,0.715
Marion,17121,3391677,0.5
Marshall,17123,934090,0.239
Mason,17125,2963383,0.644
Massac,17127,223470,0.125
Menard,17129,952536,0.221
Mercer,17131,762603,0.069
Monroe,17133,1906018,0.746
Montgomery,17135,2812221,0.399
Morgan,17137,4687184,1.139
Moultrie,17139,48649,0.001
Ogle,17141,1750966,0.301
Peoria,17143,978671,0.049
Perry,17145,1474556,0.58
Piatt,17147,100735,0.003
Pike,17149,14316671,0.826
Pope,17151,286925,0.26
Pulaski,17153,217602,0.588
Putnam,17155,564818,0.653
Randolph,17157,2812337,1.203
Richland,17159,1295970,0.917
Rock Island,17161,382139,0.16
St Clair,17163,2126223,0.774
Saline,17165,505938,0.141
Sangamon,17167,2684532,0.369
Schuyler,17169,1681346,0.676
Scott,17171,3606343,2.24
Shelby,17173,2510739,0.656
Stark,17175,227031,0.013
Stephenson,17177,680467,0.109
Tazewell,17179,4153894,0.843
Union,17181,1021057,0.822
Vermilion,17183,5301200,0.285
Wabash,17185,689023,0.24
Warren,17187,293767,0.015
Washington,17189,2649373,0.443
Wayne,17191,8265793,1.092
White,17193,2433261,0.322
Whiteside,17195,926029,0.069
Will,17197,4147296,1.207
Williamson,17199,501557,0.36
Winnebago,17201,284301,0.029
Woodford,17203,829743,0.356
Adams,18001,6114145,2.357
Allen,18003,4017944,2.215
Bartholomew,18005,859100,0.219
Benton,18007,4881384,1.127
Blackford,18009,2603915,1.633
Boone,18011,3975622,1.436
Carroll,18015,4139169,1.303
Cass,18017,5799719,2.248
Clark,18019,94199,0.131
Clay,18021,518324,0.134
Clinton,18023,4769524,1.009
Crawford,18025,176287,0.537
Daviess,18027,1497062,0.315
Dearborn,18029,88020,0.193
Decatur,18031,707780,1.117
De Kalb,18033,1028294,0.217
Delaware,18035,4167807,0.856
Dubois,18037,2486735,0.239
Elkhart,18039,221262,1.105
Fayette,18041,119195,0.026
Floyd,18043,32722,0.086
Fountain,18045,3152722,0.498
Franklin,18047,196325,0.058
Fulton,18049,3768349,1.003
Gibson,18051,3175303,0.734
Grant,18053,2426911,0.723
Greene,18055,1036573,0.08
Hamilton,18057,1359890,0.266
Hancock,18059,1360356,0.204
Harrison,18061,117613,0.152
Hendricks,18063,859129,0.105
Henry,18065,2594806,0.642
Howard,18067,1167028,0.576
Huntington,18069,7088216,2.97
Jackson,18071,2056464,0.51
Jasper,18073,30806994,6.799
Jay,18075,9186079,2.886
Jefferson,18077,356658,0.593
Jennings,18079,597487,0.086
Johnson,18081,1460698,0.673
Knox,18083,4082272,0.459
Kosciusko,18085,1693213,0.585
LaGrange,18087,67300,0.414
Lake,18089,4446812,2.511
La Porte,18091,1979588,0.823
Lawrence,18093,931810,0.599
Madison,18095,3249578,1.543
Marion,18097,250796,1.054
Marshall,18099,2247922,1.112
Martin,18101,308442,0.219
Miami,18103,2968970,2.317
Monroe,18105,105956,0.183
Montgomery,18107,3783846,0.568
Morgan,18109,374147,0.121
Newton,18111,17967540,5.391
Noble,18113,236257,0.045
Ohio,18115,1910,0.004
Orange,18117,332641,0.131
Owen,18119,888959,0.624
Parke,18121,2387386,1.017
Perry,18123,225605,0.133
Pike,18125,1148379,0.422
Porter,18127,2294021,1.486
Posey,18129,1500097,0.414
Pulaski,18131,17612799,2.847
Putnam,18133,2025790,0.6
Randolph,18135,4013848,0.993
Ripley,18137,457273,0.091
Rush,18139,730129,0.438
St Joseph,18141,1295556,0.179
Scott,18143,628220,0.445
Shelby,18145,903962,0.213
Spencer,18147,322475,0.104
Starke,18149,3777524,1.67
Steuben,18151,49351,0.727
Sullivan,18153,786322,0.071
Switzerland,18155,111216,0.716
Tippecanoe,18157,4709286,1.082
Tipton,18159,1175288,0.295
Union,18161,65466,0.011
Vanderburgh,18163,197201,0.167
Vermillion,18165,1318722,1.688
Vigo,18167,1804238,0.562
Wabash,18169,3562759,2.817
Warren,18171,1674578,0.17
Warrick,18173,971968,0.131
Washington,18175,891553,1.517
Wayne,18177,1511681,0.385
Wells,18179,8834258,2.376
White,18181,21491166,2.657
Whitley,18183,1391736,0.631
Adair,19001,1263759,0.147
Adams,19003,1500562,0.732
Allamakee,19005,757500,0.116
Appanoose,19007,1728831,1.47
Audubon,19009,184970,0.015
Benton,19011,473158,0.093
Black Hawk,19013,284903,0.051
Boone,19015,468735,0.026
Bremer,19017,276831,0.041
Buchanan,19019,179048,0.312
Buena Vista,19021,142130,0.133
Butler,19023,232022,0.004
Calhoun,19025,207724,0.01
Carroll,19027,518520,0.023
Cass,19029,462722,0.013
Cedar,19031,712434,0.042
Cerro Gordo,19033,320391,0.012
Cherokee,19035,128432,0.003
Chickasaw,19037,286896,0.171
Clarke,19039,2478539,0.854
Clay,19041,401124,0.01
Clayton,19043,460938,0.022
Clinton,19045,2237872,0.25
Crawford,19047,383608,0.007
Dallas,19049,1243019,0.786
Davis,19051,1992316,1.161
Decatur,19053,1633747,0.683
Delaware,19055,462603,0.433
Des Moines,19057,628306,0.101
Dickinson,19059,42231,0.002
Dubuque,19061,1033815,0.144
Emmet,19063,37788,0.003
Fayette,19065,381073,0.005
Floyd,19067,107654,0.032
Franklin,19069,158161,0.009
Fremont,19071,4168284,0.474
Greene,19073,1022877,0.032
Grundy,19075,215133,0.071
Guthrie,19077,829452,0.13
Hamilton,19079,173608,0.031
Hancock,19081,95261,2.082
Hardin,19083,382898,0.01
Harrison,19085,1960142,0.042
Henry,19087,600873,0.144
Howard,19089,159807,0.056
Humboldt,19091,256527,0.005
Ida,19093,287632,0.007
Iowa,19095,556847,0.024
Jackson,19097,546931,0.032
Jasper,19099,149979,0.01
Jefferson,19101,2261526,0.285
Johnson,19103,388975,0.034
Jones,19105,633674,0.15
Keokuk,19107,478786,0.025
Kossuth,19109,375316,0.062
Lee,19111,3107990,0.958
Linn,19113,426333,0.1
Louisa,19115,320115,0.277
Lucas,19117,1902714,0.664
Lyon,19119,287291,0.027
Madison,19121,722739,0.046
Mahaska,19123,441469,0.029
Marion,19125,536075,0.528
Marshall,19127,320441,0.037
Mills,19129,484339,0.037
Mitchell,19131,124735,0.004
Monona,19133,1637769,0.15
Monroe,19135,1851116,0.468
Montgomery,19137,554705,0.206
Muscatine,19139,649899,0.258
O Brien,19141,90860,0.003
Osceola,19143,44828,0.003
Page,19145,1785885,0.767
Palo Alto,19147,192742,0.004
Plymouth,19149,98206,0.014
Pocahontas,19151,313728,0.012
Polk,19153,527597,1.655
Pottawattamie,19155,672675,0.012
Poweshiek,19157,300137,0.006
Ringgold,19159,5362325,0.678
Sac,19161,281739,0.008
Scott,19163,678666,0.337
Shelby,19165,102782,0.003
Sioux,19167,422855,0.008
Story,19169,411204,0.213
Tama,19171,702342,0.261
Taylor,19173,5449285,1.191
Union,19175,1981812,0.157
Van Buren,19177,2111662,0.465
Wapello,19179,1380680,0.097
Warren,19181,572778,0.151
Washington,19183,259795,0.122
Wayne,19185,3645350,0.273
Webster,19187,277154,0.006
Winnebago,19189,124017,0.066
Winneshiek,19191,852815,0.125
Woodbury,19193,2404324,0.03
Worth,19195,47779,0.035
Wright,19197,163698,0.002
Allen,20001,154407,0.022
Anderson,20003,128380,0.019
Atchison,20005,2381203,1.128
Barber,20007,2124,0.005
Barton,20009,107933,0.076
Bourbon,20011,151415,0.092
Brown,20013,776801,0.39
Butler,20015,210397,0.009
Chase,20017,1577,0.003
Chautauqua,20019,34314,0.357
Cherokee,20021,357449,0.051
Cheyenne,20023,305396,0.031
Clark,20025,30764,1.876
Clay,20027,152188,0.054
Cloud,20029,28049,0.008
Coffey,20031,320965,0.166
Comanche,20033,2536,0.267
Cowley,20035,72875,0.034
Crawford,20037,178184,0.064
Decatur,20039,1941968,0.313
Doniphan,20043,961606,0.191
Douglas,20045,17273,0.004
Edwards,20047,266768,0.07
Elk,20049,59654,0.097
Ellis,20051,27017,0.062
Ellsworth,20053,6321,0.01
Finney,20055,673172,0.093
Ford,20057,79550,0.217
Franklin,20059,104959,0.088
Gove,20063,1243699,0.11
Graham,20065,863227,0.199
Grant,20067,418243,0.106
Gray,20069,3314347,3.075
Greeley,20071,220104,0.019
Greenwood,20073,149245,0.151
Hamilton,20075,48356,0.009
Harvey,20079,85374,0.016
Haskell,20081,121512,0.013
Hodgeman,20083,57817,0.052
Jackson,20085,325019,0.132
Jefferson,20087,213306,0.04
Jewell,20089,167390,0.024
Johnson,20091,137134,0.144
Kearny,20093,321642,0.061
Kingman,20095,71745,0.212
Kiowa,20097,36345,0.025
Labette,20099,374252,0.296
Lane,20101,9631,0.012
Leavenworth,20103,245297,0.192
Lincoln,20105,96434,0.339
Linn,20107,192645,0.226
Logan,20109,618849,0.04
Lyon,20111,172740,0.073
McPherson,20113,148207,0.017
Marion,20115,5481,0.0
Marshall,20117,931768,0.258
Meade,20119,564010,0.741
Miami,20121,374505,0.171
Mitchell,20123,99248,0.023
Montgomery,20125,126699,0.131
Morris,20127,16679,0.02
Morton,20129,243672,0.072
Nemaha,20131,209580,0.044
Neosho,20133,81596,0.036
Ness,20135,15566,0.042
Norton,20137,455415,0.076
Osage,20139,143565,0.044
Osborne,20141,109896,0.059
Ottawa,20143,10955,0.07
Pawnee,20145,259820,0.075
Phillips,20147,326247,0.15
Pottawatomie,20149,231252,0.131
Pratt,20151,241415,0.108
Rawlins,20153,1216962,0.125
Reno,20155,189308,0.098
Republic,20157,73873,0.016
Rice,20159,508882,0.104
Riley,20161,78156,0.44
Rooks,20163,87931,0.153
Rush,20165,39413,0.117
Russell,20167,100114,0.765
Saline,20169,32597,0.082
Scott,20171,47137,0.021
Sedgwick,20173,84874,0.024
Seward,20175,10692,0.007
Shawnee,20177,67689,0.131
Sheridan,20179,3451980,0.518
Sherman,20181,1511780,0.054
Smith,20183,124343,0.04
Stafford,20185,1039969,0.278
Stanton,20187,116540,0.018
Stevens,20189,192333,0.011
Sumner,20191,189033,0.047
Thomas,20193,3065321,0.071
Trego,20195,944272,0.251
Wabaunsee,20197,39874,0.115
Wallace,20199,376270,0.047
Washington,20201,436968,0.175
Wichita,20203,86339,0.012
Wilson,20205,217236,0.098
Woodson,20207,55794,0.113
Adair,21001,37061,0.03
Allen,21003,52711,0.247
Anderson,21005,6810,0.162
Ballard,21007,980040,1.092
Barren,21009,34400,0.022
Bath,21011,59026,0.38
Boone,21015,22582,1.231
Bourbon,21017,11924,0.005
Boyle,21021,1660,0.014
Bracken,21023,7109,0.24
Breckinridge,21027,46957,0.028
Butler,21031,450628,0.263
Caldwell,21033,190811,0.043
Calloway,21035,83518,0.111
Carlisle,21039,737541,1.363
Carroll,21041,8616,0.108
Carter,21043,17513,0.618
Casey,21045,113048,0.234
Christian,21047,531352,0.298
Clark,21049,5701,0.005
Clinton,21053,7029,0.033
Crittenden,21055,335252,0.367
Cumberland,21057,4796,0.531
Daviess,21059,220729,0.15
Edmonson,21061,9389,0.095
Fayette,21067,18084,0.015
Fleming,21069,64857,0.247
Franklin,21073,2771,0.644
Fulton,21075,301545,0.488
Garrard,21079,2802,0.595
Graves,21083,86999,0.009
Grayson,21085,421548,0.51
Green,21087,53972,0.945
Greenup,21089,5054,0.323
Hancock,21091,27030,0.025
Hardin,21093,49871,0.012
Harrison,21097,14436,0.027
Hart,21099,20843,0.033
Henderson,21101,831704,0.336
Henry,21103,932,0.001
Hickman,21105,310231,0.617
Hopkins,21107,848700,0.784
Jessamine,21113,9818,0.243
Larue,21123,51382,0.614
Lewis,21135,7928,0.12
Lincoln,21137,1800,0.003
Livingston,21139,847079,0.258
Logan,21141,133718,0.021
Lyon,21143,627,0.001
McCracken,21145,180190,0.092
McLean,21149,126240,0.059
Madison,21151,17127,0.09
Marion,21155,698,0.025
Marshall,21157,269766,0.259
Mason,21161,27227,0.121
Meade,21163,36352,0.027
Mercer,21167,6800,0.146
Metcalfe,21169,2437,0.005
Monroe,21171,8900,0.041
Montgomery,21173,21266,0.433
Muhlenberg,21177,402236,0.179
Nelson,21179,72932,0.096
Nicholas,21181,24146,0.45
Ohio,21183,509775,0.167
Oldham,21185,13542,0.208
Owen,21187,3667,0.053
Pulaski,21199,126956,0.202
Rockcastle,21203,4604,0.096
Rowan,21205,21538,0.587
Russell,21207,25291,0.098
Shelby,21211,9315,0.005
Simpson,21213,34032,0.004
Spencer,21215,7830,0.086
Taylor,21217,20094,0.012
Todd,21219,119991,0.024
Trigg,21221,300101,0.772
Trimble,21223,5876,0.089
Union,21225,1102437,0.369
Warren,21227,47456,0.036
Washington,21229,6091,0.422
Wayne,21231,40489,0.066
Webster,21233,405587,0.073
Acadia,22001,20222,0.728
Avoyelles,22009,158645,0.789
Caddo,22017,284165,0.824
Caldwell,22021,10302,0.047
Catahoula,22025,339462,0.063
Concordia,22029,273809,0.231
East Carroll,22035,1046895,2.903
Evangeline,22039,23977,1.9
Franklin,22041,1447156,0.935
Grant,22043,48098,1.418
Madison,22065,3307188,2.956
Morehouse,22067,3039345,1.562
Natchitoches,22069,1148794,3.976
Ouachita,22073,6477,0.023
Pointe Coupee,22077,117216,0.192
Rapides,22079,303783,0.784
Richland,22083,2276259,2.306
St Landry,22097,103414,0.875
Tensas,22107,548394,0.784
West Baton Rouge,22121,17828,0.323
West Carroll,22123,1563421,2.819
Baltimore,24005,19894,0.177
Caroline,24011,14354,0.028
Carroll,24013,101637,0.048
Cecil,24015,20449,0.168
Charles,24017,8020,0.053
Dorchester,24019,2904,0.001
Frederick,24021,92760,0.308
Harford,24025,91555,0.165
Kent,24029,32273,0.063
Montgomery,24031,4323,0.009
Prince George's,24033,33896,0.453
Queen Anne's,24035,23738,0.048
St Mary's,24037,1530,0.012
Somerset,24039,61917,0.079
Talbot,24041,21540,0.011
Washington,24043,71307,0.116
Wicomico,24045,122681,0.029
Worcester,24047,27680,0.026
Bristol,25005,1054,0.123
Hampden,25013,62510,1.949
Hampshire,25015,28797,1.204
Worcester,25027,2535,0.172
Alcona,26001,24673,0.087
Allegan,26005,1024435,0.488
Alpena,26007,43251,0.238
Antrim,26009,33432,0.365
Arenac,26011,316318,0.973
Barry,26015,230325,0.072
Bay,26017,247630,0.274
Berrien,26021,254230,0.275
Branch,26023,443871,0.049
Calhoun,26025,919766,0.4
Cass,26027,219417,0.032
Clare,26035,109501,0.368
Clinton,26037,137005,0.026
Delta,26041,42441,0.121
Eaton,26045,877939,0.118
Genesee,26049,188868,0.065
Gladwin,26051,127754,0.609
Grand Traverse,26055,25533,0.069
Gratiot,26057,328149,0.286
Hillsdale,26059,498371,0.423
Huron,26063,23893,0.01
Ingham,26065,744542,0.258
Ionia,26067,200684,0.214
Iosco,26069,62486,0.364
Isabella,26073,429100,0.26
Jackson,26075,572415,0.741
Kalamazoo,26077,160424,0.039
Kent,26081,107220,0.07
Lapeer,26087,147022,0.09
Leelanau,26089,14944,0.105
Lenawee,26091,1445039,0.41
Livingston,26093,173618,0.148
Macomb,26099,826928,3.603
Mason,26105,101853,0.232
Mecosta,26107,288360,0.227
Menominee,26109,167035,0.11
Midland,26111,286959,0.143
Missaukee,26113,59656,0.088
Monroe,26115,4321782,0.961
Montcalm,26117,146271,0.469
Muskegon,26121,90551,0.272
Newaygo,26123,285089,0.211
Oceana,26127,259861,0.499
Ogemaw,26129,176361,0.153
Osceola,26133,215313,0.215
Ottawa,26139,346976,0.234
Presque Isle,26141,64080,0.357
Saginaw,26145,382021,0.138
St Clair,26147,926631,1.499
St Joseph,26149,188827,0.079
Sanilac,26151,355005,0.074
Shiawassee,26155,398302,0.086
Tuscola,26157,162982,0.014
Van Buren,26159,562742,0.146
Washtenaw,26161,789692,0.472
Wayne,26163,299672,2.261
Wexford,26165,1519,0.1
Aitkin,27001,114718,0.417
Anoka,27003,7260,0.008
Becker,27005,136999,0.285
Beltrami,27007,62265,0.121
Benton,27009,97860,0.004
Big Stone,27011,1434958,0.388
Blue Earth,27013,387700,0.078
Brown,27015,744925,0.244
Carver,27019,114224,0.142
Cass,27021,81084,0.059
Chippewa,27023,656439,0.905
Chisago,27025,84595,0.062
Clay,27027,2507880,0.811
Clearwater,27029,101961,0.118
Cottonwood,27033,90012,0.088
Crow Wing,27035,166715,0.215
Dakota,27037,763478,0.533
Dodge,27039,241575,0.226
Douglas,27041,291093,0.101
Faribault,27043,145404,0.121
Fillmore,27045,257932,0.472
Freeborn,27047,976582,0.213
Goodhue,27049,391828,0.249
Grant,27051,602653,0.041
Houston,27055,439034,0.041
Hubbard,27057,11782,0.578
Isanti,27059,97330,0.143
Jackson,27063,49368,0.001
Kanabec,27065,24970,0.009
Kandiyohi,27067,296811,0.123
Kittson,27069,521034,0.34
Koochiching,27071,56383,0.26
Lac Qui Parle,27073,3212850,1.164
Lake of the Woods,27077,45132,0.339
Le Sueur,27079,29635,0.123
Lincoln,27081,259352,0.024
Lyon,27083,174729,0.017
McLeod,27085,259004,0.156
Mahnomen,27087,352210,0.072
Marshall,27089,797655,0.108
Martin,27091,126579,0.873
Meeker,27093,222159,0.1
Mille Lacs,27095,46142,0.006
Morrison,27097,254351,0.021
Mower,27099,353580,0.113
Murray,27101,43032,0.014
Nicollet,27103,35705,0.059
Nobles,27105,97982,0.003
Norman,27107,188152,0.047
Olmsted,27109,456722,0.151
Otter Tail,27111,1307178,0.472
Pennington,27113,47474,0.065
Pine,27115,57051,0.268
Pipestone,27117,56564,0.002
Polk,27119,403436,0.153
Pope,27121,308313,3.093
Red Lake,27125,22369,0.011
Redwood,27127,334379,0.193
Renville,27129,187010,0.01
Rice,27131,179455,0.23
Rock,27133,109980,0.006
Roseau,27135,213284,0.465
Scott,27139,20729,0.003
Sherburne,27141,29085,0.009
Sibley,27143,124725,0.032
Stearns,27145,202002,0.041
Steele,27147,232432,0.227
Stevens,27149,871754,0.286
Swift,27151,1074227,0.793
Todd,27153,441600,0.085
Traverse,27155,476299,0.328
Wabasha,27157,253738,0.083
Wadena,27159,168672,0.095
Waseca,27161,350989,0.32
Washington,27163,6464,0.001
Watonwan,27165,160513,0.264
Wilkin,27167,179037,0.07
Winona,27169,323176,0.15
Wright,27171,102708,0.018
Yellow Medicine,27173,336385,0.007
Alcorn,28003,89366,0.728
Benton,28009,10869,1.912
Bolivar,28011,5346907,1.916
Calhoun,28013,339770,1.347
Carroll,28015,587406,1.719
Chickasaw,28017,596488,2.191
Clay,28025,221714,0.704
Coahoma,28027,4964690,1.997
De Soto,28033,380683,0.556
Grenada,28043,287011,1.461
Hinds,28049,190143,0.388
Holmes,28051,1055816,2.989
Humphreys,28053,2903969,1.887
Issaquena,28055,547111,1.378
Itawamba,28057,75535,0.415
Lafayette,28071,11705,0.252
Lee,28081,193349,0.511
Leflore,28083,2282905,0.964
Lowndes,28087,373106,1.391
Madison,28089,233294,1.619
Marshall,28093,112970,1.079
Monroe,28095,1381940,2.498
Montgomery,28097,1227692,2.714
Noxubee,28103,1947739,0.705
Panola,28107,1804946,1.515
Pontotoc,28115,92140,0.782
Prentiss,28117,51418,0.359
Quitman,28119,2174864,1.119
Rankin,28121,67025,0.552
Sharkey,28125,524634,1.605
Sunflower,28133,5021892,0.894
Tallahatchie,28135,3476524,1.358
Tate,28137,245959,0.557
Tunica,28143,2436877,1.721
Union,28145,90838,0.547
Warren,28149,200443,0.133
Washington,28151,1096381,0.458
Webster,28155,414312,1.823
Yalobusha,28161,84762,1.341
Yazoo,28163,2745977,1.509
Adair,29001,2093280,0.558
Andrew,29003,4889830,2.507
Atchison,29005,8687328,1.535
Audrain,29007,6740471,0.724
Barry,29009,35401,0.181
Barton,29011,1700351,0.101
Bates,29013,1457477,0.288
Benton,29015,531879,0.43
Bollinger,29017,447757,0.631
Boone,29019,1024404,0.391
Buchanan,29021,2883249,0.706
Butler,29023,769911,1.447
Caldwell,29025,2324857,1.478
Callaway,29027,2948476,0.7
Cape Girardeau,29031,1543231,1.734
Carroll,29033,4860118,0.656
Cass,29037,605765,0.353
Cedar,29039,65518,0.164
Chariton,29041,2591130,0.458
Christian,29043,49634,0.55
Clark,29045,2989460,0.754
Clay,29047,1007524,1.554
Clinton,29049,5814803,2.8
Cole,29051,320002,1.071
Cooper,29053,1181655,0.703
Dade,29057,148183,0.122
Dallas,29059,4902,0.065
Daviess,29061,1918277,0.384
De Kalb,29063,2994700,0.81
Dunklin,29069,576549,0.559
Franklin,29071,977611,0.694
Gasconade,29073,785094,2.158
Gentry,29075,6038724,1.919
Greene,29077,11441,0.025
Grundy,29079,1581491,0.345
Harrison,29081,4302747,0.378
Henry,29083,694183,0.888
Hickory,29085,222660,1.064
Holt,29087,8161331,1.003
Howard,29089,1114797,0.623
Jackson,29095,1143201,0.525
Jasper,29097,583567,0.062
Johnson,29101,1055380,0.406
Knox,29103,3726321,0.325
Laclede,29105,366677,0.744
Lafayette,29107,1735062,1.099
Lawrence,29109,178596,0.183
Lewis,29111,6691080,0.769
Lincoln,29113,4069798,2.231
Linn,29115,4638584,1.24
Livingston,29117,2518749,0.435
Macon,29121,1739048,1.065
Maries,29125,231882,1.518
Marion,29127,4057603,1.329
Mercer,29129,1314130,0.494
Miller,29131,104524,0.949
Mississippi,29133,1250091,0.78
Moniteau,29135,208853,0.092
Monroe,29137,2588691,0.305
Montgomery,29139,5724010,1.798
Morgan,29141,300693,0.503
New Madrid,29143,1776367,0.793
Newton,29145,81049,0.047
Nodaway,29147,9267179,1.617
Osage,29151,773385,1.421
Pemiscot,29155,512552,2.613
Perry,29157,518052,0.485
Pettis,29159,2486831,0.734
Pike,29163,8687534,1.727
Platte,29165,1360983,0.247
Polk,29167,133539,0.618
Putnam,29171,2052280,0.829
Ralls,29173,4141784,0.619
Randolph,29175,407277,0.361
Ray,29177,1646504,0.55
Ripley,29181,34417,0.873
St Charles,29183,2280121,0.637
St Clair,29185,525641,0.398
St Genevieve,29186,467624,1.29
St Louis,29189,373868,2.168
Saline,29195,2000041,0.179
Schuyler,29197,1437053,0.803
Scotland,29199,3502464,0.785
Scott,29201,992747,0.427
Shelby,29205,4735087,1.389
Stoddard,29207,3123871,0.551
Sullivan,29211,2478160,1.15
Vernon,29217,2786781,1.094
Warren,29219,775996,0.393
Webster,29225,278979,0.469
Worth,29227,2327341,1.643
Wright,29229,16581,0.094
Big Horn,30003,30755,1.057
Carter,30011,10911,1.48
Custer,30017,63220,0.061
Fallon,30025,12604,0.128
Phillips,30071,36390,0.684
Prairie,30079,26683,0.403
Richland,30083,65702,0.588
Roosevelt,30085,3123,0.168
Rosebud,30087,7661,0.14
Valley,30105,26343,0.36
Yellowstone,30111,44013,0.176
Adams,31001,460228,0.096
Antelope,31003,990187,0.047
Banner,31007,811737,0.617
Boone,31011,844187,0.027
Box Butte,31013,1847241,1.006
Boyd,31015,71577,0.007
Brown,31017,39151,0.006
Buffalo,31019,760042,0.057
Burt,31021,584045,0.251
Butler,31023,690086,0.041
Cass,31025,109702,0.01
Cedar,31027,167386,0.004
Chase,31029,2146508,0.254
Cherry,31031,376312,0.128
Cheyenne,31033,2200819,1.118
Clay,31035,496488,0.046
Colfax,31037,347999,0.019
Cuming,31039,37683,0.001
Custer,31041,1002459,0.029
Dakota,31043,91444,0.012
Dawes,31045,326402,0.994
Dawson,31047,217897,0.005
Deuel,31049,985481,1.047
Dixon,31051,260645,0.007
Dodge,31053,1477649,0.197
Douglas,31055,179809,0.078
Dundy,31057,1156722,0.28
Fillmore,31059,324443,0.033
Franklin,31061,1028189,0.374
Frontier,31063,643135,0.029
Furnas,31065,249774,0.019
Gage,31067,825874,0.156
