n,i,t,a
Bent,8011,603865,0.568
Benton,53005,15841755,0.32
Berkeley,54003,1081026,3.869
Berks,42011,357800,0.218
Berrien,26021,366348,0.461
Bertie,37015,1225589,3.232
Bexar,48029,6937,0.012
Big Horn,56003,55654,0.048
Big Stone,27011,956867,0.189
Billings,38007,1549,0.058
Bingham,16011,83469,0.625
Black Hawk,19013,1108001,0.129
Blackford,18009,163661,1.093
Bladen,37017,874787,0.528
Blaine,40011,7508,0.041
Blair,42013,106926,0.171
Bledsoe,47007,23871,0.354
Blue Earth,27013,628706,0.129
Bolivar,28011,9010619,0.476
Bollinger,29017,82292,0.235
Bon Homme,46009,551711,0.108
Bond,17005,795773,0.437
Boone,54005,34704664,0.401
Bosque,48035,69500,1.064
Bottineau,38009,80163,0.355
Bourbon,21017,350728,0.255
Bowie,48037,231754,1.023
Bowman,38011,92476,0.28
Box Butte,31013,2212003,1.259
Box Elder,49003,3928,0.013
Boyd,31015,50106,0.05
Boyle,21021,4532,0.017
Bracken,21023,33546,1.732
Bradford,42015,204932,0.492
Branch,26023,212557,0.079
Brantley,13025,20061,0.704
Brazoria,48039,172350,0.62
Brazos,48041,193127,1.133
Breckinridge,21027,625522,0.814
Bremer,19017,593285,0.228
Briscoe,48045,2104,0.167
Brookings,46011,1317562,0.206
Brooks,48047,2292,0.019
Brown,55009,721253583,0.858
Brule,46015,2756956,0.774
Brunswick,51025,890700,0.694
Bryan,40013,256930,0.364
Buchanan,51027,9659022,0.736
Bucks,42017,120064,0.218
Buena Vista,51530,446464,0.058
Buffalo,55011,6258390,0.195
Bulloch,13031,126886,0.18
Bullock,1011,5554,0.071
Bureau,17011,3123083,0.481
Burke,38013,109623,0.14
Burleigh,38015,374755,0.333
Burleson,48051,72257,0.249
Burlington,34005,218521,2.791
Burnett,55013,202068,0.186
Burt,31021,3988744,0.75
Butler,42019,33000112,0.327
Butte,6007,2134539,0.49
Cabarrus,37025,48615,0.906
Cache,49005,6709,0.282
Caddo,40015,1047860,0.251
Caldwell,48055,10057245,0.511
Calhoun,54013,19797393,0.21
Callaway,29027,360411,0.304
Calloway,21035,2423264,2.115
Calumet,55015,882344,0.906
Cambria,42021,22774,0.138
Camden,37029,181332,0.406
Cameron,48061,473475,0.097
Campbell,56005,10150600,1.319
Canadian,40017,9768,0.213
Candler,13043,40499,0.326
Cape Girardeau,29031,501688,0.734
Carbon,56007,154192,0.232
Carlisle,21039,398688,1.448
Caroline,51033,8696074,1.945
Carroll,51035,133319810,0.668
Carteret,37031,307049,1.325
Carver,27019,160173,0.164
Casey,21045,23318,1.059
Cass,48067,154178118,0.483
Cassia,16031,54839,3.256
Caswell,37033,216606,2.158
Catahoula,22025,54289,0.015
Catawba,37035,140765,0.599
Cattaraugus,36009,7600,0.466
Cavalier,38019,44847,0.677
Cayuga,36011,6181,0.029
Cecil,24015,82955,0.141
Cedar,31027,4728576,0.249
Centre,42027,19139,0.119
Cerro Gordo,19033,494892,0.05
Chambers,48071,180014,0.102
Champaign,39021,3961626,0.066
Chariton,29041,4773910,1.432
Charles,24017,621446,1.496
Charles Mix,46023,1458447,0.384
Charlotte,51037,619184,2.609
Chase,31029,404286,0.096
Chatham,37037,235010,0.289
Chautauqua,36013,42914,0.137
Chenango,36017,18563,0.257
Cherokee,48073,5271920,0.175
Cherry,31031,1514516,1.231
Chester,47023,451884,0.267
Chesterfield,51041,250648,0.488
Cheyenne,8017,2998614,0.192
Chickasaw,28017,290608,0.023
Chicot,5017,1493916,0.681
Chilton,1021,9944,0.552
Chippewa,55017,2502777,0.207
Chisago,27025,75920,0.271
Chittenden,50007,35778,0.501
Chowan,37041,55255,0.563
Christian,29043,21428082,0.594
Clare,26035,17440,0.151
Clarendon,45027,633906,0.638
Clark,55019,272063076,0.868
Clarke,51043,28984810,2.394
Clay,54015,150524100,0.315
Clayton,19043,1302950,0.173
Clearfield,42033,29611,0.436
Clearwater,27029,35578,0.13
Clermont,39025,52536,0.151
Cleveland,5025,238323,1.703
Clinch,13065,1438,0.193
Clinton,42035,35457777,0.212
Cloud,20029,399930,0.386
Coahoma,28027,2891743,0.524
Cochise,4003,131650,0.11
Codington,46029,3179455,0.838
Coffee,47031,2575716,0.277
Coffey,20031,946339,0.714
Colbert,1033,158623,0.053
Cole,29051,67646,0.449
Coles,17029,319098,0.152
Colfax,35007,3086584,0.708
Colleton,45029,154836,0.648
Collin,48085,4097051,1.835
Colorado,8000,28208,0.035
Colquitt,13071,4208,0.089
Columbia,55021,7297056,0.234
Columbiana,39029,66488,0.14
Columbus,37047,1499689,0.376
Comanche,48093,123939,0.183
Concordia,22029,96864,0.468
Conecuh,1035,39058,0.244
Conway,5029,40371,0.282
Cook,27031,367608,0.578
Cooke,48097,83044,2.18
Cooper,29053,1012351,0.413
Corson,46031,24046,0.044
Coryell,48099,1130707,2.47
Coshocton,39031,324798,0.618
Cottonwood,27033,236101,0.058
Covington,51580,491112,0.443
Cowley,20035,22005,0.012
Craig,51045,13206,0.013
Craighead,5031,75685,0.3
Craven,37049,423727,0.423
Crawford,55023,21531345,0.23
Crenshaw,1041,48286,0.481
Crittenden,5035,3125796,1.173
Crockett,48105,613714,0.324
Cross,5037,194445,0.486
Crow Wing,27035,3484,0.016
Culpeper,51047,207914,0.551
Cumberland,51049,18356568,0.678
Cuming,31039,941251,0.201
Currituck,37053,8907,0.176
Custer,8027,26494314,0.267
Dade,29057,649071,0.214
Dakota,31043,638930,0.043
Dale,1045,73117,0.471
Dallam,48111,65316,0.058
Dallas,5039,21300965,0.534
Dane,55025,654354,0.049
Darke,39037,280375,0.065
Darlington,45031,683830,0.725
Dauphin,42043,98072,0.178
Davidson,47037,471078,0.895
Davie,37059,139074,0.401
Daviess,29061,13105281,0.609
Davis,49011,12198502,4.562
Davison,46035,2106315,0.308
Dawes,31045,129980,0.565
Dawson,48115,22173368,0.326
Day,46037,5139125,0.814
De Kalb,29063,17659220,0.549
De Soto,22031,14850,0.223
De Witt,48123,3659532,0.268
Deaf Smith,48117,10872,0.012
Dearborn,18029,175926,1.095
Decatur,47039,30561145,0.767
Defiance,39039,1023124,0.685
Delaware,42045,8864226,0.183
Delta,8029,2163291,0.403
Denton,48121,511049,1.169
Des Moines,19057,7314597,3.827
Desha,5041,40249,0.203
Deuel,46039,6453864,0.466
Dewey,46041,398172,0.212
Dickey,38021,29296804,1.461
Dickinson,26043,305829,0.04
Dillon,45033,136782,0.136
Dinwiddie,51053,658079,2.495
Divide,38023,12228,0.063
Dixon,31051,171851,0.027
Dodge,55027,17591696,0.439
Doniphan,20043,2393255,0.766
Dooly,13093,5646,0.27
Door,55029,354570,0.597
Dorchester,45035,1902360,0.988
Douglas,8035,41778600,0.522
Drew,5043,14653,0.198
Dubois,18037,250268,0.078
Dubuque,19061,1197798,0.371
Dundy,31057,364358,0.039
Dunklin,29069,206606,0.807
Dunn,55033,326666,0.028
Duplin,37061,1461094,0.401
Dutchess,36027,67300,4.747
Dyer,47045,842237,1.477
Early,13099,109087,0.269
East Carroll,22035,224265,0.33
Eaton,26045,210440,0.049
Eau Claire,55035,159261,0.28
Eddy,38027,886892,0.366
Edgar,17045,822751,0.26
Edgecombe,37065,1171378,2.061
Edmonson,21061,31894,0.434
Edmunds,46045,29073321,2.645
Edwards,48137,1309578,0.063
Effingham,17049,1040932,0.58
Elbert,8039,92990,0.098
Elk,42047,9428,0.011
Elkhart,18039,78734,0.205
Ellis,48139,5230179,1.016
Ellsworth,20053,25463,0.347
Elmore,16039,14980,0.052
Emanuel,13107,48496,0.325
Emmet,26047,198466,0.013
Emmons,38029,885456,0.373
Erie,42049,757683,0.185
Escambia,12033,8362,0.374
Essex,51057,23714800,4.502
Evangeline,22039,5960,1.086
Fairfield,9001,424050,0.075
Fall River,46047,99393,0.794
Falls,48145,1777035,0.494
Fannin,48147,2444664,1.539
Faribault,27043,430835,0.064
Faulk,46049,11855789,1.313
Faulkner,5045,12221,0.108
Fauquier,51061,270146,0.681
Fayette,54019,28373400,0.168
Fillmore,31059,452490,0.009
Finney,20055,631622,0.054
Fisher,48151,14291,3.42
Fleming,21069,22377,0.257
Florence,55037,834204,0.355
Floyd,51063,816402,0.018
Ford,20057,7512416,0.303
Forsyth,37067,272262,0.71
Fort Bend,48157,254205,1.096
Foster,38031,1250250,0.601
Fountain,18045,1670669,0.662
Franklin,53021,382111314,0.631
Frederick,51069,8045558,2.621
Freeborn,27047,729110,0.02
Fremont,8043,18158664,0.521
Frontier,31063,107969,0.01
Fulton,5049,77821672,0.983
Furnas,31065,241229,0.019
Gadsden,12039,40750,0.641
Gage,31067,2547212,0.241
Gallatin,30031,4379364,0.244
Gallia,39053,44204,0.828
Garden,31069,242796,0.096
Garfield,8045,2351190,0.278
Garvin,40049,5224,0.02
Gasconade,29073,144061,0.649
Gates,37073,277686,0.769
Geary,20061,25475,0.051
Genesee,36037,560508,1.171
Geneva,1061,311263,1.202
Gentry,29075,3229233,0.923
Georgetown,45043,31316,0.403
Gibson,47053,5843648,0.423
Giles,51071,441656,0.509
Gillespie,48171,241,0.003
Gladwin,26051,25083,0.243
Gloucester,51073,176770,0.428
Golden Valley,38033,238980,0.532
Goodhue,27049,23535,0.003
Goshen,56015,969627,0.615
Gosper,31073,115423,0.015
Gove,20063,286287,0.044
Grady,40051,77184,0.376
Graham,4009,5980920,0.291
Grand Forks,38035,3706010,0.498
Grant,55043,49168155,0.174
Granville,37077,370547,1.626
Gratiot,26057,236499,0.167
Graves,21083,1977290,0.825
Gray,48179,857482,0.07
Grayson,51077,5310798,1.249
Greeley,31077,4226790,0.302
Green,55045,727898,0.079
Green Lake,55047,250217,0.431
Greene,51079,108938158,0.72
Greensville,51081,208137,3.124
Greenwood,45047,174844,0.462
Gregory,46053,743841,0.461
Grenada,28043,86413,0.122
Griggs,38039,1332082,0.702
Grundy,47061,18634192,0.366
Guadalupe,48187,88294,0.033
Guilford,37081,523450,2.296
Guthrie,19077,3178555,1.354
Haakon,46055,46955,0.031
Hale,48189,716118,0.674
Halifax,51083,1389396,1.263
Hall,48191,7410249,0.226
Hamilton,48193,30623810,0.166
Hamlin,46057,5380402,1.162
Hampden,25013,29029,1.492
Hampshire,54027,4400,0.21
Hampton,51650,119046,0.392
Hancock,54029,208529440,0.818
Hand,46059,12918480,1.508
Hanover,51085,3357501,5.138
Hansford,48195,99643,0.15
Hanson,46061,2518969,0.466
Hardeman,48197,155434,0.153
Hardin,48199,11904186,0.327
Hardy,54031,345754,1.903
Harford,24025,283027,0.664
Harlan,31083,290912,0.019
Harnett,37085,361593,1.914
Harper,40059,120886,0.22
Harris,48201,121832,0.198
Harrison,54033,64659536,0.499
Hart,21099,42464,0.261
Hartford,9003,42902,1.473
Hartley,48205,731887,0.227
Harvey,20079,130758,0.105
Haskell,48207,2316888,0.211
Hawkins,47073,17326,0.406
Hayes,31085,1482246,0.122
Haywood,47075,352096,0.453
Henderson,48213,31252640,1.204
Hendricks,18063,486407,0.084
Hennepin,27053,42349,0.269
Henry,51089,170736630,0.849
Herkimer,36043,65624,0.279
Hertford,37091,1024111,2.609
Hettinger,38041,10033,0.034
Hickman,47081,3069876,1.333
Hidalgo,48215,324004,0.287
Highland,51091,608876,0.125
Hill,48217,8772388,1.179
Hillsdale,26059,905385,0.733
Hitchcock,31087,312334,0.133
Hocking,39073,59363,0.196
Hodgeman,20083,73230,0.143
Hoke,37093,10268,0.123
Holmes,39075,1263573,0.148
Holt,31089,40881036,1.882
Hopkins,48223,8602304,3.482
Horry,45051,1558067,0.895
Houston,48225,1363005,0.305
Howard,5061,8294993,0.304
Hubbard,27057,4337,0.014
Hughes,46065,241240,0.064
Humboldt,6023,7100046,0.324
Humphreys,47085,10944918,0.76
Hunt,48231,711147,2.051
Hunterdon,34019,107020,0.637
Huntingdon,42061,260121,0.248
Huntington,18069,161973,0.064
Huron,39077,790266,0.119
Hutchinson,48233,7180056,0.306
Hyde,46069,4117798,0.355
Ida,19093,90450,0.005
Independence,5063,214853,0.876
Indiana,42063,164900,0.205
Ingham,26065,269651,0.184
Ionia,26067,93054,0.147
Iosco,26069,25824,0.369
Iowa,55049,9296574,0.413
Iredell,37097,409169,0.686
Iroquois,17075,13249977,0.546
Irwin,13155,4719,0.064
Isabella,26073,166935,0.214
Isanti,27059,90416,0.053
Isle of Wight,51093,1057808,5.584
Issaquena,28055,784663,0.253
Itawamba,28057,3669,0.231
Jackson,8057,211365912,0.383
Jasper,48241,67497280,0.729
Jay,18075,1044803,0.359
Jeff Davis,48243,23216,0.526
Jefferson,8059,371696494,0.926
Jenkins,13165,14511,0.201
Jennings,18079,995694,0.358
Jerauld,46073,1209928,0.764
Jersey,17083,89787,0.088
Jessamine,21113,183,0.004
Jewell,20089,364931,0.167
Jim Wells,48249,1501,0.001
Jo Daviess,17085,572946,0.065
Johnson,56019,95262732,0.95
Johnston,40069,1514922,1.227
Jones,48253,13833450,0.421
Juneau,55057,381262,0.397
Juniata,42067,120497,0.226
Kalamazoo,26077,5502,0.005
Kanabec,27065,16989,0.028
Kandiyohi,27067,147799,0.034
Kane,49025,1340170,0.049
Kankakee,17091,4266307,0.32
Karnes,48255,561,0.002
Kay,40071,211635,0.101
Kearney,31099,759818,0.709
Kearny,20093,431762,0.234
Keith,31101,1202820,0.134
Kendall,48259,706840,0.286
Kenosha,55059,45022,0.011
Kent,48263,14101230,0.322
Keokuk,19107,12912953,2.256
Kewaunee,55061,598478,0.279
Keya Paha,31103,210850,0.226
Kidder,38043,142984,0.188
Kimball,31105,618241,0.645
King William,51101,3742994,5.022
King and Queen,51097,2656870,3.617
Kingman,20095,7442,0.549
Kings,6031,41660,1.622
Kingsbury,46077,3555109,0.385
Kiowa,8061,343821,0.025
Kit Carson,8063,1105905,0.393
Kittson,27069,165450,0.682
Knox,48275,108627687,0.695
Koochiching,27071,1849,0.132
Kosciusko,18085,81779,0.01
Kossuth,19109,371182,0.01
La Crosse,55063,56698,0.052
La Moure,38045,12634096,0.93
La Porte,18091,226347,0.038
La Salle,48283,13456272,0.225
Labette,20099,51322,0.014
Lafayette,55065,13004724,0.365
Lake,8065,26822532,1.045
Lamar,48277,7375860,0.683
Lancaster,51103,4517456,0.529
Lane,41039,720238,0.159
Langlade,55067,78869,0.054
Lanier,13173,14921,0.274
Lapeer,26087,101295,0.153
Laramie,56021,119659,0.253
Larimer,8069,39952,0.081
Larue,21123,103861,0.102
Lauderdale,47097,876840,0.413
Laurens,45059,37400,0.187
Lavaca,48285,2727,0.019
Lawrence,5075,25157319,0.614
Le Flore,40079,20613,0.108
Le Sueur,27079,4340,0.001
Leavenworth,20103,519910,0.4
Lebanon,42075,107453,0.176
Lee,51105,172896900,1.108
Leflore,28083,6916384,0.664
Lehigh,42077,368871,0.418
Lenawee,26091,1325149,0.173
Lenoir,37107,1496626,0.621
Lewis,54041,46783058,1.735
Lexington,51678,132368,0.746
Liberty,48291,1184260,0.423
Licking,39089,70523,0.356
Limestone,48293,362048,0.054
Lincoln,8073,235465896,0.244
Linn,41043,11649152,0.662
Lipscomb,48295,34890,0.246
Little River,5081,33866,0.123
Livingston,36051,40785384,0.563
Logan,8075,110086560,0.269
Lonoke,5085,14674,0.093
Lorain,39093,646459,0.398
Loudon,47105,56275,0.449
Louisa,51109,13097408,2.431
Loup,31115,152956,0.303
Lowndes,28087,352992,0.405
Lucas,39095,15437758,2.156
Lunenburg,51111,37929,0.994
Luzerne,42079,16674,0.155
Lyman,46085,451050,0.483
Lyon,32019,12197805,0.28
Macomb,26099,177269,0.166
Macon,47111,28450506,0.678
Macoupin,17117,3359234,0.717
Madison,51113,146979920,0.347
Mahaska,19123,11556934,3.619
Mahnomen,27087,46194,0.009
Mahoning,39099,118455,0.188
Malheur,41045,1300,0.067
Manitowoc,55071,547751,0.314
Marathon,55073,642446,0.128
Marengo,1091,7664,0.742
Marinette,55075,196268,0.115
Marion,54049,244158335,0.813
Marlboro,45069,7097,0.028
Marquette,55077,737530,0.115
Marshall,54051,269780988,0.456
Martin,48317,6746124,0.861
Mason,54053,29792808,0.922
Massac,17127,818851,0.736
Matagorda,48321,308343,0.133
Maury,47119,101341,0.432
McCook,46087,2569954,0.368
McCracken,21145,1050820,0.849
McCurtain,40089,900726,1.266
McDonough,17109,10914675,1.193
McHenry,38049,1271532,0.11
McIntosh,40091,4373610,0.976
McKenzie,38053,2728,0.016
McLean,38055,24856548,0.66
McLennan,48309,2956475,1.084
McLeod,27085,161134,0.019
McMinn,47107,270049,1.956
McNairy,47109,292156,1.018
McPherson,46089,23967393,0.637
Meade,46093,1516173,0.317
Mecklenburg,51117,251850,1.087
Mecosta,26107,46515,0.066
Medina,48325,789232,0.248
Meeker,27093,77596,0.013
Meigs,47121,64798,0.207
Mellette,46095,8421,0.061
Menard,48327,6173032,0.99
Menominee,55078,584408,0.295
Mercer,54055,92405320,0.794
Merrick,31121,1711407,0.303
Metcalfe,21169,2139,0.037
Miami,39109,1739013,0.185
Midland,48329,91430,0.073
Mifflin,42087,149065,0.393
Milam,48331,1741807,0.371
Mille Lacs,27095,116392,0.064
Miller,5091,6137385,0.175
Mills,48333,5831342,0.687
Miner,46097,1469388,0.3
Minnehaha,46099,738391,0.126
Missaukee,26113,14760,0.042
Mississippi,5093,3710175,0.976
Mitchell,48335,1114705,0.1
Moniteau,29135,145483,0.247
Monona,19133,958886,0.108
Monroe,55081,251278887,0.855
Montcalm,26117,179105,0.135
Montgomery,51121,103835808,0.621
Montour,42093,24906,0.166
Montrose,8085,2194,0.015
Moody,46101,347348,0.027
Moore,48341,346641,0.554
Morehouse,22067,1457869,0.636
Morgan,8087,79816209,0.532
Morrill,31123,2236368,0.574
Morris,48343,150336,0.096
Morrison,27097,156888,0.02
Morrow,41049,43650,0.007
Morton,38059,889744,0.157
Moultrie,17139,390726,0.165
Mower,27099,61811,0.003
Muhlenberg,21177,1703147,1.894
Murray,40099,181716,0.003
Muscatine,19139,4825705,1.401
Muskegon,26121,4827,0.006
Muskingum,39119,103769,0.098
Muskogee,40101,150643,0.637
Nance,31125,1120920,0.256
Nash,37127,431704,1.84
Natchitoches,22069,26996,1.6
Navarro,48349,351950,1.209
Nelson,51125,4035558,0.501
Nemaha,31127,7639476,1.087
Neosho,20133,89510,0.109
Ness,20135,151105,0.663
New Castle,10003,208203,0.127
New London,9011,2960,0.03
New Madrid,29143,565705,1.12
Newaygo,26123,60796,0.192
Newberry,45071,52983,1.024
Newton,5101,2221620,0.051
Niagara,36063,153276,0.318
Nicholas,54067,77316,1.362
Nicollet,27103,1903795,0.837
Noble,40103,1065186,0.363
Nobles,27105,31736,0.021
Nodaway,29147,1644788,0.227
Norman,27107,805298,0.196
Northampton,51131,6402729,1.23
Northumberland,51133,4870592,1.347
Norton,51720,539734,0.037
Nowata,40105,6093,0.026
Noxubee,28103,175804,0.055
Nuckolls,31129,369254,0.168
Obion,47131,2546073,1.537
Oceana,26127,18586,0.179
Ochiltree,48357,34646,0.048
Oconto,55083,952472,0.399
Ogemaw,26129,58836,0.143
Ogle,17141,377313,0.026
Ohio,54069,6546144,1.085
Okaloosa,12091,4180,0.106
Oklahoma,40109,98258,0.496
Okmulgee,40111,41,0.001
Oliver,38065,35640,0.056
Olmsted,27109,73196,0.006
Oneida,55085,1917,0.006
Onondaga,36067,36403,0.279
Onslow,37133,502893,2.19
Ontario,36069,77492,0.198
Orange,6059,1821128,0.343
Orangeburg,45075,391529,0.775
Orleans,50019,475596,0.68
Osage,40113,4711608,0.616
Osborne,20141,277954,0.193
Osceola,26133,132867,0.001
Oswego,36075,6781,0.263
Otero,8089,144574,0.094
Otoe,31131,984451,0.199
Otsego,36077,17688,0.036
Ottawa,40115,2806648,0.104
Outagamie,55087,2620424,0.884
Owen,21187,1283916,0.381
Ozaukee,55089,43289,0.035
Page,51139,1522690,0.099
Palo Alto,19147,1757941,0.242
Pamlico,37137,214610,0.222
Panola,48365,387810,0.505
Park,8093,14601,0.177
Parke,18121,2004051,1.31
Parmer,48369,24617,0.012
Pasquotank,37139,129403,0.228
Paulding,39125,1041182,0.763
Pawnee,40117,5805837,0.314
Pembina,38067,816655,0.725
Pemiscot,29155,298959,1.186
Pender,37141,93488,0.078
Pendleton,54071,13386,0.8
Pennington,46103,812122,0.479
Penobscot,23019,891,0.01
Peoria,17143,2733473,0.703
Perkins,46105,4760804,0.17
Perquimans,37143,642036,1.88
Perry,5105,12708340,0.393
Person,37145,429246,1.115
Pettis,29159,1288028,0.575
Phelps,31137,532112,0.097
Phillips,8095,7474064,0.416
Piatt,17147,993822,0.122
Pickaway,39129,219511,0.101
Pierce,55093,10114820,0.37
Pike,5109,115399680,0.778
Pinal,4021,302955,0.918
Pine,27115,47051,0.108
Pipestone,27117,185862,0.038
Pitt,37147,3085588,3.877
Pittsylvania,51143,1574862,2.697
Platte,56031,11655555,0.614
Plymouth,25023,1625760,0.16
Pocahontas,54075,1443174,0.161
Poinsett,5111,103310,0.216
Polk,55095,64361616,0.473
Pontotoc,40123,117556,0.184
Pope,5115,915618,0.159
Portage,55097,920418,0.696
Porter,18127,152195,0.096
Posey,18129,2702948,0.835
Pottawatomie,40125,1211634,0.279
Potter,48375,7492323,0.46
Power,16077,46524,0.745
Poweshiek,19157,4066990,0.81
Prairie,5117,22140,0.469
Pratt,20151,32728,0.021
Preble,39135,125380,0.072
Prentiss,28117,28345,0.464
Price,55099,23692,0.408
Prince Edward,51147,246636,2.471
Prince George,51149,869932,4.514
Prowers,8099,932454,0.19
Pueblo,8101,29658,0.362
Pulaski,5119,5800942,0.317
Putnam,54079,33920802,0.842
Quay,35037,51379,1.213
Queen Anne's,24035,859150,0.466
Quitman,28119,5494294,0.603
Racine,55101,38729,0.007
Ralls,29173,1847930,0.973
Ramsey,38071,11657226,1.475
Randolph,54083,22798632,0.595
Rankin,28121,36687,0.156
Ransom,38073,12841970,1.846
Rapides,22079,31572,0.129
Rawlins,20153,80957,0.023
Ray,29177,2840981,1.147
Red Lake,27125,230074,0.383
Red River,48387,550176,0.685
Red Willow,31145,703996,0.177
Redwood,27127,102036,0.032
Refugio,48391,82868,0.15
Reno,20155,171094,0.084
Rensselaer,36083,4726,0.099
Renville,38075,452150,0.169
Republic,20157,321045,0.587
Rice,27131,367706,0.027
Richardson,31147,2658615,1.114
Richland,55103,98851935,0.337
Richmond,51760,14232690,2.637
Riley,20161,91828,0.351
Ringgold,19159,4489541,1.173
Ripley,29181,2040898,1.001
Roberts,48393,9957628,0.604
Robertson,48395,6538554,1.215
Robeson,37155,925056,0.595
Rock,55105,2738829,0.306
Rock Island,17161,1194364,0.664
Rockbridge,51163,273037,2.344
Rockingham,51165,3244881,1.216
Rolette,38079,55777,0.218
Rooks,20163,686225,0.923
Roseau,27135,184025,0.45
Ross,39141,444313,0.231
Rowan,37159,398274,0.605
Rush,20165,1646618,0.687
Rusk,55107,219940,0.076
Russell,51167,563632,0.4
Rutherford,47149,33390,0.086
Rutland,50021,4254,0.094
Sac,19161,217160,0.059
Saginaw,26145,322201,0.139
Salem,51775,220186,0.206
Saline,5125,21749875,0.322
Saluda,45081,19818,0.832
Sampson,37163,827756,0.234
San Joaquin,6077,4973,0.003
Sanborn,46111,4583442,0.653
Sandusky,39143,425094,0.107
Sangamon,17167,12024365,1.27
Sanilac,26151,96756,0.03
Santa Rosa,12113,9153,0.171
Saratoga,36091,60383,0.247
Sargent,38081,14026150,1.327
Sarpy,31153,638727,0.261
Sauk,55111,746686,0.415
Saunders,31155,984843,0.163
Sawyer,55113,10048,0.006
Schley,13249,11644,0.294
Schoharie,36095,12981,0.103
Schuyler,36097,19605270,2.012
Schuylkill,42107,164239,0.282
Scioto,39145,82853,0.257
Scotland,37165,12469630,1.96
Scott,5127,73477569,0.443
Scotts Bluff,31157,1297853,0.299
Screven,13251,30348,0.109
Sedgwick,8115,574492,0.189
Seminole,40133,31188,0.147
Seneca,39147,704464,0.054
Seward,31159,611176,0.037
Sharkey,28125,546312,0.112
Shawano,55115,716992,0.194
Shawnee,20177,806906,0.817
Sheboygan,55117,420290,0.401
Shelby,48419,82513656,0.417
Shenandoah,51171,689250,0.832
Sherburne,27141,152453,0.313
Sheridan,56033,17957380,0.475
Sherman,48421,1893616,0.025
Shiawassee,26155,409035,0.17
Sibley,27143,175260,0.028
Simpson,28127,3316956,0.623
Sioux,38085,2064816,0.283
Smith,48423,605212,0.225
Snyder,42109,77650,0.467
Somerset,42111,7890852,2.513
Southampton,51175,2303336,3.529
Spartanburg,45083,11754,1.557
Spencer,21215,884270,0.333
Spink,46115,26502485,1.651
Spotsylvania,51177,568945,3.783
Stafford,51179,200060,0.031
Stanley,46117,76702,0.418
Stanly,37167,86440,0.207
Stanton,31167,4713380,0.481
Stark,39151,5706873,0.242
Starke,18149,261788,0.045
Starr,48427,50917,0.188
Stearns,27145,466925,0.026
Steele,38091,5042756,0.217
Stephenson,17177,1158065,0.437
Steuben,36101,700144,0.209
Stevens,53065,2167545,0.072
Stewart,47161,847016,1.017
Stoddard,29207,3264115,1.807
Stokes,37169,8753,0.765
Story,19169,2943744,1.001
Stutsman,38093,9568552,1.081
Suffolk,51800,2514,0.175
Sullivan,47163,18757518,1.03
Sully,46119,984633,0.242
Sumner,47165,1898060,0.838
Sumter,45085,1051888,0.24
Sunflower,28133,14777475,1.235
Surry,51181,2366456,2.135
Susquehanna,42115,1145,0.028
Sussex,51183,15904842,1.258
Swift,27151,299617,0.091
Swisher,48437,94179,0.171
Switzerland,18155,237156,0.364
Talbot,24041,2544592,1.852
Talladega,1121,105081,0.194
Tallahatchie,28135,1534997,1.483
Tama,19171,1017773,0.236
