n,i,t,a
Tate,28137,21674,0.394
Tattnall,13267,1753,0.023
Taylor,55119,22132390,0.438
Tazewell,51185,3852328,0.403
Telfair,13271,11292,0.365
Tensas,22107,910730,0.556
Terrell,48443,719700,0.265
Texas,48000,732183,0.026
Thayer,31169,88439,0.008
Thomas,31171,7483407,0.193
Thurston,53067,432534,0.432
Tift,13277,1398,1.12
Tillman,40141,39331,0.066
Tioga,42117,34042,0.116
Tippecanoe,18157,303010,0.05
Tipton,47167,232150,0.037
Todd,46121,3926397,0.214
Toombs,13279,295,0.008
Towner,38095,319313,0.605
Traill,38097,3149541,0.425
Traverse,27155,431755,0.076
Travis,48453,25961,0.006
Treasure,30103,163262,1.037
Trego,20195,701473,0.933
Trempealeau,55121,14435,0.001
Trigg,21221,804016,1.285
Trimble,21223,6937,0.243
Tripp,46123,641097,0.174
Trousdale,47169,93974,1.237
Trumbull,39155,129715,0.172
Tunica,28143,333055,1.05
Turner,46125,8554730,0.279
Tuscarawas,39157,250632,0.359
Tuscola,26157,294046,0.151
Twin Falls,16083,464565,0.431
Tyrrell,37177,157177,0.216
Ulster,36111,10491,0.55
Union,5139,179314470,0.486
Uvalde,48463,952,0.006
Valley,31175,1505463,0.225
Van Buren,5141,36174600,2.659
Van Wert,39161,219357,0.21
Vance,37181,31236,1.195
Vanderburgh,18163,671981,0.721
Venango,42121,32949,0.098
Vermilion,22113,2756434,0.334
Vermillion,18165,907959,0.913
Vernon,55123,1895106,0.3
Victoria,48469,1555,0.001
Vigo,18167,1707316,0.647
Wabash,18169,1389298,0.1
Wabasha,27157,474643,0.589
Wabaunsee,20197,388935,0.219
Wadena,27159,8777,0.015
Wagoner,40145,4589,0.021
Wake,37183,77908,1.792
Wallace,20199,54435,0.011
Waller,48473,20999,0.093
Walsh,38099,1002452,0.483
Walton,13297,32224,0.324
Walworth,55127,3133692,0.309
Wapello,19179,9022139,3.706
Ward,48475,295728,0.433
Ware,13299,109229,0.205
Warren,51187,229205634,0.86
Warrick,18173,514694,0.331
Waseca,27161,215794,0.046
Washburn,55129,928,0.001
Washington,8121,654578112,0.788
Washita,40149,7069,0.605
Washtenaw,26161,1407229,1.086
Watonwan,27165,68112,0.006
Waukesha,55133,54506,0.034
Waupaca,55135,793427,0.282
Waushara,55137,391854,0.317
Wayne,54099,245819040,0.615
Weakley,47183,900381,0.481
Webster,54101,20929216,0.302
Weld,8123,1180412,0.373
Wells,38103,3666232,0.306
West Baton Rouge,22121,44258,0.772
West Carroll,22123,341356,0.581
Westmoreland,51193,6419160,1.81
Wharton,48481,973421,0.25
Wheeler,48483,10261456,0.351
White,5145,9480265,0.255
Whiteside,17195,1331001,0.2
Whitley,21235,878972,0.672
Wibaux,30109,73119,3.586
Wichita,48485,541876,0.064
Wicomico,24045,2863761,3.971
Wilcox,13315,19484,0.328
Wilkes,37193,60078,0.484
Wilkin,27167,776728,0.19
Will,17197,1887686,0.275
Willacy,48489,1777,0.075
Williams,39171,2963618,0.803
Williamsburg,51830,1371222,0.592
Williamson,48491,2435430,0.353
Wilson,48493,3117124,0.505
Windham,9015,4426,0.019
Winnebago,55139,1675041,0.118
Winneshiek,19191,45230,0.071
Winona,27169,4442,0.007
Wise,51195,174662,1.024
Wood,55141,10052784,0.871
Woodbury,19193,2601055,0.216
Woodford,21239,1113642,0.067
Woodruff,5147,72724,0.217
Woodson,20207,474653,0.331
Worcester,25027,5721898,1.902
Worth,29227,3710979,0.673
Wright,29229,14449719,0.348
Wyandot,39175,1068026,0.207
Yadkin,37197,465790,1.387
Yakima,53077,55895,0.233
Yalobusha,28161,15699,0.141
Yankton,46135,1750176,0.477
Yazoo,28163,946946,0.666
Yellow Medicine,27173,474129,0.066
Yellowstone,30111,6280,0.029
Yolo,6113,7813,0.018
York,51199,1570680,0.031
Yuma,8125,4414696,0.05
Ziebach,46137,70132,0.108
