n,i,t,a
Sioux,38085,1376577,1.58
Slope,38087,5978,0.338
Smith,48423,2955208,5.736
Smyth,51173,56340,1.973
Snyder,42109,480465,4.618
Somerset,42111,2538816,2.138
Southampton,51175,328768,3.216
Spartanburg,45083,12947,1.667
Spencer,21215,4537236,3.543
Spink,46115,6369270,1.532
Spotsylvania,51177,267751,4.7
Stafford,51179,1445824,0.916
Stanley,46117,118788,2.088
Stanly,37167,312283,5.359
Stanton,31167,12764466,3.207
Stark,39151,4133808,2.067
Starke,18149,285270,0.558
Starr,48427,86665,1.099
Stearns,27145,47061,0.023
Steele,38091,1228696,0.176
Stephenson,17177,1067367,0.617
Steuben,36101,1653506,1.843
Stevens,53065,5606265,0.338
Stewart,47161,162524,1.344
Stoddard,29207,865428,0.973
Stokes,37169,27,0.005
Story,19169,11894,0.002
Stutsman,38093,181962,0.302
Suffolk,51800,21066,1.813
Sullivan,47163,14409354,1.718
Sully,46119,3539202,3.855
Sumner,47165,276232,0.886
Sumter,45085,5652316,2.133
Sunflower,28133,1077378,0.375
Surry,51181,695352,3.989
Susquehanna,42115,128033,3.031
Sussex,51183,9816387,3.213
Suwannee,12121,4552,0.651
Swift,27151,40478,0.015
Swisher,48437,657,0.005
Switzerland,18155,297295,2.911
Talbot,24041,3719930,4.877
Tallahatchie,28135,361715,0.552
Tama,19171,24823,0.005
Tate,28137,1528,0.035
Tattnall,13267,57857,0.998
Taylor,55119,7830886,0.436
Tazewell,51185,168974,0.083
Telfair,13271,8128,0.421
Tensas,22107,234092,0.144
Terrell,48443,150120,0.289
Texas,48000,1787283,0.542
Thayer,31169,2577293,2.394
Thomas,31171,28562754,2.624
Thurston,53067,1456642,0.414
Tift,13277,5026,0.4
Tillman,40141,87770,0.236
Tioga,42117,305682,1.877
Tippah,28139,2096,0.02
Tippecanoe,18157,21664,0.006
Tipton,47167,620750,0.509
Todd,46121,1953753,1.2
Tolland,9013,52324,2.969
Tom Green,48451,73406,0.611
Tompkins,36109,78288,1.809
Toombs,13279,4360,0.157
Towner,38095,18722,0.155
Traill,38097,1133975,0.446
Traverse,27155,257726,0.086
Travis,48453,654000,2.827
Treasure,30103,25,0.0
Trego,20195,429770,3.372
Trempealeau,55121,45517,0.049
Trigg,21221,127124,0.326
Trimble,21223,4056,1.11
Tripp,46123,5262171,4.592
Trumbull,39155,113672,2.274
Tunica,28143,24261,0.343
Turner,46125,2367196,0.32
Tuscarawas,39157,339262,2.396
Tuscola,26157,315448,0.274
Twiggs,13289,490,0.705
Twin Falls,16083,42242,1.353
Tyrrell,37177,74936,0.302
Ulster,36111,1599,0.17
Union,5139,101935620,1.821
Uvalde,48463,43175,0.334
Valley,31175,5001753,1.247
Van Buren,5141,4527404,0.755
Van Wert,39161,1236679,4.545
Vanderburgh,18163,153500,0.821
Venango,42121,8652,0.188
Vermilion,22113,272272,0.035
Vermillion,18165,397539,0.74
Vernon,55123,1067799,0.223
Victoria,48469,2254504,2.948
Vigo,18167,877859,1.105
Wabash,18169,8823380,3.204
Wabasha,27157,113598,0.161
Wabaunsee,20197,674887,2.795
Wadena,27159,7547,0.091
Wagoner,40145,1581,0.034
Wake,37183,1000,1.315
Wallace,20199,3835184,5.575
Waller,48473,167229,1.333
Walsh,38099,224003,0.981
Walton,13297,4112,0.701
Walworth,55127,6419194,2.732
Wapello,19179,266136,0.28
Ward,48475,20138,0.536
Ware,13299,123651,0.707
Warren,51187,50013124,1.283
Warrick,18173,1379193,2.702
Waseca,27161,86216,0.015
Washburn,55129,19846,0.088
Washington,8121,528631328,2.413
Washtenaw,26161,99202,0.256
Watonwan,27165,39868,0.011
Waukesha,55133,208528,0.535
Waupaca,55135,315903,0.497
Waushara,55137,105008,0.548
Wayne,54099,200090304,2.329
Weakley,47183,91495,0.119
Webster,54101,44316408,2.172
Weld,8123,3535392,3.734
Wells,38103,5692040,3.774
West Carroll,22123,43466,0.107
Westmoreland,51193,1924924,2.156
Wharton,48481,275256,0.618
Wheeler,48483,1509736,0.669
White,5145,15495860,1.734
Whiteside,17195,894896,0.446
Whitley,21235,513820,0.831
Wichita,48485,6432778,5.367
Wicomico,24045,1046387,4.625
Wilbarger,48487,7179,0.134
Wilcox,13315,18840,1.063
Wilkes,37193,167826,4.373
Wilkin,27167,49589,0.091
Will,17197,1341478,0.908
Willacy,48489,165047,0.963
Williams,39171,2363112,3.07
Williamsburg,51830,1142266,2.333
Williamson,48491,12611265,2.641
Wilson,48493,1788116,0.943
Windham,9015,6038,0.032
Winnebago,55139,3323874,0.272
Winneshiek,19191,78300,0.131
Winona,27169,29821,0.081
Wood,55141,9464528,3.336
Woodbury,19193,305748,0.052
Woodford,21239,445060,1.159
Woodruff,5147,53665,1.535
Woodson,20207,105708,0.757
Worcester,25027,1467536,2.88
Worth,29227,370269,0.344
Wright,29229,438012,0.05
Wyandot,39175,3496877,7.036
Wyoming,56000,648948,1.533
Yadkin,37197,121196,1.651
Yankton,46135,3010383,2.474
Yates,36123,37947,1.813
Yazoo,28163,612968,0.301
Yell,5149,27839,0.783
Yellow Medicine,27173,164892,0.105
Yellowstone,30111,956,0.009
York,51199,25565390,2.123
Yuma,8125,10026804,2.061
Zavala,48507,12239,0.1
Ziebach,46137,67324,3.56
