n,i,t,a
Sedgwick,8115,17451014,2.182
Seminole,40133,397734,0.66
Seneca,39147,2751690,0.513
Seward,31159,9976230,0.995
Sharkey,28125,1553967,0.361
Shawano,55115,1217198,0.331
Shawnee,20177,2249842,1.059
Sheboygan,55117,135019,0.102
Shelby,48419,126900072,0.508
Shenandoah,51171,1577580,1.775
Sherburne,27141,842006,0.319
Sheridan,56033,33728635,0.232
Sherman,48421,71002432,1.501
Shiawassee,26155,2044898,0.825
Sibley,27143,5428610,0.28
Simpson,28127,712390,0.161
Sioux,38085,6169746,0.421
Slope,38087,14290,0.422
Smith,48423,703456,0.058
Snyder,42109,245287,0.467
Somerset,42111,1454864,0.867
Southampton,51175,59433,0.059
Spartanburg,45083,4855,0.1
Spencer,21215,2720560,0.299
Spink,46115,18248177,0.857
Spotsylvania,51177,7193,0.166
Stafford,51179,17615716,2.981
Stanley,46117,170348,0.378
Stanly,37167,28952,0.04
Stanton,31167,17187974,0.503
Stark,39151,1812411,0.083
Starke,18149,1631048,0.631
Starr,48427,1502348,0.49
Stearns,27145,4176698,0.308
Steele,38091,20124306,0.5
Stephenson,17177,921354,0.11
Steuben,36101,4403748,1.17
Stevens,53065,72398973,2.135
Stewart,47161,272390,0.467
Stoddard,29207,7832075,1.654
Stokes,37169,40778,1.107
Story,19169,594470,0.308
Stutsman,38093,18739903,1.528
Suffolk,51800,23709,0.59
Sullivan,47163,15837228,0.455
Sully,46119,1219375,0.168
Sumner,47165,23887726,2.633
Sumter,45085,9502472,1.181
Sunflower,28133,17688008,1.347
Surry,51181,150810,0.172
Susquehanna,42115,17510,0.168
Sussex,51183,14909844,0.714
Suwannee,12121,8548,0.106
Swift,27151,3660507,0.328
Swisher,48437,1832525,7.527
Switzerland,18155,737255,0.471
Talbot,24041,2284200,0.683
Talladega,1121,252338,0.439
Tallahatchie,28135,3452914,1.006
Tama,19171,2740835,0.127
Tate,28137,175470,0.263
Tattnall,13267,252600,2.098
Taylor,55119,17102491,0.446
Tazewell,51185,1496700,0.051
Telfair,13271,159498,1.146
Tensas,22107,731811,0.834
Terrell,48443,5389986,0.79
Texas,48000,38644428,6.758
Thayer,31169,302794,0.129
Thomas,31171,27580416,2.864
Thurston,53067,1489024,0.282
Tift,13277,18394,1.294
Tillman,40141,125439,0.681
Tioga,42117,375342,0.729
Tippecanoe,18157,849735,0.174
Tipton,47167,1203008,0.695
Todd,46121,8561400,0.318
Tom Green,48451,1081,0.008
Tompkins,36109,38129,1.451
Toombs,13279,33672,0.698
Towner,38095,1011208,0.871
Traill,38097,19479099,1.724
Traverse,27155,19439335,1.33
Travis,48453,2256927,3.607
Treasure,30103,50406,0.267
Trego,20195,3182738,2.832
Trempealeau,55121,283430,0.027
Trigg,21221,864534,0.652
Trimble,21223,25052,0.085
Tripp,46123,178875,0.028
Trousdale,47169,11169,0.072
Trumbull,39155,526736,0.542
Tunica,28143,1094157,0.368
Turner,46125,6663258,0.319
Tuscarawas,39157,444842,0.641
Tuscola,26157,648985,0.123
Twiggs,13289,15421,0.364
Twin Falls,16083,7578,0.115
Tyrrell,37177,644084,0.562
Ulster,36111,61283,1.71
Umatilla,41059,6780,0.041
Union,5139,340092288,0.939
Uvalde,48463,1309534,5.236
Valley,31175,4444926,0.754
Van Buren,5141,33601044,1.154
Van Wert,39161,2617265,0.756
Vance,37181,20272,0.386
Vanderburgh,18163,1102494,2.117
Venango,42121,48599,0.136
Vermilion,22113,14231216,0.367
Vermillion,18165,2066577,0.334
Vernon,55123,60871107,2.905
Victoria,48469,821071,0.307
Vigo,18167,3920386,0.801
Wabash,18169,14401124,1.112
Wabasha,27157,470907,0.064
Wabaunsee,20197,4074913,3.465
Wadena,27159,78558,0.029
Wagoner,40145,434556,2.933
Wake,37183,142103,0.848
Walla Walla,53071,30200,0.198
Wallace,20199,1776560,0.247
Waller,48473,1708671,7.264
Walsh,38099,3174614,0.467
Walton,13297,142928,1.137
Walworth,55127,1356860,0.053
Wapello,19179,3426968,0.368
Ward,48475,3554772,1.926
Ware,13299,380030,1.24
Warren,51187,183235878,0.75
Warrick,18173,1792507,0.308
Waseca,27161,555832,0.045
Washburn,55129,102250,0.158
Washington,8121,903546112,0.724
Washita,40149,10014,2.222
Washtenaw,26161,1094601,1.324
Watonwan,27165,387718,0.112
Waukesha,55133,110851,0.027
Waupaca,55135,813092,0.214
Waushara,55137,430633,0.107
Wayne,54099,299368512,0.958
Weakley,47183,716694,0.428
Webster,54101,11267712,0.304
Weld,8123,748953,0.166
Wells,38103,14810160,0.78
West Carroll,22123,831932,0.577
Westmoreland,51193,480638,0.195
Wharton,48481,8497848,1.654
Whatcom,53073,11948,0.947
Wheeler,48483,8882888,2.001
White,5145,31355275,0.438
Whiteside,17195,632358,0.069
Whitley,21235,15903330,2.488
Wibaux,30109,79400,3.848
Wichita,48485,4817380,0.624
Wicomico,24045,2335963,1.578
Wilbarger,48487,86296,0.395
Wilcox,13315,114682,1.672
Wilkes,37193,15186,0.033
Wilkin,27167,2083489,0.999
Will,17197,1776934,0.274
Williams,39171,1902792,0.749
Williamsburg,51830,8003406,2.338
Williamson,48491,56178231,2.498
Wilson,48493,48151616,3.0
Windham,9015,331764,1.319
Winnebago,55139,2691996,0.047
Winneshiek,19191,392867,0.03
Winona,27169,159843,0.012
Wise,51195,156286,0.575
Wood,55141,13927448,0.304
Woodbury,19193,2799034,2.031
Woodford,21239,656786,0.036
Woodruff,5147,525775,0.551
Woodson,20207,5802553,8.562
Worcester,25027,594326,0.484
Worth,29227,2023209,0.245
Wright,29229,5587155,0.225
Wyandot,39175,1754335,0.406
Wyoming,56000,540412,0.571
Yadkin,37197,21615,0.04
Yalobusha,28161,30151,0.14
Yankton,46135,3470868,0.889
Yates,36123,108815,0.296
Yazoo,28163,16159001,5.106
Yellow Medicine,27173,3398348,0.337
Yellowstone,30111,203700,0.755
Yolo,6113,38230,0.042
York,51199,6155515,0.16
Yuma,8125,23154532,0.41
Zavala,48507,25288,0.2
Ziebach,46137,147887,0.195
