n,i,t,a
Bleckley,13023,92045,0.699
Bledsoe,47007,81091,1.96
Blue Earth,27013,1186211,0.388
Bolivar,28011,10367806,1.212
Bollinger,29017,253505,1.996
Bon Homme,46009,1335392,0.473
Bond,17005,3987872,1.383
Boone,54005,22850488,0.217
Bosque,48035,62982,2.084
Bottineau,38009,178590,0.922
Bourbon,21017,5135162,1.893
Bowie,48037,1210719,1.105
Bowman,38011,242592,0.65
Box Butte,31013,879389,0.616
Box Elder,49003,1127,0.026
Boyd,31015,443464,0.301
Bracken,21023,716,0.2
Bradford,42015,1929690,1.351
Branch,26023,283113,0.029
Brantley,13025,71710,0.804
Brazoria,48039,916704,0.977
Brazos,48041,314697,2.35
Breckinridge,21027,497123,0.203
Bremer,19017,124587,0.02
Briscoe,48045,39431,3.652
Bristol,51520,56214,1.942
Brookings,46011,5010038,0.811
Brooks,48047,298176,2.317
Brown,55009,505369791,0.588
Brule,46015,922619,0.105
Brunswick,51025,5158642,1.416
Buchanan,51027,5230587,0.365
Bucks,42017,150636,0.203
Buena Vista,51530,513928,0.004
Buffalo,55011,11449764,0.302
Bulloch,13031,466310,1.346
Bullock,1011,240388,2.818
Bureau,17011,2706128,0.302
Burke,38013,451095,0.329
Burleigh,38015,1352631,0.451
Burleson,48051,1864188,4.721
Burlington,34005,55033,0.292
Burnett,55013,83061,0.066
Burt,31021,5973700,1.272
Butler,42019,168747656,0.985
Butte,6007,1796184,0.618
Cabarrus,37025,7703,0.026
Cache,49005,44997,1.367
Caddo,40015,3414656,1.348
Caldwell,48055,8501875,0.788
Calhoun,54013,45969253,0.553
Callaway,29027,498997,0.194
Calloway,21035,115868,0.039
Calumet,55015,147403,0.06
Cambria,42021,489642,0.845
Camden,37029,1016588,0.363
Cameron,48061,445446,0.529
Campbell,56005,2851670,0.503
Canadian,40017,192884,3.121
Candler,13043,137971,1.316
Cannon,47015,3069,0.016
Cape Girardeau,29031,2837677,1.988
Carbon,56007,326908,0.399
Carlisle,21039,721720,1.108
Caroline,51033,3598704,0.618
Carroll,51035,149585371,0.511
Carson,48065,2239876,6.145
Carteret,37031,420566,1.503
Carver,27019,1106442,0.713
Casey,21045,114130,0.877
Cass,48067,440942481,0.621
Castro,48069,6274590,3.408
Caswell,37033,186772,1.473
Catahoula,22025,453341,0.454
Cattaraugus,36009,229029,0.334
Cavalier,38019,188161,0.903
Cayuga,36011,48060,0.167
Cecil,24015,209465,0.355
Cedar,31027,8934432,0.975
Centre,42027,692555,0.779
Cerro Gordo,19033,1615410,0.142
Chambers,48071,9386,0.106
Champaign,39021,13615200,0.159
Chariton,29041,1293139,0.302
Charles,24017,150787,0.269
Charles Mix,46023,1955901,0.399
Charlotte,51037,73694,0.086
Chase,31029,68877534,4.015
Chatham,37037,686608,1.848
Chautauqua,36013,1696688,1.492
Chaves,35005,28512,0.155
Cheatham,47021,59589,1.168
Chenango,36017,312491,5.12
Cherokee,48073,159648056,2.638
Cherry,31031,1596678,0.695
Chester,47023,3257082,1.203
Chesterfield,51041,737676,1.553
Cheyenne,8017,11058741,0.402
Chickasaw,28017,1076776,0.292
Chicot,5017,2455746,3.047
Chilton,1021,10684,1.718
Chippewa,55017,10863720,0.354
Chisago,27025,1228609,0.459
Chittenden,50007,291555,3.012
Chowan,37041,70494,0.273
Christian,29043,32410170,0.576
Cimarron,40025,4410988,2.54
Clare,26035,83126,0.181
Clarendon,45027,4733185,2.77
Clarion,42031,241037,0.339
Clark,55019,197656176,0.946
Clarke,51043,18645470,0.476
Clay,54015,518556852,0.529
Clayton,19043,272420,0.105
Clearfield,42033,137075,1.623
Clearwater,27029,1722604,0.481
Clermont,39025,859006,1.48
Cleveland,5025,252483,1.047
Clinch,13065,27147,1.011
Clinton,42035,82004184,0.349
Cloud,20029,48743,0.009
Coahoma,28027,2760457,1.038
Cochise,4003,2277,0.002
Codington,46029,2972463,0.386
Coffee,47031,4883097,0.765
Coffey,20031,5496968,3.444
Colbert,1033,55102,0.024
Cole,29051,50133,0.211
Coles,17029,1301031,0.163
Colfax,35007,970046,0.179
Colleton,45029,721078,2.326
Collin,48085,957765,0.142
Colorado,8000,2301614,1.929
Colquitt,13071,110489,1.034
Columbia,55021,16836648,0.554
Columbiana,39029,227712,0.045
Columbus,37047,10449305,2.057
Comal,48091,46213,1.315
Comanche,48093,2608296,2.787
Concordia,22029,276963,0.462
Conecuh,1035,194837,1.643
Conway,5029,104325,0.682
Cook,27031,211278,0.487
Cooke,48097,107073,1.29
Cooper,29053,6101452,1.345
Corson,46031,12187,0.008
Cortland,36023,32499,0.379
Coryell,48099,1212955,2.52
Coshocton,39031,371514,0.365
Cottonwood,27033,1097923,0.404
Covington,51580,1912890,2.767
Cowley,20035,7005908,3.558
Craig,51045,2791050,6.417
Craighead,5031,296163,1.081
Craven,37049,2399410,2.754
Crawford,55023,195467459,1.25
Crenshaw,1041,162351,1.073
Crisp,13081,4469,0.587
Crittenden,5035,2276572,1.48
Crockett,48105,112002,0.166
Crosby,48107,146059,4.965
Cross,5037,571613,1.151
Crow Wing,27035,256074,0.456
Culpeper,51047,102151,0.102
Cumberland,51049,24853440,0.741
Cuming,31039,376684,0.011
Currituck,37053,31039,0.262
Curry,41015,4996552,18.848
Custer,8027,24786732,0.271
Dade,29057,8793084,5.287
Dakota,31043,7020430,0.306
Dale,1045,404089,2.083
Dallam,48111,13117721,2.572
Dallas,5039,6434695,0.556
Dane,55025,469697,0.136
Darke,39037,5644824,0.672
Darlington,45031,1620298,1.864
Dauphin,42043,267375,0.356
Davidson,47037,387194,0.891
Davie,37059,18357,0.242
Daviess,29061,12705858,0.22
Davis,49011,11699456,2.192
Davison,46035,3883153,0.354
Dawes,31045,247779,0.149
Dawson,48115,17329368,0.518
Day,46037,4230980,0.573
De Kalb,29063,14058916,0.364
De Soto,22031,1570148,0.668
De Witt,48123,2906664,1.136
Deaf Smith,48117,9458062,4.93
Dearborn,18029,511489,1.32
Decatur,47039,40626365,0.821
Defiance,39039,2978789,0.587
Delaware,42045,22763888,0.194
Delta,8029,740865,0.205
Denton,48121,354617,2.054
Des Moines,19057,2045393,0.794
Desha,5041,193533,0.261
Deuel,46039,4514916,0.273
Dewey,46041,253208,0.063
Dickey,38021,24992179,1.79
Dickinson,26043,7855206,1.062
Dillon,45033,1655674,1.0
Divide,38023,57457,1.034
Dixon,31051,4930144,0.366
Dodge,55027,4634796,0.063
Dona Ana,35013,49033,0.64
Doniphan,20043,4025048,1.356
Donley,48129,90373,1.191
Dooly,13093,17805,0.507
Door,55029,2005074,0.848
Dorchester,45035,3315012,1.444
Dougherty,13095,8467,0.498
Douglas,8035,89510868,0.488
Drew,5043,1144,0.007
Dubois,18037,802162,0.165
Dubuque,19061,1066546,0.17
Dundy,31057,10437025,0.871
Dunklin,29069,817183,1.895
Dunn,55033,1143918,0.254
Duplin,37061,7386553,2.066
Dutchess,36027,36655,0.216
Duval,48131,202008,1.052
Dyer,47045,1343974,1.246
Early,13099,906514,1.764
East Carroll,22035,1060143,0.456
Eaton,26045,2638622,0.316
Eau Claire,55035,192655,0.028
Eddy,38027,1826656,1.086
Edgar,17045,1045362,0.119
Edgecombe,37065,311274,0.352
Edmonson,21061,206882,1.575
Edmunds,46045,11108218,1.044
Edwards,48137,14973027,1.61
Effingham,17049,1226182,0.745
Elbert,8039,677034,0.296
Elk,42047,2403002,4.246
Elkhart,18039,76941,0.021
Ellis,48139,9332388,1.412
Ellsworth,20053,713545,5.414
Elmore,16039,54774,0.965
Emanuel,13107,187743,1.241
Emmet,26047,1020946,0.046
Emmons,38029,1773241,0.174
Erath,48143,25073,0.48
Erie,42049,4776660,0.782
Escambia,12033,1413158,2.527
Essex,51057,25595,0.003
Evans,13109,59582,1.276
Fairfield,9001,3244089,0.14
Fallon,30025,150675,2.552
Falls,48145,7713329,3.75
Fannin,48147,632174,0.228
Faribault,27043,942453,0.035
Faulk,46049,5956179,0.468
Fauquier,51061,504474,0.732
Fayette,54019,116958457,0.44
Fillmore,31059,725456,0.015
Finney,20055,14485797,2.938
Fleming,21069,12260,0.194
Florence,55037,7275908,1.917
Floyd,51063,31402212,3.664
Ford,20057,32739830,2.381
Forsyth,37067,392506,0.457
Fort Bend,48157,2277763,3.313
Foster,38031,3082681,1.371
Fountain,18045,2754359,0.625
Franklin,53021,642904678,0.722
Frederick,51069,5055594,0.999
Freeborn,27047,714338,0.074
Fremont,8043,59779492,1.031
Frio,48163,23947,0.073
Frontier,31063,1304759,0.205
Fulton,5049,70503640,1.201
Furnas,31065,714178,0.119
Gadsden,12039,114396,2.439
Gage,31067,561027,0.05
Gallatin,30031,7677138,0.496
Gallia,39053,63587,0.316
Garden,31069,265675,0.068
Garfield,8045,39274362,3.107
Garrard,21079,2601,0.03
Garvin,40049,2033102,6.393
Gasconade,29073,316335,0.737
Gates,37073,448408,2.009
Geary,20061,830176,1.265
Genesee,36037,3205350,1.297
Geneva,1061,693626,2.071
Gentry,29075,495073,0.037
Georgetown,45043,165771,2.263
Gibson,47053,11516818,0.563
Giles,51071,246206,0.441
Gillespie,48171,340472,1.583
Gladwin,26051,33008,0.083
Gloucester,51073,36014,0.027
Golden Valley,38033,698270,1.433
Goliad,48175,388593,0.52
Gonzales,48177,668361,2.507
Goodhue,27049,461177,0.187
Goshen,56015,1933467,0.476
Gosper,31073,779168,1.068
Gove,20063,5376999,1.429
Grady,40051,3554828,3.089
Graham,4009,5444160,0.292
Grand Forks,38035,10586717,1.12
Grant,55043,537127545,1.172
Granville,37077,301946,0.925
Gratiot,26057,886934,0.233
Graves,21083,314944,0.054
Gray,48179,33258028,6.71
Grayson,51077,2761467,0.382
Greeley,31077,5565740,0.154
Green,55045,526688,0.24
Green Lake,55047,222368,0.127
Greene,51079,92105076,0.849
Greensville,51081,47401,0.73
Greenwood,45047,6308626,9.353
Gregory,46053,123352,0.137
Grenada,28043,136913,1.407
Griggs,38039,2846139,0.596
Grundy,47061,8507236,0.116
Guadalupe,48187,6493352,2.962
Guilford,37081,285714,0.486
Guthrie,19077,321540,0.029
Haakon,46055,217592,0.202
Hale,48189,15258482,8.311
Halifax,51083,731796,0.825
Hall,48191,7038696,0.251
Hamilton,48193,61975640,0.418
Hamlin,46057,3096425,1.064
Hampden,25013,1428,0.052
Hampshire,54027,65570,1.262
Hampton,51650,1542852,2.815
Hancock,54029,87913690,0.395
Hand,46059,8018251,0.464
Hanover,51085,108875,0.051
Hansford,48195,6268913,3.206
Hanson,46061,3639194,0.473
Hardeman,48197,213404,0.463
Hardin,48199,30472074,0.208
Harding,46063,79988,0.332
Hardy,54031,92809,0.254
Harford,24025,172060,1.281
Harlan,31083,561838,0.014
Harnett,37085,593795,1.275
Harper,40059,3867194,7.044
Harris,48201,3266554,5.072
Harrison,54033,69309912,0.401
Hart,21099,120268,0.599
Hartford,9003,295603,3.909
Hartley,48205,18559756,3.853
Harvey,20079,10115875,4.772
Haskell,48207,40906509,3.954
Hayes,31085,6876865,1.361
Hays,48209,443421,1.704
Haywood,47075,158622,0.12
Henderson,48213,22798875,0.297
Hendricks,18063,6037252,0.751
Hennepin,27053,330630,0.828
Henry,51089,145212060,1.082
Herkimer,36043,172349,0.933
Hertford,37091,600144,2.235
Hettinger,38041,59256,0.089
Hickman,47081,2513216,0.804
Hidalgo,48215,1447780,0.471
Highland,51091,3100648,0.359
Hill,48217,15703902,2.529
Hillsdale,26059,363870,0.067
Hitchcock,31087,1218426,0.389
Hocking,39073,193991,0.483
Hockley,48219,79353,7.804
Hodgeman,20083,2575923,3.364
Hoke,37093,30198,0.112
Holmes,39075,6623997,1.136
Holt,31089,57539576,1.957
Hopkins,48223,3903442,0.91
Horry,45051,7185129,3.644
Houston,48225,4106360,1.067
Howard,5061,22993649,0.142
Hubbard,27057,55593,0.17
Hughes,46065,613032,0.303
Humboldt,6023,713943,0.077
Humphreys,47085,19378050,4.922
Hunt,48231,89567,0.179
Hunterdon,34019,165486,0.926
Huntingdon,42061,3276315,3.283
Huntington,18069,5350682,1.609
Huron,39077,11395330,0.526
Hutchinson,48233,9857428,1.605
Hyde,46069,6394186,0.522
Ida,19093,503927,0.017
Independence,5063,1564788,3.31
Indiana,42063,667152,0.598
Ingham,26065,1197248,0.259
Ionia,26067,678136,0.214
Iosco,26069,111068,0.228
Iowa,55049,3308712,0.096
Iredell,37097,41173,0.218
Iroquois,17075,6612225,0.176
Irwin,13155,310781,1.608
Isabella,26073,668822,0.26
Isanti,27059,1183229,0.311
Isle of Wight,51093,25185,0.036
Issaquena,28055,472832,0.605
Itawamba,28057,25890,0.091
Jackson,8057,394366320,0.588
Jasper,48241,101201312,1.334
Jay,18075,2370186,0.227
Jeff Davis,48243,187064,1.309
Jefferson,8059,374120812,0.73
Jenkins,13165,77098,0.894
Jennings,18079,2851399,0.4
Jerauld,46073,2094985,0.735
Jersey,17083,825154,0.274
Jewell,20089,239860,0.071
Jim Wells,48249,565350,0.667
Jo Daviess,17085,961316,0.173
Johnson,56019,170772048,1.277
Johnston,40069,2550770,2.476
Jones,48253,22641588,1.051
Juneau,55057,786008,0.216
Juniata,42067,417653,1.154
Kalamazoo,26077,112320,0.019
Kanabec,27065,441089,0.366
Kandiyohi,27067,2813173,0.065
Kane,49025,1194980,0.034
Kankakee,17091,2217363,0.18
Karnes,48255,1428923,2.658
Kay,40071,10178474,3.602
Kearney,31099,3060136,0.431
Kearny,20093,3568619,1.094
Keith,31101,3181884,0.642
Kendall,48259,903468,0.075
Kenosha,55059,211715,0.047
Kent,48263,42805325,1.127
Keokuk,19107,2902929,0.687
Kewaunee,55061,931478,0.391
Keya Paha,31103,98395,0.063
Kidder,38043,427702,0.286
Kimball,31105,195128,0.129
King William,51101,4274,0.001
King and Queen,51097,7332,0.002
Kingman,20095,910700,3.926
Kingsbury,46077,3172534,0.25
Kiowa,8061,12311550,1.514
Kit Carson,8063,7305488,0.187
Kittson,27069,746277,0.601
Knox,48275,102133206,0.314
Koochiching,27071,114424,1.883
Kosciusko,18085,1477117,0.295
Kossuth,19109,1487524,0.128
La Crosse,55063,308140,0.107
La Moure,38045,18048319,0.983
La Porte,18091,486176,0.156
La Salle,48283,5244771,0.19
Labette,20099,13456831,4.586
Laclede,29105,279361,2.093
Lafayette,55065,19479480,0.544
Lake,8065,71517516,1.581
Lake of the Woods,27077,1801,0.344
Lamar,48277,3073140,0.612
Lamb,48279,4470501,3.45
Lancaster,51103,6894060,0.14
Lane,41039,4103994,1.132
Langlade,55067,366320,0.209
Lanier,13173,38613,0.902
Lapeer,26087,1085825,0.318
Laramie,56021,137076,0.135
Larimer,8069,88240,0.017
Larue,21123,218572,0.088
Lauderdale,47097,5000259,0.546
Laurens,45059,555320,1.449
Lavaca,48285,440428,2.597
Lawrence,5075,82907176,1.346
Le Flore,40079,89432,0.578
Le Sueur,27079,521689,0.049
Lea,35025,112122,0.38
Leavenworth,20103,1382868,0.375
Lebanon,42075,1609049,3.415
Lee,51105,193799064,1.036
Leflore,28083,6370124,0.858
Lehigh,42077,1673937,3.736
Lenawee,26091,1958151,0.529
Lenoir,37107,3434296,1.568
Lewis,54041,47216099,0.943
Lexington,51678,136762,0.323
Liberty,48291,1452820,0.68
Licking,39089,784176,0.233
Limestone,48293,1428782,0.965
Lincoln,8073,460467216,0.556
Linn,41043,19713236,0.834
Lipscomb,48295,148421,1.561
Little River,5081,306991,0.903
Live Oak,48297,1093886,1.522
Livingston,36051,51044082,0.428
Logan,8075,118277370,0.59
Lonoke,5085,414977,1.765
Lorain,39093,3796775,2.412
Loudon,47105,205698,0.404
Louisa,51109,2479556,0.326
Loup,31115,3424,0.006
Lowndes,28087,1674540,1.163
Lubbock,48303,349814,4.486
Lucas,39095,7671360,1.136
Luzerne,42079,422386,1.574
Lycoming,42081,251516,0.768
Lyman,46085,611695,0.337
Lyon,32019,54670940,0.826
Macomb,26099,820107,0.853
Macon,47111,62310174,0.623
Macoupin,17117,20584626,1.123
Madison,51113,351054500,0.525
Mahaska,19123,2789592,0.78
Mahnomen,27087,1265817,0.079
Mahoning,39099,90491,0.216
Major,40093,29556,0.926
Manitowoc,55071,568605,0.056
Marathon,55073,285381,0.042
Marengo,1091,51279,0.624
Marinette,55075,802734,0.351
Marion,54049,331800934,1.291
Marlboro,45069,279313,0.172
Marquette,55077,2905432,0.409
Marshall,54051,268081056,0.296
Martin,48317,15754164,1.015
Mason,54053,29669742,0.696
Massac,17127,338093,0.189
Matagorda,48321,1883116,1.637
Maury,47119,59916,0.742
McClain,40087,559043,3.737
McCone,30055,101594,2.114
McCook,46087,3425175,0.582
McCracken,21145,1118039,0.558
McCulloch,48307,135977,1.676
McCurtain,40089,2795131,2.47
McDonough,17109,3077662,0.676
McHenry,38049,6709664,0.801
McIntosh,40091,3904221,0.156
McKenzie,38053,76022,0.353
McLean,38055,23237205,0.416
McLennan,48309,8899224,3.755
McLeod,27085,5385721,0.537
McMinn,47107,449391,1.815
McNairy,47109,10567,0.024
McPherson,46089,34779465,2.277
Meade,46093,8571147,0.78
Mecklenburg,51117,71186,0.261
Mecosta,26107,172153,0.265
Medina,48325,7499932,1.745
Meeker,27093,3613446,0.554
Meigs,47121,133972,0.096
Mellette,46095,920,0.064
Menard,48327,635792,0.254
Menominee,55078,5013532,0.818
Merced,6047,3585,0.004
Mercer,54055,51598392,0.463
Merrick,31121,1478671,0.319
Metcalfe,21169,22047,0.931
Miami,39109,21063399,0.907
Midland,48329,541328,0.099
Mifflin,42087,476301,1.121
Milam,48331,5227128,3.019
Mille Lacs,27095,2095494,1.115
Miller,5091,22332501,1.388
Mills,48333,11528048,0.413
Milwaukee,55079,9292,0.09
Miner,46097,4676528,0.766
Minnehaha,46099,3777561,0.438
Missaukee,26113,4943,0.007
Mississippi,5093,30796602,3.259
Mitchell,48335,3625920,0.264
Mobile,1097,106434,1.657
Moniteau,29135,1457186,1.926
Monona,19133,6131088,1.207
Monroe,55081,329686117,1.319
Montcalm,26117,197271,0.167
Montgomery,51121,483935094,1.062
Montour,42093,152571,0.667
Montrose,8085,7335,0.08
Moody,46101,3388914,0.227
Moore,48341,21388722,3.965
Morehouse,22067,1807669,0.789
Morgan,8087,117360320,0.866
Morrill,31123,1166433,0.161
Morris,48343,16227246,4.614
Morrison,27097,3498856,0.436
Morrow,41049,2743994,0.513
Morton,38059,13430658,1.779
Moultrie,17139,2034313,0.3
Mountrail,38061,124622,0.896
Mower,27099,126194,0.005
Muhlenberg,21177,1340416,0.535
Murray,40099,2951829,0.072
Muscatine,19139,605156,0.132
Muskegon,26121,170942,0.228
Muskingum,39119,690293,1.067
Muskogee,40101,1655159,2.35
Musselshell,30065,196484,4.27
Nance,31125,922141,0.131
Nash,37127,230870,1.075
Natchitoches,22069,809396,2.815
Navarro,48349,730263,1.401
Nelson,51125,6285729,0.595
Nemaha,31127,6572990,0.347
Neosho,20133,10476497,4.236
Ness,20135,1140127,5.138
New Castle,10003,101046,0.029
New London,9011,71795,0.81
New Madrid,29143,3373308,2.025
Newaygo,26123,118426,0.114
Newberry,45071,28911,0.656
Newton,5101,36765102,2.84
Niagara,36063,1428733,2.179
Nicholas,54067,286704,0.598
Nicollet,27103,1094864,0.161
Noble,40103,15555711,1.348
Nobles,27105,530038,0.031
Nodaway,29147,1403349,0.159
Norman,27107,3382369,0.325
Northampton,51131,1592295,0.451
Northumberland,51133,2191158,0.316
Norton,51720,1528314,0.111
Nowata,40105,113150,1.689
Noxubee,28103,1398242,0.384
Nuckolls,31129,333674,0.15
Nueces,48355,250258,0.291
Obion,47131,955646,0.441
Oceana,26127,74440,0.233
Ochiltree,48357,1798582,2.04
Oconto,55083,2078380,0.471
Ogemaw,26129,48650,0.043
Ogle,17141,1394950,0.021
Ohio,54069,10156832,0.712
Okaloosa,12091,55095,1.131
Oklahoma,40109,1118072,3.763
Okmulgee,40111,682849,6.076
Oldham,48359,42484,1.11
Oliver,38065,213038,0.434
Olmsted,27109,156016,0.013
Oneida,55085,273993,0.266
Onondaga,36067,140265,0.349
Onslow,37133,1468677,4.458
Ontario,36069,1686672,1.254
Orange,6059,5251440,0.651
Orangeburg,45075,3383851,1.221
Orleans,50019,6163413,2.869
Osage,40113,14135796,1.451
Osborne,20141,388542,0.158
Osceola,26133,1540410,0.34
Oswego,36075,4459,0.133
Otero,8089,1425376,0.941
Otoe,31131,1290376,0.144
Otsego,36077,515786,1.11
Ottawa,40115,21254756,1.741
Ouachita,5103,317298,0.278
Outagamie,55087,2110396,0.459
Owen,21187,2842644,0.642
Ozaukee,55089,131922,0.2
Page,51139,7997598,0.946
Palo Alto,19147,1862274,0.199
Pamlico,37137,923731,1.379
Panola,48365,1299238,0.736
Park,8093,107607,0.2
Parke,18121,2188303,0.544
Parmer,48369,14082653,8.053
Pasquotank,37139,661535,0.908
Patrick,51141,36,0.002
Paulding,39125,5941530,1.069
Pawnee,40117,23456298,2.467
Payne,40119,19291,1.78
Peach,13225,14704,0.12
Pembina,38067,3613961,0.83
Pemiscot,29155,387311,0.964
Pender,37141,3092605,5.186
Pendleton,54071,142294,0.218
Pennington,46103,658608,0.58
Peoria,17143,1181889,0.125
Pepin,55091,37816,0.014
Perkins,46105,15937186,0.257
Perquimans,37143,498733,1.176
Perry,5105,51193510,0.839
Person,37145,256704,1.507
Pettis,29159,4803626,2.253
Phelps,31137,10952280,0.576
Phillips,8095,37425412,0.807
Piatt,17147,3020157,0.278
Pickaway,39129,2262074,0.424
Pierce,55093,20036625,0.382
Pike,5109,94711190,0.626
Pinal,4021,515510,2.624
Pine,27115,663842,0.439
Pipestone,27117,2148832,0.275
Pitt,37147,1046308,1.497
Pittsylvania,51143,1041608,1.433
Platte,56031,14631123,0.594
Plymouth,25023,4456472,0.256
Pocahontas,54075,394052,0.024
Poinsett,5111,794421,1.104
Pointe Coupee,22077,1179234,0.964
Polk,55095,43936500,0.388
Pontotoc,40123,469150,1.187
Pope,5115,5510316,0.229
Portage,55097,1409050,0.634
Porter,18127,508821,0.239
Posey,18129,2420528,0.631
Pottawatomie,40125,5102626,1.137
Potter,48375,3384303,0.217
Poweshiek,19157,1010371,0.017
Prairie,5117,1142498,2.753
Pratt,20151,4397987,3.261
Preble,39135,2586848,0.417
Prentiss,28117,146134,0.63
Presque Isle,26141,78068,0.639
Price,55099,17138,0.199
Prince Edward,51147,28579,0.393
Prince George,51149,16223,0.016
Prowers,8099,4794846,0.989
Pueblo,8101,178281,0.142
Pulaski,5119,24168375,1.025
Putnam,54079,34210350,0.535
Quay,35037,56553,0.779
Queen Anne's,24035,4631446,1.532
Quitman,28119,7205638,1.927
Racine,55101,254661,0.023
Ralls,29173,1420068,0.29
Ramsey,38071,24029634,1.285
Randall,48381,709934,8.11
Randolph,54083,50718832,0.683
Rankin,28121,287940,1.286
Ransom,38073,19128411,2.104
Rapides,22079,388925,0.725
Rawlins,20153,1919983,0.121
Ray,29177,1121362,0.387
Red Lake,27125,461008,0.099
Red River,48387,1973204,1.409
Red Willow,31145,5462049,0.515
Redwood,27127,5812492,0.419
Refugio,48391,55513,0.398
Reno,20155,6160001,3.986
Rensselaer,36083,108221,1.196
Renville,38075,12581066,0.607
Republic,20157,176497,0.024
Rice,27131,23923052,1.452
Richardson,31147,2203962,1.752
Richland,55103,239345855,0.733
Richmond,51760,543650,0.345
Riley,20161,560302,0.877
Ringgold,19159,1709083,0.221
Ripley,29181,7280854,1.084
Roberts,48393,14023392,1.289
Robertson,48395,885885,0.328
Robeson,37155,3200052,1.467
Rock,55105,6185268,0.131
Rock Island,17161,543912,0.154
Rockbridge,51163,180570,0.9
Rockingham,51165,3072456,0.835
Rolette,38079,568069,1.233
Rooks,20163,388489,0.528
Roosevelt,35041,1360950,2.118
Roseau,27135,456549,0.479
Rosebud,30087,223331,2.027
Ross,39141,819392,0.282
Rowan,37159,65876,0.21
Rush,20165,6736720,1.632
Rusk,55107,1433312,0.377
Russell,51167,3205036,2.089
Rutherford,47149,4808,0.001
Rutland,50021,286573,2.22
Sac,19161,1063427,0.026
Sacramento,6067,8828,0.008
Saginaw,26145,1511063,0.247
Salem,51775,1135468,1.135
Saline,5125,27000255,0.387
Saluda,45081,49971,1.163
Sampson,37163,5345701,1.629
San Joaquin,6077,1232,0.001
San Patricio,48409,213108,0.149
Sanborn,46111,8757615,1.081
Sandusky,39143,1855366,0.288
Sangamon,17167,5346259,0.601
Sanilac,26151,1087105,0.15
Santa Rosa,12113,43369,2.838
Sargent,38081,23376678,1.276
Sarpy,31153,947504,0.278
Sauk,55111,1186921,0.3
Saunders,31155,316907,0.087
Sawyer,55113,66308,0.097
Schley,13249,31712,2.726
Schuyler,36097,12371706,0.919
Schuylkill,42107,1648186,1.694
Scioto,39145,39099,0.471
Scotland,37165,9847394,1.254
Scott,5127,150441203,0.661
Scotts Bluff,31157,2590050,0.365
Screven,13251,232671,1.058
