n,i,t,a
Susquehanna,42115,71588,0.747
Sussex,51183,1789200,0.105
Suwannee,12121,1335,0.098
Swift,27151,4822841,0.587
Swisher,48437,47742,0.385
Switzerland,18155,118708,0.535
Talbot,24041,80726,0.015
Tallahatchie,28135,449555,0.678
Tama,19171,965620,0.283
Tate,28137,910,0.012
Tattnall,13267,5679,0.291
Taylor,55119,12185187,0.814
Tazewell,51185,518510,0.143
Tensas,22107,64634,0.134
Terrell,48443,156302,0.464
Terry,48445,7284,1.625
Texas,48000,934326,0.108
Thayer,31169,327647,0.266
Thomas,31171,18134817,0.866
Thurston,53067,232834,0.039
Tift,13277,627,0.02
Tillman,40141,60993,0.126
Tioga,42117,44878,0.211
Tippecanoe,18157,1244422,0.634
Tipton,47167,1021826,0.207
Todd,46121,6715677,1.012
Tompkins,36109,20796,0.13
Toombs,13279,9391,0.276
Towner,38095,163966,1.337
Traill,38097,6984234,1.764
Traverse,27155,2184863,0.298
Travis,48453,627,0.004
Treasure,30103,46668,0.648
Trego,20195,245991,0.577
Trempealeau,55121,983008,2.218
Trigg,21221,43393,0.538
Tripp,46123,2303215,0.994
Trousdale,47169,4024,0.08
Trumbull,39155,230844,1.476
Turner,46125,1062836,0.162
Tuscarawas,39157,500115,1.419
Tuscola,26157,1483665,0.686
Twiggs,13289,758,0.129
Twin Falls,16083,128329,2.698
Tyrrell,37177,384551,0.808
Ulster,36111,814,0.977
Union,5139,61548552,0.522
Valley,31175,3582657,0.617
Van Buren,5141,2368780,0.257
Van Wert,39161,955780,0.255
Vanderburgh,18163,901968,2.599
Venango,42121,58801,0.72
Vermilion,22113,6140230,0.336
Vermillion,18165,1355133,0.85
Vernon,55123,1864890,0.399
Victoria,48469,112728,0.523
Vigo,18167,1194794,0.75
Wabash,18169,2213948,0.246
Wabasha,27157,706325,0.486
Wabaunsee,20197,4228,0.002
Wadena,27159,461596,1.646
Wagoner,40145,16683,0.399
Wallace,20199,1121111,0.664
Waller,48473,9747,0.027
Walsh,38099,2050767,5.418
Walton,13297,1136,1.127
Walworth,55127,3268734,0.589
Wapello,19179,51196,0.068
Ward,48475,306570,0.979
Ware,13299,120008,0.327
Warren,51187,41257958,0.252
Warrick,18173,1178741,1.056
Waseca,27161,747740,0.214
Washburn,55129,338614,2.078
Washington,8121,199497184,0.599
Washtenaw,26161,433523,0.991
Watonwan,27165,175485,0.064
Waukesha,55133,657136,1.13
Waupaca,55135,2171996,2.352
Waushara,55137,1022175,1.817
Wayne,54099,59487536,0.546
Weakley,47183,227183,0.257
Webster,54101,8713648,0.243
Weld,8123,3297260,1.176
Wells,38103,6700344,1.608
West Carroll,22123,106440,0.314
Westmoreland,51193,444586,0.501
Wharton,48481,81436,0.142
Wheeler,48483,4570904,0.915
White,5145,12801695,0.278
Whiteside,17195,363452,0.119
Whitley,21235,1159468,0.332
Wichita,48485,377588,0.297
Wicomico,24045,135280,0.127
Wilbarger,48487,49579,0.464
Wilcox,13315,2752,0.106
Wilkes,37193,5036,0.087
Wilkin,27167,1022669,0.469
Will,17197,493465,0.439
Willacy,48489,6464,0.166
Williams,39171,948484,0.76
Williamsburg,51830,444400,0.389
Williamson,48491,1947915,0.403
Wilson,48493,264720,0.042
Windham,9015,1238,0.006
Winnebago,55139,11474835,0.919
Winneshiek,19191,638408,0.251
Winona,27169,470879,0.345
Wood,55141,7102256,1.085
Woodbury,19193,1929802,0.246
Woodford,21239,1690420,0.227
Woodruff,5147,89945,0.732
Woodson,20207,56693,0.206
Worcester,25027,129202,0.312
Worth,29227,4998708,0.529
Wright,29229,3976596,0.224
Wyandot,39175,1091234,0.838
Wyoming,56000,1174312,1.37
Yadkin,37197,3022,0.016
Yakima,53077,1630,0.532
Yalobusha,28161,1090,0.042
Yankton,46135,449201,0.172
Yates,36123,173947,1.795
Yazoo,28163,26547,0.045
Yell,5149,6350,0.088
Yellow Medicine,27173,1712282,0.455
Yellowstone,30111,14021,0.281
York,51199,2139210,0.054
Yuma,8125,7346898,0.391
Zavala,48507,39147,0.262
Ziebach,46137,11647,0.648
