n,i,t,a
Campbell,56005,7830320,0.778
Candler,13043,191010,0.466
Cannon,47015,19751,0.146
Cape Girardeau,29031,81483,0.288
Carbon,56007,45240,0.223
Carlisle,21039,94131,0.362
Caroline,51033,209254,0.068
Carroll,51035,25500202,0.174
Carson,48065,5108,0.012
Carteret,37031,1173879,0.662
Carver,27019,571674,0.301
Cass,48067,54998586,0.426
Cassia,16031,33342,0.145
Castro,48069,200860,0.408
Caswell,37033,1177,0.312
Catahoula,22025,1560637,0.643
Cattaraugus,36009,87635,1.104
Cavalier,38019,61001,0.386
Cayuga,36011,173905,2.043
Cecil,24015,5350,0.017
Cedar,31027,5030982,0.16
Centre,42027,19149,0.023
Cerro Gordo,19033,2153044,0.485
Chambers,48071,850130,1.916
Champaign,39021,3847746,0.154
Chariton,29041,145485,0.124
Charles,24017,1036,0.003
Charles Mix,46023,3825856,0.794
Charlotte,51037,15298,0.257
Chase,31029,2013460,0.16
Chatham,37037,2130,0.989
Chautauqua,36013,106218,0.367
Chenango,36017,9979,0.209
Cherokee,48073,3232840,0.096
Cherry,31031,219372,0.809
Chester,47023,123090,0.102
Chesterfield,51041,74162,1.013
Cheyenne,8017,28211610,1.283
Chickasaw,28017,892996,0.218
Chicot,5017,12949,0.073
Chilton,1021,629,0.292
Chippewa,55017,13321278,0.651
Chisago,27025,521136,1.117
Chittenden,50007,17091,0.307
Chowan,37041,6590,0.32
Christian,29043,3451317,0.237
Cimarron,40025,78116,0.062
Clare,26035,310314,2.083
Clarendon,45027,44029,0.145
Clarion,42031,63588,0.306
Clark,55019,48763500,0.744
Clarke,51043,762670,0.198
Clay,54015,72392094,0.238
Clayton,19043,746532,0.556
Clearfield,42033,40850,0.235
Clearwater,27029,651774,1.778
Clermont,39025,100245,0.335
Clinton,42035,35193069,0.368
Cloud,20029,11301,0.06
Coahoma,28027,100063,0.102
Cochise,4003,67061,0.27
Cocke,47029,2270,0.06
Codington,46029,1959264,0.564
Coffee,47031,378168,0.278
Coffey,20031,13228,0.108
Colbert,1033,8656,0.04
Cole,29051,2225,0.032
Coles,17029,378306,0.168
Colfax,35007,88954,0.025
Colleton,45029,32446,0.167
Collin,48085,28406,0.126
Colorado,8000,118312,0.345
Colquitt,13071,122,0.015
Columbia,55021,25322720,1.765
Columbiana,39029,327599,0.686
Columbus,37047,782940,0.573
Comanche,48093,24093,0.018
Concordia,22029,113181,0.362
Conecuh,1035,26675,1.8
Conway,5029,5585,1.72
Cook,27031,100869,0.228
Cooper,29053,19865,0.018
Corson,46031,233545,1.316
Cortland,36023,2478,0.042
Coryell,48099,21406,0.109
Coshocton,39031,477824,1.828
Cottonwood,27033,233954,0.043
Covington,51580,34176,1.252
Cowley,20035,6352,0.033
Craig,51045,7404,0.048
Craighead,5031,14244,0.087
Craven,37049,35114,0.249
Crawford,55023,43386013,0.63
Crenshaw,1041,20318,1.764
Crisp,13081,826,0.055
Crittenden,5035,2375832,0.673
Crockett,48105,20788,0.041
Cross,5037,192854,0.347
Crow Wing,27035,333977,3.151
Culpeper,51047,6869,0.027
Cumberland,51049,2617984,0.177
Cuming,31039,484932,0.169
Currituck,37053,5006,0.011
Custer,8027,33360600,1.081
Dade,29057,24513,0.089
Dakota,31043,2329518,0.122
Dale,1045,53838,0.553
Dallam,48111,490778,0.358
Dallas,5039,1456095,0.101
Dane,55025,1607934,0.447
Darke,39037,517228,0.24
Darlington,45031,95531,0.292
Dauphin,42043,28036,0.072
Davidson,47037,42156,0.197
Davie,37059,7921,0.142
Daviess,29061,6682539,0.472
Davis,49011,108516,0.027
Davison,46035,884744,0.307
Dawes,31045,69759,0.924
Dawson,48115,12340776,0.654
Day,46037,1158280,0.388
De Kalb,29063,10567152,0.278
De Soto,22031,90858,0.485
De Witt,48123,1438608,0.264
Deaf Smith,48117,15540,0.017
Dearborn,18029,70804,0.643
Decatur,47039,22689605,0.445
Defiance,39039,633194,0.617
Delaware,42045,18887190,0.393
Delta,8029,547977,0.831
Des Moines,19057,24473,0.141
Deuel,46039,2564640,0.51
Dewey,46041,320622,0.749
Dickey,38021,4465439,0.902
Dickinson,26043,192942,0.019
Dickson,47043,6052,0.523
Dillon,45033,486,0.001
Divide,38023,38126,1.184
Dixon,31051,116292,0.233
Dodge,55027,17941672,0.661
Dona Ana,35013,39100,0.881
Doniphan,20043,8041,0.001
Dooly,13093,1236,0.667
Door,55029,761397,2.872
Dorchester,45035,87330,0.06
Douglas,8035,31352928,0.241
Drew,5043,1423,0.39
Dubois,18037,840972,0.633
Dubuque,19061,408918,0.443
Dundy,31057,1651731,0.367
Dunklin,29069,144439,0.777
Dunn,55033,3076536,1.234
Duplin,37061,296443,0.204
Durham,37063,4486,1.36
Dutchess,36027,4277,0.04
Duval,48131,6728,0.053
Dyer,47045,49105,0.262
Early,13099,7435,0.049
East Carroll,22035,61363,0.091
Eaton,26045,629724,0.888
Eau Claire,55035,310237,0.475
Eddy,38027,2206254,3.622
Edgar,17045,677410,0.09
Edgecombe,37065,2047,0.031
Edmonson,21061,6379,0.106
Edmunds,46045,1195141,0.461
Edwards,48137,619440,0.21
Effingham,17049,105726,0.058
Elbert,8039,91798,0.96
Elk,42047,16030,0.086
Elkhart,18039,322982,0.442
Ellis,48139,379548,0.18
Ellsworth,20053,974,0.013
Emanuel,13107,64477,0.771
Emmet,26047,343100,0.091
Emmons,38029,2003535,1.423
Erath,48143,59,0.0
Erie,42049,3581400,1.455
Escambia,12033,7930,0.584
Essex,51057,29040,0.011
Etowah,1055,10478,0.688
Evangeline,22039,2423,0.892
Evans,13109,9636,0.096
Fairfield,9001,875808,0.46
Fall River,46047,33403,1.011
Falls,48145,138848,0.068
Fannin,48147,39488,0.078
Faribault,27043,1028884,0.112
Faulk,46049,134754,0.028
Faulkner,5045,2362,0.092
Fauquier,51061,7095,0.012
Fayette,54019,25577387,0.312
Fillmore,31059,3279338,0.143
Finney,20055,130456,0.093
Fleming,21069,3030,0.208
Florence,55037,321894,0.458
Floyd,51063,3322080,0.301
Ford,20057,1613438,0.116
Fort Bend,48157,2630,0.049
Foster,38031,2790694,4.745
Fountain,18045,841373,0.353
Franklin,53021,92590082,0.334
Frederick,51069,269884,0.036
Freeborn,27047,1489354,0.16
Fremont,8043,708172,0.164
Frontier,31063,2036211,0.646
Fulton,5049,8032400,0.169
Furnas,31065,2243053,0.915
Gadsden,12039,7768,0.369
Gage,31067,87903,0.016
Gallatin,30031,7441467,0.928
Gallia,39053,2598,0.107
Garden,31069,166535,0.178
Garfield,8045,535986,0.356
Gasconade,29073,7080,0.135
Geary,20061,2154,0.013
Genesee,36037,1793962,1.686
Geneva,1061,49694,0.34
Gentry,29075,524080,0.274
Georgetown,45043,40481,0.74
Gibson,47053,1876682,0.705
Gilchrist,12041,1083,0.043
Giles,51071,179166,0.225
Gillespie,48171,7763,0.41
Gladwin,26051,174708,1.32
Gloucester,51073,53466,0.035
Golden Valley,38033,232044,0.501
Goliad,48175,952,0.01
Gonzales,48177,2342,0.006
Goodhue,27049,887874,0.382
Goshen,56015,803874,0.878
Gosper,31073,1577860,0.809
Gove,20063,1719919,2.491
Grady,40051,30440,0.039
Graham,4009,7065897,1.516
Grand Forks,38035,6363883,4.011
Grand Traverse,26055,10394,0.222
Grant,55043,89886375,0.321
Gratiot,26057,2824712,1.722
Graves,21083,75800,0.075
Gray,48179,362132,0.195
Grayson,51077,535779,0.392
Greeley,31077,8352234,1.041
Green,55045,1166776,0.425
Green Lake,55047,1220705,2.631
Greene,51079,36068046,0.225
Greensville,51081,19086,0.716
Greenwood,45047,21680,0.022
Gregory,46053,3148363,3.295
Griggs,38039,1807221,3.303
Grundy,47061,2718600,0.178
Guadalupe,48187,100046,0.049
Guilford,37081,7040,0.019
Guthrie,19077,182737,0.148
Haakon,46055,72259,0.253
Hale,48189,8292,0.075
Halifax,51083,21082,0.071
Hall,48191,1639053,0.321
Hamblen,47063,8796,0.182
Hamilton,48193,20626810,0.363
Hamlin,46057,1249913,0.464
Hampshire,54027,7702,1.523
Hampton,51650,130182,0.277
Hancock,54029,26869570,0.377
Hand,46059,1575268,0.482
Hanover,51085,96375,0.068
Hansford,48195,123191,0.068
Hanson,46061,411610,0.305
Hardeman,48197,155442,0.578
Hardin,48199,18497058,0.494
Harding,46063,35630,0.718
Hardy,54031,43479,0.353
Harford,24025,34677,0.087
Harlan,31083,1770542,0.431
Harnett,37085,9795,0.057
Harper,40059,9166,0.097
Harris,48201,428414,0.949
Harrison,54033,8691256,0.144
Hart,21099,19892,0.641
Hartford,9003,3523,0.06
Hartley,48205,6288542,1.648
Harvey,20079,7199,0.03
Haskell,48207,961224,0.12
Hawkins,47073,571,0.143
Hayes,31085,1121942,0.436
Haywood,47075,45906,0.439
Henderson,48213,7838945,0.539
Hendricks,18063,1904543,0.122
Hennepin,27053,120261,0.3
Henry,51089,26537870,0.304
Herkimer,36043,44601,1.057
Hertford,37091,8071,0.051
Hettinger,38041,244352,1.321
Hickman,47081,50012,0.387
Hidalgo,48215,23128,0.01
Highland,51091,814942,0.289
Hill,48217,33824,0.055
Hillsdale,26059,404787,0.776
Hitchcock,31087,1289454,0.926
Hodgeman,20083,148688,0.41
Hoke,37093,7841,0.129
Holmes,39075,2181372,0.544
Holt,31089,933540,0.084
Hopkins,48223,449536,0.655
Horry,45051,423677,0.698
Houston,48225,2023315,0.594
Howard,5061,28401534,0.386
Hubbard,27057,1040756,2.482
Hughes,46065,1439778,0.427
Humboldt,6023,682101,0.102
Humphreys,47085,12578,0.025
Hunt,48231,27855,0.055
Huntingdon,42061,238692,0.153
Huntington,18069,1518198,0.313
Huron,39077,4789550,0.949
Hutchinson,48233,1173544,0.072
Hyde,46069,3300966,0.467
Iberville,22047,23138,2.447
Ida,19093,238906,0.04
Independence,5063,282585,3.215
Indiana,42063,978228,0.547
Ingham,26065,279182,0.473
Ionia,26067,474580,0.738
Iowa,55049,1984068,0.215
Iredell,37097,20472,0.067
Iroquois,17075,1560610,0.107
Irwin,13155,30475,0.601
Isabella,26073,1095407,0.979
Isanti,27059,787702,0.809
Isle of Wight,51093,31970,0.285
Issaquena,28055,65981,0.17
Itawamba,28057,9655,0.495
Jackson,8057,104600016,0.481
Jasper,48241,15047240,0.198
Jay,18075,463293,0.349
Jefferson,8059,77162644,0.407
Jenkins,13165,71771,0.606
Jennings,18079,857442,1.326
Jerauld,46073,161643,0.095
Jersey,17083,94370,0.332
Jewell,20089,220308,1.151
Jim Wells,48249,44662,0.057
Jo Daviess,17085,1280872,0.446
Johnson,56019,12579948,0.146
Johnston,40069,64100,0.131
Jones,48253,8626506,0.484
Juneau,55057,2601266,1.713
Juniata,42067,44219,0.157
Kalamazoo,26077,113469,0.485
Kanabec,27065,557508,1.534
Kandiyohi,27067,1653217,0.425
Kane,49025,1809594,0.377
Kankakee,17091,401728,0.055
Karnes,48255,33371,0.192
Kaufman,48257,3185,0.062
Kay,40071,10263,0.04
Kearney,31099,647417,0.275
Kearny,20093,284470,0.535
Keith,31101,1124423,0.6
Kendall,48259,359922,0.073
Kenosha,55059,356982,0.783
Kent,48263,2659105,0.287
Keokuk,19107,325272,0.113
Kewaunee,55061,2163890,3.515
Keya Paha,31103,213058,1.598
Kidder,38043,1002061,1.684
Kimball,31105,251785,0.531
King George,51099,4620,0.021
King William,51101,21708,0.011
King and Queen,51097,18853,0.013
Kingsbury,46077,664344,0.038
Kiowa,8061,4682793,0.979
Kit Carson,8063,10104926,1.423
Kittson,27069,325786,1.893
Knox,48275,31291425,0.382
Koochiching,27071,16239,1.433
Kosciusko,18085,1294224,0.502
Kossuth,19109,1664430,0.435
La Crosse,55063,106552,0.743
La Moure,38045,5185937,0.964
La Porte,18091,342258,0.414
La Salle,48283,4294137,0.308
Labette,20099,21152,0.098
Lafayette,55065,10420668,0.272
Lake,8065,5895936,0.287
Lake of the Woods,27077,7742,0.49
Lamar,48277,368696,0.135
Lamb,48279,33786,0.073
Lancaster,51103,1104440,0.023
Lane,41039,594748,0.861
Langlade,55067,360442,2.64
Lanier,13173,10955,1.039
Lapeer,26087,176839,0.768
Laramie,56021,78069,0.496
Larimer,8069,756297,1.839
Larue,21123,27148,0.138
Lauderdale,47097,459987,0.58
Laurens,45059,99688,0.808
Lavaca,48285,2917,0.014
Lawrence,5075,8207870,0.214
Le Sueur,27079,902540,0.285
Leavenworth,20103,20096,0.055
Lebanon,42075,12805,0.021
Lee,51105,38242740,0.201
Lehigh,42077,44756,0.055
Lenawee,26091,1482312,0.683
Lenoir,37107,78904,0.173
Lewis,54041,1202138,0.128
Lexington,51678,4318,0.178
Liberty,48291,4781364,1.109
Licking,39089,1365231,0.728
Limestone,48293,14936,0.017
Lincoln,8073,139500048,0.756
Linn,41043,5066204,0.235
Litchfield,9005,13678,1.7
Little River,5081,186869,0.483
Live Oak,48297,19129,0.133
Livingston,36051,9837390,0.435
Logan,8075,53018630,0.534
Lorain,39093,1959279,2.464
Loudoun,51107,28910,0.173
Louisa,51109,94642,0.017
Loup,31115,129806,0.606
Lowndes,28087,80067,0.538
Lucas,39095,1033168,0.684
Luzerne,42079,114980,0.505
Lycoming,42081,39355,0.36
Lyman,46085,906223,1.201
Lyon,32019,5430265,0.223
Macomb,26099,168658,0.951
Macon,47111,11790054,0.311
Macoupin,17117,733855,0.131
Madison,51113,43446600,0.268
Mahaska,19123,392547,0.165
Mahnomen,27087,2861538,2.818
Mahoning,39099,591338,2.902
Malheur,41045,3152,0.076
Manitowoc,55071,2536713,3.029
Marathon,55073,2578671,1.787
Marinette,55075,1369566,2.491
Marion,54049,35998367,0.446
Marlboro,45069,11215,0.045
Marquette,55077,3404428,2.452
Marshall,54051,69522588,0.559
Martin,48317,2625408,0.15
Mason,54053,5151828,0.508
Massac,17127,104565,0.287
Matagorda,48321,41695,0.326
McClain,40087,6704,0.022
McCook,46087,197101,0.028
McCracken,21145,147058,0.272
McCurtain,40089,311840,0.431
McDonough,17109,156896,0.092
McHenry,38049,3791240,1.016
McIntosh,40091,1556718,0.317
McKenzie,38053,22270,0.717
McLean,38055,7766790,0.393
McLennan,48309,22280,0.008
McLeod,27085,2930707,0.643
McMinn,47107,17435,0.199
McNairy,47109,129422,0.948
McPherson,46089,4334382,0.38
Meade,46093,694470,0.225
Mecklenburg,51117,1110,0.006
Mecosta,26107,229825,1.216
Medina,48325,2515574,2.603
Meeker,27093,1088454,0.307
Meigs,47121,55502,0.349
Mellette,46095,19337,0.343
Menard,48327,494242,0.136
Menominee,55078,1444216,2.422
Mercer,54055,15021576,0.472
Merrick,31121,93173,0.124
Miami,39109,2509386,0.152
Middlesex,9007,7536,0.354
Midland,48329,1358774,1.504
Mifflin,42087,60639,0.262
Milam,48331,329538,0.202
Mille Lacs,27095,327062,1.286
Miller,5091,684651,0.344
Mills,48333,17044,0.001
Miner,46097,299489,0.223
Minnehaha,46099,499166,0.102
Missaukee,26113,286190,2.014
Mississippi,5093,1022799,0.318
Mitchell,48335,5508155,0.196
Mobile,1097,375,0.06
Moniteau,29135,11420,0.018
Monmouth,34025,11760,0.645
Monona,19133,789555,0.208
Monroe,55081,32847859,0.527
Montcalm,26117,841517,1.172
Montgomery,51121,33808752,0.29
Montour,42093,30969,0.257
Montrose,8085,29351,2.22
Moody,46101,302246,0.432
Moore,48341,711264,0.208
Morehouse,22067,755240,0.618
Morgan,8087,52000674,0.384
Morrill,31123,1355884,1.273
Morris,48343,44436,0.027
Morrison,27097,2589202,1.208
Morrow,41049,2259594,1.171
Morton,38059,2414764,1.036
Moultrie,17139,881218,0.374
Mountrail,38061,18140,2.05
Mower,27099,1180678,0.161
Muhlenberg,21177,402582,0.672
Murray,40099,5473794,0.267
Muscatine,19139,633555,0.367
Muskegon,26121,340610,2.363
Muskingum,39119,431979,1.923
Nance,31125,419417,0.075
Nash,37127,4727,0.058
Natchitoches,22069,165979,0.469
Navarro,48349,27583,0.11
Nelson,51125,7268154,2.122
Nemaha,31127,121790,0.048
Neosho,20133,49636,0.098
Ness,20135,47843,0.641
New Castle,10003,1583,0.004
New London,9011,4394,0.757
New Madrid,29143,138695,0.299
Newaygo,26123,594579,3.703
Newton,5101,2060472,0.175
Niagara,36063,609565,3.174
Nicholas,54067,22686,0.246
Nicollet,27103,1480652,0.438
Noble,40103,2508561,0.385
Nobles,27105,346264,0.046
Nodaway,29147,251758,0.077
Norman,27107,2706088,1.832
Northampton,51131,386361,0.058
Northumberland,51133,344462,0.229
Norton,51720,6455568,2.789
Nottoway,51135,1946,0.228
Nowata,40105,965,0.051
Noxubee,28103,15564,0.22
Nuckolls,31129,229317,0.247
Nueces,48355,26628,0.088
Obion,47131,271463,0.283
Oceana,26127,93497,2.269
Oconto,55083,2950867,3.829
Ogemaw,26129,454011,1.866
Ogle,17141,2561477,0.174
Ohio,54069,3624288,1.435
Okmulgee,40111,19831,0.622
Oldham,48359,100780,0.175
Oliver,38065,275242,1.425
Olmsted,27109,497778,0.375
Oneida,55085,23769,0.059
Onondaga,36067,31040,0.474
Onslow,37133,63460,0.545
Ontario,36069,558135,2.547
Orange,6059,1887024,0.153
Orangeburg,45075,82347,0.328
Orleans,50019,1000263,1.492
Osage,40113,53202,0.059
Osborne,20141,42398,0.394
Osceola,26133,301962,0.35
Oswego,36075,30987,1.274
Otero,8089,2302940,5.321
Otoe,31131,13070,0.001
Otsego,36077,7560,0.116
Ottawa,40115,5268464,0.829
Ouachita,5103,8036,0.177
Outagamie,55087,5432541,4.418
Owen,21187,826720,0.396
Owyhee,16073,23550,0.287
Ozaukee,55089,899980,5.096
Page,51139,226114,0.085
Palo Alto,19147,345782,0.07
Pamlico,37137,37674,0.06
Panola,48365,50418,0.147
Park,8093,182997,0.497
Parke,18121,1299838,0.938
Parmer,48369,66378,0.379
Pasquotank,37139,34774,0.044
Paulding,39125,1531954,0.526
Pawnee,40117,85770,0.035
Pembina,38067,2353200,4.716
Pemiscot,29155,109175,0.143
Pender,37141,5862,0.042
Pendleton,54071,22384,0.246
Pennington,46103,632964,1.312
Peoria,17143,337510,0.159
Pepin,55091,118334,0.54
Perkins,46105,3468730,0.404
Perquimans,37143,1042,0.033
Perry,5105,11832540,0.441
Person,37145,7720,0.075
Pettis,29159,55749,0.033
Phelps,31137,3743506,0.562
Phillips,8095,12279888,1.237
Piatt,17147,1188382,0.202
Pickaway,39129,652706,0.466
Pierce,55093,13349000,0.74
Pike,5109,10284860,0.325
Pinal,4021,254659,2.338
Pine,27115,148229,1.295
Pipestone,27117,1089812,0.213
Pitt,37147,86462,0.3
Pittsylvania,51143,34950,0.164
Platte,56031,3412392,0.543
Plymouth,25023,343906,0.249
Pocahontas,54075,258692,0.054
Poinsett,5111,66830,0.317
Pointe Coupee,22077,5430,0.029
Polk,55095,39013284,0.726
Pontotoc,40123,4536,0.025
Pope,5115,5793069,0.383
Portage,55097,2524950,1.977
Porter,18127,90991,0.062
Posey,18129,1524220,0.617
Pottawatomie,40125,14136,0.002
Potter,48375,1034379,0.257
Powell,30077,62612,2.836
Poweshiek,19157,483454,0.171
Prairie,5117,28630,0.176
Pratt,20151,130757,0.151
Preble,39135,295318,0.177
Prentiss,28117,23860,0.457
Presque Isle,26141,27666,0.507
Price,55099,63224,2.968
Prince Edward,51147,842,0.152
Prince George,51149,4746,0.03
Prowers,8099,2700240,2.464
Pueblo,8101,778022,3.151
Pulaski,5119,1752016,0.284
Putnam,54079,15374169,0.247
Quay,35037,32984,1.41
Queen Anne's,24035,7370,0.015
Quitman,28119,227860,0.777
Racine,55101,934039,1.385
Ralls,29173,10765,0.019
Ramsey,38071,19741588,4.886
Randall,48381,17877,0.259
Randolph,54083,4036096,0.122
Ransom,38073,1303955,0.38
Rapides,22079,11744,0.047
Rawlins,20153,2005725,1.311
Ray,29177,14215,0.029
Red Lake,27125,439769,2.114
Red River,48387,218388,0.112
Red Willow,31145,2479254,0.85
Redwood,27127,1307722,0.223
Refugio,48391,49221,0.166
Reno,20155,32028,0.034
Rensselaer,36083,45320,0.302
Renville,38075,6770460,1.032
Republic,20157,398370,0.55
Rice,27131,1239248,0.09
Richardson,31147,31917,0.006
Richland,55103,31041185,0.652
Richmond,51760,51575,0.036
Riley,20161,10362,0.025
Ringgold,19159,224526,0.112
Ripley,29181,2622524,1.939
Roberts,48393,2720850,0.206
Robertson,48395,286782,0.163
Robeson,37155,246765,0.369
Rock,55105,9114465,0.525
Rock Island,17161,307787,0.267
Rockbridge,51163,8134,0.055
Rockingham,51165,19266,0.213
Rogers,40131,191,0.283
Rolette,38079,535215,3.167
Rooks,20163,163550,0.561
Roosevelt,35041,475316,0.686
Roseau,27135,726842,1.366
Rosebud,30087,12084,0.778
Ross,39141,117825,0.039
Rowan,37159,21216,0.226
Rush,20165,830468,0.155
Rusk,55107,1606494,2.393
Russell,51167,101008,0.563
Rutherford,47149,17708,0.058
Rutland,50021,18725,0.451
Sac,19161,827423,0.193
Saginaw,26145,3474381,1.12
Salem,51775,56932,0.025
Saline,5125,2818335,0.132
Saluda,45081,34,0.007
Sampson,37163,524374,0.456
San Joaquin,6077,437688,0.973
San Patricio,48409,21686,0.19
Sanborn,46111,1097783,0.218
Sandusky,39143,624692,0.745
Sangamon,17167,1300427,0.247
Sanilac,26151,676778,0.476
Sanpete,49039,93719,1.962
Santa Rosa,12113,1119,1.031
Saratoga,36091,31832,0.714
Sargent,38081,2810422,0.609
Sarpy,31153,20829,0.039
Sauk,55111,1339503,1.445
Saunders,31155,89553,0.02
Sawyer,55113,398474,2.458
Schley,13249,861,0.118
Schoharie,36095,2428,0.034
Schuyler,36097,217140,0.107
Schuylkill,42107,35419,0.065
Scioto,39145,29277,0.284
Scotland,37165,255302,0.052
Scott,5127,21087550,0.337
Scotts Bluff,31157,3549406,1.385
Screven,13251,30532,0.266
Sedgwick,8115,1220628,0.23
Seminole,40133,51621,0.118
Seneca,39147,1872902,0.74
Sequoyah,40135,233,0.04
Seward,31159,1122624,0.079
Shannon,46113,88818,1.305
Shawano,55115,2761789,3.148
Shawnee,20177,10730,0.049
Sheboygan,55117,1650264,4.013
Shelby,48419,21932883,0.153
Shenandoah,51171,26437,0.085
Sherburne,27141,406350,0.805
Sheridan,56033,34712720,1.621
Sherman,48421,37249620,0.922
Shiawassee,26155,973702,0.893
Sibley,27143,3327073,0.39
Simpson,28127,45766,0.025
Sioux,38085,2151384,0.992
Slope,38087,24130,1.014
Smith,48423,547476,0.46
Smyth,51173,55299,1.684
Snyder,42109,26317,0.082
Somerset,42111,431616,0.13
Southampton,51175,6010,0.023
Spencer,21215,4057558,1.455
Spink,46115,351652,0.039
Spotsylvania,51177,7306,0.05
Stafford,51179,68820,0.073
Stanley,46117,3662,0.89
Stanly,37167,10165,0.059
Stanton,31167,3155168,0.301
Stark,39151,5274246,0.874
Starke,18149,271226,0.12
Starr,48427,2950,0.159
Stearns,27145,2119789,0.81
Steele,38091,16056180,1.203
Stephenson,17177,1085318,0.255
Steuben,36101,1212112,0.395
Stevens,53065,15976092,0.305
Stewart,47161,75706,1.16
Stoddard,29207,336563,0.233
Stokes,37169,1532,1.055
Story,19169,687181,0.206
Stutsman,38093,7729807,2.426
Suffolk,51800,23889,0.32
Sullivan,47163,2566392,0.236
Sully,46119,830290,0.522
Sumner,47165,80936,0.138
Sumter,45085,769952,0.521
Sunflower,28133,81227,0.094
Surry,51181,72002,0.133
