n,i,t,a
Shiawassee,26155,492737,0.086
Sibley,27143,3825389,0.216
Simpson,28127,7548914,1.266
Sioux,38085,5755479,0.291
Slope,38087,83479,1.123
Smith,48423,598512,0.306
Snyder,42109,52527,0.079
Somerset,42111,1354036,0.188
Southampton,51175,567137,0.561
Spartanburg,45083,1134,1.04
Spencer,21215,3253102,0.827
Spink,46115,2317290,0.073
Spotsylvania,51177,114184,0.801
Stafford,51179,1573262,0.194
Stanley,46117,136616,0.085
Stanly,37167,151231,0.338
Stanton,31167,20180892,0.51
Stark,39151,6668430,0.503
Starke,18149,2506215,0.845
Starr,48427,16557,0.171
Stearns,27145,9040795,0.338
Steele,38091,12166464,0.234
Stephenson,17177,5516654,0.588
Steuben,36101,12190854,0.903
Stevens,53065,41063388,0.669
Stewart,47161,619206,1.375
Stoddard,29207,685343,0.557
Story,19169,13795206,1.637
Stutsman,38093,8256241,0.322
Sullivan,47163,33065592,1.51
Sully,46119,1329226,0.189
Sumner,47165,1844140,0.545
Sumter,45085,4229744,0.957
Sunflower,28133,646857,0.704
Surry,51181,2347630,1.874
Susquehanna,42115,20983,0.193
Sussex,51183,6651312,0.506
Swift,27151,6924865,0.255
Swisher,48437,332798,1.085
Switzerland,18155,752413,1.469
Talbot,24041,2209742,0.687
Talladega,1121,174354,0.304
Tallahatchie,28135,363117,1.058
Tama,19171,8005142,0.672
Tate,28137,16196,0.101
Tattnall,13267,91729,0.584
Taylor,55119,59787378,0.516
Tazewell,51185,851284,0.017
Telfair,13271,38387,0.476
Tensas,22107,56551,0.193
Terrell,48443,1236254,0.926
Terry,48445,12339,0.27
Texas,48000,5854977,0.466
Thayer,31169,529214,0.099
Thomas,31171,20450982,0.377
Thurston,53067,906656,0.088
Tift,13277,39774,0.428
Tillman,40141,178399,0.52
Tioga,42117,6250,0.093
Tippecanoe,18157,564547,0.03
Tipton,47167,1664202,0.233
Todd,46121,12773019,0.505
Tom Green,48451,43071,0.099
Toombs,13279,18190,0.401
Towner,38095,106635,0.232
Traill,38097,2394291,0.082
Traverse,27155,11848268,0.836
Travis,48453,343462,0.95
Trego,20195,241024,0.171
Trempealeau,55121,1374776,0.322
Treutlen,13283,353,0.03
Trigg,21221,1032988,0.866
Trimble,21223,36041,0.38
Tripp,46123,829591,0.147
Trousdale,47169,80469,0.542
Trumbull,39155,135698,0.326
Tulare,6107,53893,0.026
Tunica,28143,238067,1.063
Turner,46125,9837504,0.421
Tuscarawas,39157,505731,0.623
Tuscola,26157,341540,0.272
Twiggs,13289,1993,0.137
Twin Falls,16083,44149,0.49
Tyrrell,37177,388314,0.639
Umatilla,41059,9548,0.025
Union,5139,310471974,0.805
Uvalde,48463,353982,1.17
Valley,31175,4735266,0.165
Van Buren,5141,19069128,0.555
Van Wert,39161,6060617,0.876
Vance,37181,6866,0.367
Vanderburgh,18163,479714,0.237
Venango,42121,29541,0.372
Vermilion,22113,10903702,0.212
Vermillion,18165,2529787,0.98
Vernon,55123,11573631,0.688
Victoria,48469,358125,0.3
Vigo,18167,5061975,1.42
Wabash,18169,17240898,0.904
Wabasha,27157,2218189,0.437
Wabaunsee,20197,69947,0.046
Wadena,27159,1008272,1.181
Wagoner,40145,139114,1.527
Wake,37183,60610,0.852
Wallace,20199,3397909,0.72
Waller,48473,213922,0.316
Walsh,38099,2231578,0.576
Walton,13297,21562,0.073
Walworth,55127,8708604,0.438
Wapello,19179,8077154,2.163
Ward,48475,171182,0.081
Ware,13299,29289,0.182
Warren,51187,210500696,0.766
Warrick,18173,1774902,0.481
Waseca,27161,2720230,0.333
Washakie,56043,17421,0.21
Washburn,55129,1198841,1.114
Washington,8121,719239648,0.62
Washtenaw,26161,1746536,0.823
Watonwan,27165,2972872,0.216
Waukesha,55133,2135092,2.032
Waupaca,55135,1336241,0.427
Waushara,55137,1114454,0.508
Wayne,54099,405868016,0.849
Weakley,47183,2449309,1.068
Webster,54101,115364896,0.486
Weld,8123,2946387,0.19
Wells,38103,12416816,0.529
West Carroll,22123,282367,0.359
Westmoreland,51193,940982,0.396
Wharton,48481,2486899,1.422
Wheeler,48483,14537420,0.38
White,5145,29644975,0.653
Whiteside,17195,3095223,0.334
Whitley,21235,8260038,1.786
Wibaux,30109,4353,0.07
Wichita,48485,9639384,0.895
Wicomico,24045,686145,0.36
Wilbarger,48487,2188,0.067
Wilkin,27167,715638,0.078
Will,17197,801894,0.179
Willacy,48489,82073,0.582
Williams,39171,7433850,0.91
Williamsburg,51830,4811298,1.876
Williamson,48491,15298074,1.095
Wilson,48493,10654800,0.844
Windham,9015,46484,0.339
Winnebago,55139,24975522,0.356
Winneshiek,19191,5458417,0.735
Winona,27169,2092487,0.485
Wise,51195,135454,1.018
Wood,55141,24223856,0.773
Woodbury,19193,4083369,0.279
Woodford,21239,1378948,0.106
Woodruff,5147,84489,0.336
Woodson,20207,277004,0.349
Worcester,25027,1537182,0.442
Worth,29227,20827662,0.926
Wright,29229,53140134,0.702
Wyandot,39175,5689850,1.09
Wyoming,56000,574280,0.288
Yadkin,37197,280416,2.319
Yalobusha,28161,22180,0.366
Yankton,46135,4427400,0.943
Yates,36123,22867,0.053
Yazoo,28163,1764619,1.217
Yell,5149,4009,0.057
Yellow Medicine,27173,9464148,0.539
York,51199,21213310,0.337
Yuma,8125,27988284,0.484
Zavala,48507,5299,0.07
