n,i,t,a
Cape Girardeau,29031,12256,0.077
Caroline,51033,254226,0.98
Carroll,51035,2991066,0.373
Carson,48065,2626,0.023
Carver,27019,37068,0.057
Casey,21045,824,0.247
Cass,48067,8926128,0.311
Castro,48069,640,0.003
Caswell,37033,10570,0.46
Catahoula,22025,10230,1.427
Cavalier,38019,19823,3.54
Cedar,31027,1011444,0.093
Centre,42027,40296,0.762
Cerro Gordo,19033,127793,0.042
Champaign,39021,98984,0.033
Chariton,29041,46139,1.222
Charles Mix,46023,244288,0.185
Charlotte,51037,43452,0.438
Chase,31029,912792,0.391
Cherokee,48073,99048,0.092
Cherry,31031,560690,4.486
Chesterfield,51041,45574,1.56
Cheyenne,8017,3052755,2.222
Chickasaw,28017,199618,0.713
Chippewa,55017,1813566,1.955
Chisago,27025,173657,0.537
Christian,29043,129012,0.035
Cimarron,40025,10295,0.155
Clarendon,45027,7824,0.058
Clark,55019,23102880,0.847
Clarke,51043,732480,0.133
Clay,54015,7131420,0.677
Clayton,19043,131250,0.328
Clearwater,27029,215646,2.702
Clermont,39025,973,0.037
Clinton,42035,6290775,0.303
Cloud,20029,14635,0.367
Codington,46029,584399,3.403
Coffee,47031,35634,0.098
Coffey,20031,2531,0.102
Coles,17029,55678,0.305
Colfax,35007,9724,0.012
Colleton,45029,1680,0.02
Collin,48085,3422,0.043
Columbia,55021,2580176,2.625
Columbiana,39029,41485,1.932
Columbus,37047,107230,1.16
Concordia,22029,249984,2.147
Conecuh,1035,31659,0.737
Cook,27031,150081,0.473
Cooper,29053,3921,0.01
Corson,46031,102113,0.865
Coryell,48099,1456,0.055
Coshocton,39031,4919,0.07
Cottonwood,27033,54017,0.136
Cowley,20035,1184,0.117
Craighead,5031,1850,0.24
Craven,37049,53797,0.487
Crawford,55023,673079,0.044
Crow Wing,27035,75420,3.723
Cumberland,51049,756168,0.647
Cuming,31039,7051,0.004
Curry,41015,12858,0.035
Custer,8027,3668826,0.651
Dakota,31043,201380,0.089
Dale,1045,15177,0.176
Dallam,48111,42625,0.05
Dallas,5039,272235,0.384
Dane,55025,1340336,1.785
Darke,39037,32853,0.07
Darlington,45031,57006,0.748
Dauphin,42043,2706,0.035
Davidson,47037,18390,1.063
Daviess,29061,41844,0.025
Davis,49011,155718,0.138
Davison,46035,21553,0.027
Dawes,31045,17607,2.268
Dawson,48115,22975600,1.761
Day,46037,362182,2.19
De Kalb,29063,356672,0.391
De Witt,48123,18026,0.085
Deaf Smith,48117,77164,1.098
Dearborn,18029,12574,0.264
Decatur,47039,1675600,0.412
Defiance,39039,24481,0.59
Delaware,42045,738010,0.137
Delta,8029,82236,2.98
Denton,48121,9377,1.005
Des Moines,19057,50973,0.14
Deuel,46039,1453502,2.238
Dewey,46041,128930,0.665
Dickey,38021,445575,0.86
Dickinson,26043,28092,0.027
Dinwiddie,51053,3383,0.107
Divide,38023,3297,1.815
Dixon,31051,7083,0.005
Dodge,55027,2895684,0.906
Doniphan,20043,40158,0.089
Door,55029,123387,2.26
Dougherty,13095,664,0.03
Douglas,8035,3368640,0.738
Dubuque,19061,185332,0.386
Dundy,31057,594146,0.705
Dunn,55033,1816114,2.988
Duplin,37061,247289,1.282
Duval,48131,378032,1.546
Dyer,47045,7455,0.207
Early,13099,19023,0.23
East Carroll,22035,69477,1.147
Eaton,26045,171893,1.903
Eau Claire,55035,311141,4.917
Eddy,38027,625562,3.337
Edgar,17045,8882,0.024
Edgecombe,37065,196,0.002
Edmonson,21061,995,0.19
Edmunds,46045,415727,1.565
Edwards,48137,3798,0.113
Effingham,17049,10552,0.012
Elkhart,18039,1808,0.047
Ellis,48139,271800,0.404
Ellsworth,20053,7119,0.645
Emmet,26047,9084,0.004
Emmons,38029,637391,2.254
Erie,42049,445431,3.298
Escambia,12033,17378,0.109
Evangeline,22039,12545,1.258
Fairfield,9001,48276,0.115
Fall River,46047,8206,0.097
Falls,48145,355,0.007
Fannin,48147,49978,0.488
Faribault,27043,96885,0.092
Faulk,46049,95250,1.334
Fayette,54019,677622,0.088
Fillmore,31059,1187166,0.638
Finney,20055,5510,0.113
Fleming,21069,24676,0.522
Florence,55037,28666,0.15
Floyd,51063,364644,0.192
Ford,20057,147050,0.06
Fort Bend,48157,2792,2.692
Foster,38031,605784,3.003
Fountain,18045,169712,0.482
Franklin,53021,4896736,0.208
Frederick,51069,7604,0.01
Freeborn,27047,219292,0.277
Fremont,8043,110456,0.257
Frio,48163,28786,0.25
Frontier,31063,351882,0.268
Fulton,5049,2310216,0.386
Furnas,31065,149534,0.383
Gage,31067,5933,0.035
Gallatin,30031,65499,0.102
Gallia,39053,8487,2.684
Garden,31069,40413,0.318
Garfield,8045,3101190,6.67
Gates,37073,2636,0.065
Genesee,36037,960126,4.447
Geneva,1061,11215,0.086
Gentry,29075,45347,0.1
Georgetown,45043,1640,0.067
Gillespie,48171,829,0.235
Gladwin,26051,81598,4.545
Golden Valley,38033,98874,2.005
Goliad,48175,93216,1.56
Goodhue,27049,1066149,1.21
Goshen,56015,175846,0.924
Gosper,31073,1107666,2.036
Gove,20063,14861,1.47
Grady,40051,2368,0.005
Grand Forks,38035,238188,1.602
Grant,55043,12965865,0.774
Granville,37077,1234,1.165
Gratiot,26057,190521,1.718
Gray,48179,18698,0.04
Grayson,51077,699,0.01
Greeley,31077,681412,0.75
Green,55045,934938,1.238
Green Lake,55047,49226,2.4
Greene,51079,724668,0.18
Greensville,51081,459,0.007
Greenwood,45047,19684,0.5
Gregory,46053,43741,0.166
Griggs,38039,202029,4.978
Grundy,47061,378340,0.174
Guadalupe,48187,73064,0.48
Guthrie,19077,20878,0.033
Haakon,46055,597,0.02
Hale,48189,31914,0.044
Halifax,51083,42556,0.577
Hall,48191,293943,0.12
Hamilton,48193,1698970,0.28
Hamlin,46057,513242,3.257
Hancock,54029,1725080,0.112
Hand,46059,411528,1.056
Hansford,48195,9350,0.045
Hanson,46061,17584,0.047
Hardin,48199,199194,0.023
Harding,46063,94512,1.877
Harlan,31083,81810,0.038
Harnett,37085,1634,0.165
Harris,48201,101080,1.435
Harrison,54033,402536,0.272
Hart,21099,15428,0.737
Hartley,48205,49030,0.098
Harvey,20079,142887,10.602
Hawkins,47073,40,0.06
Hayes,31085,454268,2.242
Henderson,48213,288365,0.166
Hendricks,18063,6302,0.115
Hennepin,27053,14873,1.19
Henry,51089,6952970,0.148
Hertford,37091,2232,0.013
Hettinger,38041,93660,1.204
Hidalgo,48215,772470,2.4
Highland,51091,28714,0.138
Hill,48217,6926,0.205
Hillsdale,26059,80408,0.57
Hitchcock,31087,947439,3.045
Hodgeman,20083,3861,0.043
Hoke,37093,2619,0.055
Holmes,39075,21009,0.227
Holt,31089,679898,0.432
Horry,45051,14671,0.208
Houston,48225,706180,0.454
Howard,5061,10565226,0.787
Hubbard,27057,242217,7.01
Hughes,46065,841792,0.57
Humboldt,6023,113442,0.04
Humphreys,47085,28620,1.55
Hunt,48231,6045,0.575
Huntingdon,42061,95174,2.278
Huntington,18069,15250,0.098
Huron,39077,1019492,3.266
Hutchinson,48233,108208,0.081
Hyde,46069,490632,0.623
Ida,19093,7013,0.002
Independence,5063,61996,3.38
Indiana,42063,104930,1.728
Ingham,26065,79335,0.958
Ionia,26067,106347,0.94
Iowa,55049,1748220,0.478
Iroquois,17075,240141,0.095
Irwin,13155,14332,0.183
Isabella,26073,687687,2.998
Isanti,27059,86942,2.525
Jackson,8057,41635104,0.511
Jasper,48241,2157264,0.054
Jay,18075,31500,0.15
Jeff Davis,48243,12896,0.177
Jefferson,8059,19782568,0.52
Jefferson Davis,28065,67262,3.597
Jennings,18079,60085,0.287
Jerauld,46073,6421,0.117
Jersey,17083,19163,0.214
Jewell,20089,11170,0.73
Jim Wells,48249,30463,0.767
Jo Daviess,17085,309341,1.26
Johnson,56019,3358452,0.094
Johnston,40069,57856,0.492
Jones,48253,4429074,0.964
Juneau,55057,67554,0.743
Juniata,42067,17461,2.063
Kalamazoo,26077,32697,0.43
Kanabec,27065,158351,1.54
Kandiyohi,27067,251969,1.342
Kane,49025,404396,3.13
Kankakee,17091,260410,0.078
Karnes,48255,26624,0.28
Kay,40071,6419,0.32
Kearney,31099,257515,0.484
Kearny,20093,26201,1.757
Keith,31101,375309,2.048
Kendall,48259,98772,0.118
Kenosha,55059,272261,2.445
Kent,48263,531605,0.585
Keokuk,19107,596341,0.64
Kewaunee,55061,193162,2.063
Keya Paha,31103,467304,5.952
Kidder,38043,737711,6.155
Kimball,31105,221532,0.767
Kingman,20095,5278,0.38
Kingsbury,46077,1446485,2.65
Kit Carson,8063,358244,0.365
Kittson,27069,59134,2.953
Kleberg,48273,2359,0.565
Knox,48275,2328120,0.11
Kosciusko,18085,77597,0.227
Kossuth,19109,20610,0.008
La Moure,38045,324988,1.326
La Porte,18091,239125,0.528
La Salle,48283,451833,0.132
Labette,20099,741,0.117
Lafayette,55065,4376292,0.604
Lake,8065,11539368,0.532
Lamar,48277,55992,0.235
Lamb,48279,47589,0.57
Lancaster,51103,17132,0.022
Lane,41039,60760,2.98
Lapeer,26087,178683,2.237
Laramie,56021,52444,1.247
Larimer,8069,3278,0.087
Larue,21123,7602,0.135
Lauderdale,47097,125502,0.409
Lawrence,5075,358138,0.253
Le Sueur,27079,46327,1.738
Lea,35025,3129,0.07
Leavenworth,20103,16069,0.203
Lee,51105,1982976,0.598
Leflore,28083,11799,0.25
Lenawee,26091,125174,1.05
Lenoir,37107,174519,0.258
Lewis,54041,1019158,0.764
Liberty,48291,224356,3.167
Licking,39089,18618,0.093
Lincoln,8073,47853912,0.795
Linn,41043,706980,0.175
Live Oak,48297,17157,0.147
Livingston,36051,822744,1.1
Logan,8075,8695700,0.998
Lorain,39093,66238,0.726
Louisa,51109,206986,0.23
Loup,31115,9889,0.167
Lowndes,28087,210216,0.931
Lucas,39095,162330,0.128
Lunenburg,51111,821,2.817
Lyman,46085,89615,1.193
Lyon,32019,528205,0.06
Macon,47111,183294,0.196
Macoupin,17117,89429,0.243
Madison,51113,16493240,0.23
Mahaska,19123,88763,0.052
Mahnomen,27087,22890,1.78
Malheur,41045,87164,2.683
Manitowoc,55071,72959,1.193
Marathon,55073,822858,2.895
Marinette,55075,15763,2.443
Marion,54049,3770056,0.384
Marshall,54051,3868944,0.751
Martin,48317,315324,0.045
Mason,54053,315450,0.211
Massac,17127,19922,0.09
Matagorda,48321,295368,3.447
Maury,47119,4972,0.492
McCook,46087,39240,0.12
McDonough,17109,51875,0.07
McHenry,38049,850306,2.426
McIntosh,40091,799314,1.943
McKenzie,38053,23337,1.003
McLean,38055,1029996,1.223
McLennan,48309,89868,1.337
McLeod,27085,86281,0.165
McPherson,46089,1325958,1.845
Meade,46093,34905,0.25
Mecklenburg,51117,32418,0.438
Mecosta,26107,118285,3.603
Medina,48325,115160,0.422
Meeker,27093,146471,0.586
Meigs,47121,73652,1.074
Mellette,46095,54136,1.983
Menard,48327,115536,0.096
Menominee,55078,536924,2.977
Mercer,54055,3325696,1.413
Merrick,31121,156626,0.643
Miami,39109,109320,0.074
Midland,48329,8066,0.387
Milam,48331,7252,0.53
Millard,49027,445,1.3
Mille Lacs,27095,80021,1.723
Miller,5091,258810,1.535
Mills,48333,40146,0.018
Miner,46097,188059,0.572
Minnehaha,46099,231376,0.235
Mitchell,48335,642585,0.539
Mobile,1097,28548,0.345
Monona,19133,25359,0.4
Monroe,55081,5259545,0.574
Montcalm,26117,439686,1.58
Montgomery,51121,4664484,0.158
Moody,46101,421601,1.49
Moore,48341,27681,0.03
Morehouse,22067,36494,2.58
Morgan,8087,1585936,0.179
Morrill,31123,27668,0.042
Morris,48343,2229,0.013
Morrison,27097,1122423,3.782
Morrow,41049,64042,0.652
Morton,38059,629038,1.031
Moultrie,17139,3215,0.012
Mountrail,38061,23302,1.975
Mower,27099,388494,0.846
Murray,40099,1567542,0.35
Muscatine,19139,197633,0.445
Muskogee,40101,8589,1.232
Nance,31125,338875,0.508
Nash,37127,518,0.005
Nelson,51125,470661,2.021
Nemaha,31127,56482,0.064
Neosho,20133,38027,1.035
New Madrid,29143,8248,0.4
Newton,5101,1163760,0.182
Nicholas,54067,6750,1.087
Nicollet,27103,57373,0.058
Noble,40103,2115,0.013
Nobles,27105,1093667,0.75
Nodaway,29147,37685,0.05
Norman,27107,108468,4.416
Northumberland,51133,1426,0.007
Norton,51720,97474,0.372
Noxubee,28103,81248,1.095
Nuckolls,31129,3272,0.043
Nueces,48355,87519,0.23
Oconto,55083,152066,3.123
Ogle,17141,255747,0.4
Ohio,54069,14448,0.235
Okaloosa,12091,451,0.025
Okmulgee,40111,2295,0.23
Oktibbeha,28105,28945,0.69
Oliver,38065,81534,0.855
Olmsted,27109,1182431,3.53
Onslow,37133,6790,0.125
Orange,6059,9536,0.114
Orangeburg,45075,11567,0.097
Osage,40113,11262,0.037
Osborne,20141,2475,0.253
Osceola,26133,81342,0.038
Otero,8089,32294,0.34
Otoe,31131,1680,0.007
Ottawa,40115,411012,0.794
Outagamie,55087,110280,1.788
Overton,47133,1933,1.45
Owen,21187,15668,0.33
Page,51139,23054,0.015
Palo Alto,19147,23607,0.017
Panola,48365,28494,0.355
Parke,18121,170942,0.558
Parmer,48369,67583,0.278
Paulding,39125,42434,0.132
Pawnee,40117,69066,0.607
Pembina,38067,130180,2.252
Pendleton,54071,172,0.003
Pennington,46103,235038,1.677
Peoria,17143,71948,0.064
Perkins,46105,1586412,1.882
Perquimans,37143,2454,0.025
Perry,5105,334150,1.023
Person,37145,4264,0.27
Pettis,29159,947,0.007
Phelps,31137,16267564,9.272
Phillips,8095,358640,0.151
Piatt,17147,12192,0.008
Pickaway,39129,64301,0.09
Pierce,55093,2306015,1.261
Pike,5109,460950,0.149
Pine,27115,65440,2.003
Pipestone,27117,1964896,2.657
Pittsylvania,51143,11364,0.247
Platte,56031,210087,0.403
Plymouth,25023,230928,0.525
Pocahontas,54075,2572,0.0
Pointe Coupee,22077,49654,0.42
Polk,55095,8087892,1.063
Pontotoc,40123,23358,1.377
Pope,5115,1380486,2.563
Portage,55097,345198,1.066
Porter,18127,96432,0.325
Posey,18129,5967,0.032
Pottawatomie,40125,9260,0.106
Potter,48375,248088,0.907
Poweshiek,19157,60611,0.042
Prairie,5117,23540,0.78
Preble,39135,192,0.001
Prentiss,28117,8216,0.805
Presque Isle,26141,89887,4.71
Prince Edward,51147,1152,0.11
Prince George,51149,356,0.004
Prowers,8099,55965,0.607
Pulaski,5119,1464869,0.373
Putnam,54079,546210,0.199
Queen Anne's,24035,10088,0.028
Quitman,28119,1074,0.335
Racine,55101,98433,0.903
Ralls,29173,5544,0.028
Ramsey,38071,238078,3.673
Randolph,54083,300208,0.583
Ransom,38073,852150,2.087
Rapides,22079,425,0.013
Rawlins,20153,571861,2.973
Ray,29177,6567,0.182
Red Lake,27125,270863,3.553
Red River,48387,89716,0.774
Red Willow,31145,735328,1.155
Redwood,27127,97298,0.03
Refugio,48391,130062,1.105
Reno,20155,60263,2.26
Renville,38075,469848,1.258
Republic,20157,4050,0.028
Rice,27131,343976,0.611
Richardson,31147,50091,0.323
Richland,55103,4131771,0.614
Riley,20161,503,0.01
Ringgold,19159,44674,0.068
Ripley,29181,58670,0.188
Roberts,48393,153014,0.478
Robertson,48395,3735,0.155
Robeson,37155,38005,0.392
Rock,55105,11696091,3.391
Rock Island,17161,51218,0.058
Rockingham,51165,35610,0.116
Rolette,38079,107165,3.417
Rooks,20163,962,0.085
Roosevelt,35041,6340,0.357
Roseau,27135,31285,1.53
Rosebud,30087,31207,1.177
Ross,39141,18902,0.043
Russell,51167,15132,0.318
Sac,19161,515,0.0
Saginaw,26145,279768,0.782
Saline,5125,160450,0.164
Sampson,37163,84342,1.491
San Patricio,48409,49922,0.195
Sanborn,46111,94643,0.867
Sandusky,39143,45233,0.91
Sangamon,17167,16706,0.023
Sanilac,26151,281736,6.857
Sanpete,49039,15464,0.62
Santa Rosa,12113,2480,0.158
Sargent,38081,243406,1.16
Sarpy,31153,115,0.0
Sauk,55111,125949,1.137
Saunders,31155,2381,0.002
Schley,13249,320,0.027
Schuyler,36097,132021,0.09
Scioto,39145,1041,0.106
Scotland,37165,148870,0.038
Scott,5127,3714425,0.611
Scotts Bluff,31157,161594,0.348
Screven,13251,466,0.003
Sedgwick,8115,664970,2.413
Seminole,40133,58539,0.26
Seneca,39147,14214,0.04
Seward,31159,34456,0.156
Shawano,55115,326611,2.166
Shawnee,20177,5488,0.022
Shelby,48419,1083483,0.073
Shenandoah,51171,6909,0.13
Sherburne,27141,132937,0.96
Sheridan,56033,4530585,2.949
Sherman,48421,11358672,1.797
Shiawassee,26155,51548,1.783
Sibley,27143,55216,0.038
Sioux,38085,190935,0.405
Slope,38087,47993,1.083
Smith,48423,2340,0.05
Somerset,42111,499924,1.612
Southampton,51175,11488,0.052
Spencer,21215,4280,0.967
Spink,46115,1020301,3.518
Stafford,51179,52544,0.086
Stanley,46117,173549,4.78
Stanton,31167,37884,0.519
Stark,39151,973671,0.75
Starke,18149,254794,1.49
Starr,48427,159829,4.398
Stearns,27145,1359531,1.214
Steele,38091,1332716,1.098
Stephenson,17177,380212,1.173
Stevens,53065,1178442,0.614
Stewart,47161,1242,0.043
Stoddard,29207,4278,0.065
Story,19169,17916,0.362
Stutsman,38093,788225,2.87
Sullivan,47163,510654,0.105
Sully,46119,114900,0.25
Sumner,47165,33840,0.329
Sumter,45085,145868,0.073
Sunflower,28133,4235,1.295
Sussex,51183,23919,0.036
Swift,27151,415502,1.914
Swisher,48437,25505,2.38
Switzerland,18155,10883,0.525
Tama,19171,188447,0.134
Tattnall,13267,1152,0.112
Taylor,55119,3517815,1.402
Tazewell,51185,21598,0.022
Telfair,13271,26347,0.757
Tensas,22107,68952,1.057
Terrell,48443,9096,0.083
Texas,48000,23670,0.035
Thayer,31169,81206,1.308
Thomas,31171,12249138,2.518
Thurston,53067,37202,0.087
Tift,13277,1709,0.043
Tioga,42117,614712,4.774
Tippecanoe,18157,252291,0.348
Tipton,47167,10426,0.117
Todd,46121,4021809,2.079
Towner,38095,27476,2.735
Traill,38097,53477,0.65
Traverse,27155,6863,0.04
Travis,48453,10175,0.833
Trempealeau,55121,210357,2.863
Trigg,21221,6019,0.06
Tripp,46123,312008,0.886
Trumbull,39155,247747,2.75
Turner,46125,154926,0.195
Tuscarawas,39157,4457,0.142
Tuscola,26157,59047,2.49
Twin Falls,16083,6335,4.8
Union,5139,4336848,0.573
Valley,31175,9537249,7.362
Van Buren,5141,1308492,0.998
Van Wert,39161,7282,0.13
Vermilion,22113,43066,0.007
Vermillion,18165,215934,0.44
Vernon,55123,270255,1.136
Victoria,48469,28680,0.207
Vigo,18167,171698,0.36
Wabash,18169,29530,0.062
Wabasha,27157,672501,3.662
Wabaunsee,20197,6646,0.093
Wadena,27159,184218,2.852
Wake,37183,2063,2.627
Wallace,20199,132506,0.675
Waller,48473,97288,0.777
Walsh,38099,154333,4.392
Walton,13297,2588,0.042
Walworth,55127,960626,0.924
Wapello,19179,101736,0.12
Ward,48475,410270,2.847
Warren,51187,3688734,0.205
Waseca,27161,131408,0.878
Washington,8121,22924928,1.225
Washtenaw,26161,1137,0.04
Watonwan,27165,1326,0.02
Waukesha,55133,778212,2.302
Waupaca,55135,53157,0.65
Wayne,54099,5487568,0.114
Webster,54101,297688,0.156
Weld,8123,91005,0.497
Wells,38103,666818,1.343
West Carroll,22123,26533,4.86
Wharton,48481,235421,0.433
Wheeler,48483,2290488,1.232
White,5145,250125,0.139
Whiteside,17195,95451,0.058
Whitley,21235,27738,0.198
Wichita,48485,1416,0.003
Wilcox,13315,1622,0.025
Wilkin,27167,111468,2.028
Will,17197,300781,0.248
Williams,39171,19130,1.347
Williamsburg,51830,100482,0.268
Williamson,48491,89130,0.329
Wilson,48493,58556,0.05
Winnebago,55139,932376,0.447
Winneshiek,19191,69604,0.198
Winona,27169,367043,2.893
Wood,55141,908188,0.997
Woodbury,19193,28252,0.02
Woodford,21239,112004,0.032
Woodruff,5147,2531,0.215
Woodson,20207,1655,0.057
Worth,29227,308268,0.074
Wright,29229,188889,0.192
Wyandot,39175,34804,0.22
Yadkin,37197,1317,0.583
Yankton,46135,22643,0.03
Yellow Medicine,27173,90868,0.343
Yellowstone,30111,1927,1.005
York,51199,126025,0.037
Yuma,8125,2347606,1.26
Zavala,48507,21160,0.268
Ziebach,46137,18293,2.183
