n,i,t,a
Treutlen,13283,1783,0.897
Turner,13287,1235,0.366
Twiggs,13289,2550,0.692
Ware,13299,66263,1.479
Washington,13303,31395,1.258
Wayne,13305,65012,0.954
Webster,13307,37477,2.178
Wheeler,13309,1041,0.358
Wilcox,13315,5093,0.344
Worth,13321,74040,2.379
Elmore,16039,63975,0.596
Gooding,16047,318061,0.709
Jerome,16053,66776,1.083
Owyhee,16073,29591,0.799
Twin Falls,16083,74120,0.152
Adams,17001,30283,0.015
Alexander,17003,472,0.01
Bond,17005,200837,0.32
Boone,17007,107747,0.145
Brown,17009,14363,0.022
Bureau,17011,690556,0.081
Calhoun,17013,34497,0.071
Carroll,17015,127633,0.409
Cass,17017,30011,0.058
Champaign,17019,1238603,0.121
Christian,17021,123131,0.013
Clark,17023,289512,0.118
Clay,17025,511920,0.703
Clinton,17027,396571,0.413
Coles,17029,163311,0.056
Cook,17031,35306,0.343
Crawford,17033,264514,0.203
Cumberland,17035,226552,0.154
De Kalb,17037,180548,0.154
De Witt,17039,133248,0.037
Douglas,17041,221219,0.044
Edgar,17045,615934,0.193
Edwards,17047,280848,0.667
Effingham,17049,362465,0.307
Fayette,17051,355839,0.201
Ford,17053,479277,0.06
Franklin,17055,187320,0.512
Fulton,17057,198485,0.105
Gallatin,17059,409556,0.176
Greene,17061,102361,0.063
Grundy,17063,213942,-0.033
Hamilton,17065,542304,0.485
Hancock,17067,64005,0.008
Henderson,17071,436034,0.214
Henry,17073,913191,0.199
Iroquois,17075,625332,0.039
Jackson,17077,4884,0.051
Jasper,17079,215004,0.179
Jefferson,17081,283279,0.325
Jersey,17083,21254,0.065
Jo Daviess,17085,90444,0.093
Johnson,17087,56410,0.356
Kane,17089,146814,0.239
Kankakee,17091,348916,0.053
Kendall,17093,79441,0.08
Knox,17095,452228,0.158
Lake,17097,10988,0.209
La Salle,17099,933852,0.06
Lawrence,17101,172757,0.332
Lee,17103,470109,0.113
Livingston,17105,525742,0.014
Logan,17107,387019,0.091
McDonough,17109,117523,0.149
McHenry,17111,492192,0.178
McLean,17113,664657,0.03
Macon,17115,181488,0.037
Macoupin,17117,116210,0.109
Madison,17119,116486,0.04
Marion,17121,214785,0.254
Marshall,17123,427480,0.03
Mason,17125,52958,0.015
Massac,17127,153374,0.366
Menard,17129,126150,0.041
Mercer,17131,475216,0.103
Monroe,17133,21398,0.029
Montgomery,17135,85624,0.038
Morgan,17137,150469,0.139
Moultrie,17139,89536,0.129
Ogle,17141,492365,0.317
Peoria,17143,98532,0.064
Perry,17145,63690,0.333
Piatt,17147,392267,0.038
Pike,17149,123543,0.114
Pope,17151,20230,0.215
Pulaski,17153,730,0.007
Putnam,17155,76020,0.046
Randolph,17157,46201,0.124
Richland,17159,256787,0.278
Rock Island,17161,272990,0.305
St Clair,17163,236439,0.145
Saline,17165,555897,0.399
Sangamon,17167,242770,0.042
Schuyler,17169,10069,0.044
Scott,17171,9558,0.009
Shelby,17173,243608,0.051
Stark,17175,226141,0.048
Stephenson,17177,644995,0.757
Tazewell,17179,48568,0.042
Union,17181,67918,0.605
Vermilion,17183,916040,0.088
Wabash,17185,174188,0.339
Warren,17187,1022182,0.18
Washington,17189,223254,0.573
Wayne,17191,1352885,0.494
White,17193,233674,0.163
Whiteside,17195,1224712,0.436
Will,17197,292739,0.125
Williamson,17199,135370,0.544
Winnebago,17201,391321,0.303
Woodford,17203,359485,0.044
Adams,18001,240267,0.161
Allen,18003,244206,0.636
Bartholomew,18005,50066,0.03
Benton,18007,689644,0.085
Blackford,18009,89129,0.262
Boone,18011,2665807,0.362
Carroll,18015,804143,0.164
Cass,18017,388384,0.112
Clark,18019,4432,0.007
Clay,18021,60237,0.057
Clinton,18023,1285485,0.224
Daviess,18027,445983,0.134
Dearborn,18029,9625,0.033
Decatur,18031,245173,0.052
De Kalb,18033,104598,0.355
Delaware,18035,230012,0.126
Dubois,18037,28106,0.046
Elkhart,18039,151195,0.283
Fayette,18041,760,0.002
Fountain,18045,393961,0.158
Franklin,18047,32451,0.061
Fulton,18049,166147,0.066
Gibson,18051,40365,0.012
Grant,18053,249470,0.113
Greene,18055,195577,0.111
Hamilton,18057,139526,0.066
Hancock,18059,150400,0.022
Harrison,18061,20015,0.04
Hendricks,18063,1797552,0.139
Henry,18065,234982,0.049
Howard,18067,336875,0.274
Huntington,18069,226520,0.173
Jackson,18071,278353,0.633
Jasper,18073,625732,0.137
Jay,18075,272517,0.223
Jefferson,18077,68818,0.074
Jennings,18079,183806,0.179
Johnson,18081,67841,0.055
Knox,18083,286013,0.129
Kosciusko,18085,86605,0.168
LaGrange,18087,3175,0.134
Lake,18089,77745,0.056
La Porte,18091,245425,0.169
Lawrence,18093,28117,0.137
Madison,18095,59333,0.024
Marion,18097,3607,0.014
Marshall,18099,256818,0.233
Martin,18101,45081,0.719
Miami,18103,255523,0.305
Monroe,18105,3781,0.288
Montgomery,18107,534886,0.11
Morgan,18109,169020,0.091
Newton,18111,397690,0.11
Noble,18113,74219,0.218
Ohio,18115,5514,0.235
Orange,18117,3927,0.01
Owen,18119,44915,0.149
Parke,18121,173388,0.123
Perry,18123,14502,0.186
Pike,18125,64771,0.076
Porter,18127,100533,0.147
Posey,18129,89927,0.046
Pulaski,18131,410266,0.047
Putnam,18133,133564,0.12
Randolph,18135,76161,0.042
Ripley,18137,284483,0.336
Rush,18139,149409,0.06
St Joseph,18141,131082,0.212
Scott,18143,182,0.002
Shelby,18145,172419,0.025
Spencer,18147,125018,0.102
Starke,18149,99691,0.09
Steuben,18151,64827,0.253
Sullivan,18153,156552,0.06
Switzerland,18155,23606,0.121
Tippecanoe,18157,371956,0.084
Tipton,18159,135697,0.059
Union,18161,259,0.027
Vanderburgh,18163,38659,0.088
Vermillion,18165,46191,0.106
Vigo,18167,159953,0.088
Wabash,18169,288786,0.344
Warren,18171,737477,0.146
Warrick,18173,120965,0.132
Washington,18175,84872,0.151
Wayne,18177,64455,0.064
Wells,18179,253577,0.175
White,18181,611720,0.065
Whitley,18183,60140,0.214
Adair,19001,225500,0.039
Adams,19003,62291,0.044
Allamakee,19005,44349,0.062
Appanoose,19007,8302,0.007
Audubon,19009,542659,0.125
Benton,19011,427846,0.165
Black Hawk,19013,357117,0.226
Boone,19015,283190,0.071
Bremer,19017,126781,0.069
Buchanan,19019,351793,0.33
Buena Vista,19021,1887639,0.541
Butler,19023,201489,0.134
Calhoun,19025,718270,0.106
Carroll,19027,968156,0.323
Cass,19029,533961,0.271
Cedar,19031,445539,0.082
Cerro Gordo,19033,353263,0.062
Cherokee,19035,4552380,1.44
Chickasaw,19037,271007,0.108
Clarke,19039,37710,0.04
Clay,19041,93919,0.017
Clayton,19043,95612,0.098
Clinton,19045,770684,0.792
Crawford,19047,2008502,0.674
Dallas,19049,285650,0.057
Davis,19051,29050,0.189
Decatur,19053,14527,0.006
Delaware,19055,410979,0.188
Des Moines,19057,106980,0.026
Dickinson,19059,131553,0.096
Dubuque,19061,277670,0.434
Emmet,19063,35834,0.023
Fayette,19065,115782,0.105
Floyd,19067,215110,0.092
Franklin,19069,294569,0.136
Fremont,19071,359525,0.072
Greene,19073,208741,0.061
Grundy,19075,444311,0.061
Guthrie,19077,434236,0.167
Hamilton,19079,175442,0.033
Hancock,19081,49844,0.011
Hardin,19083,189920,0.042
Harrison,19085,394029,0.079
Henry,19087,128942,0.231
Howard,19089,251262,0.114
Humboldt,19091,152353,0.035
Ida,19093,5400371,1.703
Iowa,19095,186062,0.059
Jackson,19097,124978,0.115
Jasper,19099,98097,0.019
Jefferson,19101,149731,0.09
Johnson,19103,432839,0.078
Jones,19105,452158,0.128
Keokuk,19107,228136,0.101
Kossuth,19109,182269,0.023
Lee,19111,133882,0.154
Linn,19113,244061,0.104
Louisa,19115,248183,0.114
Lucas,19117,26710,0.04
Lyon,19119,440447,0.157
Madison,19121,63302,0.031
Mahaska,19123,122392,0.046
Marion,19125,54433,0.022
Marshall,19127,647631,0.079
Mills,19129,247681,0.058
Mitchell,19131,215094,0.138
Monona,19133,897445,0.123
Monroe,19135,79244,0.14
Montgomery,19137,80841,0.024
Muscatine,19139,496061,0.346
O Brien,19141,523415,0.233
Osceola,19143,21786,0.015
Page,19145,106278,0.042
Palo Alto,19147,207220,0.076
Plymouth,19149,4720173,0.705
Pocahontas,19151,156472,0.029
Polk,19153,166860,0.047
E Pottawattamie,19155,339133,0.136
Poweshiek,19157,101409,0.031
Ringgold,19159,30981,0.007
Sac,19161,2511868,0.515
Scott,19163,234923,0.118
Shelby,19165,2672206,0.456
Sioux,19167,1138875,0.271
Story,19169,247218,0.029
Tama,19171,658711,0.138
Taylor,19173,77096,0.024
Union,19175,80639,0.042
Van Buren,19177,49704,0.029
Wapello,19179,53795,0.038
Warren,19181,56316,0.064
Washington,19183,418380,0.191
Wayne,19185,75406,0.049
Webster,19187,54874,0.012
Winnebago,19189,75243,0.016
Winneshiek,19191,187998,0.083
Woodbury,19193,3665257,0.692
Worth,19195,161748,0.074
Wright,19197,247044,0.037
Allen,20001,1008,0.003
Anderson,20003,174674,0.468
Atchison,20005,13278,0.01
Barton,20009,569797,1.211
Bourbon,20011,2714,0.014
Brown,20013,41227,0.006
Butler,20015,24307,0.141
Chase,20017,33544,0.414
Cherokee,20021,49410,0.492
Cheyenne,20023,1266671,2.308
Clay,20027,104667,0.545
Cloud,20029,209259,1.107
Coffey,20031,127016,0.606
Cowley,20035,1478,0.02
Crawford,20037,2578,0.819
Decatur,20039,2382998,1.953
Dickinson,20041,100529,0.939
Doniphan,20043,51200,0.017
Douglas,20045,94607,0.288
Edwards,20047,91928,0.111
Elk,20049,3050,0.063
Ellis,20051,27245,0.196
Ellsworth,20053,752,0.024
Finney,20055,97198,0.166
Ford,20057,101495,0.157
Franklin,20059,188225,0.448
Geary,20061,3719,0.044
Gove,20063,423482,0.697
Graham,20065,570287,1.027
Grant,20067,533993,0.445
Gray,20069,93359,0.164
Greeley,20071,363732,1.331
Greenwood,20073,19497,0.064
Hamilton,20075,328672,1.29
Harper,20077,159,0.002
Harvey,20079,1576,0.031
Haskell,20081,134304,0.198
Hodgeman,20083,52411,0.191
Jackson,20085,35683,0.126
Jefferson,20087,17484,0.066
Jewell,20089,481589,3.605
Johnson,20091,11543,0.097
Kearny,20093,286419,0.713
Kingman,20095,415,0.002
Kiowa,20097,22406,0.136
Labette,20099,1413,0.01
Lane,20101,161016,0.8
Lincoln,20105,2870,0.028
Linn,20107,6195,0.033
Logan,20109,706173,0.943
Lyon,20111,286017,0.799
McPherson,20113,801,0.003
Marion,20115,92045,0.637
Marshall,20117,63493,0.061
Meade,20119,12025,0.022
Miami,20121,22298,0.052
Mitchell,20123,259990,3.322
Montgomery,20125,24136,0.059
Morris,20127,62199,0.51
Morton,20129,391544,0.846
Nemaha,20131,168732,0.196
Neosho,20133,1430,0.034
Ness,20135,7905,0.088
Norton,20137,1659396,2.875
Osage,20139,265136,0.741
Osborne,20141,79697,0.822
Ottawa,20143,17604,0.245
Pawnee,20145,20629,0.564
Phillips,20147,930263,2.792
Pottawatomie,20149,40135,0.028
Pratt,20151,105171,0.171
Rawlins,20153,2364749,3.004
Reno,20155,15038,0.044
Republic,20157,1465227,1.431
Rice,20159,36880,0.075
Riley,20161,30643,0.365
Rooks,20163,324773,0.847
Rush,20165,9504,0.06
Russell,20167,2738,0.072
Saline,20169,871,0.025
Scott,20171,514892,0.474
Sedgwick,20173,7217,0.032
Seward,20175,120111,0.178
Shawnee,20177,54823,0.154
Sheridan,20179,2591732,1.673
Sherman,20181,2606014,1.574
Smith,20183,327538,2.583
Stafford,20185,781325,1.271
Stanton,20187,1458346,0.615
Stevens,20189,1231504,0.547
Sumner,20191,39541,0.088
Thomas,20193,4430327,1.675
Trego,20195,32097,0.119
Wabaunsee,20197,60046,0.278
Wallace,20199,440501,0.472
Washington,20201,387384,0.547
Wichita,20203,362782,0.662
Wilson,20205,4677,0.043
Woodson,20207,1607,0.011
Allen,21003,11722,0.547
Ballard,21007,12033,0.021
Barren,21009,46710,0.178
Bath,21011,4401,0.246
Bourbon,21017,561,0.002
Bracken,21023,19406,0.573
Breckinridge,21027,15722,0.035
Bullitt,21029,887,0.03
Butler,21031,48764,0.507
Caldwell,21033,37965,0.049
Calloway,21035,54543,0.216
Carlisle,21039,25704,0.085
Christian,21047,1737487,0.516
Clark,21049,4357,0.093
Crittenden,21055,26461,0.162
Daviess,21059,91624,0.177
Edmonson,21061,2816,0.059
Fleming,21069,4777,0.038
Fulton,21075,40795,0.039
Garrard,21079,6361,0.708
Graves,21083,76175,0.249
Grayson,21085,1735,0.003
Green,21087,3674,0.463
Greenup,21089,2522,0.59
Hancock,21091,10253,0.036
Hardin,21093,2128,0.002
Harrison,21097,330,0.006
Henderson,21101,3509,0.015
Hickman,21105,63112,0.119
Hopkins,21107,100943,0.401
Jessamine,21113,8033,0.408
Larue,21123,1527,0.009
Lewis,21135,1895,0.02
Lincoln,21137,167,0.004
Livingston,21139,62746,0.196
Logan,21141,909543,0.744
Lyon,21143,16871,0.116
McCracken,21145,29750,0.402
McLean,21149,69423,0.108
Marshall,21157,109109,0.373
Mason,21161,2403,0.061
Meade,21163,1406,0.002
Menifee,21165,302,0.802
Montgomery,21173,17509,0.697
Muhlenberg,21177,32020,0.376
Nelson,21179,659,0.004
Nicholas,21181,3945,0.383
Ohio,21183,74518,0.285
Powell,21197,16049,1.623
Rowan,21205,899,0.11
Russell,21207,884,0.1
Scott,21209,685,0.076
Simpson,21213,1141097,1.291
Spencer,21215,8132,0.122
Taylor,21217,7225,0.44
Todd,21219,342710,0.273
Trigg,21221,412167,0.554
Trimble,21223,367,0.085
Union,21225,34047,0.033
Warren,21227,1370637,1.314
Washington,21229,4063,0.115
Wayne,21231,2279,0.014
Webster,21233,20124,0.047
Acadia,22001,1058,0.015
Avoyelles,22009,120849,0.523
Beauregard,22011,18058,2.027
Caddo,22017,17348,0.133
Caldwell,22021,2636,0.279
Catahoula,22025,41251,0.136
Concordia,22029,118811,0.126
East Carroll,22035,295995,1.182
Evangeline,22039,13427,0.44
Franklin,22041,592728,1.451
Grant,22043,62070,0.275
Lafayette,22055,49608,1.761
Madison,22065,433943,0.29
Morehouse,22067,95245,0.474
Natchitoches,22069,19260,0.151
Pointe Coupee,22077,216595,1.087
Rapides,22079,29565,0.599
Red River,22081,2288,0.134
Richland,22083,159834,0.32
St Landry,22097,268690,0.834
St Martin,22099,6371,1.21
Tensas,22107,334141,0.557
West Baton Rouge,22121,35815,3.113
West Carroll,22123,55303,0.548
Baltimore,24005,68,0.003
Calvert,24009,2510,0.056
Caroline,24011,752,0.006
Carroll,24013,2523,0.002
Charles,24017,5313,0.016
Dorchester,24019,20656,0.253
Frederick,24021,20805,0.009
Harford,24025,1155,0.005
Kent,24029,2744,0.031
Queen Anne's,24035,127,0.0
St Mary's,24037,4335,0.04
Somerset,24039,1980,0.005
Talbot,24041,14403,0.027
Washington,24043,9833,0.053
Wicomico,24045,6630,0.045
Worcester,24047,8974,0.008
Bristol,25005,5399,0.263
Franklin,25011,11504,1.818
Hampshire,25015,9165,1.053
Plymouth,25023,12182,0.654
Worcester,25027,8631,0.564
Allegan,26005,568973,1.012
Alpena,26007,7167,0.163
Antrim,26009,8782,0.574
Arenac,26011,39709,0.444
Barry,26015,270028,0.509
Bay,26017,94590,0.329
Berrien,26021,68280,0.177
Branch,26023,92024,0.248
Calhoun,26025,109325,0.104
Cass,26027,96812,0.208
Clare,26035,35585,0.392
Clinton,26037,199005,0.282
Delta,26041,54542,0.92
Eaton,26045,335475,1.473
Genesee,26049,116841,0.24
Gladwin,26051,106018,0.522
Grand Traverse,26055,1665,0.197
Gratiot,26057,296585,0.48
Hillsdale,26059,121970,0.195
Huron,26063,124578,0.303
Ingham,26065,172741,0.195
Ionia,26067,174609,0.343
Iosco,26069,16750,0.315
Isabella,26073,428345,0.343
Jackson,26075,69591,0.123
Kalamazoo,26077,112327,0.364
Kent,26081,208136,0.661
Lapeer,26087,55251,0.142
Lenawee,26091,338142,0.354
Livingston,26093,83877,0.313
Macomb,26099,31420,0.209
Mason,26105,5095,0.17
Mecosta,26107,40030,0.385
Menominee,26109,14066,0.088
Midland,26111,60658,0.711
Missaukee,26113,8513,0.085
Monroe,26115,94686,0.17
Montcalm,26117,177965,0.381
Muskegon,26121,131087,1.016
Newaygo,26123,43423,0.595
Oceana,26127,768,0.03
Ogemaw,26129,38170,0.265
Osceola,26133,34700,0.504
Ottawa,26139,215468,0.621
Presque Isle,26141,28835,0.414
Saginaw,26145,214266,0.56
St Clair,26147,79238,0.478
St Joseph,26149,94765,0.249
Sanilac,26151,113942,0.363
Shiawassee,26155,239886,0.424
Tuscola,26157,112145,0.131
Van Buren,26159,283981,0.378
Washtenaw,26161,180720,0.323
Aitkin,27001,13094,1.289
Anoka,27003,60469,0.622
Becker,27005,164093,0.738
Beltrami,27007,27947,0.319
Benton,27009,130563,0.209
Big Stone,27011,59737,0.059
Blue Earth,27013,289180,0.225
Brown,27015,364267,0.186
Carver,27019,2764,0.002
Cass,27021,29335,0.501
Chippewa,27023,212659,0.044
Chisago,27025,126486,0.251
Clay,27027,514263,0.92
Clearwater,27029,7876,0.098
Cottonwood,27033,163915,0.044
Crow Wing,27035,62490,0.84
Dakota,27037,138309,0.07
Dodge,27039,58970,0.053
Douglas,27041,111340,0.056
Faribault,27043,599828,0.146
Fillmore,27045,262873,0.327
Freeborn,27047,419366,0.185
Goodhue,27049,219396,0.05
Grant,27051,151331,0.018
Hennepin,27053,5006,0.208
Houston,27055,179642,0.475
Hubbard,27057,90648,0.679
Isanti,27059,59462,0.086
Jackson,27063,580848,0.126
Kanabec,27065,20591,0.064
Kandiyohi,27067,264690,0.101
Kittson,27069,29554,0.099
Koochiching,27071,782,0.181
Lac Qui Parle,27073,123108,0.088
Lake of the Woods,27077,3729,0.64
Le Sueur,27079,78436,0.041
Lincoln,27081,259655,0.056
Lyon,27083,234934,0.261
McLeod,27085,102143,0.057
Mahnomen,27087,106725,0.328
Marshall,27089,314229,0.478
Martin,27091,183460,0.048
Meeker,27093,209989,0.152
Mille Lacs,27095,48966,0.204
Morrison,27097,269121,0.203
Mower,27099,378915,0.145
Murray,27101,113284,0.044
Nicollet,27103,173712,0.068
Nobles,27105,528210,0.157
Norman,27107,189879,0.358
Olmsted,27109,87103,0.043
East Otter Tail,27111,162629,0.279
Pennington,27113,83812,0.647
Pine,27115,26222,0.273
Pipestone,27117,128874,0.074
East Polk,27119,109702,0.517
Pope,27121,275097,0.293
Red Lake,27125,25659,0.185
Redwood,27127,228116,0.133
Renville,27129,457425,0.256
Rice,27131,59993,0.062
Rock,27133,35782,0.017
Roseau,27135,151110,0.435
Scott,27139,42869,0.146
Sherburne,27141,258395,0.789
Sibley,27143,88688,0.055
Stearns,27145,478754,0.254
Steele,27147,288594,0.13
Stevens,27149,18246,0.151
Swift,27151,142882,0.019
Todd,27153,119886,0.094
Traverse,27155,122839,0.329
Wabasha,27157,323575,0.65
Wadena,27159,51756,0.324
Waseca,27161,361378,0.266
Washington,27163,175482,0.227
Watonwan,27165,74118,0.044
Wilkin,27167,87565,0.259
Winona,27169,75381,0.089
Wright,27171,312239,0.402
Yellow Medicine,27173,264628,0.09
Alcorn,28003,3236,0.018
Benton,28009,43382,0.569
Bolivar,28011,4859,0.351
Calhoun,28013,55460,0.635
Carroll,28015,3019,1.048
Chickasaw,28017,76059,0.549
Clay,28025,43628,0.629
Coahoma,28027,39493,0.755
De Soto,28033,584,0.004
Holmes,28051,26661,0.904
Humphreys,28053,50150,0.52
Issaquena,28055,2338,0.079
Itawamba,28057,95577,0.646
Lafayette,28071,2649,0.144
Lee,28081,98341,0.712
Leflore,28083,1875,0.077
Lowndes,28087,142673,0.488
Madison,28089,456,0.003
Marshall,28093,76601,0.886
Monroe,28095,214096,0.655
Montgomery,28097,8149,0.926
Noxubee,28103,86169,0.479
Panola,28107,2513,0.127
Pontotoc,28115,40513,0.315
Prentiss,28117,61757,0.401
Sharkey,28125,21779,0.385
Sunflower,28133,10188,0.097
Tallahatchie,28135,5860,0.664
Tate,28137,16831,1.205
Tippah,28139,13785,0.093
Tishomingo,28141,2007,1.231
Union,28145,15741,0.412
Webster,28155,10290,0.718
Yazoo,28163,347641,0.409
Adair,29001,614,0.002
Andrew,29003,49587,0.133
Atchison,29005,123478,0.022
Audrain,29007,36890,0.028
Barton,29011,24669,0.013
Bates,29013,2129,0.002
Benton,29015,1547,0.014
Bollinger,29017,639,0.009
Boone,29019,4130,0.008
Buchanan,29021,18201,0.058
Butler,29023,5705,0.098
Caldwell,29025,10481,0.077
Callaway,29027,16226,0.035
Cape Girardeau,29031,629,0.017
Carroll,29033,20552,0.023
Cass,29037,50340,0.119
Cedar,29039,72,0.038
Chariton,29041,9271,0.007
Clark,29045,30456,0.011
Clay,29047,4043,0.066
Clinton,29049,5438,0.004
Cole,29051,9023,0.051
Cooper,29053,22484,0.064
Daviess,29061,5752,0.015
De Kalb,29063,69695,0.206
Dunklin,29069,1730,0.005
Franklin,29071,39787,0.391
Gentry,29075,144007,0.074
Grundy,29079,6242,0.019
Harrison,29081,144187,0.061
Henry,29083,9990,0.223
Holt,29087,64706,0.026
Howard,29089,9378,0.044
Jackson,29095,4200,0.021
Jasper,29097,9598,0.092
Johnson,29101,26762,0.059
Knox,29103,9997,0.004
Lafayette,29107,14676,0.012
Lawrence,29109,341,0.001
Lewis,29111,94157,0.196
Lincoln,29113,16884,0.062
Linn,29115,6987,0.024
Livingston,29117,21181,0.024
Macon,29121,366,0.0
Maries,29125,2412,0.128
Marion,29127,28129,0.009
Mercer,29129,2125,0.004
Mississippi,29133,742,0.0
Moniteau,29135,10780,0.014
Monroe,29137,20946,0.012
Montgomery,29139,10524,0.008
Morgan,29141,18550,0.244
New Madrid,29143,35045,0.126
Newton,29145,8235,0.445
Nodaway,29147,90112,0.068
Osage,29151,1490,0.005
Pemiscot,29155,6405,0.012
Pettis,29159,38264,0.017
Pike,29163,63148,0.035
Platte,29165,6207,0.015
Putnam,29171,5920,0.023
Ralls,29173,8338,0.007
Ray,29177,11199,0.036
Ripley,29181,2634,0.656
St Charles,29183,183385,0.202
St Genevieve,29186,11715,0.088
St Louis,29189,28274,0.067
Saline,29195,134900,0.063
Schuyler,29197,18127,0.13
Scotland,29199,24636,0.042
Scott,29201,20173,0.066
Shelby,29205,12677,0.003
Stoddard,29207,125813,0.333
Sullivan,29211,2089,0.083
Vernon,29217,9810,0.009
Warren,29219,5631,0.022
Worth,29227,43700,0.137
Blaine,30005,341,0.86
Carbon,30009,233,0.062
Custer,30017,15830,0.428
Dawson,30021,5768,0.319
Prairie,30079,1181,0.056
Richland,30083,17998,0.247
Roosevelt,30085,1356,0.443
Valley,30105,6967,0.762
Yellowstone,30111,1785,0.169
Adams,31001,504264,0.264
Antelope,31003,1243465,0.479
Banner,31007,244673,0.882
Boone,31011,2181707,0.803
Box Butte,31013,75920,0.093
Boyd,31015,1299206,1.842
Brown,31017,218478,0.205
Buffalo,31019,1623237,0.43
Burt,31021,617412,0.267
Butler,31023,748933,0.268
Cass,31025,737823,0.162
Cedar,31027,1692020,0.418
Chase,31029,1018545,0.302
Cherry,31031,58431,0.102
Cheyenne,31033,561708,0.85
Clay,31035,592346,0.165
Colfax,31037,577874,0.274
Cuming,31039,2196601,0.712
Custer,31041,6535139,1.551
Dakota,31043,343774,0.331
Dawes,31045,5508,0.202
Dawson,31047,5640741,1.99
Deuel,31049,539269,1.166
Dixon,31051,506786,0.247
Dodge,31053,164322,0.044
Douglas,31055,17973,0.06
Dundy,31057,1357960,0.528
Fillmore,31059,1194541,0.286
Franklin,31061,997221,0.621
Frontier,31063,4276399,4.832
Furnas,31065,4343256,3.473
Gage,31067,1560624,0.606
Garden,31069,177002,0.473
Garfield,31071,271511,0.669
Gosper,31073,3244966,4.482
Greeley,31077,1264434,1.121
Hall,31079,702378,0.375
Hamilton,31081,820390,0.375
Harlan,31083,1644600,2.753
Hayes,31085,1382308,1.38
Hitchcock,31087,2277442,2.139
Holt,31089,353315,0.495
Howard,31093,1198531,0.897
Jefferson,31095,1488289,1.166
Johnson,31097,498016,0.419
Kearney,31099,462640,0.254
Keith,31101,1555526,0.439
Keya Paha,31103,161442,0.633
Kimball,31105,149943,0.737
Knox,31107,2041392,0.886
Lancaster,31109,858441,0.493
Lincoln,31111,4234093,1.596
Logan,31113,1279483,2.645
Loup,31115,598575,3.862
Madison,31119,1656834,0.713
Merrick,31121,514786,0.289
Morrill,31123,248985,0.378
Nance,31125,3526797,2.421
Nemaha,31127,1074195,0.326
Nuckolls,31129,1491706,2.644
Otoe,31131,1129806,0.291
Pawnee,31133,191057,0.242
Perkins,31135,2520756,0.713
Phelps,31137,1100264,0.488
Pierce,31139,2624918,0.78
Platte,31141,3653919,1.554
Polk,31143,1615888,2.02
Red Willow,31145,4055912,3.234
Richardson,31147,216449,0.068
Rock,31149,240297,0.423
Saline,31151,1327613,0.956
Sarpy,31153,288442,0.357
Saunders,31155,460153,0.249
Scotts Bluff,31157,312017,0.4
Seward,31159,693160,0.298
Sheridan,31161,154527,0.503
Sherman,31163,2934541,2.614
Sioux,31165,4758,0.027
Stanton,31167,655962,0.386
Thayer,31169,1023246,1.004
Thurston,31173,1281408,0.597
