n,i,t,a
Clayton,19043,393594,0.69
Clearfield,42033,31589,1.416
Clearwater,27029,60024,1.476
Clermont,39025,976,0.02
Cleveland,5025,8091,0.18
Clinton,42035,5663979,0.172
Cloud,20029,9073,0.168
Codington,46029,95422,0.082
Coffee,47031,22788,0.043
Coffey,20031,4211,0.043
Coles,17029,15893,0.033
Colfax,35007,466736,1.031
Colleton,45029,28615,0.762
Colquitt,13071,1781,0.468
Columbia,55021,448616,0.406
Columbiana,39029,82310,2.051
Columbus,37047,93351,1.376
Concordia,22029,2132,0.373
Conecuh,1035,1035,0.037
Cook,27031,8373,0.023
Cooper,29053,7739,0.116
Corson,46031,202077,1.85
Coshocton,39031,18900,1.011
Cottonwood,27033,43835,0.025
Covington,51580,7434,0.438
Craven,37049,15762,0.16
Crawford,55023,4301583,0.398
Crenshaw,1041,2229,0.965
Crisp,13081,623,0.017
Crittenden,5035,40300,0.96
Crow Wing,27035,114638,2.497
Culpeper,51047,1271,0.013
Cumberland,51049,710576,0.655
Cuming,31039,1388326,0.677
Curry,41015,17494,0.092
Custer,8027,7635024,0.907
Dakota,31043,230626,0.123
Dale,1045,1510,0.87
Dallam,48111,112203,0.142
Dallas,5039,175235,0.185
Dane,55025,90474,0.061
Darke,39037,105269,0.244
Darlington,45031,39538,0.311
Dauphin,42043,2896,0.014
Davidson,47037,1974,0.106
Davie,37059,152,0.007
Daviess,29061,288063,0.207
Davis,49011,2857860,2.8
Davison,46035,239229,0.806
Dawes,31045,10826,0.5
Dawson,48115,4183028,2.031
Day,46037,54032,0.173
De Kalb,29063,226132,0.111
De Witt,48123,19012,0.046
Deaf Smith,48117,5544,0.111
Dearborn,18029,9965,0.174
Decatur,47039,2618285,0.668
Defiance,39039,34071,1.945
Delaware,42045,3361883,0.399
Delta,8029,29997,0.731
Des Moines,19057,1175205,1.867
Deuel,46039,262146,0.179
Dewey,46041,353512,1.603
Dickey,38021,460427,0.458
Dickinson,26043,467748,2.228
Dillon,45033,4241,0.302
Divide,38023,19369,7.505
Dixon,31051,970109,2.481
Dodge,55027,558644,0.122
Doniphan,20043,3000180,8.16
Dooly,13093,853,0.16
Door,55029,270960,3.56
Dorchester,45035,7706,0.147
Douglas,8035,10849596,0.993
Dubuque,19061,1026048,1.185
Dundy,31057,257163,0.176
Dunn,55033,638742,2.202
Duplin,37061,99168,0.5
Duval,48131,2998788,11.296
Dyer,47045,45682,1.22
Early,13099,15830,0.142
East Carroll,22035,1425,0.345
Eaton,26045,37987,0.128
Eau Claire,55035,91973,0.169
Eddy,38027,367560,3.691
Edgar,17045,2627,0.013
Edgecombe,37065,36890,0.237
Edmonson,21061,24013,3.844
Edmunds,46045,600265,1.558
Edwards,48137,40035,0.063
Effingham,17049,50254,0.146
Elkhart,18039,4104,0.047
Ellis,48139,36810,0.145
Ellsworth,20053,12634,1.445
Emmet,26047,60776,0.043
Emmons,38029,940601,4.669
Erie,42049,52962,1.18
Escambia,12033,49468,0.62
Evangeline,22039,13238,1.1
Evans,13109,879,0.044
Fairfield,9001,275064,0.729
Fall River,46047,89285,1.13
Faribault,27043,41849,0.011
Faulk,46049,612730,2.216
Fauquier,51061,30236,5.332
Fayette,54019,8932319,0.488
Fillmore,31059,179804,0.264
Finney,20055,2582,0.034
Fleming,21069,185022,1.538
Florence,55037,263460,0.966
Floyd,51063,15380118,1.936
Ford,20057,27920,0.08
Forest,55041,21694,1.42
Fort Bend,48157,2399,0.12
Foster,38031,133337,1.17
Fountain,18045,170290,0.231
Franklin,53021,38039898,0.667
Frederick,51069,49978,0.132
Freeborn,27047,79811,0.086
Fremont,8043,961652,0.791
Frio,48163,453092,6.433
Frontier,31063,530008,0.377
Fulton,5049,6392960,0.414
Furnas,31065,200815,0.172
Gadsden,12039,4674,0.797
Gage,31067,56535,0.36
Gallatin,30031,61806,0.487
Gallia,39053,21702,1.013
Garden,31069,51241,0.718
Garfield,8045,814416,2.144
Garrard,21079,3114,0.195
Garrett,24023,21256,0.877
Gasconade,29073,414,0.017
Gates,37073,2886,0.18
Geary,20061,26996,5.845
Genesee,36037,694402,1.94
Geneva,1061,8661,0.214
Gentry,29075,41831,0.075
Georgetown,45043,10992,1.564
Gibson,47053,32774,0.044
Giles,51071,17896,0.265
Gillespie,48171,1369,0.67
Gladwin,26051,23777,1.314
Gloucester,51073,29016,2.316
Golden Valley,38033,123710,4.353
Gonzales,48177,5052,0.263
Goodhue,27049,16055,0.096
Goshen,56015,102481,1.423
Gosper,31073,149451,0.082
Gove,20063,553,0.023
Grady,40051,39914,1.012
Graham,4009,7500,1.975
Grand Forks,38035,131039,1.815
Grand Traverse,26055,39392,0.542
Grant,55043,17030130,0.955
Gratiot,26057,163106,1.002
Graves,21083,257,0.002
Gray,48179,4374,0.025
Grayson,51077,74943,3.59
Greeley,31077,410822,0.302
Green,55045,208566,0.753
Green Lake,55047,16872,0.083
Greenbrier,54025,6694,0.247
Greene,51079,4443152,0.489
Greensville,51081,3623,0.067
Gregory,46053,63610,0.944
Griggs,38039,53736,2.292
Grundy,47061,4939348,0.335
Guadalupe,48187,343372,4.292
Guthrie,19077,25339,0.04
Haakon,46055,86807,3.078
Hale,48189,77132,0.33
Halifax,51083,84324,0.465
Hall,48191,151173,0.337
Hamilton,48193,1006290,0.251
Hamlin,46057,18870,0.038
Hancock,54029,29933720,0.831
Hand,46059,1089226,1.47
Hansford,48195,23831,0.09
Hanson,46061,220270,0.384
Hardin,48199,7470810,1.049
Harding,46063,24238,0.862
Hardy,54031,605,0.007
Harlan,31083,539652,0.327
Harnett,37085,1258,0.1
Harris,48201,3508,0.02
Harrison,54033,9140224,1.219
Hart,21099,1972,0.04
Hartley,48205,15931,0.063
Harvey,20079,1301,0.098
Haskell,48207,32925,0.092
Hawkins,47073,86649,2.807
Hayes,31085,114511,0.367
Haywood,47075,836,0.04
Henderson,48213,19631470,2.777
Hendricks,18063,6002,0.573
Hennepin,27053,8781,0.232
Henry,51089,45877330,0.976
Hertford,37091,13541,0.034
Hettinger,38041,71649,3.083
Hidalgo,48215,10893432,9.527
Highland,51091,120036,0.206
Hillsdale,26059,43717,0.088
Hitchcock,31087,146090,0.232
Hodgeman,20083,3940,0.18
Hoke,37093,1423,0.532
Holmes,39075,21273,0.66
Holt,31089,4185162,1.661
Hopkins,48223,31364,0.973
Horry,45051,26753,0.636
Houston,48225,182875,0.133
Howard,5061,1745261,0.22
Hubbard,27057,49230,2.517
Hughes,46065,1550702,1.762
Humboldt,6023,45750,0.013
Huntingdon,42061,225421,1.605
Huntington,18069,93160,0.777
Huron,39077,56470,0.211
Hutchinson,48233,1092790,0.72
Hyde,46069,1166616,1.126
Ida,19093,31848,0.01
Indiana,42063,99584,0.874
Ingham,26065,22206,0.093
Ionia,26067,99370,0.255
Iosco,26069,11966,1.96
Iowa,55049,1820829,0.204
Iroquois,17075,30171,0.009
Irwin,13155,23775,0.142
Isabella,26073,186098,0.43
Isanti,27059,94023,0.436
Isle of Wight,51093,109,0.0
Jackson,8057,24174912,0.842
Jasper,48241,2613920,0.082
Jay,18075,100744,1.085
Jeff Davis,48243,1494,0.013
Jefferson,8059,65914134,1.451
Jefferson Davis,28065,4800,2.16
Jenkins,13165,17563,0.145
Jennings,18079,96723,0.29
Jerauld,46073,65147,0.57
Jersey,17083,22600,0.08
Jewell,20089,201,0.048
Jim Wells,48249,905422,7.7
Jo Daviess,17085,225932,0.232
Johnson,56019,9183804,0.597
Johnston,40069,20846,0.195
Jones,48253,6808740,1.728
Juneau,55057,179342,0.293
Juniata,42067,35800,0.668
Kalamazoo,26077,37414,0.109
Kanabec,27065,144544,1.294
Kandiyohi,27067,248545,0.441
Kankakee,17091,45807,0.043
Karnes,48255,366959,5.748
Kay,40071,13010,0.753
Kearney,31099,72857,0.036
Kearny,20093,995,0.11
Keith,31101,47927,0.063
Kenosha,55059,3696,0.007
Kent,48263,512720,0.143
Keokuk,19107,1493401,0.621
Kewaunee,55061,114995,0.777
Keya Paha,31103,143193,1.723
Kidder,38043,653498,2.701
Kimball,31105,82893,0.34
King William,51101,1518,0.013
King and Queen,51097,437,0.003
Kingman,20095,5558,0.28
Kingsbury,46077,21879,0.062
Kit Carson,8063,365532,0.42
Kittson,27069,19242,1.97
Kleberg,48273,57188,10.013
Knox,48275,32013297,0.978
Koochiching,27071,4336,0.64
Kosciusko,18085,22639,0.06
Kossuth,19109,99646,0.037
La Crosse,55063,7610,0.074
La Moure,38045,320013,1.107
La Porte,18091,74680,0.273
La Salle,48283,1493370,0.871
Lafayette,55065,908064,0.098
Lake,8065,3249984,0.224
Lake of the Woods,27077,9461,4.975
Lamar,48277,2804,0.028
Lamb,48279,9135,0.446
Lancaster,51103,92640,0.112
Lane,41039,12954,0.395
Langlade,55067,13857,0.833
Lapeer,26087,94403,0.627
Laramie,56021,8197,0.13
Larimer,8069,16446,0.4
Larue,21123,10984,3.682
Lauderdale,47097,29865,0.574
Laurens,45059,2808,0.256
Lawrence,5075,1573407,0.79
Le Sueur,27079,3848,0.005
Leavenworth,20103,22558,0.514
Lee,51105,57583236,1.466
Lehigh,42077,4183,0.297
Lenawee,26091,108905,0.815
Lenoir,37107,231807,0.576
Lewis,54041,3946341,1.214
Liberty,48291,244264,2.768
Licking,39089,57291,4.54
Limestone,48293,22190,0.736
Lincoln,8073,16156416,0.95
Linn,41043,1520584,0.171
Live Oak,48297,783494,10.46
Livingston,36051,704136,0.518
Logan,8075,6239720,1.017
Lorain,39093,17711,1.21
Louisa,51109,7293584,3.971
Loup,31115,53230,0.695
Lowndes,28087,24132,1.298
Lubbock,48303,5885,0.69
Lucas,39095,1973392,2.032
Lunenburg,51111,758,0.117
Luzerne,42079,9713,0.434
Lycoming,42081,5154,0.2
Lyman,46085,243772,3.665
Lyon,32019,1014660,0.239
Macomb,26099,5481,0.683
Macon,47111,832446,0.351
Macoupin,17117,127826,0.217
Madison,51113,19760740,0.933
Mahaska,19123,560685,0.339
Mahnomen,27087,6853,1.307
Malheur,41045,22991,0.82
Manistee,26101,14385,2.728
Manitowoc,55071,46942,0.287
Marathon,55073,480292,0.352
Marinette,55075,19853,0.963
Marion,54049,9840892,0.675
Marquette,55077,125034,0.206
Marshall,54051,8186388,0.666
Martin,48317,643494,0.521
Mason,54053,1992324,0.497
Massac,17127,33043,0.351
Matagorda,48321,35214,0.437
Maury,47119,612,0.05
McCook,46087,486496,0.52
McCracken,21145,15358,0.983
McDonough,17109,1787691,2.996
McHenry,38049,525310,1.229
McIntosh,40091,905043,2.428
McKenzie,38053,91406,4.283
McLean,38055,1231590,1.395
McLeod,27085,9834,0.194
McNairy,47109,5547,3.12
McPherson,46089,1963089,1.641
Meade,46093,160341,1.04
Mecklenburg,51117,29360,0.774
Mecosta,26107,69646,0.45
Medina,48325,1870126,3.021
Meeker,27093,442697,0.729
Meigs,47121,65928,2.38
Mellette,46095,30213,3.068
Menard,48327,412792,0.393
Menominee,55078,16114,1.37
Mercer,54055,67314128,3.468
Merrick,31121,74709,0.144
Metcalfe,21169,6828,0.807
Miami,39109,119247,0.066
Midland,48329,5700,2.793
Mifflin,42087,12620,0.27
Milam,48331,2637,0.6
Millard,49027,4223,3.92
Mille Lacs,27095,168477,0.847
Miller,5091,21240,0.35
Mills,48333,524264,0.236
Miner,46097,180545,0.285
Minnehaha,46099,755901,1.961
Mississippi,5093,8130,0.055
Mitchell,48335,1214530,0.458
Moniteau,29135,82,0.002
Monona,19133,73368,0.066
Monroe,55081,9099267,0.401
Montcalm,26117,193841,1.075
Montgomery,51121,5806422,0.425
Montour,42093,5753,0.255
Moody,46101,66547,0.646
Moore,48341,89772,0.09
Morgan,8087,2280465,0.125
Morrill,31123,354322,1.496
Morris,48343,192429,2.555
Morrison,27097,2265900,3.472
Morrow,41049,164288,2.21
Morton,38059,2065676,2.488
Moultrie,17139,34372,0.094
Mountrail,38061,23456,5.91
Mower,27099,253,0.0
Murray,40099,38907,0.005
Muscatine,19139,1132699,4.769
Muskegon,26121,24120,0.447
Muskingum,39119,1664,0.024
Muskogee,40101,45765,1.668
Musselshell,30065,4111,2.015
Nance,31125,194266,0.306
Nash,37127,10036,0.188
Navarro,48349,10741,1.463
Nelson,51125,499470,3.514
Nemaha,31127,4750794,2.152
Neosho,20133,6328,0.466
New Castle,10003,94695,0.241
New Madrid,29143,38712,0.745
Newaygo,26123,15860,0.44
Newton,5101,355350,0.054
Niagara,36063,4655,2.073
Nicholas,54067,37560,1.008
Nicollet,27103,33704,0.011
Noble,40103,60651,0.416
Nobles,27105,26975,0.023
Nodaway,29147,1005889,1.155
Norman,27107,75315,1.118
Northampton,51131,17922,0.088
Northumberland,51133,9900,0.044
Norton,51720,11812,0.242
Noxubee,28103,45649,4.933
Nueces,48355,881122,5.792
Oceana,26127,25555,1.037
Oconto,55083,58459,1.184
Ogemaw,26129,23047,3.373
Ogle,17141,28826,0.02
Ohio,54069,29368,0.46
Oliver,38065,288986,4.32
Olmsted,27109,43202,0.051
Onslow,37133,4724,0.107
Orange,6059,198384,0.757
Orangeburg,45075,52438,0.623
Osage,40113,64665,0.664
Osborne,20141,4581,1.013
Osceola,26133,174666,0.141
Otoe,31131,877368,1.004
Ottawa,40115,398756,0.803
Outagamie,55087,26187,0.687
Owen,21187,32970,0.663
Ozaukee,55089,5216,0.032
Page,51139,907852,0.379
Palo Alto,19147,258427,0.111
Park,8093,23382,2.64
Parke,18121,210858,0.593
Parmer,48369,6475,0.012
Patrick,51141,298,0.537
Paulding,39125,81772,0.622
Pawnee,40117,339012,1.539
Pembina,38067,72909,2.14
Pendleton,54071,1210,0.007
Pennington,46103,175996,0.919
Peoria,17143,817345,1.084
Pepin,55091,3270,0.018
Perkins,46105,967138,0.928
Perquimans,37143,3088,0.048
Perry,5105,756170,0.277
Person,37145,289,0.022
Pettis,29159,327,0.003
Phelps,31137,186780,0.169
Phillips,8095,673580,2.119
Piatt,17147,84264,0.327
Pickaway,39129,106441,0.167
Pierce,55093,5094430,1.68
Pike,5109,1247750,0.208
Pine,27115,218156,0.912
Pipestone,27117,32894,0.026
Pitt,37147,22049,0.12
Pittsylvania,51143,35201,2.916
Platte,56031,2816967,1.122
Plymouth,25023,612474,0.122
Pocahontas,54075,100338,0.02
Pointe Coupee,22077,160676,1.83
Polk,55095,6341808,0.521
Pontotoc,40123,12484,5.64
Pope,5115,781752,0.441
Portage,55097,177384,0.691
Porter,18127,42701,0.257
Posey,18129,22905,0.117
Pottawatomie,40125,31586,0.222
Potter,48375,1552923,2.042
Poweshiek,19157,341770,0.315
Prairie,5117,64730,1.358
Pratt,20151,10001,0.207
Preble,39135,5131,0.069
Prentiss,28117,3206,9.86
Presque Isle,26141,32862,2.753
Prince Edward,51147,3538,0.253
Prowers,8099,48054,0.4
Pulaski,5119,311528,0.73
Putnam,54079,1631574,1.257
Queen Anne's,24035,61773,0.188
Racine,55101,3228,0.06
Ralls,29173,23204,0.223
Ramsey,38071,167630,3.868
Randolph,54083,858560,0.553
Ransom,38073,279126,0.507
Rapides,22079,1579,0.458
Rawlins,20153,267043,5.082
Ray,29177,1303,0.007
Red Lake,27125,109633,1.638
Red River,48387,28818,3.32
Red Willow,31145,300636,0.558
Redwood,27127,38013,0.005
Refugio,48391,108166,2.45
Reno,20155,5282,0.3
Renville,38075,71912,0.384
Republic,20157,5254,0.01
Rice,27131,55186,0.2
Richardson,31147,1661679,1.474
Richland,55103,2248680,0.638
Riley,20161,65298,4.78
Ringgold,19159,513648,0.88
Ripley,29181,129776,0.447
Roberts,48393,81018,0.038
Robertson,48395,29433,0.567
Robeson,37155,33861,1.377
Rock,55105,881118,0.222
Rock Island,17161,297681,0.351
Rockcastle,21203,6078,0.375
Rockingham,51165,12066,0.014
Rogers,40131,6249,1.393
Rolette,38079,71845,4.433
Rooks,20163,14218,2.555
Roosevelt,35041,34812,3.456
Roseau,27135,21650,1.002
Rosebud,30087,82761,6.296
Ross,39141,41086,3.366
Rush,20165,40528,0.187
Rusk,55107,117828,0.517
Russell,51167,7524,0.086
Sac,19161,143894,0.055
Saginaw,26145,73430,0.185
Salem,51775,9118,0.825
Saline,5125,660300,0.957
Sampson,37163,29821,0.544
San Patricio,48409,90187,9.653
Sanborn,46111,62140,0.207
Sandusky,39143,85579,0.873
Sangamon,17167,106608,0.15
Sanilac,26151,22807,0.258
Santa Rosa,12113,2376,0.278
Sargent,38081,47728,0.06
Sarpy,31153,882113,1.979
Sauk,55111,36481,0.086
Saunders,31155,443400,0.321
Schuyler,36097,107385,0.184
Schuylkill,42107,11514,0.86
Scioto,39145,12908,2.064
Scotland,37165,797024,0.918
Scott,5127,1998953,0.474
Scotts Bluff,31157,242075,0.843
Screven,13251,5931,0.024
Sedgwick,8115,10750,0.018
Seminole,40133,18975,0.756
Seneca,39147,94334,0.233
Seward,31159,133834,0.238
Shawano,55115,88455,0.734
Shawnee,20177,142145,1.145
Sheboygan,55117,15956,1.195
Shelby,48419,5560254,0.277
Shenandoah,51171,6597,0.08
Sherburne,27141,270231,0.906
Sheridan,56033,2084055,1.944
Sherman,48421,4815856,0.877
Shiawassee,26155,60452,0.384
Sibley,27143,19804,0.016
Simpson,28127,43046,0.163
Sioux,38085,651183,1.587
Slope,38087,61848,2.49
Smyth,51173,12562,0.635
Snyder,42109,10303,0.198
Somerset,42111,646516,1.948
Southampton,51175,12017,0.034
Spencer,21215,45064,0.227
Spink,46115,691086,0.72
Stanley,46117,104119,5.0
Stanton,31167,2971200,1.457
Stark,39151,1763496,2.127
Starke,18149,18975,0.136
Starr,48427,2355404,14.32
Stearns,27145,4055853,1.086
Steele,38091,803784,1.797
Stephenson,17177,44185,0.031
Steuben,36101,7034,0.038
Stevens,53065,20169,0.013
Stewart,47161,228,0.01
Stoddard,29207,810,0.04
Story,19169,294492,0.082
Stutsman,38093,476922,2.089
Sullivan,47163,1266702,0.323
Sully,46119,686999,1.682
Sumner,47165,7674,0.159
Sumter,45085,370576,0.408
Surry,51181,5890,0.077
Sussex,51183,90378,0.072
Suwannee,12121,910,0.077
Swift,27151,66575,0.11
Switzerland,18155,28781,0.67
Talbot,24041,18402,0.083
Tama,19171,1557612,1.683
Tattnall,13267,2895,0.044
Taylor,55119,4159428,0.498
Tazewell,51185,94518,0.07
Telfair,13271,16056,0.717
Texas,48000,32583,0.048
Thayer,31169,4712,0.008
Thomas,31171,287940,0.138
Thurston,53067,89126,0.084
Tift,13277,1971,0.342
Tillman,40141,2186,1.385
Tioga,42117,179706,3.277
Tippecanoe,18157,128843,0.356
Tipton,47167,17388,0.51
Todd,46121,4030482,1.385
Toombs,13279,3221,0.036
Towner,38095,28815,4.223
Traill,38097,58056,1.146
Traverse,27155,782,0.001
Treasure,30103,72839,20.27
Trego,20195,278,0.06
Trempealeau,55121,31500,0.069
Treutlen,13283,375,0.263
Trigg,21221,9208,0.34
Trimble,21223,6736,2.438
Tripp,46123,290726,2.328
Trumbull,39155,43137,3.382
Turner,46125,124658,0.235
Tuscarawas,39157,66959,1.736
Tuscola,26157,20781,0.31
Twin Falls,16083,5595,2.725
Union,5139,5664816,0.477
Uvalde,48463,317571,3.24
Valley,31175,1467657,1.654
Van Buren,5141,6615296,2.428
Van Wert,39161,24168,0.79
Vanderburgh,18163,194,0.001
Vermilion,22113,247380,0.102
Vermillion,18165,246687,0.672
Vernon,55123,304314,0.372
Victoria,48469,212850,1.385
Vigo,18167,193325,0.801
Wabash,18169,60260,0.094
Wabasha,27157,76206,0.367
Wabaunsee,20197,39808,0.667
Wadena,27159,247586,1.987
Wagoner,40145,1215,0.147
Wallace,20199,22280,0.034
Waller,48473,14797,0.425
Walsh,38099,256002,3.435
Walton,13297,14762,0.793
Walworth,55127,433946,0.387
Wapello,19179,146775,0.137
Ward,48475,349720,4.181
Warren,51187,139015072,2.099
Warrick,18173,14943,0.163
Waseca,27161,65575,0.074
Washburn,55129,103590,0.802
Washington,8121,101729792,0.888
Washtenaw,26161,12405,0.517
Watonwan,27165,13163,0.008
Waukesha,55133,114236,0.16
Waupaca,55135,49956,0.504
Waushara,55137,28579,1.06
Wayne,54099,37557568,0.717
Webster,54101,374216,0.069
Weld,8123,472937,2.085
Wells,38103,1077432,2.377
West Carroll,22123,22410,3.42
Westmoreland,51193,25922,0.323
Wexford,26165,13847,0.72
Wharton,48481,27746,0.214
Wheeler,48483,431604,0.696
White,5145,121580,0.078
Whiteside,17195,273867,0.107
Whitley,21235,75040,0.313
Wibaux,30109,4924,1.005
Wichita,48485,12958,0.166
Wicomico,24045,1656,0.098
Wilkin,27167,138561,1.309
Will,17197,21375,0.054
Willacy,48489,212489,6.667
Williams,39171,184044,1.506
Williamsburg,51830,319104,0.967
Williamson,48491,480375,0.942
Wilson,48493,707112,2.149
Winnebago,55139,960801,0.196
Winneshiek,19191,256314,0.367
Winona,27169,21774,0.022
Wood,55141,748596,0.487
Woodbury,19193,395143,0.299
Woodford,21239,166418,0.08
Woodson,20207,9241,0.308
Worth,29227,1261212,0.448
Wright,29229,431271,0.087
Wyandot,39175,102440,0.997
Wyandotte,20209,8,0.0
Wyoming,56000,116176,3.075
Yadkin,37197,8785,0.147
Yankton,46135,166184,0.231
Yates,36123,1463,0.482
Yazoo,28163,713,0.1
Yellow Medicine,27173,96809,0.096
Yellowstone,30111,4190,0.285
York,51199,242085,0.513
Yuma,8125,888340,0.38
Zavala,48507,71784,2.732
Ziebach,46137,28306,2.583
