n,i,t,a
Hardin,48199,1186926,0.212
Harding,46063,84730,3.612
Harlan,31083,228672,0.183
Harris,48201,526560,5.638
Harrison,54033,1107480,0.571
Hartley,48205,24900,0.117
Harvey,20079,52634,1.328
Hawkins,47073,62244,5.01
Hayes,31085,135702,0.312
Haywood,47075,1676,0.273
Henderson,48213,1579895,0.618
Hendricks,18063,3118,0.492
Hennepin,27053,12153,0.02
Henry,51089,19305990,1.939
Hettinger,38041,110418,3.068
Hidalgo,48215,7626922,5.414
Highland,51091,131954,1.926
Hill,48217,10756,1.09
Hitchcock,31087,101629,0.265
Holmes,39075,18390,0.745
Holt,31089,81944,0.168
Horry,45051,166019,5.31
Houston,48225,192450,0.101
Hubbard,27057,91150,1.903
Hughes,46065,140108,0.655
Humboldt,6023,1124562,0.4
Hunt,48231,2667,2.01
Huntington,18069,18942,0.242
Huron,39077,105174,0.487
Hutchinson,48233,1128672,0.37
Ida,19093,36129,0.02
Ingham,26065,10108,0.063
Iowa,55049,1355646,0.614
Iroquois,17075,57587,0.032
Irwin,13155,63022,0.736
Isabella,26073,11498,0.028
Isanti,27059,57277,0.12
Isle of Wight,51093,3587,0.03
Itawamba,28057,953,1.29
Jackson,8057,9026280,0.474
Jasper,48241,5007312,0.666
Jay,18075,256326,2.49
Jefferson,8059,20059182,1.304
Jennings,18079,89355,0.789
Jim Wells,48249,879271,4.177
Jo Daviess,17085,31160,0.081
Johnson,56019,4384920,1.225
Johnston,40069,339662,2.508
Jones,48253,831006,0.719
Juneau,55057,118770,0.53
Juniata,42067,3543,0.032
Kandiyohi,27067,89506,0.064
Kankakee,17091,121152,0.144
Kay,40071,44960,4.167
Keith,31101,20052,0.028
Kent,48263,117900,0.074
Keokuk,19107,595286,1.612
Kewaunee,55061,130500,1.397
Kidder,38043,331333,2.326
Kingman,20095,36755,1.537
Kingsbury,46077,420029,1.217
Kiowa,8061,2769,0.01
Kit Carson,8063,191837,0.613
Kittson,27069,23348,1.482
Kleberg,48273,81486,5.205
Knox,48275,10315980,1.021
Koochiching,27071,1858,0.935
Kosciusko,18085,11739,0.063
Kossuth,19109,24008,0.018
La Crosse,55063,162,0.003
La Moure,38045,154006,0.48
La Porte,18091,20822,0.094
La Salle,48283,1159071,0.777
Lafayette,55065,1481886,1.498
Lake,8065,378540,0.084
Lamar,48277,247780,6.563
Lamb,48279,12243,0.122
Lancaster,51103,172068,0.357
Lane,41039,9546,0.275
Langlade,55067,4487,0.52
Lauderdale,47097,121059,2.096
Laurens,45059,237648,5.024
Lawrence,5075,1418263,1.273
Le Sueur,27079,29995,0.023
Leavenworth,20103,42265,0.855
Lee,51105,4183800,0.99
Lehigh,42077,1202,5.18
Lenawee,26091,36963,0.113
Lewis,54041,712747,0.244
Liberty,48291,119380,5.047
Licking,39089,131155,1.576
Limestone,48293,18380,0.322
Lincoln,8073,8518920,0.578
Linn,41043,598940,0.085
Live Oak,48297,716713,6.824
Livingston,36051,1719648,0.991
Logan,8075,9703590,0.893
Lorain,39093,17537,0.134
Louisa,51109,607930,0.915
Lowndes,28087,40170,0.783
Lubbock,48303,778,0.27
Lucas,39095,215122,0.254
Lunenburg,51111,8941,5.13
Lyon,32019,795290,0.081
Macon,47111,459432,0.597
Macoupin,17117,143297,0.348
Madison,51113,15337500,0.448
Mahaska,19123,400331,0.586
Mahnomen,27087,5449,0.327
Mahoning,39099,6175,0.193
Malheur,41045,10820,0.83
Manitowoc,55071,37631,0.198
Marathon,55073,406121,0.958
Marinette,55075,10552,0.4
Marion,54049,7278992,1.078
Marquette,55077,42892,0.135
Marshall,54051,5643720,0.487
Martin,48317,413796,0.297
Mason,54053,1099368,1.065
Matagorda,48321,138575,2.857
Maury,47119,10241,0.823
McCook,46087,94630,0.22
McDonough,17109,150019,0.2
McHenry,38049,205544,1.357
McIntosh,40091,974049,3.308
McKenzie,38053,34850,2.632
McLean,38055,719238,1.143
McLeod,27085,74515,0.037
McPherson,46089,1305534,1.115
Meade,46093,128040,0.984
Mecklenburg,51117,140138,4.215
Mecosta,26107,11651,0.122
Medina,48325,992940,1.611
Meeker,27093,71934,0.513
Meigs,47121,128508,2.215
Mellette,46095,14924,0.807
Menard,48327,150228,0.168
Mercer,54055,5785224,0.978
Miami,39109,105102,0.114
Miller,5091,17445,0.287
Mills,48333,170362,0.95
Miner,46097,105503,0.322
Minnehaha,46099,389303,0.715
Mitchell,48335,303830,0.674
Moniteau,29135,7396,2.488
Monona,19133,61203,0.06
Monroe,55081,4761615,0.812
Montcalm,26117,29133,0.292
Montgomery,51121,4332978,0.642
Moody,46101,23300,0.014
Moore,48341,307419,0.195
Morgan,8087,712888,1.14
Morrill,31123,147219,0.148
Morrison,27097,115774,0.08
Morrow,41049,101628,2.54
Morton,38059,1764334,3.812
Mountrail,38061,9492,2.24
Mower,27099,38047,0.034
Murray,40099,316218,0.02
Muscatine,19139,320888,1.048
Nash,37127,101333,0.907
Navarro,48349,7067,0.96
Nelson,51125,291702,2.81
Nemaha,31127,48162,0.134
Neosho,20133,44497,3.308
New Castle,10003,12158,0.087
Niagara,36063,15198,0.243
Nicollet,27103,100049,0.031
Nobles,27105,78222,0.04
Nodaway,29147,60111,0.117
Norman,27107,40558,0.81
Noxubee,28103,11853,0.65
Nueces,48355,961460,3.953
Ochiltree,48357,19078,0.153
Oconto,55083,44613,0.37
Ogle,17141,11828,0.017
Ohio,54069,13568,0.248
Okaloosa,12091,9291,0.75
Okmulgee,40111,3468,3.505
Oktibbeha,28105,222,0.01
Oliver,38065,285838,4.462
Olmsted,27109,37399,0.051
Orange,6059,397800,1.399
Orangeburg,45075,53054,1.996
Orleans,50019,8211,0.065
Osage,40113,13878,0.422
Osborne,20141,1503,0.173
Osceola,26133,3471,0.0
Otoe,31131,133565,0.17
Ottawa,40115,273236,0.351
Outagamie,55087,41963,0.952
Owen,21187,78920,0.951
Page,51139,188978,0.142
Palo Alto,19147,16278,0.008
Park,8093,5568,2.985
Parke,18121,127328,0.578
Parmer,48369,20490,0.073
Paulding,39125,141006,0.364
Pawnee,40117,150834,0.61
Pembina,38067,29526,0.664
Pennington,46103,95570,1.063
Peoria,17143,36972,0.066
Pepin,55091,4376,0.033
Perkins,46105,1218504,1.23
Perry,5105,216640,0.748
Person,37145,14085,3.393
Pettis,29159,2887,0.896
Phelps,31137,68072,0.135
Phillips,8095,105864,1.687
Piatt,17147,89453,6.454
Pickaway,39129,253509,0.719
Pierce,55093,1582380,1.113
Pike,5109,763920,0.418
Pipestone,27117,11762,0.009
Pitt,37147,179155,1.288
Pittsylvania,51143,50410,1.922
Platte,56031,883476,0.48
Plymouth,25023,281790,0.083
Pocahontas,54075,1143810,0.32
Pointe Coupee,22077,19477,0.11
Polk,55095,2808816,0.293
Pontotoc,40123,29082,2.21
Pope,5115,120111,0.07
Portage,55097,110780,0.179
Posey,18129,32120,0.71
Pottawatomie,40125,19076,1.168
Potter,48375,482997,3.159
Poweshiek,19157,37177,0.023
Prairie,5117,8792,0.173
Pratt,20151,9480,0.028
Preble,39135,7411,0.12
Prentiss,28117,36529,4.668
Presque Isle,26141,17245,1.332
Pulaski,5119,189889,2.137
Putnam,54079,925875,0.793
Queen Anne's,24035,879,0.004
Ramsey,38071,101712,3.743
Randolph,54083,1117568,1.852
Ransom,38073,338824,0.48
Ray,29177,49132,0.663
Red Lake,27125,32062,0.333
Red River,48387,72784,3.6
Red Willow,31145,204302,0.332
Redwood,27127,40171,0.222
Reno,20155,39072,4.837
Renville,38075,229146,0.239
Rice,27131,190870,0.267
Richland,55103,2189110,0.741
Riley,20161,8371,0.094
Ringgold,19159,168827,0.287
Ripley,29181,204648,0.823
Roberts,48393,7840,0.012
Robertson,48395,211443,1.272
Robeson,37155,237730,3.96
Rock,55105,206319,0.109
Rolette,38079,27981,2.788
Roosevelt,35041,33584,1.662
Roseau,27135,23839,1.995
Rosebud,30087,3295,0.143
Ross,39141,86132,0.398
Rush,20165,27646,0.163
Rusk,55107,1058,0.007
Rutherford,47149,4156,0.446
Sac,19161,145438,0.062
Sacramento,6067,9911,1.607
Saginaw,26145,27971,0.165
Salem,51775,3598,0.247
Saline,5125,473555,0.338
Sampson,37163,85448,1.006
San Patricio,48409,255427,4.817
Sanborn,46111,15669,0.073
Sandusky,39143,18670,0.113
Sangamon,17167,250703,1.107
Santa Rosa,12113,1104,0.063
Sargent,38081,56626,1.195
Sarpy,31153,7172,0.038
Sauk,55111,27976,0.468
Saunders,31155,99962,0.1
Scioto,39145,6512,0.469
Scott,5127,4670567,0.554
Scotts Bluff,31157,14389,0.026
Sedgwick,8115,297166,0.869
Seneca,39147,34828,0.108
Shawano,55115,53238,0.384
Shawnee,20177,1547,0.04
Shelby,48419,2042919,0.464
Sherburne,27141,52956,0.323
Sheridan,56033,1963945,2.443
Sherman,48421,2317984,1.365
Sibley,27143,43379,0.081
Simpson,28127,554906,3.203
Sioux,38085,544185,0.904
Slope,38087,26021,2.272
Smyth,51173,17043,0.383
Somerset,42111,456184,1.808
Southampton,51175,72746,0.188
Spink,46115,30337,0.146
Stafford,51179,234750,1.197
Stanley,46117,37527,1.837
Stanton,31167,62678,0.159
Stark,39151,1487142,1.655
Starr,48427,2735776,8.368
Stearns,27145,109907,0.041
Steele,38091,224004,0.135
Stephenson,17177,334875,0.743
Steuben,36101,39470,2.008
Stevens,53065,35067,0.047
Story,19169,612755,0.34
Stutsman,38093,111089,0.45
Sullivan,47163,762942,0.352
Sully,46119,61076,0.065
Sumner,47165,88662,3.78
Surry,51181,8158,0.358
Sussex,51183,169326,0.26
Swift,27151,94723,0.194
Swisher,48437,1278,0.017
Switzerland,18155,41289,1.517
Tama,19171,434429,0.446
Tattnall,13267,63977,3.808
Taylor,55119,1825411,1.653
Tazewell,51185,45770,0.048
Telfair,13271,53876,3.533
Terrell,48443,5628,0.106
Texas,48000,169527,0.177
Thomas,31171,990639,1.786
Tioga,42117,208734,2.224
Tippecanoe,18157,29544,0.103
Todd,46121,814926,0.444
Toombs,13279,86377,2.63
Towner,38095,18617,1.697
Traill,38097,8891,0.083
Traverse,27155,2454,0.03
Trempealeau,55121,15615,0.017
Trigg,21221,22701,2.303
Trimble,21223,29,0.017
Tripp,46123,25156,0.072
Trumbull,39155,70099,0.827
Turner,46125,215480,1.659
Tuscarawas,39157,30214,0.635
Twin Falls,16083,1477,1.438
Union,5139,7746246,0.589
Uvalde,48463,118118,1.43
Valley,31175,21144,1.105
Van Buren,5141,770368,0.145
Van Wert,39161,6071,0.327
Vermilion,22113,157212,0.072
Vernon,55123,188724,0.474
Victoria,48469,101817,1.752
Vigo,18167,135027,0.475
Wabash,18169,4634,0.015
Wabasha,27157,15076,2.069
Wadena,27159,230161,1.048
Wake,37183,8028,3.254
Wallace,20199,4229,0.022
Waller,48473,170159,3.517
Walsh,38099,228074,3.004
Walton,13297,14784,0.468
Walworth,55127,224748,0.342
Wapello,19179,130699,0.19
Ward,48475,122294,1.857
Warren,51187,12149088,1.64
Waseca,27161,29666,0.042
Washburn,55129,15077,1.585
Washington,8121,21075296,0.649
Watonwan,27165,21834,0.012
Waukesha,55133,60896,0.1
Waupaca,55135,9018,1.087
Wayne,54099,18739424,0.737
Webster,54101,2163064,0.195
Weld,8123,130060,0.341
Wells,38103,275814,0.83
West Baton Rouge,22121,3699,0.16
West Carroll,22123,12574,5.103
Wharton,48481,535267,2.193
White,5145,18220,0.008
Whiteside,17195,760104,0.8
Whitley,21235,49296,0.35
Wilcox,13315,39720,2.115
Wilkin,27167,127206,0.858
Will,17197,33328,0.127
Willacy,48489,634340,7.81
Williams,39171,77154,1.288
Williamsburg,51830,729386,2.11
Williamson,48491,216876,4.875
Wilson,48493,690600,1.978
Winnebago,55139,57924,0.012
Winneshiek,19191,22397,0.03
Winona,27169,18159,0.118
Wood,55141,317380,0.319
Woodbury,19193,307562,0.15
Woodford,21239,73976,1.008
Woodson,20207,6629,0.328
Worth,29227,37176,0.027
Wright,29229,582603,0.136
Wyandot,39175,117711,0.755
Wyoming,56000,6904,0.142
Yadkin,37197,18691,1.192
Yalobusha,28161,3488,3.975
Yankton,46135,385942,0.834
Yellow Medicine,27173,21453,0.196
Yuma,8125,285586,0.104
Zavala,48507,48815,2.444
Ziebach,46137,25356,2.463
